DH-551-RS,1,13-Oct-2015 09:50,838.33
DH-551-RS,2,13-Oct-2015 09:50,948.60
DH-551-RS,3,13-Oct-2015 09:50,960.20
DH-554-RS,1,13-Oct-2015 09:28,847.47
DH-554-RS,2,13-Oct-2015 09:28,953.64
DH-568-RS,1,13-Oct-2015 10:01,838.24
DH-568-RS,2,13-Oct-2015 10:01,945.56
DH-569-RS,1,13-Oct-2015 09:48,837.89
DH-569-RS,2,13-Oct-2015 09:48,934.65
DH-570-RS,1,13-Oct-2015 09:42,838.06
DH-570-RS,2,13-Oct-2015 09:42,893.29
DH-571-RS,1,13-Oct-2015 09:34,857.05
DH-571-RS,2,13-Oct-2015 09:34,894.62
DH-572-RS,1,13-Oct-2015 09:30,846.93
DH-572-RS,2,13-Oct-2015 09:30,922.72
DH-573-RS,1,13-Oct-2015 09:25,839.53
DH-573-RS,2,13-Oct-2015 09:25,945.93
DH-578-RS,1,09-Oct-2015 10:56,946.04
DH-578-RS,2,09-Oct-2015 10:56,946.21
DH-578-RS,3,09-Oct-2015 10:56,963.32
DH-579-RS,1,09-Oct-2015 10:58,940.46
DH-579-RS,2,09-Oct-2015 10:58,960.58
DH-580-RS,1,13-Oct-2015 09:58,915.78
DH-583-RS,1,07-Oct-2015 09:37,858.92
DH-583-RS,2,07-Oct-2015 09:37,958.53
DH-584-RS,1,07-Oct-2015 09:51,862.61
DH-584-RS,2,07-Oct-2015 09:51,950.39
DH-585-RS,1,07-Oct-2015 10:25,880.26
DH-585-RS,2,07-Oct-2015 10:25,945.44
DH-586-RS,1,07-Oct-2015 10:24,911.73
DH-586-RS,2,07-Oct-2015 10:24,939.04
DH-587-RS,1,06-Oct-2015 13:09,958.12
DH-587-RS,2,06-Oct-2015 13:09,960.07
DH-595-RS,1,08-Oct-2015 11:35,846.31
DH-595-RS,2,08-Oct-2015 11:35,959.14
DH-595-RS,3,08-Oct-2015 11:35,987.64
DH-599-RS,1,08-Oct-2015 11:22,891.95
DH-599-RS,2,08-Oct-2015 11:22,953.51
DH-599-RS,3,08-Oct-2015 11:22,963.93
DH-603-RS,1,08-Oct-2015 10:38,956.50
DH-603-RS,2,08-Oct-2015 10:38,955.39
DH-604-RS,1,08-Oct-2015 11:20,848.26
DH-604-RS,2,08-Oct-2015 11:20,908.34
DH-604-RS,3,08-Oct-2015 11:20,1017.92
DH-605-RS,1,08-Oct-2015 11:28,848.03
DH-605-RS,2,08-Oct-2015 11:28,924.85
DH-605-RS,3,08-Oct-2015 11:28,979.18
DH-605-RS,4,08-Oct-2015 11:28,1007.27
DH-612-RS,1,08-Oct-2015 10:54,869.18
DH-612-RS,2,08-Oct-2015 10:54,904.85
DH-612-RS,3,08-Oct-2015 10:54,1010.97
DH-616-RS,1,08-Oct-2015 09:47,862.79
DH-616-RS,2,08-Oct-2015 09:47,903.53
DH-616-RS,3,08-Oct-2015 09:47,937.82
DH-616-RS,4,08-Oct-2015 09:47,994.61
DH-617-RS,1,08-Oct-2015 10:56,844.91
DH-617-RS,2,08-Oct-2015 10:56,894.57
DH-617-RS,3,08-Oct-2015 10:56,934.82
DH-617-RS,4,08-Oct-2015 10:56,939.47
DH-619-RS,1,08-Oct-2015 09:53,1000.22
DH-619-RS,2,08-Oct-2015 09:53,936.85
DH-619-RS,3,08-Oct-2015 09:53,953.68
DH-619-RS,4,08-Oct-2015 09:53,999.50
DH-620-RS,1,08-Oct-2015 09:50,998.42
