GOESDEC,ACTIVE, RTCNAME, S_OFV, S_ONV, S_NV, S_TTMODE, S_RTFV, S_OTC, S_TBV, S_DTFMT, S_DTSIZE, S_BID, S_BIDCNT, R_OFV, R_ONV, R_NV, R_TTMODE, R_RTFV, R_OTC, R_TBV, R_DTFMT, R_DTSIZE, R_BID, R_BIDCNT, EDITDATE, OWNER,                                                                                                                                                                                       
MAWY    OB1,1,,3,12,0,R,-13,0,-15,B,3,,0,5,9,0,I,0,-4,-15,T,3,D,1,12-APR-2005 09:43:23.39,RMICHEL,                                                                                                                                                                                                                                                                                                              
MAWY    PC,1,,12,12,0,R,-13,0,-15,B,3,,0,5,9,0,I,0,-4,-15,T,3,D,1,12-APR-2005 09:43:34.14,RMICHEL,                                                                                                                                                                                                                                                                                                              
MBWY    BV,1,,9,9,0,R,-8,0,-15,B,3,,0,20,0,0,I,0,-1,-15,B,3,,0,29-NOV-2007 16:05:11.78,RMICHEL,                                                                                                                                                                                                                                                                                                                 
MBWY    GH,1,,4,6,8,R,-15,0,-15,B,3,,0,2,3,3,I,-3,-1,-15,B,3,,0,13-APR-2009 12:43:26.27,RMICHEL,                                                                                                                                                                                                                                                                                                                
MBWY    OB,1,,3,9,0,R,-8,0,-15,B,3,,0,2,6,0,I,0,-1,-15,B,3,,0,27-MAY-2004 08:36:57.55,LDEAVILA,                                                                                                                                                                                                                                                                                                                 
MBWY    PC,1,,7,6,8,R,-15,0,-15,B,3,,0,5,6,0,I,0,-4,-15,B,3,,0,13-APR-2009 12:43:57.46,RMICHEL,                                                                                                                                                                                                                                                                                                                 
MCABNE  GH,1,,4,3,8,R,-9,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,10-APR-2008 07:19:55.30,LDEAVILA,                                                                                                                                                                                                                                                                                                                     
MCARNE  GH,1,,4,3,8,R,-6,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,13-JUN-2006 12:03:45.72,LDEAVILA,                                                                                                                                                                                                                                                                                                                     
MCARNE  PC,1,,28,3,4,R,-6,0,-15,B,3,,0,5,6,0,I,0,-4,-15,B,3,,0,13-JUN-2006 12:03:56.16,LDEAVILA,                                                                                                                                                                                                                                                                                                                
MCBLNE  GH,1,,4,3,8,R,-8,0,-15,T,3,,0,0,0,0,I,0,0,0,,0,,0,02-JUN-2006 13:20:25.19,RMICHEL,                                                                                                                                                                                                                                                                                                                      
MCCM    GH,1,,3,3,32,R,-5,0,-15,B,3,,0,2,3,3,I,0,-1,-15,B,3,D,1,15-MAY-2000 10:47:49.16,NPHELPS,                                                                                                                                                                                                                                                                                                                
MCDH    BV,0,,0,0,0,R,-19,0,-60,F,5,,0,0,0,0,I,0,0,0,,0,,0,05-JUN-2009 09:47:32.80,LDEAVILA,                                                                                                                                                                                                                                                                                                                    
MCDH    CO,0,,3,3,0,R,-19,0,-60,V,5,,0,0,0,0,I,0,0,0,,0,,0,17-JUN-2015 07:59:30.50,LDEAVILA,                                                                                                                                                                                                                                                                                                                    
MCDH    FB,1,,13,7,8,R,-19,0,-15,V,6,HG,2,0,0,0,I,0,0,0,,0,,0,27-FEB-2017 10:46:14.68,DKNUTESON,                                                                                                                                                                                                                                                                                                                
MCDH    OB,0,,3,3,2,R,-19,0,-60,V,5,TA,2,0,0,0,I,0,0,0,,0,,0,01-DEC-2015 08:23:48.06,LDEAVILA,                                                                                                                                                                                                                                                                                                                  
MCDH    PC,1,,58,5,4,R,-19,0,-15,V,5,PC,2,5,8,0,I,0,-1,-30,B,3,,1,28-FEB-2017 07:37:52.74,DKNUTESON,                                                                                                                                                                                                                                                                                                            
MCDH    PC2,0,,3,3,4,R,-19,0,-60,V,5,YK,2,0,0,0,I,0,0,0,,0,,0,02-DEC-2015 08:41:30.68,DKNUTESON,                                                                                                                                                                                                                                                                                                                
MCDH    SQ,0,,3,3,4,R,-19,0,-60,V,5,RZ,2,2,6,0,I,0,-1,-15,T,3,F,1,02-DEC-2015 08:41:45.83,DKNUTESON,                                                                                                                                                                                                                                                                                                            
MCDH    TU,0,,10,3,4,R,-19,0,-60,V,5,XR,2,2,6,0,I,0,-1,-15,T,3,D,1,02-DEC-2015 08:41:55.08,DKNUTESON,                                                                                                                                                                                                                                                                                                           
MCDH    WD,0,,3,3,4,R,-19,0,-60,V,5,UD,2,0,0,0,I,0,0,0,,0,,0,02-DEC-2015 08:42:04.74,DKNUTESON,                                                                                                                                                                                                                                                                                                                 
MCDH    WS,0,,3,3,4,R,-19,0,-60,V,5,US,2,0,0,0,I,0,0,0,,0,,0,02-DEC-2015 08:42:18.09,DKNUTESON,                                                                                                                                                                                                                                                                                                                 
MCNE    CH,1,,4,3,4,R,-7,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,08-APR-2004 12:09:30.67,LDEAVILA,                                                                                                                                                                                                                                                                                                                     
MCPM    GH,1,,4,3,12,R,-3,0,-15,B,3,,0,2,6,3,I,0,-1,-15,B,3,D,1,29-APR-2013 13:37:25.91,NPHELPS,                                                                                                                                                                                                                                                                                                                
MCUDIVCOCH,1,,39,72,4,R,-13,0,-15,S,3,,0,0,0,0,I,0,0,0,,0,,0,20-MAR-2015 16:55:03.92,VLEE,                                                                                                                                                                                                                                                                                                                      
MCUDIVCOGH,1,,36,72,4,R,-13,0,-15,S,3,,0,0,0,0,I,0,0,0,,0,,0,20-MAR-2015 16:54:45.48,VLEE,                                                                                                                                                                                                                                                                                                                      
MCVM    GH,1,,4,3,12,R,-11,0,-15,B,3,,0,2,3,3,I,0,-1,-15,B,3,D,1,28-MAY-2010 12:55:02.70,NPHELPS,                                                                                                                                                                                                                                                                                                               
MCWH    BH,0,,24,26,0,R,-5,0,-60,I,6,,0,11,0,1,I,0,-10,0,B,3,D,1,05-MAY-2015 10:35:02.33,LDEAVILA,                                                                                                                                                                                                                                                                                                              
MCWH    OB,0,,12,26,0,R,-12,0,-30,B,3,,0,5,0,1,I,0,-4,-60,B,3,D,1,05-MAY-2015 10:35:06.31,LDEAVILA,                                                                                                                                                                                                                                                                                                             
MCWH    PC,1,,6,26,4,R,-12,0,-30,V,5,PC,2,2,0,1,I,0,-1,-60,T,3,D,1,10-JAN-2013 14:54:38.33,HYDROMET,                                                                                                                                                                                                                                                                                                            
MCWH    TU,0,,18,26,0,R,-5,0,-60,I,6,,0,8,0,1,I,0,-7,0,B,3,D,1,05-MAY-2015 10:34:35.98,LDEAVILA,                                                                                                                                                                                                                                                                                                                
MCWH    WDA,0,,174,28,0,R,-5,0,-60,I,6,,0,0,0,0,I,0,0,0,,0,,0,05-MAY-2015 10:34:41.25,LDEAVILA,                                                                                                                                                                                                                                                                                                                 
MCWH    WDM,0,,168,28,0,R,-5,0,-60,I,6,,0,0,0,0,I,0,0,0,,0,,0,05-MAY-2015 10:34:47.18,LDEAVILA,                                                                                                                                                                                                                                                                                                                 
MCWH    WS,0,,116,8,0,R,-5,0,-60,I,6,,0,14,0,1,I,0,-13,-60,B,3,D,1,05-MAY-2015 10:34:50.52,LDEAVILA,                                                                                                                                                                                                                                                                                                            
MCWH    WVX,0,,154,28,0,R,-5,0,-60,I,6,,0,0,0,0,I,0,0,0,,0,,0,05-MAY-2015 10:34:54.45,LDEAVILA,                                                                                                                                                                                                                                                                                                                 
MCWH    WVY,0,,160,28,0,R,-5,0,-60,I,6,,0,0,0,0,I,0,0,0,,0,,0,05-MAY-2015 10:34:58.24,LDEAVILA,                                                                                                                                                                                                                                                                                                                 
MCWY    BV,1,,6,6,0,R,-44,0,-60,B,3,,0,0,0,0,I,0,0,0,,0,,0,24-APR-2003 14:55:33.38,RMICHEL,                                                                                                                                                                                                                                                                                                                     
MCWY    GH,1,,3,3,4,R,-14,0,-15,B,3,,0,2,6,3,I,0,-1,-15,B,3,D,1,03-JUL-2003 13:06:11.42,LDEAVILA,                                                                                                                                                                                                                                                                                                               
MDNE    CH,1,,4,3,4,R,-8,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,08-JUN-2009 09:19:55.55,RMICHEL,                                                                                                                                                                                                                                                                                                                      
MDNE    CH_B,1,,16,3,4,R,-8,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,08-JUN-2009 09:21:21.34,RMICHEL,                                                                                                                                                                                                                                                                                                                   
MDWNE   CH,1,,4,3,4,R,-7,0,-15,B,3,,0,2,6,3,I,0,-1,-15,B,3,,0,29-JUN-2010 16:38:48.37,RMICHEL,                                                                                                                                                                                                                                                                                                                  
MELM    GH,1,,7,12,12,R,-10,0,-15,B,3,,0,2,12,3,I,0,-1,-15,B,3,D,1,16-MAR-2010 11:48:54.77,NPHELPS,                                                                                                                                                                                                                                                                                                             
MELM    WC,1,,4,12,12,R,-10,0,-15,T,3,,0,0,0,0,I,0,0,0,T,3,D,1,16-MAR-2010 11:49:05.76,NPHELPS,                                                                                                                                                                                                                                                                                                                 
MERDTHCOBV,1,,126,0,1,R,-8,0,-60,I,6,,0,0,0,0,I,0,0,0,,0,,0,10-JUL-1998 13:03:58.12,LDEAVILA,                                                                                                                                                                                                                                                                                                                   
MERDTHCOOB,1,,85,6,6,R,-38,0,-60,I,6,,0,10,4,1,I,0,-1,-60,B,3,,0,19-JUL-2001 11:45:30.85,CLORA,                                                                                                                                                                                                                                                                                                                 
MERDTHCOPC,1,,3,6,12,R,-8,0,-30,I,6,,0,7,0,1,I,0,-1,-60,B,3,,0,02-OCT-2001 08:00:46.73,RMICHEL,                                                                                                                                                                                                                                                                                                                 
MFBM    GH,1,,4,3,12,R,-13,0,-15,B,3,,0,2,3,3,I,0,-1,-15,B,3,D,1,13-AUG-2008 14:24:38.17,NPHELPS,                                                                                                                                                                                                                                                                                                               
MFBM    OB,1,,40,3,12,R,-13,0,-15,B,3,,0,5,6,3,I,0,-4,-15,B,3,E,0,13-AUG-2008 14:24:26.57,NPHELPS,                                                                                                                                                                                                                                                                                                              
MFPM    GH,1,,4,6,8,R,-10,0,-15,T,3,,0,2,6,3,I,0,-1,-60,B,3,D,1,03-MAY-2012 11:49:33.27,NPHELPS,                                                                                                                                                                                                                                                                                                                
MFPM    WC,1,,7,6,8,R,-10,0,-15,B,3,D,0,0,0,0,I,0,0,0,T,3,D,1,03-MAY-2012 11:49:52.23,NPHELPS,                                                                                                                                                                                                                                                                                                                  
MGFM    GH,1,,4,3,12,R,0,0,-15,B,3,,0,2,3,3,I,0,-1,-15,B,3,D,1,14-AUG-2008 14:46:21.32,NPHELPS,                                                                                                                                                                                                                                                                                                                 
MGNE    CH,1,,4,9,8,R,-10,0,-15,B,3,,0,2,6,3,I,0,-1,-15,B,3,,0,22-MAR-2007 10:16:07.01,RMICHEL,                                                                                                                                                                                                                                                                                                                 
MGNE    OB,1,,7,9,8,R,-10,0,-15,B,3,,0,5,6,3,I,0,-4,-15,B,3,,0,22-MAR-2007 10:17:41.25,RMICHEL,                                                                                                                                                                                                                                                                                                                 
MGNE    PC,1,,10,9,8,R,-10,0,-15,B,3,,0,0,0,0,I,0,-1,-15,B,3,,0,22-MAR-2007 10:18:03.57,RMICHEL,                                                                                                                                                                                                                                                                                                                
MHVM    GH,1,,4,6,12,R,-6,0,-15,T,3,,0,2,3,3,I,0,-1,-15,B,3,D,1,19-OCT-2010 15:58:38.43,NPHELPS,                                                                                                                                                                                                                                                                                                                
MIDDIVCOCH,1,,45,72,4,R,-13,0,-15,S,3,,0,0,0,0,I,0,0,0,,0,,0,20-MAR-2015 16:56:31.48,VLEE,                                                                                                                                                                                                                                                                                                                      
MIDDIVCOGH,1,,42,72,4,R,-13,0,-15,S,3,,0,0,0,0,I,0,0,0,,0,,0,20-MAR-2015 16:55:54.68,VLEE,                                                                                                                                                                                                                                                                                                                      
MINE    CH,1,,4,3,8,R,-6,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,06-NOV-2009 09:19:35.05,RMICHEL,                                                                                                                                                                                                                                                                                                                      
MLS     GH,1,,4,3,12,R,-12,0,-15,B,3,,0,5,6,3,I,0,-1,-15,B,3,D,0,19-MAY-2009 07:52:20.09,NPHELPS,                                                                                                                                                                                                                                                                                                               
MLS     PC,1,,76,3,12,R,-12,0,-15,B,3,,0,2,6,3,I,0,-1,-15,B,3,D,0,19-MAY-2009 07:52:07.45,NPHELPS,                                                                                                                                                                                                                                                                                                              
MLTO    GH,1,,4,12,12,R,-11,0,-15,B,3,,0,2,6,3,I,0,-1,-15,B,3,P,1,04-MAY-2015 09:58:06.71,NPHELPS,                                                                                                                                                                                                                                                                                                              
MLTO    PC,1,,10,12,12,R,-11,0,-15,T,3,,0,5,6,3,I,0,-4,-15,B,3,P,1,04-MAY-2015 09:58:19.33,NPHELPS,                                                                                                                                                                                                                                                                                                             
MLTO    WC,1,,7,12,12,R,-11,0,-15,T,3,,0,0,0,0,I,0,0,0,T,3,D,1,04-MAY-2015 09:58:28.97,NPHELPS,                                                                                                                                                                                                                                                                                                                 
MLWY    EC,1,,13,12,8,R,-9,0,-15,B,3,,0,0,0,0,I,0,0,0,T,3,,0,23-AUG-2005 13:10:53.60,RMICHEL,                                                                                                                                                                                                                                                                                                                   
MLWY    GH,1,,10,12,8,R,-9,0,-15,B,3,,0,2,9,0,I,0,-1,-15,B,3,,0,23-AUG-2005 12:04:51.73,RMICHEL,                                                                                                                                                                                                                                                                                                                
MLWY    OB,1,,7,12,8,R,-9,0,-15,B,3,,0,5,9,0,I,0,-4,-15,T,3,D,1,23-AUG-2005 12:04:22.26,RMICHEL,                                                                                                                                                                                                                                                                                                                
MLWY    PC,1,,4,12,8,R,-9,0,-15,B,3,,0,5,9,0,I,0,-4,-15,T,3,D,1,23-AUG-2005 12:03:53.95,RMICHEL,                                                                                                                                                                                                                                                                                                                
MNVM    GH,1,,3,3,8,R,-9,0,-15,B,3,,0,2,3,3,I,0,-1,-15,B,3,D,1,08-AUG-2011 08:07:07.89,NPHELPS,                                                                                                                                                                                                                                                                                                                 
MNVM    OB,0,,0,0,0,R,0,0,0,B,3,,0,5,9,3,I,0,-4,-15,B,3,E,1,08-AUG-2011 08:06:40.24,NPHELPS,                                                                                                                                                                                                                                                                                                                    
MONE    CH,1,,4,3,8,R,-6,0,-15,B,3,,0,3,6,2,R,0,0,-15,T,3,,0,06-NOV-2009 09:16:30.47,RMICHEL,                                                                                                                                                                                                                                                                                                                   
MORDIVCOCH,1,,51,72,4,R,-13,0,-15,S,3,,0,0,0,0,I,0,0,0,,0,,0,20-MAR-2015 16:46:43.58,VLEE,                                                                                                                                                                                                                                                                                                                      
MORDIVCOGH,1,,48,72,4,R,-13,0,-15,S,3,,0,0,0,0,I,0,0,0,,0,,0,20-MAR-2015 16:45:14.35,VLEE,                                                                                                                                                                                                                                                                                                                      
MORWEACOBH,1,,100,3,8,R,-13,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,10-JUN-2008 16:51:06.05,CLORA,                                                                                                                                                                                                                                                                                                                     
MORWEACOOB,1,,52,3,8,R,-13,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,10-JUN-2008 16:49:02.09,CLORA,                                                                                                                                                                                                                                                                                                                      
MORWEACOPC,1,,124,3,8,R,-13,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,10-JUN-2008 16:48:12.47,CLORA,                                                                                                                                                                                                                                                                                                                     
MORWEACOTP,1,,0,0,0,R,0,0,0,,0,,0,0,0,0,I,0,0,0,,0,,0,10-JUN-2008 14:07:44.20,CLORA,                                                                                                                                                                                                                                                                                                                            
MORWEACOTU,1,,76,3,8,R,-13,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,10-JUN-2008 16:49:35.64,CLORA,                                                                                                                                                                                                                                                                                                                      
MORWEACOWD,1,,4,3,8,R,-13,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,10-JUN-2008 16:44:47.36,CLORA,                                                                                                                                                                                                                                                                                                                       
MORWEACOWS,1,,28,3,8,R,-13,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,10-JUN-2008 16:44:18.86,CLORA,                                                                                                                                                                                                                                                                                                                      
MPWY    GH,1,,4,6,12,R,-7,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,24-NOV-2009 14:50:01.16,RMICHEL,                                                                                                                                                                                                                                                                                                                     
MPWY    PC,1,,7,6,12,R,-7,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,24-NOV-2009 14:52:56.65,RMICHEL,                                                                                                                                                                                                                                                                                                                     
MRCM    GH,1,,4,9,12,R,-1,0,-15,B,3,,0,2,3,3,I,0,-1,-15,B,3,D,1,18-MAY-2016 08:07:02.66,NPHELPS,                                                                                                                                                                                                                                                                                                                
MRCM    WC,1,,7,9,12,R,0,0,-15,B,3,,0,0,0,0,I,0,0,0,T,3,D,1,03-SEP-2008 08:02:21.22,NPHELPS,                                                                                                                                                                                                                                                                                                                    
MRDM    GH,1,,4,3,12,R,-11,0,-15,T,3,,0,2,3,3,I,0,-1,-15,B,3,D,1,21-OCT-2010 09:28:52.26,NPHELPS,                                                                                                                                                                                                                                                                                                               
MREC    GH,1,,76,3,12,R,-5,0,-15,B,3,,0,0,0,0,I,0,0,0,B,3,,0,29-APR-2015 14:49:48.03,NPHELPS,                                                                                                                                                                                                                                                                                                                   
MREC    OB,1,,76,3,12,R,-5,0,-15,B,3,1,0,2,12,3,I,0,-1,-15,B,3,D,1,29-APR-2015 14:49:08.17,NPHELPS,                                                                                                                                                                                                                                                                                                             
MRHM    GH,1,,7,6,12,R,-14,0,-15,T,3,,0,2,3,3,I,0,-1,-15,B,3,D,1,28-AUG-2014 14:14:35.79,NPHELPS,                                                                                                                                                                                                                                                                                                               
MRLM    GH,1,,4,3,12,R,-1,0,-15,B,3,,0,2,6,3,I,0,-1,-15,B,3,D,1,08-MAY-2007 10:31:05.33,NPHELPS,                                                                                                                                                                                                                                                                                                                
MRLM    WC,1,,40,3,12,R,-1,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,30-JUL-2014 09:56:16.84,CJORDAN,                                                                                                                                                                                                                                                                                                                    
MRMM    GH,1,,4,3,16,R,-3,0,-15,B,3,,0,2,6,3,I,0,-1,-15,B,3,D,1,28-AUG-2014 14:18:34.21,NPHELPS,                                                                                                                                                                                                                                                                                                                
MRMR    GH_M,1,,10,12,4,R,-1,0,-15,V,7,:HG,3,2,3,3,I,0,-1,-15,B,3,D,1,11-OCT-2001 11:31:58.48,NPHELPS,                                                                                                                                                                                                                                                                                                          
MRNE    CH,1,,16,3,4,R,-6,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,10-MAY-2007 10:31:42.57,RMICHEL,                                                                                                                                                                                                                                                                                                                     
MRNE    FB,1,,4,3,4,R,-6,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,10-MAY-2007 10:31:00.98,RMICHEL,                                                                                                                                                                                                                                                                                                                      
MRTM    GH,1,,4,3,12,R,-13,0,-15,B,3,,0,2,6,3,I,0,-1,-15,B,3,D,1,04-MAR-2011 12:26:37.04,LDEAVILA,                                                                                                                                                                                                                                                                                                              
MRWC    BV,1,,89,8,0,R,-12,0,-15,F,4,,0,0,0,0,I,0,0,0,B,3,D,0,02-SEP-2009 15:28:08.79,RMICHEL,                                                                                                                                                                                                                                                                                                                  
MRWC    GH_M,1,,10,12,4,R,-12,0,-15,V,5,:HG,3,2,3,3,I,0,-1,-15,B,3,D,1,02-SEP-2009 15:29:16.34,RMICHEL,                                                                                                                                                                                                                                                                                                         
MTELFBCOFB,1,,4,3,16,R,-9,0,-15,B,3,,0,4,6,0,I,0,-1,-15,B,3,,0,25-FEB-2014 15:42:48.14,VLEE,                                                                                                                                                                                                                                                                                                                    
MUDKRECOGH,1,,4,3,16,R,-6,0,-15,B,3,,0,2,0,1,I,0,-1,-15,B,3,,0,05-OCT-2010 07:22:40.32,RMICHEL,                                                                                                                                                                                                                                                                                                                 
MUTT    GH,1,,4,3,8,R,-8,0,-15,B,3,,0,3,3,0,I,0,-4,-30,B,3,,0,20-NOV-2015 08:39:53.41,LDEAVILA,                                                                                                                                                                                                                                                                                                                 
MUTT    PC,0,,4,6,0,R,-23,0,-60,B,3,,0,2,6,0,I,0,-1,-30,B,3,,0,20-NOV-2015 08:40:13.92,LDEAVILA,                                                                                                                                                                                                                                                                                                                
MWSM    BV,1,,67,0,1,R,-18,0,0,X,3,,0,5,6,3,I,0,-4,-15,T,3,D,1,06-OCT-2017 12:47:13.90,KFOLEY,                                                                                                                                                                                                                                                                                                                  
MWSM    OB,1,,49,-15,4,R,-55,0,15,X,3,,0,5,6,3,I,0,-4,-15,T,3,D,1,14-DEC-2017 07:30:03.38,KFOLEY,                                                                                                                                                                                                                                                                                                               
MWSM    PC,1,,64,0,1,R,-18,0,0,X,3,,0,2,9,3,I,0,-1,-15,B,3,E,1,14-DEC-2017 07:41:55.85,KFOLEY,                                                                                                                                                                                                                                                                                                                  
MWSM    SQ,1,,52,-15,4,R,-55,0,15,X,3,,0,2,6,3,I,0,-1,-15,T,3,F,1,14-DEC-2017 07:28:36.95,KFOLEY,                                                                                                                                                                                                                                                                                                               
MWSM    TU,1,,46,-15,4,R,-55,0,15,X,3,,0,2,6,3,I,0,-1,-15,T,3,D,1,14-DEC-2017 07:29:15.36,KFOLEY,                                                                                                                                                                                                                                                                                                               
MWSM    UI,1,,61,0,1,R,-18,0,0,X,3,,0,5,9,3,I,0,-4,-15,B,3,E,1,14-DEC-2017 07:41:30.49,KFOLEY,                                                                                                                                                                                                                                                                                                                  
MWSM    WD,1,,58,-15,4,R,-55,0,15,X,3,,0,2,6,3,I,0,-1,-15,T,3,F,1,14-DEC-2017 07:35:19.73,KFOLEY,                                                                                                                                                                                                                                                                                                               
MWSM    WG,1,,55,-15,4,R,-55,0,15,X,3,,0,0,0,0,I,0,0,0,,0,,0,14-DEC-2017 07:35:50.45,KFOLEY,                                                                                                                                                                                                                                                                                                                    
MWYM    GH,1,,4,12,8,R,-13,0,-15,B,3,,0,2,3,3,I,0,-1,-15,B,3,D,1,31-JUL-2014 09:46:50.45,NPHELPS,                                                                                                                                                                                                                                                                                                               
MWYM    WC,1,,7,12,8,R,-13,0,-15,T,3,,0,38,3,0,I,0,0,0,B,3,D,0,31-JUL-2014 09:49:29.21,NPHELPS,                                                                                                                                                                                                                                                                                                                 
NAMT    GH,1,,4,6,8,R,-9,0,-15,B,3,,0,2,6,3,I,0,-1,-15,B,3,P,1,17-MAY-2007 16:02:44.07,NPHELPS,                                                                                                                                                                                                                                                                                                                 
NAMT    PC,1,,7,6,8,R,-9,0,-15,B,3,,0,5,6,3,I,0,-4,-15,B,3,P,1,17-MAY-2007 16:03:35.76,NPHELPS,                                                                                                                                                                                                                                                                                                                 
NAMT    WC,1,,12,5,4,R,-10,0,-15,V,5,TW,3,0,0,0,I,0,0,0,T,3,D,1,07-APR-2000 11:53:34.57,HYDROMET,                                                                                                                                                                                                                                                                                                               
NASTY   FB,1,,4,3,8,R,-10,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,09-APR-2015 14:58:20.91,DKNUTESON,                                                                                                                                                                                                                                                                                                                   
