GOESDEC,ACTIVE, RTCNAME, S_OFV, S_ONV, S_NV, S_TTMODE, S_RTFV, S_OTC, S_TBV, S_DTFMT, S_DTSIZE, S_BID, S_BIDCNT, R_OFV, R_ONV, R_NV, R_TTMODE, R_RTFV, R_OTC, R_TBV, R_DTFMT, R_DTSIZE, R_BID, R_BIDCNT, EDITDATE, OWNER,                                                                                                                                                                                       
EAPR    OB,0,,22,24,8,R,-14,0,-15,B,3,,0,5,24,1,I,0,-4,-15,B,3,,0,02-NOV-2017 13:43:34.47,DKNUTESON,                                                                                                                                                                                                                                                                                                            
EAPR    PC,1,,19,24,8,R,-14,0,-15,B,3,,0,8,24,1,I,0,-7,-15,B,3,,0,02-NOV-2017 13:14:29.64,DKNUTESON,                                                                                                                                                                                                                                                                                                            
EAPR    RAI,1,,7,24,8,R,-14,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,02-NOV-2017 13:47:25.50,DKNUTESON,                                                                                                                                                                                                                                                                                                                 
EAPR    RBI,1,,4,24,8,R,-14,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,02-NOV-2017 13:47:35.10,DKNUTESON,                                                                                                                                                                                                                                                                                                                 
EAPR    SP1,1,,10,24,8,R,-14,0,-15,P,3,,0,17,24,0,I,0,-4,-15,B,3,,0,06-NOV-2017 15:52:45.72,DKNUTESON,                                                                                                                                                                                                                                                                                                          
EAPR    SP2,0,,0,24,0,R,-14,0,-15,B,3,,0,20,24,0,I,0,-7,-15,B,3,,0,02-NOV-2017 13:11:34.48,DKNUTESON,                                                                                                                                                                                                                                                                                                           
ECAMNE  GH,1,,4,3,8,R,-8,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,13-JUN-2006 12:12:02.18,LDEAVILA,                                                                                                                                                                                                                                                                                                                     
EDEN    GH,1,,4,3,12,R,-3,0,-15,T,3,,0,2,6,3,I,0,-1,-15,B,3,D,1,06-MAY-2010 11:23:07.65,NPHELPS,                                                                                                                                                                                                                                                                                                                
EDEN    WC,1,,40,3,12,R,-3,0,-15,T,3,,0,0,0,0,I,0,0,0,T,3,D,1,29-JUL-2010 16:16:27.08,RMICHEL,                                                                                                                                                                                                                                                                                                                  
EWIDITCOGH,1,,4,3,16,R,-10,0,-15,B,3,,0,2,3,3,I,0,-1,-15,T,3,,0,05-MAY-2004 10:16:36.14,RMICHEL,                                                                                                                                                                                                                                                                                                                
FBCM    BV,1,,0,0,0,R,0,0,0,T,3,D,0,0,0,0,I,0,0,0,B,3,D,0,10-JUL-2009 17:24:50.20,NPHELPS,                                                                                                                                                                                                                                                                                                                      
FBCM    CH,1,,16,3,4,R,-2,0,-15,T,3,,0,2,3,3,I,0,-1,-15,B,3,D,1,13-MAY-2014 12:54:02.90,NPHELPS,                                                                                                                                                                                                                                                                                                                
FBCM    VEL,1,,28,3,4,R,-2,0,-15,T,3,,0,0,0,0,I,0,0,0,B,3,D,0,10-JUL-2009 17:25:00.16,NPHELPS,                                                                                                                                                                                                                                                                                                                  
FBCM    WC,1,,4,3,4,R,-2,0,-15,T,3,,0,2,6,3,I,0,-1,-15,B,3,P,1,21-APR-2010 17:03:15.64,NPHELPS,                                                                                                                                                                                                                                                                                                                 
FCABNE  GH,1,,4,3,8,R,-9,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,11-APR-2008 15:07:20.42,RMICHEL,                                                                                                                                                                                                                                                                                                                      
FCABNE  PC,1,,28,3,4,R,-9,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,11-APR-2008 15:16:40.74,RMICHEL,                                                                                                                                                                                                                                                                                                                     
FCNE    CH,1,,4,6,8,R,-10,0,-15,B,3,,0,2,6,0,I,0,-1,-15,B,3,,0,22-MAR-2007 10:20:00.60,RMICHEL,                                                                                                                                                                                                                                                                                                                 
FCNE    OB,1,,3,9,0,R,-8,0,-15,B,3,,0,6,6,0,I,0,-4,-15,B,3,,0,23-MAY-2002 12:46:09.62,RMICHEL,                                                                                                                                                                                                                                                                                                                  
FCNE    PC,1,,7,6,8,R,-10,0,-15,B,3,,0,24,3,0,I,0,-1,-15,B,3,,0,22-MAR-2007 10:20:20.14,RMICHEL,                                                                                                                                                                                                                                                                                                                
FCWDCNE CH,1,,4,3,4,R,-7,0,-15,S,3,,0,0,0,0,I,0,0,0,,0,,0,24-SEP-2003 06:56:46.19,WLOGHRY,                                                                                                                                                                                                                                                                                                                      
FCWICNE CH,1,,4,3,4,R,-7,0,-15,S,3,,0,0,0,0,I,0,0,0,,0,,0,24-SEP-2003 06:57:12.77,WLOGHRY,                                                                                                                                                                                                                                                                                                                      
FCWY    CH,1,,4,3,8,R,-7,0,-15,B,3,,0,2,6,3,I,0,-1,-15,B,3,,0,26-JAN-2007 10:33:36.20,RMICHEL,                                                                                                                                                                                                                                                                                                                  
FISHESCOGH,1,,4,3,16,R,-8,0,-15,B,3,,0,2,3,3,I,0,-1,-15,B,3,,0,26-APR-2010 11:05:08.24,CLORA,                                                                                                                                                                                                                                                                                                                   
FLARESCOFB,1,,4,3,16,R,-5,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,31-OCT-2013 16:08:38.24,VLEE,                                                                                                                                                                                                                                                                                                                        
FLARESCOQE1,1,,52,3,16,R,-5,0,-15,T,3,,0,2,6,3,I,0,-1,-15,B,3,D,1,01-NOV-2017 14:36:37.45,VLEE,                                                                                                                                                                                                                                                                                                                 
FLARESCOQE2,1,,100,3,16,R,-5,0,-15,T,3,,0,2,6,3,I,0,-1,-15,B,3,D,1,01-NOV-2017 14:38:28.88,VLEE,                                                                                                                                                                                                                                                                                                                
FLMT    GH,1,,6,14,4,R,-2,0,-60,I,6,,0,2,6,3,I,0,-1,-15,B,3,D,1,19-JUL-1991 11:37:19.96,NPHELPS,                                                                                                                                                                                                                                                                                                                
FLMT    PC,1,,12,14,4,R,-2,0,-60,I,6,,0,5,6,3,I,0,-4,-15,B,3,D,1,19-JUL-1991 11:37:30.54,NPHELPS,                                                                                                                                                                                                                                                                                                               
FLWY    GH,1,,4,13,8,R,-8,0,-15,F,4,,0,5,6,0,I,0,-1,-15,T,3,,0,04-NOV-2015 15:07:54.52,CSCHWIEGER,                                                                                                                                                                                                                                                                                                              
FLWY    PC,0,,10,13,8,R,-8,0,-15,F,4,,0,2,6,3,I,0,-1,-15,T,3,,0,05-NOV-2015 13:54:43.97,CSCHWIEGER,                                                                                                                                                                                                                                                                                                             
FLWY    WC,0,,28,3,8,R,-8,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,04-NOV-2015 15:04:08.28,CSCHWIEGER,                                                                                                                                                                                                                                                                                                                  
FMSY    GH,1,,4,3,8,R,-8,0,-15,B,3,,0,2,3,3,I,0,-1,-15,B,3,D,1,15-MAY-2008 07:46:57.02,RMICHEL,                                                                                                                                                                                                                                                                                                                 
FOSS    BV,1,,167,0,0,R,-27,0,-60,F,5,,0,0,0,0,I,0,0,0,,0,,0,29-JUN-2004 11:22:19.75,LDEAVILA,                                                                                                                                                                                                                                                                                                                  
FOSS    FB,1,,7,6,8,R,-2,0,-15,V,5,HP,2,0,0,0,I,0,0,0,,0,,0,27-FEB-2017 10:48:42.26,DKNUTESON,                                                                                                                                                                                                                                                                                                                  
FOSS    PC,1,,7,6,2,R,-1,0,-15,V,4,PC,2,2,3,0,I,0,-1,-15,B,3,,0,28-FEB-2017 07:40:08.51,DKNUTESON,                                                                                                                                                                                                                                                                                                              
FOSS    PC2,1,,279,3,2,R,-1,0,-60,V,5,YK,2,2,9,3,I,0,-1,-15,B,3,E,1,29-JUN-2004 12:48:38.87,LDEAVILA,                                                                                                                                                                                                                                                                                                           
FOUPINCOGH,1,,4,3,8,R,-4,0,-15,T,3,,0,2,6,2,I,0,-1,-15,T,3,,0,17-DEC-2004 11:34:17.68,CLORA,                                                                                                                                                                                                                                                                                                                    
FOUPINCOPC,0,,4,12,8,R,-4,0,-15,T,3,,0,5,6,2,I,0,-1,-15,B,3,,0,20-MAY-2013 13:43:09.52,RMICHEL,                                                                                                                                                                                                                                                                                                                 
FOUPUECOGH,1,,7,12,8,R,-4,0,-15,B,3,,0,2,0,1,I,0,-1,-15,B,3,,0,20-MAY-2013 13:56:01.23,RMICHEL,                                                                                                                                                                                                                                                                                                                 
FPNE    CH,1,,4,3,4,R,-8,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,14-JUL-2008 15:28:32.97,CSCOTT,                                                                                                                                                                                                                                                                                                                       
FPNE    CH_B,1,,16,3,4,R,-8,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,14-JUL-2008 15:29:36.82,CSCOTT,                                                                                                                                                                                                                                                                                                                    
FRAWINCOGH,1,,4,3,16,R,-1,0,-15,B,3,,0,2,3,3,I,0,-1,-15,B,3,,0,21-JUN-2010 15:32:39.29,RMICHEL,                                                                                                                                                                                                                                                                                                                 
FRBM    BV,0,,80,7,1,R,0,0,-15,V,5,:VB,0,5,6,3,I,0,-4,-15,T,3,D,1,29-JUN-2004 07:33:46.42,NPHELPS,                                                                                                                                                                                                                                                                                                              
FRBM    GH,1,,26,7,12,R,0,0,-15,V,5,:HG,3,0,0,3,I,0,0,0,B,3,D,1,28-JUN-2004 15:26:22.20,NPHELPS,                                                                                                                                                                                                                                                                                                                
FRBM    OB,0,,14,0,1,R,0,0,-60,I,4,,0,0,0,3,I,0,0,0,B,3,D,1,28-JUN-2004 15:24:34.56,NPHELPS,                                                                                                                                                                                                                                                                                                                    
FRCT    GH,1,,7,12,8,R,-5,0,-15,B,3,,0,5,6,4,I,0,-4,-60,B,3,D,1,19-FEB-2016 09:38:42.15,LDEAVILA,                                                                                                                                                                                                                                                                                                               
FRCT    PC,0,,4,12,8,R,-5,0,-15,B,3,,0,2,6,0,I,0,-1,-30,B,3,D,1,25-SEP-2015 10:07:22.10,LDEAVILA,                                                                                                                                                                                                                                                                                                               
FRDT    GH,1,,4,3,8,R,-11,0,-15,B,3,,0,2,6,1,I,0,-1,-60,B,3,,0,10-MAR-2016 08:50:20.08,LDEAVILA,                                                                                                                                                                                                                                                                                                                
FRDT    PC,1,,28,3,8,R,-11,0,-15,B,3,,0,5,6,1,I,0,-1,-60,B,3,,0,01-MAY-2006 09:57:30.71,LDEAVILA,                                                                                                                                                                                                                                                                                                               
FRNE    RA,1,,4,3,4,R,-7,0,-15,B,3,,0,2,3,1,I,0,-1,-15,B,3,D,1,27-FEB-2009 15:45:09.03,RMICHEL,                                                                                                                                                                                                                                                                                                                 
FRNE    RB,1,,16,3,4,R,-7,0,-15,B,3,,0,2,3,1,I,0,-1,-15,B,3,D,1,27-FEB-2009 15:45:29.81,RMICHEL,                                                                                                                                                                                                                                                                                                                
FRR     FB,1,,4,9,4,R,-5,0,-15,B,3,,0,0,0,0,I,0,0,0,B,3,,0,27-APR-2006 07:18:14.32,NPHELPS,                                                                                                                                                                                                                                                                                                                     
FRR     RB,1,,7,9,4,R,-5,0,-15,B,3,,0,0,0,0,I,0,0,0,B,3,,0,21-APR-2006 14:31:37.80,NPHELPS,                                                                                                                                                                                                                                                                                                                     
FRR     RD,1,,10,9,4,R,-5,0,-15,B,3,,0,0,0,0,I,0,0,0,B,3,,0,21-APR-2006 14:31:43.52,NPHELPS,                                                                                                                                                                                                                                                                                                                    
FRTT    GH,1,,4,3,8,R,-3,0,-15,B,3,,0,2,3,4,I,0,-1,-60,B,3,D,1,28-APR-2004 16:20:35.22,RMICHEL,                                                                                                                                                                                                                                                                                                                 
FRUT    GH,1,,4,6,8,R,-10,0,-15,B,3,,0,5,6,0,I,0,-4,-30,B,3,D,1,15-MAY-2006 16:20:53.08,LDEAVILA,                                                                                                                                                                                                                                                                                                               
FRUT    PC,1,,7,6,8,R,-10,0,-15,B,3,,0,2,6,8,I,0,-1,-30,B,3,D,1,15-MAY-2006 16:20:48.22,LDEAVILA,                                                                                                                                                                                                                                                                                                               
FRYDIVCOCH,1,,18,72,4,R,-13,0,-15,S,3,,0,0,0,0,I,0,0,0,,0,,0,20-MAR-2015 16:48:15.49,VLEE,                                                                                                                                                                                                                                                                                                                      
FRYDIVCOGH,1,,15,72,4,R,-13,0,-15,S,3,,0,0,0,0,I,0,0,0,,0,,0,20-MAR-2015 16:47:45.90,VLEE,                                                                                                                                                                                                                                                                                                                      
FRYMERCOGH,1,N,4,3,16,R,-3,0,-15,B,3,,0,2,3,1,I,0,-1,-15,B,3,,0,24-JAN-2011 14:09:08.83,CLORA,                                                                                                                                                                                                                                                                                                                  
FRYMERCOOB,0,,88,6,0,R,-20,0,-60,I,3,,0,0,0,0,I,0,0,0,,0,,0,29-MAY-2008 14:17:10.49,RMICHEL,                                                                                                                                                                                                                                                                                                                    
FRYNFNCOGH,1,,4,3,16,R,-3,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,28-MAY-2008 12:56:30.18,CLORA,                                                                                                                                                                                                                                                                                                                       
FRYRUDCOGH,1,,4,3,12,R,-8,-12,-15,T,3,,0,0,0,0,I,0,0,0,T,3,,0,04-FEB-2016 11:44:17.39,LDEAVILA,                                                                                                                                                                                                                                                                                                                 
FRYTHOCOGH,1,,4,3,16,R,-12,0,-15,B,3,,0,2,3,3,I,0,-1,-15,T,3,,0,22-MAR-2004 14:40:57.05,CLORA,                                                                                                                                                                                                                                                                                                                  
FSDM    CH,1,,4,3,8,R,-3,0,-15,T,3,,0,2,3,3,I,0,-1,-15,B,3,D,1,19-MAY-2017 16:10:09.72,HYDROMET,                                                                                                                                                                                                                                                                                                                
FSDM    GH,1,,28,3,8,R,-3,0,-15,B,3,,0,5,3,2,R,0,-1,-15,B,3,,0,19-MAY-2017 16:10:41.99,HYDROMET,                                                                                                                                                                                                                                                                                                                
FTBELKMTCH,1,,16,3,4,R,-13,0,-15,T,3,,0,0,0,0,I,0,0,0,,0,,0,06-JUL-2007 12:53:59.77,NPHELPS,                                                                                                                                                                                                                                                                                                                    
FTBELKMTVEL,1,,28,3,4,R,-13,0,-15,T,3,,0,0,0,0,I,0,0,0,B,3,D,0,06-JUL-2007 12:54:25.26,NPHELPS,                                                                                                                                                                                                                                                                                                                 
FTBELKMTWF,1,,4,3,4,R,-13,0,-15,B,3,,0,5,6,3,I,0,-4,-15,B,3,D,1,06-JUL-2007 12:54:38.93,NPHELPS,                                                                                                                                                                                                                                                                                                                
FUNE    CH,1,,4,3,4,R,-7,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,08-APR-2004 12:10:21.13,LDEAVILA,                                                                                                                                                                                                                                                                                                                     
GCRM    GH,1,,6,6,32,R,-13,0,-15,B,3,,0,2,6,3,I,0,-1,-15,B,3,D,1,17-AUG-2007 11:22:08.42,NPHELPS,                                                                                                                                                                                                                                                                                                               
GCRM    OB,1,,3,6,32,R,-13,0,-15,B,3,,0,5,6,3,I,0,-4,-15,B,3,E,0,17-AUG-2007 11:24:18.88,NPHELPS,                                                                                                                                                                                                                                                                                                               
GDMM    OB,1,,4,3,4,R,-1,0,-15,T,3,,0,2,6,3,I,0,-1,-15,B,3,D,1,09-JUL-2008 08:02:06.68,NPHELPS,                                                                                                                                                                                                                                                                                                                 
GDMM    PC,1,,16,3,4,R,-1,0,-15,T,3,,0,5,6,3,I,0,-4,-15,B,3,D,1,09-JUL-2008 08:02:31.32,NPHELPS,                                                                                                                                                                                                                                                                                                                
GDMM    SQ,1,,103,3,4,R,-6,0,-60,T,3,,0,2,5,3,I,0,-1,-15,T,3,E,1,25-JAN-1990 08:56:30.59,NPHELPS,                                                                                                                                                                                                                                                                                                               
GDSNE   GH,1,,4,3,4,R,-7,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,10-APR-2007 13:18:12.48,RMICHEL,                                                                                                                                                                                                                                                                                                                      
GDSNE   GH1,1,,16,3,0,R,-7,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,05-JUN-2009 10:49:32.76,RMICHEL,                                                                                                                                                                                                                                                                                                                    
GDSNE   RS,1,,16,3,0,R,-7,0,-15,B,3,,0,2,3,1,I,0,-1,-15,B,3,D,1,11-JUN-2008 13:47:44.13,RMICHEL,                                                                                                                                                                                                                                                                                                                
GDWY    FB,1,,3,35,8,R,-1,0,-15,F,5,,0,2,9,3,I,0,-1,-15,B,3,,0,02-DEC-2011 11:09:42.60,RMICHEL,                                                                                                                                                                                                                                                                                                                 
GDWY    RA,1,,10,35,8,R,-1,0,-15,F,4,,0,5,9,3,I,0,-4,-15,B,3,,0,02-DEC-2011 11:10:12.39,RMICHEL,                                                                                                                                                                                                                                                                                                                
GDWY    RB,1,,16,35,8,R,-1,0,-15,F,4,,0,8,9,3,I,0,-7,-15,B,3,,0,02-DEC-2011 11:10:31.89,RMICHEL,                                                                                                                                                                                                                                                                                                                
GFMT    BV,1,,67,0,1,R,-10,0,0,X,3,,0,5,6,3,I,0,-4,-15,T,3,D,1,22-JUN-2017 18:15:39.83,DKNUTESON,                                                                                                                                                                                                                                                                                                               
GFMT    OB,1,,4,15,4,R,-55,0,15,X,3,,0,5,6,3,I,0,-4,-15,T,3,D,1,22-JUN-2017 18:15:54.08,DKNUTESON,                                                                                                                                                                                                                                                                                                              
GFMT    PC,1,,61,0,1,R,-10,0,0,X,3,,0,2,9,3,I,0,-1,-15,B,3,E,1,22-JUN-2017 18:16:07.74,DKNUTESON,                                                                                                                                                                                                                                                                                                               
GFMT    SQ,1,,7,15,4,R,-55,0,15,X,3,,0,0,0,0,I,0,0,0,,0,,0,22-JUN-2017 18:16:25.68,DKNUTESON,                                                                                                                                                                                                                                                                                                                   
GFMT    TU,1,,1,15,4,R,-55,0,15,X,3,,0,2,6,3,I,0,-1,-15,T,3,D,1,22-JUN-2017 18:16:38.78,DKNUTESON,                                                                                                                                                                                                                                                                                                              
GFMT    UI,1,,64,0,1,R,-10,0,0,X,3,,0,5,9,3,I,0,-4,-15,B,3,E,1,22-JUN-2017 18:16:50.20,DKNUTESON,                                                                                                                                                                                                                                                                                                               
GFMT    WD,1,,13,15,4,R,-55,0,15,X,3,,0,2,6,3,I,0,-1,-15,T,3,F,1,22-JUN-2017 18:17:05.12,DKNUTESON,                                                                                                                                                                                                                                                                                                             
GFMT    WG,1,,10,15,4,R,-55,0,15,X,3,,0,0,0,0,I,0,0,0,,0,,0,22-JUN-2017 18:17:18.35,DKNUTESON,                                                                                                                                                                                                                                                                                                                  
GFNE    CH,1,,4,6,8,R,-5,0,-15,B,3,,0,3,6,3,I,0,-1,-15,B,3,,0,25-MAR-2010 13:09:21.59,RMICHEL,                                                                                                                                                                                                                                                                                                                  
GFNE    PC,1,,7,6,8,R,-5,0,-15,B,3,,0,24,3,3,I,0,-1,-15,B,3,,0,25-MAR-2010 13:10:01.22,RMICHEL,                                                                                                                                                                                                                                                                                                                 
GGWY    GH,1,,4,3,8,R,-8,0,-15,B,3,,0,2,3,3,I,0,-1,-15,B,3,,0,13-APR-2007 14:33:46.54,LDEAVILA,                                                                                                                                                                                                                                                                                                                 
GHCM    GH,1,,4,3,8,R,-14,0,-15,B,3,,0,2,3,3,I,0,-1,-15,B,3,D,1,14-JUL-2015 14:14:46.94,SMICEK,                                                                                                                                                                                                                                                                                                                 
GHICANCOCH,1,,4,3,16,R,-13,0,-15,B,3,,0,2,3,3,I,0,-1,-15,B,3,,0,27-MAR-2007 13:27:32.63,CLORA,                                                                                                                                                                                                                                                                                                                  
GIBR    FB,1,,4,27,4,R,-4,0,-15,T,3,,0,6,3,0,I,0,-4,-15,B,3,,0,26-JUN-2013 15:11:39.07,NPHELPS,                                                                                                                                                                                                                                                                                                                 
GIBR    FB_PT,0,,0,0,0,R,-4,0,-15,T,3,,0,0,0,0,I,0,-1,-15,T,3,,0,26-JUN-2013 15:10:26.47,NPHELPS,                                                                                                                                                                                                                                                                                                               
GIBR    R2GH,1,,7,27,4,R,-4,0,-15,T,3,,0,0,0,0,I,0,-4,-15,B,3,,0,02-SEP-2010 07:24:15.98,NPHELPS,                                                                                                                                                                                                                                                                                                               
GIBR    R4GH,1,,10,27,4,R,-4,0,-15,T,3,,0,0,0,0,I,0,-7,-15,B,3,,0,02-SEP-2010 07:24:25.02,NPHELPS,                                                                                                                                                                                                                                                                                                              
GIBR    RA,1,,13,27,4,R,-4,0,-15,B,3,,0,0,0,0,I,0,-1,0,B,3,,0,02-SEP-2010 07:24:34.50,NPHELPS,                                                                                                                                                                                                                                                                                                                  
GIBR    RB,1,,16,27,4,R,-4,0,-15,B,3,,0,0,0,0,I,0,0,0,B,3,,1,02-SEP-2010 07:24:43.06,NPHELPS,                                                                                                                                                                                                                                                                                                                   
GIBR    RC,1,,19,27,4,R,-4,0,-15,B,3,,0,0,0,0,I,0,0,0,B,3,,1,02-SEP-2010 07:24:53.56,NPHELPS,                                                                                                                                                                                                                                                                                                                   
GIBR    RD,1,,22,27,4,R,-4,0,-15,B,3,,0,0,0,0,I,0,0,0,B,3,,1,02-SEP-2010 07:25:03.62,NPHELPS,                                                                                                                                                                                                                                                                                                                   
GIBR    RE,1,,25,27,4,R,-4,0,-15,B,3,,0,0,0,0,I,0,0,0,B,3,,1,02-SEP-2010 07:25:12.20,NPHELPS,                                                                                                                                                                                                                                                                                                                   
GIBR    RF,1,,28,27,4,R,-4,0,-15,B,3,,0,0,0,0,I,0,-1,0,B,3,,1,02-SEP-2010 07:25:22.54,NPHELPS,                                                                                                                                                                                                                                                                                                                  
GIDM    BV,1,,67,0,1,R,-10,0,0,X,3,,0,0,0,0,I,0,0,0,,0,,0,17-MAY-2017 13:35:31.14,HYDROMET,                                                                                                                                                                                                                                                                                                                     
GIDM    OB,1,,4,15,4,R,-55,0,15,X,3,,0,0,0,0,I,0,0,0,,0,,0,25-APR-2017 14:47:38.61,DKNUTESON,                                                                                                                                                                                                                                                                                                                   
GIDM    PC,1,,61,0,1,R,-12,0,0,X,3,,0,0,0,0,I,0,0,0,,0,,0,13-JUN-2017 13:23:27.79,DKNUTESON,                                                                                                                                                                                                                                                                                                                    
GIDM    SQ,1,,7,15,4,R,-55,0,15,X,3,,0,0,0,0,I,0,0,0,,0,,0,25-APR-2017 14:49:27.48,DKNUTESON,                                                                                                                                                                                                                                                                                                                   
GIDM    TU,1,,1,15,4,R,-55,0,15,X,3,,0,0,0,0,I,0,0,0,,0,,0,25-APR-2017 14:54:01.30,DKNUTESON,                                                                                                                                                                                                                                                                                                                   
GIDM    UI,1,,64,0,1,R,-12,0,0,X,3,,0,0,0,0,I,0,0,0,,0,,0,13-JUN-2017 13:23:46.67,DKNUTESON,                                                                                                                                                                                                                                                                                                                    
GIDM    WD,1,,13,15,4,R,-55,0,15,X,3,,0,0,0,0,I,0,0,0,,0,,0,17-MAY-2017 14:20:05.13,HYDROMET,                                                                                                                                                                                                                                                                                                                   
GIDM    WG,1,,10,15,4,R,-55,0,15,X,3,,0,0,0,0,I,0,0,0,,0,,0,25-APR-2017 14:52:24.89,DKNUTESON,                                                                                                                                                                                                                                                                                                                  
GLARESCOFB,1,,4,3,16,R,-10,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,09-FEB-2011 11:33:44.06,RMICHEL,                                                                                                                                                                                                                                                                                                                    
