GOESDEC,ACTIVE, RTCNAME, S_OFV, S_ONV, S_NV, S_TTMODE, S_RTFV, S_OTC, S_TBV, S_DTFMT, S_DTSIZE, S_BID, S_BIDCNT, R_OFV, R_ONV, R_NV, R_TTMODE, R_RTFV, R_OTC, R_TBV, R_DTFMT, R_DTSIZE, R_BID, R_BIDCNT, EDITDATE, OWNER,                                                                                                                                                                                       
HFCFLTCOBH,0,,64,3,0,R,-11,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,19-JUL-2006 08:44:30.33,MHENNEBERG,                                                                                                                                                                                                                                                                                                                 
HFCFLTCOCH,1,,4,3,16,R,-11,0,-15,B,3,,0,2,3,3,I,0,-1,-15,B,3,,0,25-APR-2006 14:08:00.19,CLORA,                                                                                                                                                                                                                                                                                                                  
HFCFLTCOOB,0,,40,3,4,R,-11,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,25-APR-2006 14:06:33.33,CLORA,                                                                                                                                                                                                                                                                                                                      
HFCFLTCOPC,0,,76,3,4,R,-11,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,25-APR-2006 14:06:06.12,CLORA,                                                                                                                                                                                                                                                                                                                      
HFCFLTCOQ,1,,100,3,16,R,-11,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,27-APR-2010 11:51:43.69,CLORA,                                                                                                                                                                                                                                                                                                                     
HFCFLTCOTU,0,,52,3,4,R,-11,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,25-APR-2006 14:03:25.03,CLORA,                                                                                                                                                                                                                                                                                                                      
HFCFLTCOWD,0,,16,3,4,R,-11,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,25-APR-2006 14:03:00.98,CLORA,                                                                                                                                                                                                                                                                                                                      
HFCFLTCOWS,0,,28,3,4,R,-11,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,25-APR-2006 14:02:49.40,CLORA,                                                                                                                                                                                                                                                                                                                      
HFCWASCOBH,1,,244,3,16,R,-5,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,22-SEP-2011 12:19:04.18,CLORA,                                                                                                                                                                                                                                                                                                                     
HFCWASCOGH,1,,4,3,16,R,-5,0,-15,T,3,,0,2,6,3,I,0,0,-15,T,3,,0,25-JUL-2011 13:18:42.89,CLORA,                                                                                                                                                                                                                                                                                                                    
HFCWASCOOB,1,,148,3,16,R,-5,0,-15,T,3,,0,0,0,0,I,0,0,0,,0,,0,20-SEP-2011 09:31:56.35,CLORA,                                                                                                                                                                                                                                                                                                                     
HFCWASCOPC,1,,292,3,16,R,-5,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,20-SEP-2011 09:33:55.56,CLORA,                                                                                                                                                                                                                                                                                                                     
HFCWASCOTU,1,,196,3,16,R,-5,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,25-JUL-2011 13:20:42.52,CLORA,                                                                                                                                                                                                                                                                                                                     
HFCWASCOWD,1,,100,3,16,R,-5,0,-15,T,3,,0,0,0,0,I,0,0,0,,0,,0,20-SEP-2011 09:41:20.19,CLORA,                                                                                                                                                                                                                                                                                                                     
HFCWASCOWS,1,,52,3,16,R,-5,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,20-SEP-2011 09:40:53.02,CLORA,                                                                                                                                                                                                                                                                                                                      
HGH     FB,1,,4,3,12,R,-11,0,-15,B,3,,0,2,3,3,I,0,-1,-15,B,3,E,1,15-JUN-2011 13:17:43.23,NPHELPS,                                                                                                                                                                                                                                                                                                               
HGH     GH,0,,3,6,16,R,-11,0,-15,B,3,,0,2,6,3,I,0,-1,-15,B,3,D,1,23-JAN-2002 13:36:13.83,NPHELPS,                                                                                                                                                                                                                                                                                                               
HGH     TW,1,,6,6,0,R,-11,0,-15,B,3,,0,5,6,3,I,0,-4,-15,B,3,D,1,15-JUN-2011 13:17:56.71,NPHELPS,                                                                                                                                                                                                                                                                                                                
HGHM    GH,1,,76,3,8,R,-4,0,-15,T,3,,0,2,6,3,I,0,-1,-15,B,3,D,1,25-JUN-2013 13:54:42.94,NPHELPS,                                                                                                                                                                                                                                                                                                                
HHWY    BV,1,,0,0,0,R,-3,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,02-DEC-2009 15:02:53.91,RMICHEL,                                                                                                                                                                                                                                                                                                                      
HHWY    CH,1,,4,12,8,R,-3,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,02-DEC-2009 15:00:35.64,RMICHEL,                                                                                                                                                                                                                                                                                                                     
HHWY    CHE,1,,10,12,8,R,-3,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,02-DEC-2009 14:59:37.61,RMICHEL,                                                                                                                                                                                                                                                                                                                   
HHWY    CHM,1,,7,12,8,R,-3,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,02-DEC-2009 14:59:18.73,RMICHEL,                                                                                                                                                                                                                                                                                                                    
HHWY    CHW,1,,13,12,8,R,-3,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,02-DEC-2009 15:00:00.22,RMICHEL,                                                                                                                                                                                                                                                                                                                   
HMMC    GH,1,,4,3,16,R,-8,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,01-MAY-2012 14:45:45.90,KBRICKER,                                                                                                                                                                                                                                                                                                                    
HMNE    CH,1,,4,3,8,R,-5,0,-15,B,3,,0,0,0,0,I,0,0,0,T,3,,0,01-DEC-2009 10:06:09.62,RMICHEL,                                                                                                                                                                                                                                                                                                                     
HMWY    CH,1,,10,15,0,R,-3,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,23-APR-2010 14:08:19.54,RMICHEL,                                                                                                                                                                                                                                                                                                                    
HNTDIVCOCH,1,,27,72,4,R,-13,0,-15,S,3,,0,0,0,0,I,0,0,0,,0,,0,20-MAR-2015 16:53:35.87,VLEE,                                                                                                                                                                                                                                                                                                                      
HNTDIVCOGH,1,,24,72,4,R,-13,0,-15,S,3,,0,0,0,0,I,0,0,0,,0,,0,20-MAR-2015 16:53:06.35,VLEE,                                                                                                                                                                                                                                                                                                                      
HOLM    GH,1,,4,3,12,R,-2,0,-15,B,3,,0,2,12,3,I,0,-1,-15,B,3,D,1,01-FEB-2010 10:57:15.23,NPHELPS,                                                                                                                                                                                                                                                                                                               
HOLM    WC,1,,40,3,12,R,-2,0,-15,T,3,,0,0,0,0,I,0,0,0,T,3,D,1,01-FEB-2010 10:56:54.93,NPHELPS,                                                                                                                                                                                                                                                                                                                  
HOMTUNCOGH,1,,4,3,16,R,-10,-13,-15,T,3,,0,2,3,3,I,0,-1,-15,B,3,,0,14-JUL-2005 09:36:22.92,RMICHEL,                                                                                                                                                                                                                                                                                                              
HRLM    BV,1,,97,0,1,R,-11,0,0,X,3,,0,5,6,3,I,0,-4,-15,T,3,D,1,07-MAY-2013 10:01:27.53,TGROVE,                                                                                                                                                                                                                                                                                                                  
HRLM    OB,1,,10,21,4,R,-56,0,15,X,3,,0,5,6,3,I,0,-4,-15,T,3,D,1,02-MAY-2013 07:48:48.94,TGROVE,                                                                                                                                                                                                                                                                                                                
HRLM    PC,1,,91,0,1,R,-11,0,0,X,3,,0,2,9,3,I,0,-1,-15,B,3,E,1,02-MAY-2013 07:49:38.16,TGROVE,                                                                                                                                                                                                                                                                                                                  
HRLM    SQ,1,,13,21,4,R,-56,0,15,X,3,,0,2,6,3,I,0,-1,-15,T,3,F,1,02-MAY-2013 07:53:29.36,TGROVE,                                                                                                                                                                                                                                                                                                                
HRLM    TU,1,,7,21,4,R,-56,0,15,X,3,,0,2,6,3,I,0,-1,-15,T,3,D,1,02-MAY-2013 07:53:41.01,TGROVE,                                                                                                                                                                                                                                                                                                                 
HRLM    UI,1,,94,0,1,R,-11,0,0,X,3,,0,5,9,3,I,0,-4,-15,B,3,E,1,02-MAY-2013 07:52:17.15,TGROVE,                                                                                                                                                                                                                                                                                                                  
HRLM    WD,1,,19,21,4,R,-56,0,15,X,3,,0,2,6,3,I,0,-1,-15,T,3,F,1,02-MAY-2013 07:52:38.35,TGROVE,                                                                                                                                                                                                                                                                                                                
HRLM    WG,1,,16,21,4,R,-56,0,15,X,3,,0,0,0,0,I,0,0,0,,0,,0,02-MAY-2013 07:53:11.73,TGROVE,                                                                                                                                                                                                                                                                                                                     
HSCM    BV,0,,28,3,4,R,-11,0,-15,T,3,,0,13,3,3,I,0,0,-15,B,3,D,0,08-MAY-2013 10:09:24.74,NPHELPS,                                                                                                                                                                                                                                                                                                               
HSCM    PCN,1,,4,6,4,R,-11,0,-15,T,3,,0,13,4,3,I,0,0,-15,T,4,D,0,28-JUL-2011 12:40:02.95,NPHELPS,                                                                                                                                                                                                                                                                                                               
HSCM    PCS,1,,7,6,4,R,-11,0,-15,T,3,,0,2,6,3,R,-4,-2,-15,B,3,D,1,28-JUL-2011 12:40:16.82,NPHELPS,                                                                                                                                                                                                                                                                                                              
HTOOTHR FB,1,,4,3,16,R,-9,0,-15,B,3,,0,2,3,3,I,0,-1,-15,B,3,D,1,09-MAY-2011 07:57:37.99,RMICHEL,                                                                                                                                                                                                                                                                                                                
HTOOTHR GH,1,,52,3,16,R,-9,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,09-MAY-2011 07:57:59.78,RMICHEL,                                                                                                                                                                                                                                                                                                                    
HTOOTHR PC,1,,148,3,16,R,-9,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,09-MAY-2011 07:59:30.85,RMICHEL,                                                                                                                                                                                                                                                                                                                   
HTOOTHR Q1,1,,100,3,16,R,-9,0,-15,T,3,,0,0,0,0,I,0,0,0,,0,,0,21-MAY-2012 09:45:11.49,CLORA,                                                                                                                                                                                                                                                                                                                     
HUNTASCOGH,1,,4,3,16,R,-9,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,18-DEC-2008 13:19:07.09,RMICHEL,                                                                                                                                                                                                                                                                                                                     
HVMT    BV,1,,103,0,1,R,-10,0,0,X,3,,0,5,6,3,I,0,-4,-15,T,3,D,1,07-MAY-2013 07:39:49.57,TGROVE,                                                                                                                                                                                                                                                                                                                 
HVMT    OB,1,,10,21,4,R,-55,0,15,X,3,,0,5,6,3,I,0,-4,-15,T,3,D,1,07-MAY-2013 07:41:06.85,TGROVE,                                                                                                                                                                                                                                                                                                                
HVMT    PC,1,,91,0,1,R,-10,0,0,X,3,,0,2,9,3,I,0,-1,-15,B,3,E,1,02-MAY-2013 16:57:58.30,LDEAVILA,                                                                                                                                                                                                                                                                                                                
HVMT    SQ,1,,13,21,4,R,-55,0,15,X,3,,0,0,0,0,I,0,0,0,,0,,0,07-MAY-2013 07:43:25.95,TGROVE,                                                                                                                                                                                                                                                                                                                     
HVMT    SV,1,,100,0,1,R,-10,0,0,X,3,,0,0,0,0,I,0,0,0,,0,,0,07-MAY-2013 07:46:52.51,TGROVE,                                                                                                                                                                                                                                                                                                                      
HVMT    SW,1,,97,0,1,R,-10,0,0,X,3,,0,0,0,0,I,0,0,0,,0,,0,07-MAY-2013 07:46:42.03,TGROVE,                                                                                                                                                                                                                                                                                                                       
HVMT    TU,1,,7,21,4,R,-55,0,15,X,3,,0,2,6,3,I,0,-1,-15,T,3,D,1,28-MAY-2015 15:47:52.99,LDEAVILA,                                                                                                                                                                                                                                                                                                               
HVMT    UI,1,,94,0,1,R,-10,0,0,X,3,,0,5,9,3,I,0,-4,-15,B,3,E,1,02-MAY-2013 16:56:41.66,LDEAVILA,                                                                                                                                                                                                                                                                                                                
HVMT    WD,1,,19,21,4,R,-55,0,15,X,3,,0,2,6,3,I,0,-1,-15,T,3,F,1,28-JUN-2013 21:26:22.94,TGROVE,                                                                                                                                                                                                                                                                                                                
HVMT    WG,1,,16,21,4,R,-55,0,15,X,3,,0,0,0,0,I,0,0,0,,0,,0,07-MAY-2013 07:50:13.79,TGROVE,                                                                                                                                                                                                                                                                                                                     
HVR     FB,1,,4,3,8,R,-2,0,-15,B,3,,0,2,3,5,I,0,-1,-15,B,3,D,0,11-JAN-2011 06:57:30.93,NPHELPS,                                                                                                                                                                                                                                                                                                                 
HVR     QC,0,,0,0,0,R,-4,0,-15,T,3,,0,0,0,0,I,0,-5,-15,B,3,D,1,11-JAN-2011 06:57:15.08,NPHELPS,                                                                                                                                                                                                                                                                                                                 
HWWY    CH,1,,16,15,0,R,-3,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,23-APR-2010 14:09:54.95,RMICHEL,                                                                                                                                                                                                                                                                                                                    
HXWY    CH,1,,13,15,0,R,-3,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,23-APR-2010 14:10:40.39,RMICHEL,                                                                                                                                                                                                                                                                                                                    
ICWY    CH,1,,4,3,8,R,-7,0,-15,B,3,,0,2,6,0,I,0,-1,-15,B,3,,0,26-JAN-2007 10:35:29.90,RMICHEL,                                                                                                                                                                                                                                                                                                                  
ILLRANCOGH,1,,4,3,16,R,-10,0,-15,B,3,,0,2,3,3,I,0,-1,-60,T,3,,0,13-AUG-2013 15:00:25.52,LDEAVILA,                                                                                                                                                                                                                                                                                                               
IVNDIVCOCH,1,,33,72,4,R,-13,0,-15,S,3,,0,0,0,0,I,0,0,0,,0,,0,20-MAR-2015 16:51:32.98,VLEE,                                                                                                                                                                                                                                                                                                                      
IVNDIVCOCH1,1,,21,72,4,R,-13,0,-15,S,3,,0,0,0,0,I,0,0,0,,0,,0,20-MAR-2015 16:51:55.21,VLEE,                                                                                                                                                                                                                                                                                                                     
IVNDIVCOGH,1,,30,72,4,R,-13,0,-15,S,3,,0,0,0,0,I,0,0,0,,0,,0,20-MAR-2015 16:51:03.56,VLEE,                                                                                                                                                                                                                                                                                                                      
JAMR    FB,1,,4,15,8,R,-10,0,-15,B,3,,0,2,12,0,I,0,-1,-15,B,3,D,1,10-OCT-2007 15:16:10.15,RMICHEL,                                                                                                                                                                                                                                                                                                              
JAMR    OB,0,,0,12,0,R,-1,0,-15,B,3,,0,2,3,0,I,0,-1,-15,B,3,D,1,26-JUL-2002 16:59:18.82,LDEAVILA,                                                                                                                                                                                                                                                                                                               
JAMR    PC,0,,16,15,0,R,-1,0,-15,B,3,,0,2,12,0,I,0,-1,-15,B,3,D,1,28-APR-2015 13:24:02.80,LDEAVILA,                                                                                                                                                                                                                                                                                                             
JAMR    RB,1,,10,15,8,R,-10,0,-15,B,3,,0,5,12,0,I,0,-4,-15,B,3,D,1,10-OCT-2007 15:16:23.68,RMICHEL,                                                                                                                                                                                                                                                                                                             
JAMR    RD,1,,13,15,8,R,-10,0,-15,B,3,,0,8,12,0,I,0,-7,-15,B,3,D,1,10-OCT-2007 15:16:36.24,RMICHEL,                                                                                                                                                                                                                                                                                                             
JAMR    R_BP,1,,7,15,8,R,-10,0,-15,B,3,,0,11,12,0,I,0,-10,-15,B,3,D,0,10-OCT-2007 15:16:50.95,RMICHEL,                                                                                                                                                                                                                                                                                                          
JHNY    CH,1,,4,3,12,R,-11,0,-15,B,3,,0,2,3,3,I,0,-1,-15,B,3,D,1,06-APR-2011 13:39:04.17,RMICHEL,                                                                                                                                                                                                                                                                                                               
JMRCADCOFB,1,,4,3,16,R,-10,0,-15,T,3,,0,2,3,3,I,0,-1,-15,B,3,,0,30-OCT-2006 13:52:13.15,RMICHEL,                                                                                                                                                                                                                                                                                                                
JRMT    GH,1,,4,9,12,R,-8,0,-15,B,3,,0,2,6,3,I,0,-1,-60,B,3,D,1,31-AUG-2010 14:55:19.63,NPHELPS,                                                                                                                                                                                                                                                                                                                
JRMT    OB,1,,7,9,12,R,-8,0,-15,B,3,D,0,0,0,0,I,0,0,0,T,3,D,1,21-APR-2010 13:38:19.42,NPHELPS,                                                                                                                                                                                                                                                                                                                  
JRMT    WC,1,,10,9,12,R,-8,0,-15,B,3,D,0,0,0,0,I,0,0,0,T,3,D,1,21-APR-2010 13:38:25.56,NPHELPS,                                                                                                                                                                                                                                                                                                                 
JVWM    BV,1,,97,0,1,R,-3,0,0,X,3,,0,5,6,3,I,0,-4,-15,T,3,D,1,02-JUL-2008 16:35:20.09,HYDROMET,                                                                                                                                                                                                                                                                                                                 
JVWM    OB,1,,10,21,4,R,-48,0,15,X,3,,0,5,6,3,I,0,-4,-15,T,3,D,1,02-JUL-2008 16:35:47.99,HYDROMET,                                                                                                                                                                                                                                                                                                              
JVWM    PC,1,,91,0,1,R,-18,0,0,X,3,,0,2,9,3,I,0,-1,-15,B,3,E,1,02-JUL-2008 16:36:24.44,HYDROMET,                                                                                                                                                                                                                                                                                                                
JVWM    SQ,1,,13,21,4,R,-48,0,15,X,3,,0,2,6,3,I,0,-1,-15,T,3,F,1,02-JUL-2008 16:36:55.08,HYDROMET,                                                                                                                                                                                                                                                                                                              
JVWM    TU,1,,7,21,4,R,-48,0,15,X,3,,0,2,6,3,I,0,-1,-15,T,3,D,1,02-JUL-2008 16:37:27.45,HYDROMET,                                                                                                                                                                                                                                                                                                               
JVWM    UI,1,,94,0,1,R,-18,0,0,X,3,,0,5,9,3,I,0,-4,-15,B,3,E,1,02-JUL-2008 16:38:13.94,HYDROMET,                                                                                                                                                                                                                                                                                                                
JVWM    WD,1,,19,21,4,R,-48,0,15,X,3,,0,2,6,3,I,0,-1,-15,T,3,F,1,02-JUL-2008 16:38:51.29,HYDROMET,                                                                                                                                                                                                                                                                                                              
JVWM    WG,1,,16,21,4,R,-48,0,15,X,3,,0,0,0,0,I,0,0,0,,0,,0,02-JUL-2008 16:39:19.45,HYDROMET,                                                                                                                                                                                                                                                                                                                   
KAWY    GH,1,,7,6,8,R,-9,0,-15,V,4,:St,3,5,6,3,I,0,-4,-15,B,3,d,0,02-MAY-2012 15:46:12.22,RMICHEL,                                                                                                                                                                                                                                                                                                              
KAWY    PC,1,,4,6,8,R,-9,0,-15,V,4,:Pr,3,2,6,3,I,0,-1,-15,B,3,D,0,02-MAY-2012 15:52:28.54,NPHELPS,                                                                                                                                                                                                                                                                                                              
KCWY    BV,1,,7,6,0,R,-3,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,01-APR-2010 11:10:40.13,RMICHEL,                                                                                                                                                                                                                                                                                                                      
KCWY    CH,1,,4,3,12,R,-3,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,17-MAR-2011 08:52:53.92,LDEAVILA,                                                                                                                                                                                                                                                                                                                    
KDNE    CH,1,,4,3,4,R,-7,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,08-APR-2004 12:09:43.37,LDEAVILA,                                                                                                                                                                                                                                                                                                                     
KDWY    GH,1,,4,3,8,R,-8,0,-15,B,3,,0,0,0,0,I,0,-1,-15,B,3,,0,25-MAR-2015 13:47:05.72,LDEAVILA,                                                                                                                                                                                                                                                                                                                 
KEYR    FB,1,,16,3,4,R,-4,0,-15,B,3,,0,14,0,1,I,0,-12,-15,B,3,,0,19-AUG-2011 13:28:32.43,RMICHEL,                                                                                                                                                                                                                                                                                                               
KEYR    OB,1,,52,3,4,R,-4,0,-15,B,3,,0,2,0,0,I,0,0,-15,B,3,,0,19-AUG-2011 13:19:15.19,RMICHEL,                                                                                                                                                                                                                                                                                                                  
KEYR    PC,1,,4,3,4,R,-4,0,-15,B,3,,0,11,0,1,I,0,-9,-15,B,3,,0,18-AUG-2011 15:29:33.31,RMICHEL,                                                                                                                                                                                                                                                                                                                 
KEYR    RB,1,,28,3,4,R,-4,0,-15,B,3,,0,8,0,0,I,0,-6,-15,B,3,,0,19-AUG-2011 13:31:24.12,RMICHEL,                                                                                                                                                                                                                                                                                                                 
KEYR    RD,1,,40,3,4,R,-4,0,-15,B,3,,0,5,0,0,I,0,-3,-15,B,3,,0,19-AUG-2011 13:28:15.35,RMICHEL,                                                                                                                                                                                                                                                                                                                 
KEYR    SQ,0,,64,3,0,R,-4,0,-15,B,3,,0,0,0,0,I,0,1,-15,B,3,,0,12-SEP-2012 10:16:38.62,LDEAVILA,                                                                                                                                                                                                                                                                                                                 
KOWY    BV,1,,13,12,8,R,-8,0,-15,B,3,,0,11,21,0,I,0,-10,-15,B,3,,0,21-FEB-2007 15:50:55.45,RMICHEL,                                                                                                                                                                                                                                                                                                             
KOWY    GH,1,,10,12,8,R,-8,0,-15,B,3,,0,8,12,0,I,0,-7,-15,B,3,,0,21-FEB-2007 15:50:31.61,RMICHEL,                                                                                                                                                                                                                                                                                                               
KOWY    OB,1,,4,12,0,R,-8,0,-15,B,3,,0,3,18,0,I,0,-1,-15,B,3,,0,11-JUN-2008 08:42:30.49,RMICHEL,                                                                                                                                                                                                                                                                                                                
KOWY    WE,0,,15,12,0,R,-6,0,-15,B,3,,0,2,3,0,I,0,-1,-15,B,3,,0,21-FEB-2007 13:57:57.61,RMICHEL,                                                                                                                                                                                                                                                                                                                
KOWY    WF,1,,7,12,0,R,-8,0,-15,B,3,,0,5,18,0,I,0,-4,-15,B,3,,0,11-JUN-2008 08:41:18.44,RMICHEL,                                                                                                                                                                                                                                                                                                                
KOWY    WP,0,,18,12,0,R,-6,0,-15,B,3,,0,14,18,0,I,0,-1,-15,B,3,,0,21-FEB-2007 13:58:08.68,RMICHEL,                                                                                                                                                                                                                                                                                                              
KOWY    WT,0,,21,12,0,R,-6,0,-15,B,3,,0,17,18,0,I,0,-1,-15,B,3,,0,21-FEB-2007 13:58:19.01,RMICHEL,                                                                                                                                                                                                                                                                                                              
KSKS    FB,1,,4,3,4,R,-9,0,-15,B,3,,0,2,0,0,I,0,-1,-15,B,3,F,0,14-APR-2009 10:48:01.40,RMICHEL,                                                                                                                                                                                                                                                                                                                 
KSKS    PC,1,,3,6,0,R,-9,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,14-APR-2009 11:14:40.17,RMICHEL,                                                                                                                                                                                                                                                                                                                      
KWKS    CH,1,,16,3,4,R,-8,0,-15,B,3,,0,2,3,0,I,0,-1,-15,B,3,,0,14-AUG-2007 11:06:26.80,LDEAVILA,                                                                                                                                                                                                                                                                                                                
KWKS    FB,1,,4,3,4,R,-8,0,-15,B,3,,0,0,0,0,I,0,0,-15,B,3,F,0,14-AUG-2007 09:02:27.00,LDEAVILA,                                                                                                                                                                                                                                                                                                                 
KWKS    PC,0,,28,3,4,R,-8,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,14-AUG-2007 15:04:08.06,LDEAVILA,                                                                                                                                                                                                                                                                                                                    
LAKATLCOGH,1,,4,3,16,R,-3,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,24-OCT-2011 10:44:24.35,CLORA,                                                                                                                                                                                                                                                                                                                       
LAKBTLCOGH,1,,4,3,16,R,-10,-12,-15,T,3,,0,2,3,3,I,0,-1,-15,T,3,,0,08-DEC-2003 14:40:47.44,CLORA,                                                                                                                                                                                                                                                                                                                
LANE    CH,1,,4,6,8,R,-11,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,12-DEC-2007 10:56:53.08,RMICHEL,                                                                                                                                                                                                                                                                                                                     
