GOESDEC,ACTIVE, RTCNAME, S_OFV, S_ONV, S_NV, S_TTMODE, S_RTFV, S_OTC, S_TBV, S_DTFMT, S_DTSIZE, S_BID, S_BIDCNT, R_OFV, R_ONV, R_NV, R_TTMODE, R_RTFV, R_OTC, R_TBV, R_DTFMT, R_DTSIZE, R_BID, R_BIDCNT, EDITDATE, OWNER,                                                                                                                                                                                       
CFMM    WC,1,,40,3,12,R,-5,0,-15,T,3,,0,0,0,0,I,0,0,0,,0,,0,02-JAN-2014 12:53:45.47,KTARBET,                                                                                                                                                                                                                                                                                                                    
CFSW    OB,1,,4,12,4,R,-5,0,-15,T,3,,0,0,0,0,I,0,0,0,,0,,0,20-JAN-2011 14:09:50.93,CALLEN,                                                                                                                                                                                                                                                                                                                      
CFSW    WD,1,,13,12,4,R,-5,0,-15,T,3,,0,0,0,0,I,0,0,0,,0,,0,20-JAN-2011 14:10:23.06,CALLEN,                                                                                                                                                                                                                                                                                                                     
CFSW    WF,1,,7,12,4,R,-5,0,-15,T,3,,0,0,0,0,I,0,0,0,,0,,0,20-JAN-2011 14:16:29.47,CALLEN,                                                                                                                                                                                                                                                                                                                      
CFSW    WS,1,,10,12,4,R,-5,0,-15,T,3,,0,0,0,0,I,0,0,0,,0,,0,20-JAN-2011 14:09:40.82,CALLEN,                                                                                                                                                                                                                                                                                                                     
CGWW    GH,1,,4,3,4,R,-2,0,-15,T,3,,0,2,3,2,I,0,-1,-15,T,3,2,1,29-MAY-2013 09:06:11.61,CALLEN,                                                                                                                                                                                                                                                                                                                  
CHCW    CH,1,,0,0,32,R,0,0,0,,32,,0,0,0,32,I,0,0,0,,32,,0,13-NOV-1990 14:47:45.39,HYDROMET,                                                                                                                                                                                                                                                                                                                     
CHEI    GH,1,,4,3,8,R,-6,0,-15,B,3,,0,2,3,3,I,0,-1,-15,B,3,D,1,30-JUL-2008 12:48:35.20,HYDROMET,                                                                                                                                                                                                                                                                                                                
CHRO    CO,0,,7,9,2,R,-57,0,30,X,3,,0,0,0,0,I,0,0,0,,0,,0,31-OCT-2013 14:25:50.09,MKRITZER,                                                                                                                                                                                                                                                                                                                     
CHRO    GH,1,,4,3,4,R,-2,0,-15,S,3,,0,0,0,0,I,0,0,0,,0,,0,31-OCT-2013 15:07:00.09,MKRITZER,                                                                                                                                                                                                                                                                                                                     
CHRO    WC,0,,4,9,2,R,-57,0,30,X,3,,0,0,0,0,I,0,0,0,,0,,0,31-OCT-2013 14:25:33.60,MKRITZER,                                                                                                                                                                                                                                                                                                                     
CHRW    GH,1,,4,3,4,R,-4,0,-15,T,3,,0,0,0,32,I,0,0,0,,32,,0,14-DEC-2010 11:56:59.42,CALLEN,                                                                                                                                                                                                                                                                                                                     
CIBW    BH,1,,4,3,4,R,-15,0,-15,T,3,,0,5,12,3,I,0,-4,-15,B,3,D,1,13-FEB-2014 13:24:59.41,KTARBET,                                                                                                                                                                                                                                                                                                               
CIBW    GH,1,,16,3,4,R,-15,0,-15,T,3,,0,11,12,3,I,0,-10,-15,B,3,D,1,13-FEB-2014 13:24:45.50,KTARBET,                                                                                                                                                                                                                                                                                                            
CIBW    NT,1,,28,3,4,R,-15,0,-15,T,3,,0,2,6,3,I,0,-1,-15,B,3,E,1,13-FEB-2014 13:24:39.97,KTARBET,                                                                                                                                                                                                                                                                                                               
CIBW    WC,1,,40,3,4,R,-15,0,-15,T,3,,0,2,12,3,I,0,-1,-15,B,3,D,1,13-FEB-2014 13:24:34.67,KTARBET,                                                                                                                                                                                                                                                                                                              
CIBW    XAC,1,,52,3,4,R,-15,0,-15,T,3,,0,0,0,0,I,0,0,0,,0,,0,13-FEB-2014 13:24:28.89,KTARBET,                                                                                                                                                                                                                                                                                                                   
CJS     FB,1,,51,3,16,R,-7,0,-15,T,3,,0,3,3,3,I,0,-1,-15,B,3,BD,2,21-OCT-2008 08:03:34.25,KTARBET,                                                                                                                                                                                                                                                                                                              
CKKO    GH,1,,6,6,16,R,-13,0,-15,T,3,,0,2,3,3,I,0,-1,-15,B,3,2,1,07-MAR-2003 06:54:04.79,JDOTY,                                                                                                                                                                                                                                                                                                                 
CKKO    WF,1,,3,6,16,R,-13,0,-15,T,3,,0,2,3,3,I,0,-1,-15,B,3,2,1,07-MAR-2003 06:53:47.43,JDOTY,                                                                                                                                                                                                                                                                                                                 
CLDI    GH,1,,7,9,8,R,-2,0,-15,T,3,,0,0,0,0,I,0,0,0,,0,,0,04-NOV-2010 11:04:35.57,NCAVENY,                                                                                                                                                                                                                                                                                                                      
CLE     FB,1,,0,0,32,R,0,0,0,,32,,0,0,0,32,I,0,0,0,,32,,0,13-NOV-1990 14:47:48.69,HYDROMET,                                                                                                                                                                                                                                                                                                                     
CLE     GH,1,,0,0,32,R,0,0,0,,32,,0,0,0,32,I,0,0,0,,32,,0,13-NOV-1990 14:47:48.69,HYDROMET,                                                                                                                                                                                                                                                                                                                     
CLE     OB,1,,0,0,32,R,0,0,0,,32,,0,0,0,32,I,0,0,0,,32,,0,13-NOV-1990 14:47:48.69,HYDROMET,                                                                                                                                                                                                                                                                                                                     
CLE     PC,1,,0,0,32,R,0,0,0,,32,,0,0,0,32,I,0,0,0,,32,,0,13-NOV-1990 14:47:48.69,HYDROMET,                                                                                                                                                                                                                                                                                                                     
CLE     SP,1,,0,0,32,R,0,0,0,,32,,0,0,0,32,I,0,0,0,,32,,0,13-NOV-1990 14:47:48.69,HYDROMET,                                                                                                                                                                                                                                                                                                                     
CLFW    GH,1,,10,9,4,R,-7,0,-15,T,3,,0,0,0,32,I,0,0,0,,32,,0,07-JUL-2011 17:08:53.57,CALLEN,                                                                                                                                                                                                                                                                                                                    
CLFW    OB,1,,7,9,4,R,-7,0,-15,T,3,,0,0,0,32,I,0,0,0,,32,,0,07-JUL-2011 17:09:17.32,CALLEN,                                                                                                                                                                                                                                                                                                                     
CLFW    WF,1,,4,9,4,R,-7,0,-15,T,3,,0,0,0,0,I,0,0,0,,0,,0,07-JUL-2011 17:08:26.22,CALLEN,                                                                                                                                                                                                                                                                                                                       
CLK     FB,1,,4,6,4,R,-4,0,-15,S,3,,0,2,6,3,I,0,-1,-15,T,3,D,1,25-JAN-2016 18:23:43.93,MKRITZER,                                                                                                                                                                                                                                                                                                                
CLK     TV,1,,7,6,4,R,-4,0,-15,S,3,,0,2,3,3,I,0,-1,-15,B,3,E,1,25-JAN-2016 18:26:22.61,MKRITZER,                                                                                                                                                                                                                                                                                                                
CLK     WF,0,,16,3,4,R,-4,0,-15,S,3,,0,2,3,3,I,0,-1,-15,B,3,E,1,25-JAN-2016 18:19:49.71,MKRITZER,                                                                                                                                                                                                                                                                                                               
CLR     FB,1,,3,3,4,R,-31,0,-60,T,3,,0,2,3,2,I,0,-1,-15,T,3,2,1,17-FEB-1999 14:13:57.91,JDOTY,                                                                                                                                                                                                                                                                                                                  
CLS     FB,1,,4,3,4,R,0,0,-15,S,3,,0,0,0,32,I,0,0,0,,32,,0,17-JAN-2006 14:02:45.16,JDOTY,                                                                                                                                                                                                                                                                                                                       
CLYW    GH,1,,3,3,16,R,-15,0,-15,B,3,,0,2,3,2,I,0,-1,-15,T,3,2,1,11-MAY-1998 09:53:26.65,JDOTY,                                                                                                                                                                                                                                                                                                                 
CMO     FB,1,,4,3,4,R,-4,0,-15,T,3,,0,2,3,3,R,0,-1,-15,S,3,,0,01-JUN-2016 14:56:11.13,KTARBET,                                                                                                                                                                                                                                                                                                                  
CMO     OB,1,,16,3,4,R,-4,0,-15,T,3,,0,0,0,0,I,0,0,0,,0,,0,10-SEP-2010 11:45:14.40,KTARBET,                                                                                                                                                                                                                                                                                                                     
CNCI    OB,1,,4,3,4,R,-4,0,-15,T,3,,0,3,3,3,I,0,-1,-15,T,3,$A,2,20-AUG-2009 17:12:00.83,KTARBET,                                                                                                                                                                                                                                                                                                                
CNCI    PC,1,,16,3,4,R,-4,0,-15,T,3,,0,3,3,3,I,0,-1,-15,T,3,$B,2,20-AUG-2009 17:38:14.91,KTARBET,                                                                                                                                                                                                                                                                                                               
COTI    GH,1,,4,3,8,R,-7,0,-15,T,3,,0,0,0,0,I,0,0,0,,0,,0,03-NOV-2008 09:18:09.72,KTARBET,                                                                                                                                                                                                                                                                                                                      
CPPW    IT1,0,,15,21,4,R,-29,0,-60,B,3,,0,0,0,0,I,0,0,0,,0,,0,14-SEP-2011 08:42:35.71,CALLEN,                                                                                                                                                                                                                                                                                                                   
CPPW    IT2,0,,21,21,4,R,-29,0,-60,B,3,,0,0,0,0,I,0,0,0,,0,,0,14-SEP-2011 08:42:42.27,CALLEN,                                                                                                                                                                                                                                                                                                                   
CPPW    OB,1,,4,18,4,R,-14,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,14-SEP-2011 08:42:54.95,CALLEN,                                                                                                                                                                                                                                                                                                                     
CPPW    PC,1,,12,21,4,R,-29,0,-60,B,3,,0,0,0,0,I,0,0,0,,0,,0,23-OCT-1995 17:47:19.78,EWAECHTER,                                                                                                                                                                                                                                                                                                                 
CPPW    SP,1,,18,21,4,R,-29,0,-60,B,3,,0,0,0,0,I,0,0,0,,0,,0,23-OCT-1995 17:47:33.22,EWAECHTER,                                                                                                                                                                                                                                                                                                                 
CPPW    TI,1,,15,21,4,R,-29,0,-60,B,3,,0,0,0,0,I,0,0,0,,0,,0,23-OCT-1995 17:47:45.46,EWAECHTER,                                                                                                                                                                                                                                                                                                                 
CPPW    TJ,1,,21,21,4,R,-29,0,-60,B,3,,0,0,0,0,I,0,0,0,,0,,0,23-OCT-1995 17:47:55.46,EWAECHTER,                                                                                                                                                                                                                                                                                                                 
CPPW    WD,1,,9,21,4,R,-29,0,-60,B,3,,0,0,0,0,I,0,0,0,,0,,0,23-OCT-1995 17:46:06.17,EWAECHTER,                                                                                                                                                                                                                                                                                                                  
CPPW    WS,1,,6,21,4,R,-29,0,-60,B,3,,0,0,0,0,I,0,0,0,,0,,0,23-OCT-1995 17:48:14.42,EWAECHTER,                                                                                                                                                                                                                                                                                                                  
CPPW    XPC,1,,12,21,4,R,-29,0,-60,B,3,,0,0,0,0,I,0,0,0,,0,,0,30-APR-1998 12:26:16.68,JDOTY,                                                                                                                                                                                                                                                                                                                    
CRA     FB,1,,4,3,4,R,-1,0,-15,S,3,,0,2,3,3,I,0,-1,-15,B,3,D,1,12-DEC-2008 07:57:20.36,KTARBET,                                                                                                                                                                                                                                                                                                                 
CRAO    GH,1,,4,6,4,R,-13,0,-15,S,3,,0,2,3,3,I,0,-1,-15,B,3,D,1,02-DEC-2008 15:28:30.56,CALLEN,                                                                                                                                                                                                                                                                                                                 
CRAO    WF,1,,7,6,4,R,-13,0,-15,S,3,,0,0,0,0,I,0,0,0,,0,,0,02-DEC-2008 15:28:45.10,CALLEN,                                                                                                                                                                                                                                                                                                                      
CRCI    CH,1,CH_WEIR,1,3,4,R,-6,0,-15,T,3,,0,2,3,3,I,0,-1,-15,B,3,D,1,09-MAY-2013 13:33:24.33,CALLEN,                                                                                                                                                                                                                                                                                                           
CRCO    CH,1,,4,6,4,R,-1,0,-15,S,3,,0,2,3,3,I,0,-1,-15,B,3,D,1,18-MAR-2013 14:35:56.86,CALLEN,                                                                                                                                                                                                                                                                                                                  
CRCO    WF,1,,7,6,4,R,-1,0,-15,S,3,,0,2,3,3,I,0,-1,-15,B,3,D,1,18-MAR-2013 14:34:42.02,CALLEN,                                                                                                                                                                                                                                                                                                                  
CRE     FB,1,,4,9,4,R,-1,0,-15,S,3,,0,2,3,3,I,0,-1,-15,B,3,D,1,14-NOV-2011 10:38:35.78,JMAXON,                                                                                                                                                                                                                                                                                                                  
CRE     FB2,0,,10,9,4,R,-1,0,-15,S,3,,0,2,3,3,I,0,-1,-15,B,3,D,1,15-NOV-2011 09:43:35.66,JMAXON,                                                                                                                                                                                                                                                                                                                
CREO    GH,1,,7,9,4,R,-1,0,-15,S,3,,0,2,3,3,I,0,-1,-15,T,3,D,1,15-NOV-2011 09:45:48.32,JMAXON,                                                                                                                                                                                                                                                                                                                  
CREO    WF,1,,10,9,4,R,-1,0,-15,S,3,,0,0,0,0,I,0,0,0,,0,,0,15-NOV-2011 09:46:03.98,JMAXON,                                                                                                                                                                                                                                                                                                                      
CRMI    OB,1,,4,3,4,R,-12,0,-15,T,3,,0,3,3,3,I,0,-1,-15,T,3,$A,2,29-APR-2008 13:33:54.53,KTARBET,                                                                                                                                                                                                                                                                                                               
CRMI    PC,1,,16,3,4,R,-12,0,-15,T,3,,0,3,3,3,I,0,-1,-15,T,3,$B,2,29-APR-2008 13:34:21.10,KTARBET,                                                                                                                                                                                                                                                                                                              
CROO    GH,1,,4,6,8,R,-5,0,-15,T,3,,0,2,3,3,I,0,-1,-15,T,3,,0,25-JUL-2011 11:13:15.68,JROCHA,                                                                                                                                                                                                                                                                                                                   
CROO    WF,1,,7,6,8,R,-5,0,-15,T,3,,0,0,0,0,I,0,0,0,,0,,0,25-JUL-2011 11:13:52.33,JROCHA,                                                                                                                                                                                                                                                                                                                       
CRPO    GH,1,,4,9,4,R,-4,0,-15,S,3,,0,2,3,3,I,0,-1,-15,B,3,D,1,21-OCT-2011 08:31:33.63,JROCHA,                                                                                                                                                                                                                                                                                                                  
CRPO    OB,1,,7,9,4,R,-4,0,-15,S,3,,0,5,6,3,I,0,-4,-15,B,3,xx,2,17-JAN-2006 14:04:20.41,JDOTY,                                                                                                                                                                                                                                                                                                                  
CRPO    WF,1,,10,9,4,R,-4,0,-15,S,3,,0,2,3,3,I,0,-1,-15,B,3,D,1,07-APR-2009 19:31:14.04,SCASAD,                                                                                                                                                                                                                                                                                                                 
CRRO    OB,1,,3,6,16,R,-7,0,-15,B,3,,0,2,6,3,I,0,-1,-15,B,3,D,1,13-NOV-1990 14:47:58.03,HYDROMET,                                                                                                                                                                                                                                                                                                               
CRRO    PC,1,,6,6,16,R,-7,0,-15,B,3,,0,5,6,3,I,0,-4,-15,B,3,D,1,13-NOV-1990 14:47:58.03,HYDROMET,                                                                                                                                                                                                                                                                                                               
CRSI    GH,1,,7,6,8,R,-9,0,-15,T,3,,0,2,3,3,I,0,-1,-15,B,3,xx,2,02-OCT-2008 12:46:01.11,KTARBET,                                                                                                                                                                                                                                                                                                                
CRSI    WC,1,,4,6,8,R,-9,0,-15,T,3,,0,2,3,3,I,0,-1,-15,B,3,xx,2,02-OCT-2008 12:46:22.98,KTARBET,                                                                                                                                                                                                                                                                                                                
CRSO    GH,1,,4,9,4,R,-4,0,-15,S,3,,0,2,3,3,I,0,-1,-15,B,3,D,1,17-JAN-2006 14:04:38.85,JDOTY,                                                                                                                                                                                                                                                                                                                   
CRSO    OB,1,,7,9,4,R,-4,0,-15,S,3,,0,2,3,3,I,0,-1,-15,B,3,D,1,17-JAN-2006 14:04:42.64,JDOTY,                                                                                                                                                                                                                                                                                                                   
CRSO    WF,1,,10,9,4,R,-4,0,-15,S,3,,0,2,3,3,I,0,-1,-15,B,3,D,1,17-JAN-2006 14:04:46.32,JDOTY,                                                                                                                                                                                                                                                                                                                  
CRWI    GH,1,,4,3,8,R,-3,0,-15,T,3,,0,0,0,32,I,0,0,0,,32,,0,24-SEP-2003 14:58:48.96,JDOTY,                                                                                                                                                                                                                                                                                                                      
CSAO    CH,1,,4,3,4,R,-8,0,-15,S,3,,0,0,0,0,I,0,0,0,,0,,0,10-APR-2006 15:53:00.79,JDOTY,                                                                                                                                                                                                                                                                                                                        
CSC     EH,1,,28,3,4,R,-2,0,-15,T,3,,0,3,3,3,I,0,-1,-15,B,3,$C,2,11-MAY-2015 07:45:36.99,CALLEN,                                                                                                                                                                                                                                                                                                                
CSC     OB,1,,4,3,4,R,-2,0,-15,T,3,,0,3,3,3,I,0,-1,-15,B,3,$A,2,02-NOV-2005 17:32:29.46,JDOTY,                                                                                                                                                                                                                                                                                                                  
CSC     PC,1,,16,3,4,R,-2,0,-15,T,3,,0,3,3,3,I,0,-1,-15,B,3,$B,2,02-NOV-2005 17:32:57.80,JDOTY,                                                                                                                                                                                                                                                                                                                 
CSC     PC2,1,,40,3,4,R,-2,0,-15,T,3,,0,0,0,0,I,0,0,0,,0,,0,07-OCT-2016 14:31:24.02,KTARBET,                                                                                                                                                                                                                                                                                                                    
CSCI    BV,1,,28,3,4,R,-3,0,-15,T,3,,0,3,3,3,I,0,-1,-15,B,3,$K,2,11-AUG-2011 13:15:29.55,KTARBET,                                                                                                                                                                                                                                                                                                               
CSCI    FB,1,,4,3,4,R,-3,0,-15,T,3,,0,3,3,3,I,0,-1,-15,B,3,$J,2,11-AUG-2011 13:13:22.56,KTARBET,                                                                                                                                                                                                                                                                                                                
CSCI    GH,1,,16,3,4,R,-3,0,-15,T,3,,0,3,3,3,I,0,-1,-15,B,3,$K,2,11-AUG-2011 13:13:48.41,KTARBET,                                                                                                                                                                                                                                                                                                               
CSCI    Q,1,,52,3,4,R,-3,0,-15,T,3,,0,3,3,3,I,0,-1,-15,B,3,$K,2,12-SEP-2011 08:19:21.95,CALLEN,                                                                                                                                                                                                                                                                                                                 
CSCI    WF,1,,40,3,4,R,-3,0,-15,T,3,,0,0,0,0,I,0,0,0,,0,,0,11-AUG-2011 13:15:23.16,KTARBET,                                                                                                                                                                                                                                                                                                                     
CSPW    OB,1,,3,21,4,R,-27,0,-60,B,3,,0,0,0,0,I,0,0,0,,0,,0,06-NOV-1995 14:16:54.63,CRINKER,                                                                                                                                                                                                                                                                                                                    
CSPW    PC,1,,12,21,4,R,-27,0,-60,B,3,,0,0,0,0,I,0,0,0,,0,,0,27-OCT-1995 09:00:41.43,EWAECHTER,                                                                                                                                                                                                                                                                                                                 
CSPW    SP,1,,18,21,4,R,-27,0,-60,B,3,,0,0,0,0,I,0,0,0,,0,,0,27-OCT-1995 09:00:56.27,EWAECHTER,                                                                                                                                                                                                                                                                                                                 
CSPW    TI,1,,15,21,4,R,-27,0,-60,B,3,,0,0,0,0,I,0,0,0,,0,,0,27-OCT-1995 09:01:14.94,EWAECHTER,                                                                                                                                                                                                                                                                                                                 
CSPW    TJ,1,,21,21,4,R,-27,0,-60,B,3,,0,0,0,0,I,0,0,0,,0,,0,27-OCT-1995 09:01:26.48,EWAECHTER,                                                                                                                                                                                                                                                                                                                 
CSPW    WD,1,,9,21,4,R,-27,0,-60,B,3,,0,0,0,0,I,0,0,0,,0,,0,27-OCT-1995 09:00:03.86,EWAECHTER,                                                                                                                                                                                                                                                                                                                  
CSPW    WS,1,,6,21,4,R,-27,0,-60,B,3,,0,0,0,0,I,0,0,0,,0,,0,27-OCT-1995 08:59:21.04,EWAECHTER,                                                                                                                                                                                                                                                                                                                  
CSPW    XPC,1,,12,21,4,R,-27,0,-60,B,3,,0,0,0,0,I,0,0,0,,0,,0,30-APR-1998 12:25:30.70,JDOTY,                                                                                                                                                                                                                                                                                                                    
CSRI    GH,1,,4,3,4,R,-2,0,-15,S,3,,0,0,0,0,I,0,0,0,,0,,0,31-OCT-2011 08:20:28.46,CALLEN,                                                                                                                                                                                                                                                                                                                       
CSRO    CH,1,,4,6,8,R,-8,0,-15,S,3,,0,0,0,0,I,0,0,0,,0,,0,12-SEP-2013 08:45:48.25,KTARBET,                                                                                                                                                                                                                                                                                                                      
CSRO    QP,1,,7,6,8,R,-8,0,-15,S,3,,0,0,0,0,I,0,0,0,,0,,0,12-SEP-2013 08:45:56.09,KTARBET,                                                                                                                                                                                                                                                                                                                      
CTLI    GH,1,,4,3,8,R,-1,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,08-FEB-2008 13:04:17.06,KTARBET,                                                                                                                                                                                                                                                                                                                      
CULO    GH,1,,4,3,16,R,-5,0,-15,T,3,,0,2,3,3,I,0,-1,-15,T,3,,0,07-DEC-2006 10:37:21.25,JDOTY,                                                                                                                                                                                                                                                                                                                   
CULO    WF,1,,52,3,16,R,-5,0,-15,T,3,,0,2,3,3,I,0,-1,-15,T,3,,0,07-DEC-2006 10:40:24.86,JDOTY,                                                                                                                                                                                                                                                                                                                  
CVAI    BV,1,,28,3,1,R,-1,0,-15,S,1,,0,0,0,0,I,0,0,0,,0,,0,18-MAR-2014 12:05:05.52,KTARBET,                                                                                                                                                                                                                                                                                                                     
CVAI    OB,1,,16,3,4,R,-3,0,-15,T,3,,0,0,0,0,I,0,0,0,,0,,0,18-MAR-2014 12:04:48.52,KTARBET,                                                                                                                                                                                                                                                                                                                     
CVAI    PC,1,,4,3,4,R,-3,0,-15,S,3,,0,0,0,32,I,0,0,0,,32,,0,14-MAR-2014 14:06:41.03,KTARBET,                                                                                                                                                                                                                                                                                                                    
CVPI    QC1,1,,1,3,4,R,-4,0,-15,T,3,,0,0,0,0,I,0,0,0,,0,,0,17-JUN-2013 15:10:18.09,CALLEN,                                                                                                                                                                                                                                                                                                                      
CVPI    QC2,1,,13,3,4,R,-4,0,-15,T,3,,0,0,0,0,I,0,0,0,,0,,0,17-JUN-2013 15:10:38.84,CALLEN,                                                                                                                                                                                                                                                                                                                     
CXCI    CH,1,CH_WEIR,1,3,4,R,-6,0,-15,T,3,,0,2,3,3,I,0,-1,-15,B,3,D,1,08-MAY-2013 17:56:41.24,KTARBET,                                                                                                                                                                                                                                                                                                          
CXMI    CH,1,,1,3,4,R,-15,0,-15,T,3,,0,0,0,0,I,0,0,0,,0,,0,16-APR-2010 14:34:22.67,CALLEN,                                                                                                                                                                                                                                                                                                                      
DANO    OB,1,,4,3,4,R,-2,0,-15,T,3,,0,3,3,3,I,0,-1,-15,T,3,$A,2,19-JAN-2007 11:54:10.83,JDOTY,                                                                                                                                                                                                                                                                                                                  
DANO    PC,1,,16,3,4,R,-2,0,-15,T,3,,0,3,3,3,I,0,-1,-15,T,3,$B,2,19-JAN-2007 11:54:31.34,JDOTY,                                                                                                                                                                                                                                                                                                                 
DAVW    OB,1,,4,3,4,R,-1,0,-15,T,3,,0,2,6,3,I,0,-1,-15,B,3,D,1,10-NOV-2008 14:48:39.46,KTARBET,                                                                                                                                                                                                                                                                                                                 
DAVW    PC,1,,16,3,4,R,-1,0,-15,T,3,,0,5,6,3,I,0,-4,-15,B,3,D,1,10-NOV-2008 14:48:47.97,KTARBET,                                                                                                                                                                                                                                                                                                                
DAVW    SM20,1,,52,3,4,R,-1,0,-15,T,3,,0,0,0,0,I,0,0,0,,0,,0,10-NOV-2008 14:51:55.81,KTARBET,                                                                                                                                                                                                                                                                                                                   
DAVW    SM4,1,,28,3,4,R,-1,0,-15,T,3,,0,0,0,0,I,0,0,0,,0,,0,10-NOV-2008 14:51:26.87,KTARBET,                                                                                                                                                                                                                                                                                                                    
DAVW    SM40,1,,64,3,4,R,-1,0,-15,T,3,,0,0,0,0,I,0,0,0,,0,,0,10-NOV-2008 14:52:10.71,KTARBET,                                                                                                                                                                                                                                                                                                                   
