GOESDEC,ACTIVE, RTCNAME, S_OFV, S_ONV, S_NV, S_TTMODE, S_RTFV, S_OTC, S_TBV, S_DTFMT, S_DTSIZE, S_BID, S_BIDCNT, R_OFV, R_ONV, R_NV, R_TTMODE, R_RTFV, R_OTC, R_TBV, R_DTFMT, R_DTSIZE, R_BID, R_BIDCNT, EDITDATE, OWNER,                                                                                                                                                                                       
PRV     FB,1,,4,9,4,R,-5,0,-15,S,3,,0,2,3,3,I,0,-1,-15,B,3,D,1,26-AUG-2009 10:46:31.51,KTARBET,                                                                                                                                                                                                                                                                                                                 
PRV     TV,1,,7,9,4,R,-5,0,-15,S,3,,0,2,3,3,I,0,-1,-15,B,3,E,1,26-AUG-2009 10:54:13.18,KTARBET,                                                                                                                                                                                                                                                                                                                 
PRV     XAC,1,,10,9,4,R,-5,0,-15,T,3,,0,0,0,0,I,0,0,0,,0,,0,26-AUG-2009 10:55:26.92,KTARBET,                                                                                                                                                                                                                                                                                                                    
PRVO    GH,1,,4,6,4,R,-4,0,-15,S,3,,0,2,3,3,I,0,-1,-15,B,3,D,1,17-JAN-2006 14:13:48.32,JDOTY,                                                                                                                                                                                                                                                                                                                   
PRVO    WF,1,,7,6,4,R,-4,0,-15,S,3,,0,2,3,3,I,0,-1,-15,B,3,D,1,17-JAN-2006 14:13:53.95,JDOTY,                                                                                                                                                                                                                                                                                                                   
PTYI    GH,1,,4,5,8,R,-7,0,-15,F,4,#15,3,0,0,32,I,0,0,0,,32,,0,21-JUN-2013 09:10:09.94,KTARBET,                                                                                                                                                                                                                                                                                                                 
PWDO    GH,1,,4,3,8,R,-7,0,-15,T,3,,0,3,3,3,I,0,-1,-15,T,3,$J,2,13-APR-2006 15:25:53.72,JDOTY,                                                                                                                                                                                                                                                                                                                  
QSPW    BV,1,,6,24,4,R,-28,0,-60,B,3,,0,0,0,0,I,0,0,0,,0,,0,16-OCT-1995 15:44:17.76,EWAECHTER,                                                                                                                                                                                                                                                                                                                  
QSPW    OB,1,,3,24,4,R,-28,0,-60,T,3,,0,0,0,0,I,0,0,0,,0,,0,05-FEB-1996 13:59:30.11,JDOTY,                                                                                                                                                                                                                                                                                                                      
QSPW    PC,1,,15,24,4,R,-28,0,-60,B,3,,0,0,0,0,I,0,0,0,,0,,0,16-OCT-1995 16:13:34.44,EWAECHTER,                                                                                                                                                                                                                                                                                                                 
QSPW    SP,1,,21,24,4,R,-28,0,-60,B,3,,0,0,0,0,I,0,0,0,,0,,0,16-OCT-1995 16:13:48.86,EWAECHTER,                                                                                                                                                                                                                                                                                                                 
QSPW    WD,1,,12,24,4,R,-28,0,-60,B,3,,0,0,0,0,I,0,0,0,,0,,0,16-OCT-1995 16:12:19.72,EWAECHTER,                                                                                                                                                                                                                                                                                                                 
QSPW    WS,1,,9,24,4,R,-28,0,-60,B,3,,0,0,0,0,I,0,0,0,,0,,0,16-OCT-1995 16:17:04.77,EWAECHTER,                                                                                                                                                                                                                                                                                                                  
QSPW    XPC,1,,15,24,4,R,-28,0,-60,B,3,,0,0,0,0,I,0,0,0,,0,,0,30-APR-1998 12:24:12.82,JDOTY,                                                                                                                                                                                                                                                                                                                    
RBDW    GH,1,,0,0,32,R,0,0,0,,32,,0,0,0,32,I,0,0,0,,32,,0,13-NOV-1990 14:50:05.27,HYDROMET,                                                                                                                                                                                                                                                                                                                     
RDR     FB,1,,15,15,16,R,-3,0,-15,T,3,,0,0,0,32,I,0,0,0,,32,,0,09-JUN-1998 14:06:40.18,JDOTY,                                                                                                                                                                                                                                                                                                                   
RDR     OB,1,,3,15,16,R,-3,0,-15,T,3,,0,0,0,0,I,0,0,0,,0,,0,09-JUN-1998 14:04:42.12,JDOTY,                                                                                                                                                                                                                                                                                                                      
RDR     WD,1,,12,15,16,R,-3,0,-15,T,3,,0,0,0,0,I,0,0,0,,0,,0,12-JUN-1998 10:19:17.39,JDOTY,                                                                                                                                                                                                                                                                                                                     
RDR     WF,1,,6,15,16,R,-3,0,-15,T,3,,0,0,0,0,I,0,0,0,,0,,0,09-JUN-1998 14:05:06.29,JDOTY,                                                                                                                                                                                                                                                                                                                      
RDR     WS,1,,9,15,16,R,-3,0,-15,T,3,,0,0,0,0,I,0,0,0,,0,,0,12-JUN-1998 10:19:33.74,JDOTY,                                                                                                                                                                                                                                                                                                                      
RDWI    CH,1,,1,3,4,R,-15,0,-15,T,3,,0,0,0,0,I,0,0,0,,0,,0,28-OCT-2004 08:29:09.39,JDOTY,                                                                                                                                                                                                                                                                                                                       
RECI    CH,1,CH_WEIR,1,3,4,R,-4,0,-15,T,3,,0,2,3,3,I,0,-1,-15,B,3,D,1,24-JUN-2013 18:18:21.50,KTARBET,                                                                                                                                                                                                                                                                                                          
REXI    GH,1,,4,3,8,R,-7,0,-15,T,3,,0,2,3,3,I,0,-1,-15,B,3,,0,20-JUL-2010 15:59:08.62,KTARBET,                                                                                                                                                                                                                                                                                                                  
REXI    WF,1,,28,3,8,R,-7,0,-15,T,3,,0,0,0,0,I,0,0,0,,0,,0,18-NOV-2005 16:09:02.16,JDOTY,                                                                                                                                                                                                                                                                                                                       
RGCI    CH,1,,1,3,4,R,-2,0,-15,T,3,,0,0,0,0,I,0,0,0,,0,,0,24-NOV-2004 08:24:44.51,JDOTY,                                                                                                                                                                                                                                                                                                                        
RICI    CH,1,ch_weir,1,3,4,R,-4,0,-15,T,3,,0,2,3,3,I,0,-1,-15,B,3,D,1,24-JUN-2013 19:27:48.16,KTARBET,                                                                                                                                                                                                                                                                                                          
RIGI    GH,1,,4,3,8,R,-4,0,-15,T,3,,0,0,0,0,I,0,0,0,,0,,0,31-AUG-2005 12:09:37.48,JDOTY,                                                                                                                                                                                                                                                                                                                        
RIM     FB,1,,0,0,32,R,0,0,0,,32,,0,0,0,32,I,0,0,0,,32,,0,13-NOV-1990 14:50:11.47,HYDROMET,                                                                                                                                                                                                                                                                                                                     
RIM     GH,1,,0,0,32,R,0,0,0,,32,,0,0,0,32,I,0,0,0,,32,,0,13-NOV-1990 14:50:11.47,HYDROMET,                                                                                                                                                                                                                                                                                                                     
RIM     PC,1,,0,0,32,R,0,0,0,,32,,0,0,0,32,I,0,0,0,,32,,0,13-NOV-1990 14:50:11.47,HYDROMET,                                                                                                                                                                                                                                                                                                                     
RIOO    GH,1,,4,7,4,R,-14,0,-15,S,3,,0,0,0,0,I,0,0,0,,0,,0,17-JAN-2006 14:14:00.98,JDOTY,                                                                                                                                                                                                                                                                                                                       
RIOO    WF,1,,7,7,4,R,-14,0,-15,S,3,,0,0,0,0,I,0,0,0,,0,,0,17-JAN-2006 14:14:04.53,JDOTY,                                                                                                                                                                                                                                                                                                                       
RIR     FB,1,,4,3,4,R,-15,0,-15,T,3,,0,2,3,3,I,0,-1,-15,T,3,2,1,27-SEP-2006 08:59:33.94,JDOTY,                                                                                                                                                                                                                                                                                                                  
RIR     FB2,0,,4,3,4,R,-15,0,-15,T,3,,0,11,15,3,I,0,-10,-15,B,3,D,1,15-JUN-2011 08:19:32.45,KTARBET,                                                                                                                                                                                                                                                                                                            
RIR     RA,1,,16,3,4,R,-15,0,-15,T,3,,0,2,3,3,I,0,-1,-15,T,3,xxx,3,26-SEP-2006 14:18:26.58,JDOTY,                                                                                                                                                                                                                                                                                                               
RIR     RB,1,,28,3,4,R,-15,0,-15,T,3,,0,2,6,3,I,0,-4,-15,B,3,xxx,3,26-SEP-2006 14:18:43.48,JDOTY,                                                                                                                                                                                                                                                                                                               
RIR     TV,1,,40,3,4,R,-15,0,-15,T,3,,0,14,15,3,I,0,-13,-15,B,3,xxx,3,26-SEP-2006 14:19:01.87,JDOTY,                                                                                                                                                                                                                                                                                                            
RIR     ZS,1,,52,3,4,R,-15,0,-15,T,3,,0,2,3,3,I,0,-1,-1,B,3,xxx,3,27-SEP-2006 09:01:09.35,JDOTY,                                                                                                                                                                                                                                                                                                                
RIR     ZS2,1,,64,3,4,R,-15,0,-15,T,3,,0,11,3,1,I,0,-10,-15,T,3,xxx,3,27-SEP-2006 09:03:16.85,JDOTY,                                                                                                                                                                                                                                                                                                            
RIWI    OB,1,,4,3,4,R,-3,0,-15,T,3,,0,2,6,3,I,0,-1,-15,B,3,D,1,05-MAY-2009 11:42:56.86,KTARBET,                                                                                                                                                                                                                                                                                                                 
RIWI    PC,1,,16,3,4,R,-3,0,-15,T,3,,0,5,6,3,I,0,-4,-15,B,3,D,1,05-MAY-2009 11:42:52.48,KTARBET,                                                                                                                                                                                                                                                                                                                
RJPI    QC,1,,1,3,4,R,-4,0,-15,T,3,,0,0,0,0,I,0,0,0,,0,,0,21-JUN-2013 21:41:56.55,KTARBET,                                                                                                                                                                                                                                                                                                                      
ROMO    GH,1,,4,3,8,R,-4,0,-15,T,3,,0,2,3,3,I,0,-1,-15,B,3,D,1,01-SEP-2004 17:45:09.63,WRICHARD,                                                                                                                                                                                                                                                                                                                
ROMO    WF,1,,28,3,8,R,-4,0,-15,T,3,,0,0,0,0,I,0,0,0,,0,,0,01-SEP-2004 17:49:39.44,WRICHARD,                                                                                                                                                                                                                                                                                                                    
ROZW    CH,1,,0,0,32,R,0,0,0,,32,,0,0,0,32,I,0,0,0,,32,,0,13-NOV-1990 14:50:16.10,HYDROMET,                                                                                                                                                                                                                                                                                                                     
RRPI    QC,1,,1,3,4,R,-5,0,-15,T,3,,0,0,0,0,I,0,0,0,,0,,0,21-JUN-2013 17:37:20.26,KTARBET,                                                                                                                                                                                                                                                                                                                      
RRVO    CH,1,,1,12,4,R,-45,0,15,X,3,,0,0,0,0,I,0,0,0,,0,,0,12-MAY-2004 13:34:23.42,JDOTY,                                                                                                                                                                                                                                                                                                                       
RRVO    QC,1,,4,12,4,R,-45,0,15,X,3,,0,0,0,0,I,0,0,0,,0,,0,12-MAY-2004 13:34:33.35,JDOTY,                                                                                                                                                                                                                                                                                                                       
RSA     BV,1,,7,30,4,R,-59,0,15,X,3,,0,0,0,0,I,0,0,0,,0,,0,03-MAY-2010 11:32:29.67,WRICHARD,                                                                                                                                                                                                                                                                                                                    
RSA     FB,1,,16,30,4,R,-59,0,15,X,3,,0,2,3,3,I,0,-1,-15,B,3,2,1,09-JUN-2010 07:42:44.56,KTARBET,                                                                                                                                                                                                                                                                                                               
RSA     OB,1,,19,30,4,R,-59,0,15,X,3,,0,2,6,3,I,0,-1,-15,B,3,2,1,03-MAY-2010 10:54:53.04,WRICHARD,                                                                                                                                                                                                                                                                                                              
RSA     Q,1,,4,30,4,R,-59,0,15,X,3,,0,0,0,0,I,0,0,0,,0,,0,06-APR-2017 14:25:03.21,KTARBET,                                                                                                                                                                                                                                                                                                                      
RSCW    CH,1,,0,0,32,R,0,0,0,,32,,0,0,0,32,I,0,0,0,,32,,0,13-NOV-1990 14:50:17.66,HYDROMET,                                                                                                                                                                                                                                                                                                                     
RSDI    CH,1,,1,3,4,R,-1,0,-15,T,3,,0,0,0,0,I,0,0,0,,0,,0,25-APR-2013 15:25:28.50,KTARBET,                                                                                                                                                                                                                                                                                                                      
RUE     X1,1,,1,0,1,R,0,0,0,T,3,,0,0,0,0,I,0,0,0,,0,,0,24-OCT-2010 19:30:07.71,KTARBET,                                                                                                                                                                                                                                                                                                                         
RUE     X10,1,,28,0,1,R,0,0,0,T,3,,0,0,0,0,I,0,0,0,,0,,0,24-OCT-2010 19:30:36.88,KTARBET,                                                                                                                                                                                                                                                                                                                       
RUE     X11,1,,31,0,1,R,0,0,0,T,3,,0,0,0,0,I,0,0,0,,0,,0,24-OCT-2010 19:30:45.33,KTARBET,                                                                                                                                                                                                                                                                                                                       
RUE     X12,1,,34,0,1,R,0,0,0,T,3,,0,0,0,0,I,0,0,0,,0,,0,24-OCT-2010 19:31:05.28,KTARBET,                                                                                                                                                                                                                                                                                                                       
RUE     X13,1,,37,0,1,R,0,0,0,T,3,,0,0,0,0,I,0,0,0,,0,,0,24-OCT-2010 19:31:54.20,KTARBET,                                                                                                                                                                                                                                                                                                                       
RUE     X14,1,,40,0,1,R,0,0,0,T,3,,0,0,0,0,I,0,0,0,,0,,0,24-OCT-2010 19:32:11.69,KTARBET,                                                                                                                                                                                                                                                                                                                       
RUE     X15,1,,43,0,1,R,0,0,0,T,3,,0,0,0,0,I,0,0,0,,0,,0,24-OCT-2010 19:32:20.09,KTARBET,                                                                                                                                                                                                                                                                                                                       
RUE     X16,1,,46,0,1,R,0,0,0,T,3,,0,0,0,0,I,0,0,0,,0,,0,24-OCT-2010 19:32:27.17,KTARBET,                                                                                                                                                                                                                                                                                                                       
RUE     X17,1,,49,0,1,R,0,0,0,T,3,,0,0,0,0,I,0,0,0,,0,,0,24-OCT-2010 19:32:34.11,KTARBET,                                                                                                                                                                                                                                                                                                                       
RUE     X18,1,,52,0,1,R,0,0,0,T,3,,0,0,0,0,I,0,0,0,,0,,0,25-OCT-2010 09:42:04.52,KTARBET,                                                                                                                                                                                                                                                                                                                       
RUE     X19,1,,55,0,1,R,0,0,0,T,3,,0,0,0,0,I,0,0,0,,0,,0,25-OCT-2010 09:42:33.18,KTARBET,                                                                                                                                                                                                                                                                                                                       
RUE     X2,1,,4,0,1,R,0,0,0,T,3,,0,0,0,0,I,0,0,0,,0,,0,24-OCT-2010 19:32:40.70,KTARBET,                                                                                                                                                                                                                                                                                                                         
RUE     X20,1,,58,0,1,R,0,0,0,T,3,,0,0,0,0,I,0,0,0,,0,,0,25-OCT-2010 12:18:34.63,KTARBET,                                                                                                                                                                                                                                                                                                                       
RUE     X3,1,,7,0,1,R,0,0,0,T,3,,0,0,0,0,I,0,0,0,,0,,0,24-OCT-2010 19:32:48.25,KTARBET,                                                                                                                                                                                                                                                                                                                         
RUE     X4,1,,10,0,1,R,0,0,0,T,3,,0,0,0,0,I,0,0,0,,0,,0,24-OCT-2010 19:33:01.25,KTARBET,                                                                                                                                                                                                                                                                                                                        
RUE     X5,1,,13,0,1,R,0,0,0,T,3,,0,0,0,0,I,0,0,0,,0,,0,24-OCT-2010 19:33:12.87,KTARBET,                                                                                                                                                                                                                                                                                                                        
RUE     X6,1,,16,0,1,R,0,0,0,T,3,,0,0,0,0,I,0,0,0,,0,,0,25-OCT-2010 12:20:43.39,KTARBET,                                                                                                                                                                                                                                                                                                                        
RUE     X7,1,,19,0,1,R,0,0,0,T,3,,0,0,0,0,I,0,0,0,,0,,0,24-OCT-2010 19:33:41.94,KTARBET,                                                                                                                                                                                                                                                                                                                        
RUE     X8,1,,22,0,1,R,0,0,0,T,3,,0,0,0,0,I,0,0,0,,0,,0,24-OCT-2010 19:33:48.64,KTARBET,                                                                                                                                                                                                                                                                                                                        
RUE     X9,1,,25,0,1,R,0,0,0,T,3,,0,0,0,0,I,0,0,0,,0,,0,24-OCT-2010 19:33:55.42,KTARBET,                                                                                                                                                                                                                                                                                                                        
RXRI    CH,1,ch_weir,1,3,4,R,-6,0,-15,T,3,,0,2,3,3,I,0,-1,-15,B,3,2,1,09-MAY-2013 13:38:32.05,CALLEN,                                                                                                                                                                                                                                                                                                           
RYGO    GH,1,,28,3,8,R,-11,0,-15,T,3,,0,2,3,1,I,0,-1,0,T,3,2,1,19-AUG-2010 13:01:33.52,KTARBET,                                                                                                                                                                                                                                                                                                                 
RYGO    WC,1,,52,3,8,R,-41,0,-15,B,3,,0,1,1,1,I,0,-1,0,T,3,xxx,3,19-AUG-2010 14:00:41.40,KTARBET,                                                                                                                                                                                                                                                                                                               
RZCW    CH,1,,0,0,32,R,0,0,0,,32,,0,0,0,32,I,0,0,0,,32,,0,13-NOV-1990 14:50:21.08,HYDROMET,                                                                                                                                                                                                                                                                                                                     
RZCW    WF,1,,0,0,32,R,0,0,0,,32,,0,0,0,32,I,0,0,0,,32,,0,13-NOV-1990 14:50:21.08,HYDROMET,                                                                                                                                                                                                                                                                                                                     
SALY    GH,1,,4,3,8,R,-3,0,-15,T,3,,0,2,3,3,I,0,-1,-15,B,3,D,1,08-MAY-2015 11:00:21.55,WRICHARD,                                                                                                                                                                                                                                                                                                                
SALY    OB,1,,28,3,8,R,-3,0,-15,T,3,,0,5,12,3,I,0,-4,-15,B,3,E,1,28-JUN-2012 13:12:30.23,KTARBET,                                                                                                                                                                                                                                                                                                               
SALY    PC,1,,52,3,8,R,-3,0,-15,T,3,,0,8,12,3,I,0,-7,-15,B,3,E,1,28-JUN-2012 13:12:53.51,KTARBET,                                                                                                                                                                                                                                                                                                               
SAWO    GH,1,,4,6,4,R,-6,0,-15,X,3,,0,0,0,0,I,0,0,0,,0,,0,02-FEB-2015 10:12:33.33,CALLEN,                                                                                                                                                                                                                                                                                                                       
SAWO    WF,1,,7,6,4,R,-6,0,-15,X,3,,0,0,0,0,I,0,0,0,,0,,0,02-FEB-2015 10:12:49.05,CALLEN,                                                                                                                                                                                                                                                                                                                       
SBCO    GH,1,,4,15,4,R,-1,0,-15,S,3,,0,0,0,0,I,0,0,0,,0,,0,10-DEC-2008 09:44:54.61,CALLEN,                                                                                                                                                                                                                                                                                                                      
SBCO    WF,1,,7,15,4,R,-1,0,-15,S,3,,0,0,0,0,I,0,0,0,,0,,0,10-DEC-2008 09:45:13.02,CALLEN,                                                                                                                                                                                                                                                                                                                      
SBEO    CH,1,,4,3,4,R,0,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,02-NOV-2007 09:13:02.75,KTARBET,                                                                                                                                                                                                                                                                                                                       
SCLO    GH,1,,4,6,4,R,-15,0,-15,S,3,,0,3,3,1,I,0,-1,-15,T,3,,0,17-JAN-2006 14:14:54.03,JDOTY,                                                                                                                                                                                                                                                                                                                   
SCLO    WF,1,,7,6,4,R,-15,0,-15,S,3,,0,3,3,1,I,0,-1,-15,T,3,,0,17-JAN-2006 14:15:01.21,JDOTY,                                                                                                                                                                                                                                                                                                                   
SCNW    FB,1,,10,3,16,R,-1,0,-15,T,3,,0,0,0,0,I,0,0,0,,0,,0,05-MAR-2002 20:42:13.91,JDOTY,                                                                                                                                                                                                                                                                                                                      
SCNW    FB2,1,,61,3,40,R,-1,0,-6,T,3,,0,0,0,0,I,0,0,0,,0,,0,08-APR-2002 21:11:44.56,JDOTY,                                                                                                                                                                                                                                                                                                                      
SCNW    HK,1,,10,3,16,R,-1,0,-15,T,3,,0,0,0,0,I,0,0,0,,0,,0,05-MAR-2002 20:41:40.07,JDOTY,                                                                                                                                                                                                                                                                                                                      
SCNW    TV,0,,61,3,16,R,-1,0,-15,T,3,,0,0,0,0,I,0,0,0,,0,,0,08-APR-2002 14:56:59.21,HYDROMET,                                                                                                                                                                                                                                                                                                                   
SCO     FB,1,,4,33,4,R,-4,0,-15,T,3,,0,2,9,2,I,0,-1,-15,T,3,,0,06-FEB-2013 11:11:15.94,KTARBET,                                                                                                                                                                                                                                                                                                                 
SCO     WD,1,,34,33,4,R,-4,0,-15,S,3,,0,2,3,3,I,0,-1,-15,T,3,F,1,10-FEB-2011 12:44:50.79,KTARBET,                                                                                                                                                                                                                                                                                                               
SCO     WS,1,,31,33,4,R,-4,0,-15,S,3,,0,0,0,0,I,0,0,0,,0,,0,10-FEB-2011 12:45:18.55,KTARBET,                                                                                                                                                                                                                                                                                                                    
SCOEWS  D10,1,,25,33,4,R,-4,0,-15,S,3,,0,0,0,0,I,0,0,0,,0,,0,10-FEB-2011 12:42:05.72,KTARBET,                                                                                                                                                                                                                                                                                                                   
SCOEWS  D12,1,,22,33,4,R,-4,0,-15,S,3,,0,0,0,0,I,0,0,0,,0,,0,10-FEB-2011 12:42:33.19,KTARBET,                                                                                                                                                                                                                                                                                                                   
SCOEWS  D18,1,,19,33,4,R,-4,0,-15,S,3,,0,0,0,0,I,0,0,0,,0,,0,10-FEB-2011 12:41:18.79,KTARBET,                                                                                                                                                                                                                                                                                                                   
SCOEWS  ZS,1,,28,33,4,R,-4,0,-15,S,3,,0,0,0,0,I,0,0,0,,0,,0,10-FEB-2011 12:41:40.43,KTARBET,                                                                                                                                                                                                                                                                                                                    
SCOO    GH,1,,7,33,4,R,-4,0,-15,T,3,,0,5,9,2,I,0,-4,-15,T,3,,0,10-FEB-2011 12:39:40.82,KTARBET,                                                                                                                                                                                                                                                                                                                 
SCOO    OB,1,,13,33,4,R,-4,0,-15,T,3,,0,0,0,1,I,0,-1,-15,B,3,xxx,3,10-FEB-2011 12:39:56.76,KTARBET,                                                                                                                                                                                                                                                                                                             
SCOO    PC,1,,16,33,4,R,-4,0,-15,T,3,,0,8,9,2,I,0,-7,-15,T,3,,0,10-FEB-2011 12:40:26.62,KTARBET,                                                                                                                                                                                                                                                                                                                
SCOO    WF,1,,10,33,4,R,-4,0,-15,T,3,,0,0,0,1,I,0,-1,-15,B,3,xxx,3,10-FEB-2011 12:40:37.54,KTARBET,                                                                                                                                                                                                                                                                                                             
SDCO    GH,1,,4,3,4,R,-6,0,-15,S,3,,0,0,0,0,I,0,0,0,,0,,0,28-AUG-2006 08:33:32.72,JDOTY,                                                                                                                                                                                                                                                                                                                        
SELI    GH,1,,7,6,8,R,-9,0,-15,B,3,,0,2,3,3,I,0,-1,-15,B,3,D,1,06-OCT-2010 07:16:09.50,KTARBET,                                                                                                                                                                                                                                                                                                                 
SELM    OB,1,,4,3,4,R,-14,0,-15,T,3,,0,2,6,3,I,0,-1,-15,B,3,D,1,09-JUL-2007 21:54:37.12,WRICHARD,                                                                                                                                                                                                                                                                                                               
SELM    PC,1,,16,3,4,R,-14,0,-15,T,3,,0,5,6,3,I,0,-4,-15,B,3,D,1,09-JUL-2007 21:55:19.22,WRICHARD,                                                                                                                                                                                                                                                                                                              
SERO    GH,1,,3,3,16,R,-3,0,-15,T,3,,0,2,3,3,I,0,-1,-15,B,3,D,1,17-APR-2000 10:30:53.95,HYDROMET,                                                                                                                                                                                                                                                                                                               
SEVW    FB,1,,10,3,40,R,-4,0,-6,T,3,,0,0,0,0,I,0,0,0,,0,,0,12-APR-2002 07:28:15.40,JDOTY,                                                                                                                                                                                                                                                                                                                       
SEVW    HK,1,,10,3,40,R,-4,0,-6,T,3,,0,0,0,0,I,0,0,0,,0,,0,10-APR-2002 10:35:40.26,JDOTY,                                                                                                                                                                                                                                                                                                                       
SFBO    CH,1,,4,3,4,R,-4,0,-15,X,3,,0,0,0,0,I,0,0,0,,0,,0,29-JAN-2009 21:22:03.92,KTARBET,                                                                                                                                                                                                                                                                                                                      
SFBO    QC,0,,4,6,4,R,-49,0,15,X,3,,0,0,0,0,I,0,0,0,,0,,0,29-JAN-2009 21:29:21.08,KTARBET,                                                                                                                                                                                                                                                                                                                      
