"TOACI1","WRDO","Min15"
"TMSTAMP","RECNBR","BV","OB","OBM","OBX","OBN","TU","TUX","TUN","EA","TP","WS","WSH","WD","WDS","WG","PC","SQ","UI","SI","ETo","ETr","SW","SV","LW","AU"
"2014-10-08 09:15:00",24644,12.96,51.98,50.77,51.98,49.91,51.85,58.36,47.85,0.65,33.7,0.554,0.672,66.74,68.16,1.973,7.993,4336,5076,27,0.05252396,0.06208643,48.4,51.97,295.6,45.38
"2014-10-08 09:30:00",24645,13.06,54.4,54.07,56.11,51.91,45.26,50.35,40.42,0.612,33.32,1.604,0.723,133,56.29,5.261,7.992,4343,5076,30.49,0.06322659,0.07525251,48.31,51.92,665.1,50.76
"2014-10-08 09:45:00",24646,13.15,56.39,54.99,56.45,53.97,41.77,44.8,39.53,0.642,32.2,2.516,2.531,105.4,39.19,5.48,7.991,4352,5077,33.9,0.09503913,0.1288672,48.22,51.88,612.4,55.76
"2014-10-08 10:00:00",24647,13.23,57.9,57.29,58.2,56.45,38.83,41.39,36.82,0.629,32.45,2.439,2.258,95.8,36.7,4.603,7.991,4361,5077,37.21,0.102366,0.1361703,48.18,51.83,1112,59.33
