Date,0,10000,20000,30000,40000,50000,60000,70000,80000,90000,100000,110000,120000,130000,140000,150000,160000,170000,180000,190000,200000,210000,220000,230000,240000,250000,260000,270000,280000,290000,300000
5/20/2011,0,0,0,0,0,0,4290.427145,12316.36863,20066.40224,27726.51066,35689.98855,43208.92645,50965.94546,58645.49164,66109.62447,73288.84945,73288.84945,73288.84945,73288.84945,73288.84945,73288.84945,73288.84945,73288.84945,73288.84945,73288.84945,73288.84945,73288.84945,73288.84945,73288.84945,73288.84945,73288.84945
5/21/2011,0,0,0,0,0,0,4883.320812,12880.97913,20655.59454,28361.38016,36294.81562,43903.18844,51733.64994,59464.77129,66956.97457,72573.76907,72573.76907,72573.76907,72573.76907,72573.76907,72573.76907,72573.76907,72573.76907,72573.76907,72573.76907,72573.76907,72573.76907,72573.76907,72573.76907,72573.76907,72573.76907
5/22/2011,0,0,0,0,0,0,5462.221102,13436.65138,21238.24443,28989.91126,36898.66196,44594.28433,52492.92732,60267.42524,67776.70072,71830.49162,71830.49162,71830.49162,71830.49162,71830.49162,71830.49162,71830.49162,71830.49162,71830.49162,71830.49162,71830.49162,71830.49162,71830.49162,71830.49162,71830.49162,71830.49162
5/23/2011,0,0,0,0,0,0,6028.02445,13984.01652,21814.78255,29612.39882,37502.50761,45282.36501,53242.95681,61051.51844,68565.6111,71059.26325,71059.26325,71059.26325,71059.26325,71059.26325,71059.26325,71059.26325,71059.26325,71059.26325,71059.26325,71059.26325,71059.26325,71059.26325,71059.26325,71059.26325,71059.26325
5/24/2011,0,0,0,0,0,0,6581.59257,14523.65804,22385.57893,30229.06419,38107.07792,45967.27024,53982.55003,61814.69182,69320.03341,70260.16201,70260.16201,70260.16201,70260.16201,70260.16201,70260.16201,70260.16201,70260.16201,70260.16201,70260.16201,70260.16201,70260.16201,70260.16201,70260.16201,70260.16201,70260.16201
5/25/2011,0,0,0,0,0,0,7123.74959,15056.10894,22950.94015,30840.05232,38712.81778,46648.50289,54710.12527,62554.13657,69433.09788,69433.09788,69433.09788,69433.09788,69433.09788,69433.09788,69433.09788,69433.09788,69433.09788,69433.09788,69433.09788,69433.09788,69433.09788,69433.09788,69433.09788,69433.09788,69433.09788
5/26/2011,0,0,0,0,0,0,7655.279186,15581.84879,23511.10651,31445.42892,39319.86588,47325.20317,55423.68173,63266.56829,68577.81272,68577.81272,68577.81272,68577.81272,68577.81272,68577.81272,68577.81272,68577.81272,68577.81272,68577.81272,68577.81272,68577.81272,68577.81272,68577.81272,68577.81272,68577.81272,68577.81272
5/27/2011,0,0,0,0,0,532.9436152,8176.921714,16101.30094,24066.24907,32045.1776,39928.02888,47996.12283,56120.77368,63948.20127,67693.88032,67693.88032,67693.88032,67693.88032,67693.88032,67693.88032,67693.88032,67693.88032,67693.88032,67693.88032,67693.88032,67693.88032,67693.88032,67693.88032,67693.88032,67693.88032,67693.88032
5/28/2011,0,0,0,0,0,1072.147133,8689.371342,16614.82962,24616.46688,32639.19697,40536.75567,48659.59941,56798.48476,64594.72268,66780.70635,66780.70635,66780.70635,66780.70635,66780.70635,66780.70635,66780.70635,66780.70635,66780.70635,66780.70635,66780.70635,66780.70635,66780.70635,66780.70635,66780.70635,66780.70635,66780.70635
5/29/2011,0,0,0,0,0,1597.202963,9193.273183,17122.73707,25161.78407,33227.29779,41145.11159,49313.53045,57453.40216,65201.26682,65837.52839,65837.52839,65837.52839,65837.52839,65837.52839,65837.52839,65837.52839,65837.52839,65837.52839,65837.52839,65837.52839,65837.52839,65837.52839,65837.52839,65837.52839,65837.52839,65837.52839
5/30/2011,0,0,0,0,0,2109.124869,9689.220431,17625.26066,25702.14696,33809.20011,41751.75266,49955.34772,58081.59088,64863.41593,64863.41593,64863.41593,64863.41593,64863.41593,64863.41593,64863.41593,64863.41593,64863.41593,64863.41593,64863.41593,64863.41593,64863.41593,64863.41593,64863.41593,64863.41593,64863.41593,64863.41593
5/31/2011,0,0,0,0,0,2608.884754,10177.75149,18122.57005,26237.42124,34384.5304,42354.89979,50581.99146,58678.56792,63857.27038,63857.27038,63857.27038,63857.27038,63857.27038,63857.27038,63857.27038,63857.27038,63857.27038,63857.27038,63857.27038,63857.27038,63857.27038,63857.27038,63857.27038,63857.27038,63857.27038,63857.27038
6/1/2011,0,0,0,0,0,3097.409798,10659.3471,18614.76433,26767.38908,34952.81866,42952.31304,51189.88459,59239.27653,62817.82502,62817.82502,62817.82502,62817.82502,62817.82502,62817.82502,62817.82502,62817.82502,62817.82502,62817.82502,62817.82502,62817.82502,62817.82502,62817.82502,62817.82502,62817.82502,62817.82502,62817.82502
