10-Apr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93960.31843,195211.4659,298025.4881,400062.8605,498787.1009,592353.5062,680498.0211,765428.2839,854107.5287,930122.7231,1002329.853,1071155.931,1136962.494,1200165.229,1261342.933,1321338.064,1381344.49,1442978.376,1508333.786,1508333.786
15-Apr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89295.1889,189936.9773,288878.7788,387606.6144,485568.8264,581063.7064,672130.6435,757438.8827,837176.4658,913941.1379,994289.9769,1060602.291,1125373.552,1188741.254,1250812.722,1311747.01,1371827.642,1431528.087,1491565.727,1552940.22,1600000,1600000
20-Apr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89626.48752,182814.1813,273856.5477,372617.4715,467242.9149,559864.0361,650512.3546,738007.4896,820848.1936,898101.1613,970290.0298,1040286.154,1112654.868,1172244.511,1233122.967,1294651.969,1356221.385,1417291.548,1477427.788,1536328.915,1593845.449,1600000,1600000,1600000
25-Apr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3099.381924,90238.42505,179093.8387,268644.871,358480.3609,443454.2771,536593.4485,624288.7805,709200.0805,791825.5366,871389.5984,946733.8792,1017206.026,1083548.766,1148790.57,1215751.494,1271973.502,1332216.019,1394507.194,1456986.285,1517904.562,1575619.647,1600000,1600000,1600000,1600000,1600000
1-May,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1284.181817,80731.42611,159131.5725,236806.511,310259.4441,383558.9813,455098.8038,527215.0448,601520.8946,676431.5402,750870.9728,816680.0396,882468.2364,948122.2768,1004804.839,1072902.316,1137809.721,1199954.606,1262400.218,1327928.726,1383585.638,1445298.503,1508652.648,1569479.023,1600000,1600000,1600000,1600000,1600000,1600000,1600000
5-May,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55431.68221,128978.4832,204377.8398,278247.7952,348170.9843,420681.9132,491517.9254,559946.7816,628650.6326,699060.5685,768328.3967,836728.1925,898330.0622,961245.4178,1024862.854,1079846.955,1145720.547,1208647.881,1269690.848,1331842.682,1398905.942,1454946.833,1516910.408,1578179.565,1600000,1600000,1600000,1600000,1600000,1600000,1600000,1600000
10-May,0,0,0,0,0,0,0,0,0,0,0,0,20980.70796,69868.90642,128264.47,193830.4582,263502.3013,334119.1648,403054.0224,467129.1494,538492.0477,606701.4571,672072.5355,737674.7476,804666.3589,867545.7344,930365.5692,988439.1639,1049255.318,1111579.984,1165455.124,1228482.493,1290696.197,1351881.51,1414839.312,1483566.788,1538536.701,1596632.2,1600000,1600000,1600000,1600000,1600000,1600000,1600000,1600000,1600000
15-May,0,0,0,0,0,0,0,0,0,0,38820.20521,90849.7402,134960.9003,185938.7022,243705.9195,306761.9733,372814.0825,439408.5995,504561.1349,565918.7236,636373.7221,702624.3306,765982.8806,829855.9181,895078.6634,954077.8055,1013134.04,1069230.317,1129232.814,1191284.849,1244805.755,1306093.387,1368968.635,1431190.863,1495252.095,1559071.984,1600000,1600000,1600000,1600000,1600000,1600000,1600000,1600000,1600000,1600000,1600000
20-May,0,0,0,0,0,0,0,9398.996305,46307.28224,85247.72556,127870.4861,180255.3598,228104.7384,280040.5733,336774.2981,397529.4073,460672.6167,524345.1788,587093.0455,647911.456,717829.7315,782874.6439,845305.4739,908815.6167,973867.0269,1032006.589,1088716.942,1143988.214,1204063.956,1266464.856,1319987.614,1381496.723,1445387.496,1508292.827,1572279.387,1600000,1600000,1600000,1600000,1600000,1600000,1600000,1600000,1600000,1600000,1600000,1600000
25-May,0,0,0,0,0,9251.797615,41479.70997,78065.86228,116466.3633,155823.9718,198583.975,252439.3967,302822.203,355234.6305,411064.4813,470147.0341,531396.2096,593435.8745,655230.0258,716961.1359,786748.966,851330.6445,913862.1768,978273.5755,1044603.308,1104401.371,1159784.919,1214984.854,1275622.101,1338594.717,1392076.771,1455404.197,1519224.73,1580792.428,1600000,1600000,1600000,1600000,1600000,1600000,1600000,1600000,1600000,1600000,1600000,1600000,1600000
1-Jun,0,0,0,15445.97908,40309.71028,72849.98688,110600.0577,150656.3652,190780.4043,230738.0259,273875.4588,329546.6454,382592.2424,435783.4617,491266.374,549544.1082,610108.0223,672069.0023,734787.6501,799194.5085,869348.1463,934307.4226,998399.3805,1065800.908,1135873.217,1200179.876,1254658.928,1310266.141,1371750.756,1435139.149,1487733.705,1551186.343,1600000,1600000,1600000,1600000,1600000,1600000,1600000,1600000,1600000,1600000,1600000,1600000,1600000,1600000,1600000
5-Jun,287.4927968,860.9723002,13816.17124,34740.61322,63938.84448,99981.93147,140312.1067,182084.7875,223247.6622,263857.2288,307632.0413,363977.8092,418494.5899,472493.6204,528455.4534,587166.0309,648347.8581,711291.3059,775484.7878,841741.3749,912230.637,977739.5579,1043220.147,1112946.161,1185847.612,1252827.921,1306915.133,1362646.532,1424273.252,1487323.568,1538601.761,1595426.2,1600000,1600000,1600000,1600000,1600000,1600000,1600000,1600000,1600000,1600000,1600000,1600000,1600000,1600000,1600000
10-Jun,0,8506.973345,27046.29385,53102.20518,86700.42185,126298.752,169363.2628,213181.8496,255914.8559,297883.1585,343092.9412,400198.0721,456771.5037,512309.8071,569610.5776,629712.2116,692525.0862,757462.8702,824072.6764,892592.0839,963369.2979,1029601.777,1096977.532,1169846.205,1246553.601,1316343.634,1369686.206,1425079.127,1486150.906,1547807.179,1596229.608,1600000,1600000,1600000,1600000,1600000,1600000,1600000,1600000,1600000,1600000,1600000,1600000,1600000,1600000,1600000,1600000
15-Jun,0,13486.93108,36557.17024,66493.16894,103338.7676,145647.8654,191032.1101,236946.0139,281709.1086,325765.5785,373180.559,431426.1691,490411.3112,548082.7582,607442.8591,669670.1738,734750.6605,802108.9975,871238.7047,941582.6965,1012153.843,1078759.922,1147774.721,1223573.537,1303867.745,1376157.725,1428100.434,1451162.791,1451162.791,1451162.791,1451162.791,1451162.791,1451162.791,1451162.791,1451162.791,1451162.791,1451162.791,1451162.791,1451162.791,1451162.791,1451162.791,1451162.791,1451162.791,1451162.791,1451162.791,1451162.791,1451162.791
20-Jun,0,17053.12684,43468.97149,76023.83697,115043.2736,159353.2471,206799.3578,255003.5006,302357.554,349254.5653,399556.5696,459683.1702,521412.3711,581672.7551,643559.1358,708277.9459,775778.4342,845383.9981,916422.2756,987668.7272,1057075.972,1123196.136,1193038.554,1265116.279,1265116.279,1265116.279,1265116.279,1265116.279,1265116.279,1265116.279,1265116.279,1265116.279,1265116.279,1265116.279,1265116.279,1265116.279,1265116.279,1265116.279,1265116.279,1265116.279,1265116.279,1265116.279,1265116.279,1265116.279,1265116.279,1265116.279,1265116.279
25-Jun,0,19797.09233,48420.67254,82458.03081,122746.6374,168527.1268,217934.0499,268724.0759,319241.2154,369619.5605,423222.6193,485817.578,550448.8963,613464.3554,677938.9434,744994.6754,814431.801,885360.1444,956829.1754,1027439.699,1079069.767,1079069.767,1079069.767,1079069.767,1079069.767,1079069.767,1079069.767,1079069.767,1079069.767,1079069.767,1079069.767,1079069.767,1079069.767,1079069.767,1079069.767,1079069.767,1079069.767,1079069.767,1079069.767,1079069.767,1079069.767,1079069.767,1079069.767,1079069.767,1079069.767,1079069.767,1079069.767
1-Jul,0,22107.94916,52183.09903,86846.36106,127806.3961,174942.6859,226762.1293,281093.0912,336016.4672,391034.2924,448474.8903,513220.7246,581073.7282,646982.6512,713850.4677,782549.6685,852553.4838,855813.9535,855813.9535,855813.9535,855813.9535,855813.9535,855813.9535,855813.9535,855813.9535,855813.9535,855813.9535,855813.9535,855813.9535,855813.9535,855813.9535,855813.9535,855813.9535,855813.9535,855813.9535,855813.9535,855813.9535,855813.9535,855813.9535,855813.9535,855813.9535,855813.9535,855813.9535,855813.9535,855813.9535,855813.9535,855813.9535
5-Jul,0,22868.62874,53472.43608,88129.29603,129257.6527,177221.7905,230765.6602,287684.1594,345731.4244,403766.6855,463136.6247,526840.1358,596294.8145,663402.3244,706976.7442,706976.7442,706976.7442,706976.7442,706976.7442,706976.7442,706976.7442,706976.7442,706976.7442,706976.7442,706976.7442,706976.7442,706976.7442,706976.7442,706976.7442,706976.7442,706976.7442,706976.7442,706976.7442,706976.7442,706976.7442,706976.7442,706976.7442,706976.7442,706976.7442,706976.7442,706976.7442,706976.7442,706976.7442,706976.7442,706976.7442,706976.7442,706976.7442
10-Jul,0,22655.42303,53860.61402,88413.84029,129735.8516,178833.1665,234703.4373,294978.2683,356803.0425,417954.3352,478193.7813,520930.2326,520930.2326,520930.2326,520930.2326,520930.2326,520930.2326,520930.2326,520930.2326,520930.2326,520930.2326,520930.2326,520930.2326,520930.2326,520930.2326,520930.2326,520930.2326,520930.2326,520930.2326,520930.2326,520930.2326,520930.2326,520930.2326,520930.2326,520930.2326,520930.2326,520930.2326,520930.2326,520930.2326,520930.2326,520930.2326,520930.2326,520930.2326,520930.2326,520930.2326,520930.2326,520930.2326
15-Jul,0,20998.44863,53288.54599,88084.088,129904.8433,180408.6735,238768.4342,302286.3332,334883.7209,334883.7209,334883.7209,334883.7209,334883.7209,334883.7209,334883.7209,334883.7209,334883.7209,334883.7209,334883.7209,334883.7209,334883.7209,334883.7209,334883.7209,334883.7209,334883.7209,334883.7209,334883.7209,334883.7209,334883.7209,334883.7209,334883.7209,334883.7209,334883.7209,334883.7209,334883.7209,334883.7209,334883.7209,334883.7209,334883.7209,334883.7209,334883.7209,334883.7209,334883.7209,334883.7209,334883.7209,334883.7209,334883.7209
20-Jul,0,18145.44169,52676.24247,88585.38588,131554.9985,148837.2093,148837.2093,148837.2093,148837.2093,148837.2093,148837.2093,148837.2093,148837.2093,148837.2093,148837.2093,148837.2093,148837.2093,148837.2093,148837.2093,148837.2093,148837.2093,148837.2093,148837.2093,148837.2093,148837.2093,148837.2093,148837.2093,148837.2093,148837.2093,148837.2093,148837.2093,148837.2093,148837.2093,148837.2093,148837.2093,148837.2093,148837.2093,148837.2093,148837.2093,148837.2093,148837.2093,148837.2093,148837.2093,148837.2093,148837.2093,148837.2093,148837.2093
25-Jul,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31-Dec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
