Date,0,10000,20000,30000,40000,50000,60000,70000,80000,90000,100000
10/23/2011 0:00,0,0,0,0,0,0,0,0,0,0,0
10/24/2011 0:00,0,0,0,0,0,0,0,0,0,0,0
10/25/2011 0:00,0,0,0,0,0,0,0,0,0,0,0
10/26/2011 0:00,0,0,0,0,0,0,0,0,0,0,0
10/27/2011 0:00,0,0,0,0,0,0,0,0,0,0,0
10/28/2011 0:00,0,0,0,0,0,0,0,0,0,0,0
10/29/2011 0:00,0,0,0,0,0,0,0,0,0,0,0
10/30/2011 0:00,0,0,0,0,0,0,0,0,0,0,0
10/31/2011 0:00,0,0,0,0,0,0,0,0,0,0,0
11/1/2011 0:00,0,0,0,0,0,0,0,0,0,0,0
11/2/2011 0:00,0,0,0,0,0,0,0,0,0,0,0
11/3/2011 0:00,0,0,0,0,0,0,0,0,0,0,0
11/4/2011 0:00,0,0,0,0,0,0,0,0,0,0,0
11/5/2011 0:00,0,0,0,0,0,0,0,0,0,0,0
11/6/2011 0:00,0,0,0,0,0,0,0,0,0,0,0
11/7/2011 0:00,0,0,0,0,0,0,0,0,0,0,0
11/8/2011 0:00,0,0,0,0,0,0,0,0,0,0,0
11/9/2011 0:00,0,0,0,0,0,0,0,0,0,0,0
11/10/2011 0:00,0,0,0,0,0,0,0,0,0,0,0
11/11/2011 0:00,0,0,0,0,0,0,0,0,0,0,0
11/12/2011 0:00,0,0,0,0,0,0,0,0,0,0,0
11/13/2011 0:00,0,0,0,0,0,0,0,0,0,0,0
11/14/2011 0:00,0,0,0,0,0,0,0,0,0,0,0
11/15/2011 0:00,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500
11/16/2011 0:00,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500
11/17/2011 0:00,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500
11/18/2011 0:00,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500
11/19/2011 0:00,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500
11/20/2011 0:00,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500
11/21/2011 0:00,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500
11/22/2011 0:00,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500
11/23/2011 0:00,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500
11/24/2011 0:00,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500
11/25/2011 0:00,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500
11/26/2011 0:00,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500
11/27/2011 0:00,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500
11/28/2011 0:00,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500
11/29/2011 0:00,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500
11/30/2011 0:00,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500
12/1/2011 0:00,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500
12/2/2011 0:00,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500
12/3/2011 0:00,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500
12/4/2011 0:00,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500
12/5/2011 0:00,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500
12/6/2011 0:00,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500
12/7/2011 0:00,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500
12/8/2011 0:00,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500
12/9/2011 0:00,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500
12/10/2011 0:00,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500
12/11/2011 0:00,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500
12/12/2011 0:00,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500
12/13/2011 0:00,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500
12/14/2011 0:00,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500
12/15/2011 0:00,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500
12/16/2011 0:00,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500
12/17/2011 0:00,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500
12/18/2011 0:00,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500
12/19/2011 0:00,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500
12/20/2011 0:00,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500
12/21/2011 0:00,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500
12/22/2011 0:00,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500
12/23/2011 0:00,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500
12/24/2011 0:00,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500
12/25/2011 0:00,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500
12/26/2011 0:00,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500
12/27/2011 0:00,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500
12/28/2011 0:00,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500
12/29/2011 0:00,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500
12/30/2011 0:00,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500
12/31/2011 0:00,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500,16500
