Date,100000,200000,300000,400000,500000,600000,700000,800000,900000,1000000,1100000,1200000,1300000,1400000,1500000,1600000,1700000,1800000,1900000,2000000,2100000,2200000,2300000,2400000,2500000,2600000,2700000,2800000,2900000,3000000,3100000,3200000,3300000
1/1/2011 0:00,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000
1/2/2011 0:00,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000
1/3/2011 0:00,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000
1/4/2011 0:00,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000
1/5/2011 0:00,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000
1/6/2011 0:00,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000
1/7/2011 0:00,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000
1/8/2011 0:00,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000
1/9/2011 0:00,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000
1/10/2011 0:00,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000
1/11/2011 0:00,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000
1/12/2011 0:00,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000
1/13/2011 0:00,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000
1/14/2011 0:00,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000
1/15/2011 0:00,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000
1/16/2011 0:00,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000
1/17/2011 0:00,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000
1/18/2011 0:00,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000
1/19/2011 0:00,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000
1/20/2011 0:00,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000
1/21/2011 0:00,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000
1/22/2011 0:00,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000
1/23/2011 0:00,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000
1/24/2011 0:00,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000,191000
