Date,100000,200000,300000,400000,500000,600000,700000,800000,900000,1000000,1100000,1200000,1300000,1400000,1500000,1600000,1700000,1800000,1900000,2000000,2100000,2200000,2300000,2400000,2500000,2600000,2700000,2800000,2900000,3000000,3100000,3200000,3300000
1/1/2011 0:00,300000,300000,300000,150000,150000,150000,150000,150000,150000,150000,150000,150000,150000,150000,150000,213348.5149,279320.5314,300000,300000,300000,300000,300000,300000,300000,300000,365921.1924,446070.2699,525379.5362,605796.1467,688313.9962,772975.0595,858868.8367,944131.7188
1/2/2011 0:00,300000,300000,300000,150000,150000,150000,150000,150000,150000,150000,150000,150000,150000,150000,152248.0573,216174.7329,282264.5095,300000,300000,300000,300000,300000,300000,300000,300000,372427.9078,452545.683,531891.9922,612379.7126,694968.4602,779665.9317,865527.349,950654.8246
1/3/2011 0:00,300000,300000,300000,150000,150000,150000,150000,150000,150000,150000,150000,150000,150000,150000,154959.2815,219003.7171,285211.2538,300000,300000,300000,300000,300000,300000,300000,301976.0109,378986.2037,459076.7088,538467.0099,619035.7059,701708.1342,786457.7135,872305.387,957318.9892
1/4/2011 0:00,300000,300000,300000,150000,150000,150000,150000,150000,150000,150000,150000,150000,150000,150000,157673.2719,221835.4675,288160.7642,300000,300000,300000,300000,300000,300000,300000,308089.0022,385595.3335,465662.4406,545103.5225,625762.8999,708531.6314,793348.8576,879201.2434,964122.345
1/5/2011 0:00,300000,300000,300000,150000,150000,150000,150000,150000,150000,150000,150000,150000,150000,150000,160390.0285,224669.9841,291113.0408,300000,300000,300000,300000,300000,300000,300000,314277.9317,392254.5488,472301.9699,551800.4613,632560.0656,715437.5626,800337.8149,886213.2091,970000
1/6/2011 0:00,300000,300000,300000,150000,150000,150000,150000,150000,150000,150000,150000,150000,150000,150000,163109.5512,227507.2669,294068.0836,300000,300000,300000,300000,300000,300000,300000,320540.5859,398963.0991,478994.386,558556.7556,639425.9723,722424.5371,807423.0344,893339.5728,970000
1/7/2011 0:00,300000,300000,300000,150000,150000,150000,150000,150000,150000,150000,150000,150000,150000,150000,165831.8401,230347.3159,297025.8926,300000,300000,300000,300000,300000,300000,300000,326874.8189,405720.2321,485738.7766,565371.3328,646359.3872,729491.1618,814602.9632,900578.6214,970000
1/8/2011 0:00,300000,300000,300000,150000,150000,150000,150000,150000,150000,150000,150000,150000,150000,150000,168556.8953,233190.131,299986.4678,300000,300000,300000,300000,300000,300000,300000,333278.5507,412525.1936,492534.2271,572243.1184,653359.0757,736636.0421,821876.0462,907928.6399,970000
1/9/2011 0:00,300000,300000,300000,150000,150000,150000,150000,150000,150000,150000,150000,150000,150000,150000,171284.7166,236035.7124,300000,300000,300000,300000,300000,300000,300000,300000,339749.7661,419377.2271,499379.8212,579171.0358,660423.801,743857.7811,829240.7266,915387.9113,970000
