Date,0,100000,200000,300000,400000,500000,600000,700000,800000,900000,1000000,1100000,1200000,1300000,1400000,1500000,1600000,1700000,1800000,1900000,2000000,2100000,2200000,2300000,2400000,2500000,2600000,2700000,2800000,2900000,3000000,3100000,3200000,3300000,3400000,3500000,3600000,3700000,3800000,3900000,4000000,4100000,4200000,4300000,4400000,4500000,4600000,4700000,4800000,4900000,5000000
3/21/2011 0:00,0,0,0,0,0,0,0,0,0,0,0,18969.61987,43446.52731,68262.10977,93231.16081,121104.2455,137648.9099,153077.1789,168059.174,183265.0693,198879.8503,215490.6003,230820.2427,244735.9968,257557.5852,270369.6764,293798.5989,313536.9707,332615.3464,351753.6974,370631.3955,390546.7701,413830.4762,435944.4698,456922.7256,481645.813,498545.2258,515500.0341,532957.5128,551249.7031,570593.0755,591088.8311,612722.7299,635365.2432,658771.1165,682580.019,682580.019,682580.019,682580.019,682580.019,682580.019
3/22/2011 0:00,0,0,0,0,0,0,0,0,0,0,928.3653348,21948.99529,46481.16255,71321.24653,96281.01183,124109.56,140889.5128,156559.8022,171790.5493,187251.9291,203260.1462,220170.6634,235755.701,249893.1185,262913.2809,275938.1283,299781.5828,319890.8782,339316.3724,358797.8431,378090.542,398276.0116,421887.0828,444344.526,465641.1337,490653.2535,507859.1337,525106.1161,542841.8052,561398.5744,580993.2238,601727.2862,623586.8525,646442.7259,670049.9807,694048.6182,694048.6182,694048.6182,694048.6182,694048.6182,694048.6182
3/23/2011 0:00,0,0,0,0,0,0,0,0,0,0,3812.299936,24912.52916,49497.07016,74359.27333,99307.87437,127091.0386,144103.5592,160013.1485,175489.9272,191204.071,207602.6952,224806.5097,240641.8006,254997.0678,268213.3187,281447.6859,305701.7256,326179.5256,345951.2468,365776.4735,385476.0252,405924.681,429855.5008,452648.0694,474253.9967,499551.238,517065.9196,534605.0279,552616.497,571433.0325,591271.7642,612234.5565,634307.8311,657362.7232,681154.6362,705323.9031,705323.9031,705323.9031,705323.9031,705323.9031,705323.9031
3/24/2011 0:00,0,0,0,0,0,0,0,0,0,0,6683.372441,27859.8691,52493.95578,77375.95389,102311.5702,130048.6078,147290.9757,163437.1443,179157.2342,195121.4213,211906.6637,229397.3805,245477.858,260047.2362,273457.165,286897.8144,311558.3426,332402.0783,352518.9853,372688.4545,392786.1432,413491.348,437734.5713,460854.2123,482760.6985,508339.0803,526164.84,543995.9689,562280.7303,581352.1623,601427.7245,622609.6126,644884.5793,668124.0917,692083.8821,716404.6157,716404.6157,716404.6157,716404.6157,716404.6157,716404.6157
3/25/2011 0:00,0,0,0,0,0,0,0,0,0,0,9541.177188,30790.6675,55471.52988,80371.05674,105291.9259,132982.1941,150451.6888,166831.7162,182792.3966,199003.9065,216171.2559,233942.5549,250263.227,265043.0523,278644.3233,292288.0263,317350.7966,338557.7492,359018.6509,379532.6992,400019.3121,420974.7001,445523.253,468962.1849,491160.7406,517016.1132,535155.1708,553278.1576,571833.6668,591155.0684,611460.1519,632851.4446,655316.0301,678725.7071,702836.5374,727289.5176,727289.5176,727289.5176,727289.5176,727289.5176,727289.5176
3/26/2011 0:00,0,0,0,0,0,0,0,0,0,0,12385.31331,33704.58157,58429.50771,83344.35519,108248.7729,135891.7241,153585.625,170196.7907,186395.3411,202851.4533,220395.713,238441.3492,254997.2988,269983.9824,283774.3348,297617.8814,323078.4974,344645.7983,365449.3539,386308.168,407174.0657,428373.5424,453220.6227,476971.3353,499453.7425,525581.6892,544036.207,562450.8321,581274.4872,600840.8744,621368.1131,642959.062,665601.1358,689166.4646,713411.4398,737977.3898,737977.3898,737977.3898,737977.3898,737977.3898,737977.3898
3/27/2011 0:00,0,0,0,0,0,0,0,0,0,0,15215.38474,36601.27328,61367.60933,86295.62734,111181.9472,138777.1242,156692.7108,173532.2942,189965.994,206663.988,224579.3138,242893.1169,259679.502,274869.5299,288846.7779,302886.9871,328740.9027,350665.5333,371810.2519,393013.8689,414249.0558,435686.798,460825.8748,484881.1293,507639.4413,534035.1797,552807.2632,571513.2498,590602.3917,610408.7234,631150.6939,652931.4936,675738.8679,699445.2787,723807.4468,748467.0323,748467.0323,748467.0323,748467.0323,748467.0323,748467.0323
3/28/2011 0:00,0,0,0,0,0,0,0,0,0,0,18031.00018,39480.40942,64285.55957,89224.6561,114091.29,141638.3209,159772.8726,176838.1532,193504.282,210441.4372,228721.3744,247297.2492,264309.3026,279699.2359,293861.2686,308094.998,334337.517,356616.3091,378100.5502,399648.8572,421243.0517,442913.5078,468338.3213,492691.1504,515717.692,542375.9759,561467.6732,580464.6873,599816.6,619857.7779,640806.9997,662767.7874,685728.2175,709561.0832,734023.435,758757.2648,758757.2648,758757.2648,758757.2648,758757.2648,758757.2648
3/29/2011 0:00,0,0,0,0,0,0,0,0,0,0,20831.77316,42341.66156,67183.08806,92131.22916,116976.6469,144475.2407,162826.0371,180114.2943,197010.1314,214183.7273,232821.2485,251653.1746,268886.2041,284472.6786,298817.46,313241.6161,339867.8927,362497.5281,384319.5012,406212.2354,428154.9407,450052.8302,475757.3924,500401.1,523688.4674,550603.488,570016.7902,589304.4407,608916.3509,629187.2194,650336.155,672467.011,695568.1949,719512.8313,744058.3006,768846.9261,768846.9261,768846.9261,768846.9261,768846.9261,768846.9261
3/30/2011 0:00,0,0,0,0,0,0,0,0,0,0,23617.32198,45184.70607,70059.92923,95015.139,119837.8684,147287.8101,165852.1306,183360.6439,200483.4689,217890.7849,236878.3269,255960.3589,273409.7472,289189.4738,303715.0428,318326.5908,345331.6293,368308.6399,390466.4048,412703.1536,434983.7277,457104.0418,483082.6358,508010.7973,531551.858,558717.1457,578453.9867,598031.8254,617900.9026,638396.2492,659737.3037,682028.2511,705257.8298,729299.4955,753910.9588,778734.8744,778734.8744,778734.8744,778734.8744,778734.8744,778734.8744
3/31/2011 0:00,0,0,0,0,0,0,0,0,0,0,26387.26974,48009.2241,72915.82231,97876.18292,122674.81,150075.9556,168851.0796,186577.1285,203924.2208,221562.5365,240892.038,260218.3054,277879.5102,293849.2745,308553.7452,323349.7188,350728.3737,374049.1417,396540.6081,419120.8092,441728.5357,464066.5366,490313.7171,515520.1793,539308.0722,566716.398,586778.6546,606646.176,626769.5326,647484.0876,669009.6092,691450.6139,714796.171,738920.0676,763580.3443,788419.9873,788419.9873,788419.9873,788419.9873,788419.9873,788419.9873
4/1/2011 0:00,0,0,0,0,0,0,0,0,0,0,29141.24433,50814.90161,75750.5113,100714.163,125487.3318,152839.6037,171822.8107,189763.6746,207332.3137,225198.9085,244861.8475,264426.5548,282295.1086,298451.7714,313333.3324,328310.8444,356057.8202,379718.5778,402541.5059,425464.4469,448388.605,470939.8268,497450.4197,522929.3007,546957.4361,574600.7132,594990.205,615146.8466,635521.538,656449.9744,678152.2541,700733.2249,724182.287,748373.5588,773065.4112,797901.1617,797901.1617,797901.1617,797901.1617,797901.1617,797901.1617
4/2/2011 0:00,0,0,0,0,0,0,0,0,0,2022.359312,31878.87844,53601.42936,78563.74502,103528.8861,128275.2986,155578.6809,174767.2503,192920.2087,210707.6741,228799.8274,248787.2586,268584.6851,286656.1954,302996.6924,318053.6075,333209.8591,361319.7105,385316.5403,408468.5401,431733.3589,454963.2943,477723.542,504492.6446,530238.3341,554500.3937,582369.5789,603088.0685,623533.2107,644156.235,665293.1687,687164.4402,709875.2287,733415.2654,757658.9997,782365.1329,807177.3138,807177.3138,807177.3138,807177.3138,807177.3138,807177.3138
4/3/2011 0:00,0,0,0,0,0,0,0,0,0,4852.900293,34599.80956,56368.50287,81355.27707,106320.1638,131038.5803,158293.1137,177684.325,196046.6574,214050.2284,232365.2197,252667.8117,272692.3118,290962.461,307483.8027,322714.4106,338046.7017,366513.8337,390842.6682,414321.2001,437926.8847,461452.0795,484417.4298,511440.411,537447.5697,561937.5066,590022.5023,611071.6949,631804.6608,652672.959,674012.949,696045.3889,718875.7897,742494.2133,766775.4401,791478.5021,816247.3792,816247.3792,816247.3792,816247.3792,816247.3792,816247.3792
4/4/2011 0:00,0,0,0,0,0,0,0,0,0,7676.332013,37303.67995,59115.82249,84124.86584,109087.8127,133777.0512,160982.8285,180573.9613,199142.947,217359.9033,235895.012,256503.0849,276749.0878,295213.6332,311912.9051,327315.6194,342821.3586,371640.0262,396296.6482,420099.0227,444044.4113,467854.5548,491021.3556,518293.8554,544557.4157,569269.4543,597559.0096,618940.5534,639960.6091,661071.0651,682608.613,704794.3409,727734.0912,751418.2569,775721.9492,800404.5308,825110.3128,825110.3128,825110.3128,825110.3128,825110.3128,825110.3128
4/5/2011 0:00,0,0,0,0,0,0,0,0,0,10490.64599,39990.13668,61843.09334,86872.27453,111831.654,136490.5909,163647.752,183436.0856,202209.0042,220636.6251,239389.1307,260292.6934,280754.7033,299409.4772,316283.8397,331857.1489,347533.8635,376698.1719,401678.2143,425801.592,450085.3729,474170.4317,497535.3025,525053.2324,551568.3981,576497.0343,604978.6465,626694.1327,648000.4869,669349.9274,691079.4778,713410.5561,736449.3362,760186.5419,784497.6155,809142.2504,833765.0889,833765.0889,833765.0889,833765.0889,833765.0889,833765.0889
4/6/2011 0:00,0,0,0,0,0,0,0,0,0,13293.94678,42658.83162,64550.02534,89597.2711,114551.5137,139179.0832,166287.8105,186270.6244,205244.7553,223880.3203,242847.5023,264036.29,284708.8859,303549.7956,320596.4839,336338.9515,352184.2974,381688.202,406987.1478,431428.5394,456049.2512,480399.54,503959.3713,531718.9144,558481.1604,583621.1615,612280.9781,634331.9405,655923.7451,677508.9397,699424.8798,721893.3138,745020.7467,768798.2334,793101.5469,817690.7118,842210.701,843015.5457,843015.5457,843015.5457,843015.5457,843015.5457
4/7/2011 0:00,0,0,0,0,0,0,0,0,0,16084.44938,45309.42142,67236.33322,92299.62835,117247.2226,141842.4172,168902.9305,189077.5042,208250.127,227090.9155,246270.0534,267733.5648,288611.4008,307634.4283,324850.7528,340761.0171,356772.7887,386610.095,412223.2775,436979.544,461935.5753,486541.8269,510293.781,538291.3914,565296.4643,590642.8688,619465.5887,641853.5041,663729.8537,685547.5148,707644.175,730241.9126,753447.5643,777252.5158,801532.8707,826048.9848,837632.2761,837632.2761,837632.2761,837632.2761,837632.2761,837632.2761
4/8/2011 0:00,0,0,0,0,0,0,0,0,0,18860.47669,47941.56752,69901.73647,94979.12383,119918.6165,144480.4865,171493.0387,191856.6516,211225.0456,230268.3372,249656.7103,271384.2452,292462.0502,311663.2527,329046.5986,345123.373,361299.5132,391463.8769,417386.4794,442454.332,467743.9215,492597.3575,516538.8679,544771.2713,572015.1889,597563.3069,626532.082,649258.3701,671418.3021,693465.0849,715736.7383,738455.6706,761729.0498,785548.5927,809790.7334,832334.6305,832334.6305,832334.6305,832334.6305,832334.6305,832334.6305,832334.6305
4/9/2011 0:00,0,0,0,0,0,0,0,0,0,21620.45689,50554.93617,72545.9594,97635.53992,122565.5356,147093.1896,174058.0614,194607.993,214169.4377,233412.5118,253007.3997,274988.0962,296260.6742,315636.1835,333184.011,349426.0837,365764.6942,396249.6211,422476.6772,447852.6769,473473.9138,498566.3147,522695.0863,551159.2798,578638.3314,604383.7443,633480.0811,656546.1043,678988.599,701261.1018,723701.9643,746533.9251,769864.4835,793685.6871,817874.3009,827100.2123,827100.2123,827100.2123,827100.2123,827100.2123,827100.2123,827100.2123
4/10/2011 0:00,0,0,0,0,0,0,0,0,0,24362.92093,53149.1984,75168.73111,100268.6638,125187.8253,149680.4299,176597.9251,197331.4548,217083.2297,236523.3658,256322.048,278544.9202,300007.1498,319553.173,337263.017,353669.2512,370168.6022,400967.4483,427493.8416,453174.4,479125.2232,504448.9993,528763.0084,557456.2605,585167.0066,611105.5671,640309.2283,663716.292,686440.2727,708935.0363,731539.2668,754476.0326,777853.1647,801663.0415,821907.8764,821907.8764,821907.8764,821907.8764,821907.8764,821907.8764,821907.8764,821907.8764
4/11/2011 0:00,0,0,0,0,0,0,0,0,0,27086.49992,55724.03005,77769.78548,102878.2873,127785.3355,152242.1152,179112.5564,200026.9637,219966.3483,239600.8258,259600.5816,282054.5567,303701.3918,323414.2107,341283.6812,357853.015,374511.5551,405617.5265,432437.9909,458419.3695,484697.5683,510245.8297,534743.324,563663.1745,591602.4472,617730.2795,647019.1855,670768.5378,693772.8704,716486.3788,739248.0789,762281.3694,785694.4124,809479.9176,816737.6981,816737.6981,816737.6981,816737.6981,816737.6981,816737.6981,816737.6981,816737.6981
4/12/2011 0:00,0,0,0,0,0,0,0,0,0,29789.92255,58279.11173,80348.8612,105464.2073,130357.9211,154778.1586,181601.8817,202694.4461,222818.7198,242644.8182,262842.9272,285516.883,307343.3522,327219.3236,345246.1055,361977.5519,378793.9184,410200.0713,437309.1907,463587.5013,490190.7151,515957.3423,540636.8408,569781.1009,597946.0036,624259.5033,653609.6335,677702.4656,700985.9589,723914.6389,746827.8531,769949.3306,793387.5648,811570.9415,811570.9415,811570.9415,811570.9415,811570.9415,811570.9415,811570.9415,811570.9415,811570.9415
4/13/2011 0:00,0,0,0,0,0,0,0,0,878.3891235,32472.01255,60814.12886,82905.70174,108026.2253,132905.4416,157288.4777,184065.8276,205333.8286,225640.2708,245655.2695,266049.0111,288931.8134,310933.0204,330968.5759,349150.4292,366043.0761,383016.1046,414715.3455,442107.5542,468678.7585,495604.4769,521584.1911,546444.4842,575811.2365,604199.1441,630694.9781,660080.2729,684517.7186,708079.1245,731219.3455,754278.0612,777479.3309,800931.9794,806390.0283,806390.0283,806390.0283,806390.0283,806390.0283,806390.0283,806390.0283,806390.0283,806390.0283
4/14/2011 0:00,0,0,0,0,0,0,0,0,3617.888302,35131.68609,63328.77165,85440.05537,110564.1476,135427.7614,159772.9949,186504.3205,207945.0375,228430.9277,248632.1062,269218.7599,292299.3,314470.4232,334662.0695,352996.8288,370049.8393,387178.5738,419163.6594,446833.2415,473693.1516,500938.7144,527127.1479,552167.2976,581754.8961,610363.4546,637038.5613,666430.8234,691213.9594,715051.9725,738400.047,761598.1944,784870.8044,801178.5063,801178.5063,801178.5063,801178.5063,801178.5063,801178.5063,801178.5063,801178.5063,801178.5063,801178.5063
4/15/2011 0:00,0,0,0,0,0,0,0,0,6348.555323,37767.94923,65822.73509,87951.67516,113077.7853,137924.7497,162231.6375,188917.2869,210527.9993,231190.6171,251575.2549,272352.1001,295619.3319,317955.6248,338299.9435,356785.5186,373998.1303,391281.8336,423545.3706,451486.4606,478630.7387,506193.3357,532587.1024,557806.4419,587613.512,616440.639,643292.228,672661.024,697790.87,721904.1277,745456.3109,768787.7633,792123.2045,795921.0182,795921.0182,795921.0182,795921.0182,795921.0182,795921.0182,795921.0182,795921.0182,795921.0182,795921.0182
4/16/2011 0:00,0,0,0,0,0,0,0,0,9068.161275,40379.89534,68295.719,90440.31897,115566.9544,140396.2806,164664.3375,191304.6534,213082.6407,233919.2654,254484.642,275448.9582,298891.9359,321388.7268,341882.3744,360516.7499,377888.2756,395326.4387,427860.884,456067.4666,483491.625,511368.2962,537965.0621,563363.1959,593388.6344,622432.5189,649458.0714,678770.6332,704248.1517,728635.2342,752387.7244,775846.2975,790603.2701,790603.2701,790603.2701,790603.2701,790603.2701,790603.2701,790603.2701,790603.2701,790603.2701,790603.2701,790603.2701
4/17/2011 0:00,0,0,0,0,0,0,0,0,11774.60722,42966.70249,70747.42795,92905.74943,118031.4756,142842.2327,167071.0317,193666.3464,215608.8881,236616.7991,257360.194,278509.2606,302117.176,324769.8683,345409.5762,364190.8116,381720.6391,399312.9915,432110.6521,460576.5619,488275.9631,516463.5987,543262.1522,568838.9564,599081.9314,628341.0336,655538.3021,684759.4286,710585.525,735244.9555,759193.8936,782773.3464,785212,785212,785212,785212,785212,785212,785212,785212,785212,785212,785212
4/18/2011 0:00,0,0,0,0,0,0,0,0,14465.92164,45527.63096,73177.57134,95347.734,120471.1743,145262.4896,169451.6618,196002.2924,218106.6679,239283.1448,260201.8374,281532.9339,305295.1538,328099.2257,348881.8002,367808.0301,385495.6218,403242.1414,436295.1745,465014.0966,492983.9532,521479.2936,548479.6158,574235.2376,604695.1887,634168.2405,661535.2487,690627.2075,716802.7299,741732.9745,765874.4443,779734.9467,779734.9467,779734.9467,779734.9467,779734.9467,779734.9467,779734.9467,779734.9467,779734.9467,779734.9467,779734.9467,779734.9467
4/19/2011 0:00,0,0,0,0,0,0,0,0,17140.25784,48062.02058,75585.86332,97766.04492,122885.8809,147656.9397,171806.1742,198312.4179,220575.9067,241918.229,263009.4986,284519.9046,308426.008,331377.0127,352299.3352,371368.7688,389213.6625,407114.5855,440414.9985,469380.4679,497615.8426,526415.4783,553618.8135,579553.6718,610230.31,639916.3143,667451.3577,696373.7862,722899.5257,748098.9932,772429.0215,774160.8181,774160.8181,774160.8181,774160.8181,774160.8181,774160.8181,774160.8181,774160.8181,774160.8181,774160.8181,774160.8181,774160.8181
4/20/2011 0:00,0,0,0,0,0,0,0,0,19795.8914,50569.28823,77972.02289,100160.4592,125275.4305,150025.4761,174134.5201,200596.6494,223016.531,244521.978,265783.1043,287470.0991,311509.915,334603.4806,355662.5072,374873.429,392875.237,410931.068,444470.7186,473676.1204,502171.9263,531272.2979,558681.2241,584796.0091,615689.3166,645587.5479,673289.1931,701999.0005,728875.691,754342.7332,768479.2604,768479.2604,768479.2604,768479.2604,768479.2604,768479.2604,768479.2604,768479.2604,768479.2604,768479.2604,768479.2604,768479.2604,768479.2604
4/21/2011 0:00,0,0,0,0,0,0,0,0,22431.21757,53048.92522,80335.7738,102530.7587,127639.6629,152367.9968,176436.6555,202854.9134,225428.4672,247094.3185,268522.5809,290383.444,314547.0885,337778.9179,358971.6798,378322.4491,396480.8588,414692.3809,448462.9765,477901.5462,506652.5464,536049.9447,563668.444,589964.1171,621074.3476,651184.3519,679051.4368,707502.7056,734731.0237,760463.9352,762680.8259,762680.8259,762680.8259,762680.8259,762680.8259,762680.8259,762680.8259,762680.8259,762680.8259,762680.8259,762680.8259,762680.8259,762680.8259
4/22/2011 0:00,0,0,0,0,0,0,0,0,25044.74875,55500.49473,82676.8446,104876.73,129978.4228,154684.4046,178712.5412,205087.1364,227811.6419,249635.1769,271227.8548,293259.8657,317537.7794,340903.6507,362227.254,381716.3049,400031.0786,418399.3631,452392.4617,482057.2847,511058.0924,540748.6584,568582.1872,595059.9814,626387.6601,656709.2546,684740.8887,712884.7758,740465.3412,756756.9424,756756.9424,756756.9424,756756.9424,756756.9424,756756.9424,756756.9424,756756.9424,756756.9424,756756.9424,756756.9424,756756.9424,756756.9424,756756.9424
4/23/2011 0:00,0,0,0,0,0,0,0,0,27635.11186,57923.62926,84994.96865,107198.1645,132291.5597,156974.6069,180962.1428,207293.2449,230165.9816,252144.4798,273898.8527,296099.2907,320482.2762,343978.0423,365429.668,385055.5096,403526.4846,422052.9012,456259.9107,486143.9228,515389.0014,545368.7262,573424.2859,600085.7054,631631.6287,662164.9021,690360.4662,718145.1049,746078.4802,750699.8813,750699.8813,750699.8813,750699.8813,750699.8813,750699.8813,750699.8813,750699.8813,750699.8813,750699.8813,750699.8813,750699.8813,750699.8813,750699.8813
4/24/2011 0:00,0,0,0,0,0,0,0,884.7280418,30201.04581,60318.02801,87289.88409,109494.8585,134578.9279,159238.5161,183185.4307,209473.1654,232491.4127,254622.1535,276535.5009,298901.6456,323380.9049,347002.4935,368579.3975,388340.614,406967.7024,425653.929,460066.1076,490162.0946,519645.7577,549910.4825,578196.6897,605043.5103,636808.7461,667554.0583,695913.2047,723283.6061,744502.7264,744502.7264,744502.7264,744502.7264,744502.7264,744502.7264,744502.7264,744502.7264,744502.7264,744502.7264,744502.7264,744502.7264,744502.7264,744502.7264,744502.7264
4/25/2011 0:00,0,0,0,0,0,0,0,3469.189775,32741.39891,62683.45438,89561.33387,111766.6129,136840.3864,161476.0492,185382.3801,211626.8243,234787.8617,257068.1246,279137.7259,301666.8568,326234.0287,349977.4426,371676.9556,391572.206,410355.3949,429203.4278,463811.8837,494112.4816,523828.8929,554374.3092,582901.4662,609935.735,641921.6225,672879.605,701402.2572,728300.2118,738159.3428,738159.3428,738159.3428,738159.3428,738159.3428,738159.3428,738159.3428,738159.3428,738159.3428,738159.3428,738159.3428,738159.3428,738159.3428,738159.3428,738159.3428
4/26/2011 0:00,0,0,0,0,0,0,0,6041.810233,35255.12629,65019.73331,91809.0657,114013.2335,139075.7991,163687.1283,187552.9709,213754.1483,237055.2552,259482.3197,281705.4544,304394.8509,329042.0481,352903.365,374722.893,394750.911,413690.2626,432702.4262,467498.118,497995.8129,527938.9863,558760.6355,587540.8008,614764.8362,646972.9861,678144.5417,706830.8946,731664.345,731664.345,731664.345,731664.345,731664.345,731664.345,731664.345,731664.345,731664.345,731664.345,731664.345,731664.345,731664.345,731664.345,731664.345,731664.345
4/27/2011 0:00,0,0,0,0,0,0,0,8600.283302,37741.28737,67326.74879,94032.83212,116234.5309,141285.0346,165871.68,189697.1878,215855.0637,239293.5196,261864.6651,284238.6127,307085.5542,331805.4013,355780.7737,377717.7973,397877.392,416973.0431,436152.0002,471125.7364,501812.8647,531976.6641,563069.9382,592116.9966,619533.3885,651965.6827,683351.9856,712202.5056,725013.0659,725013.0659,725013.0659,725013.0659,725013.0659,725013.0659,725013.0659,725013.0659,725013.0659,725013.0659,725013.0659,725013.0659,725013.0659,725013.0659,725013.0659,725013.0659
4/28/2011 0:00,0,0,0,0,0,0,0,11142.4498,40199.04322,69604.44123,96232.39045,118430.3205,143467.9664,168029.6358,191815.0206,217929.4971,241502.5814,264215.0874,286737.1273,309738.8934,334524.5637,358610.2192,380662.2941,400952.3491,420204.5117,439553.2733,474695.7127,505564.4607,535942.6004,567302.7411,596632.4745,624244.0841,656902.6761,688505.1719,717520.5968,718201.5253,718201.5253,718201.5253,718201.5253,718201.5253,718201.5253,718201.5253,718201.5253,718201.5253,718201.5253,718201.5253,718201.5253,718201.5253,718201.5253,718201.5253,718201.5253
4/29/2011 0:00,0,0,0,0,0,0,0,13666.29489,42627.65404,71852.80492,98407.50279,120600.4225,145624.4726,170160.932,193906.4635,219977.3749,243682.3672,266533.5131,289200.9248,312354.7949,337200.0481,361392.2891,383557.0459,403976.5199,423385.4808,442907.4161,478209.0676,509251.4719,539837.5163,571459.6157,601089.7732,628899.7332,661787.0478,693607.4534,711226.3987,711226.3987,711226.3987,711226.3987,711226.3987,711226.3987,711226.3987,711226.3987,711226.3987,711226.3987,711226.3987,711226.3987,711226.3987,711226.3987,711226.3987,711226.3987,711226.3987
4/30/2011 0:00,0,0,0,0,0,0,0,16169.94556,45026.47658,74071.88544,100557.936,122744.6618,147754.4364,172265.5098,195971.5156,221998.6237,245832.8034,268819.8687,291629.9317,314933.1852,339832.4047,364127.6087,386402.7528,406950.6795,426516.8005,446215.6469,481666.8695,512874.817,543662.1804,575541.1807,605491.5493,633503.2636,666621.997,698662.3007,704084.9855,704084.9855,704084.9855,704084.9855,704084.9855,704084.9855,704084.9855,704084.9855,704084.9855,704084.9855,704084.9855,704084.9855,704084.9855,704084.9855,704084.9855,704084.9855,704084.9855
5/1/2011 0:00,0,0,0,0,0,0,0,18651.66797,47394.96154,76261.7771,102683.4619,124862.8681,149857.7454,174343.3149,198010.181,223993.17,247953.8165,271074.0807,294024.0743,317473.9908,342422.2213,366816.8405,389200.1524,409875.6404,429599.358,449479.2311,485070.234,516435.4616,547417.4088,579548.1022,609840.577,638057.7211,671410.8408,696775.178,696775.178,696775.178,696775.178,696775.178,696775.178,696775.178,696775.178,696775.178,696775.178,696775.178,696775.178,696775.178,696775.178,696775.178,696775.178,696775.178,696775.178
5/2/2011 0:00,0,0,0,0,0,0,0,21109.86495,49732.65104,78422.62036,104783.8569,126954.8761,151934.2925,176394.298,200022.4682,225960.9402,250045.333,273296.0755,296383.2794,319977.1382,344970.1228,369460.6845,391950.0195,412752.2522,432634.0782,452699.4816,488420.3244,519934.419,551104.0648,583481.0939,614139.7485,642566.2691,676157.0141,689295.4302,689295.4302,689295.4302,689295.4302,689295.4302,689295.4302,689295.4302,689295.4302,689295.4302,689295.4302,689295.4302,689295.4302,689295.4302,689295.4302,689295.4302,689295.4302,689295.4302,689295.4302
5/3/2011 0:00,0,0,0,0,0,0,0,23543.0734,52039.17602,80554.59926,106858.9023,129020.5251,153983.9749,178418.4147,202008.391,227901.8608,252107.2794,275485.7797,298707.4732,322442.5539,347476.7716,372059.8779,394653.1665,415581.4022,435621.9231,455877.7588,491718.3508,523372.7498,554723.0591,587340.9166,618392.0735,647032.1888,680864.0695,681644.7257,681644.7257,681644.7257,681644.7257,681644.7257,681644.7257,681644.7257,681644.7257,681644.7257,681644.7257,681644.7257,681644.7257,681644.7257,681644.7257,681644.7257,681644.7257,681644.7257,681644.7257
5/4/2011 0:00,0,0,0,0,0,0,0,25949.9617,54314.25366,82657.93887,108908.3842,131059.6592,156006.6948,180415.6251,203967.9675,229815.8584,254139.5822,277643.1198,300996.5824,324870.1644,349942.8676,374615.1957,397310.4428,418364.0151,438563.8923,459015.4703,494965.5713,526751.562,558275.3498,591128.3785,622600.6798,651458.8794,673822.5471,673822.5471,673822.5471,673822.5471,673822.5471,673822.5471,673822.5471,673822.5471,673822.5471,673822.5471,673822.5471,673822.5471,673822.5471,673822.5471,673822.5471,673822.5471,673822.5471,673822.5471,673822.5471
5/5/2011 0:00,0,0,0,0,0,0,1970.095317,28329.32718,56557.68483,84732.90265,110932.0934,133072.1274,158002.3593,182385.8944,205901.221,231702.8595,256142.1679,279768.0222,303250.5334,327259.8961,352369.148,377127.4498,399922.7358,421101.0528,441461.0227,462114.0711,498163.2909,530072.0108,561761.9426,594844.3353,626768.8129,655849.8576,665828.8442,665828.8442,665828.8442,665828.8442,665828.8442,665828.8442,665828.8442,665828.8442,665828.8442,665828.8442,665828.8442,665828.8442,665828.8442,665828.8442,665828.8442,665828.8442,665828.8442,665828.8442,665828.8442
5/6/2011 0:00,0,0,0,0,0,0,4299.272314,30680.09351,58769.35153,86779.78998,112929.8256,135057.7833,159970.8801,184329.1923,207808.1792,233562.7904,258114.963,281860.4135,305469.2528,329611.6757,354756.3873,379597.4899,402490.9698,423793.5147,444314.3887,465175.0637,501312.8623,533335.2991,565183.8901,598489.6902,630899.8359,657664.0028,657664.0028,657664.0028,657664.0028,657664.0028,657664.0028,657664.0028,657664.0028,657664.0028,657664.0028,657664.0028,657664.0028,657664.0028,657664.0028,657664.0028,657664.0028,657664.0028,657664.0028,657664.0028,657664.0028
5/7/2011 0:00,0,0,0,0,0,0,6613.641201,33001.30815,60949.21427,88798.93349,114901.3813,137016.4856,161912.1739,186245.4936,209688.875,235395.5778,260057.894,283920.2201,307652.6669,331925.4295,357105.3977,382026.2029,405016.1066,426442.4377,447125.102,468199.9978,504415.6853,536542.677,568542.2928,602065.3933,634997.2299,649328.8131,649328.8131,649328.8131,649328.8131,649328.8131,649328.8131,649328.8131,649328.8131,649328.8131,649328.8131,649328.8131,649328.8131,649328.8131,649328.8131,649328.8131,649328.8131,649328.8131,649328.8131,649328.8131,649328.8131
5/8/2011 0:00,0,0,0,0,0,0,8910.961896,35292.13977,63097.30953,90790.69654,116846.5658,138948.0974,163826.1619,188134.7776,211543.3457,237201.1481,261970.8874,285947.3686,309800.7023,334201.0841,359417.0284,384414.5131,407499.1456,429048.8958,449894.3117,471190.4707,507473.2074,539695.4418,571838.2982,605572.4427,639064.5938,640824.4387,640824.4387,640824.4387,640824.4387,640824.4387,640824.4387,640824.4387,640824.4387,640824.4387,640824.4387,640824.4387,640824.4387,640824.4387,640824.4387,640824.4387,640824.4387,640824.4387,640824.4387,640824.4387,640824.4387
