Date,Space
1-Jan,20334
15-Jan,20334
1-Feb,17000
15-Feb,11500
1-Mar,5500
15-Mar,3900
1-Apr,2000
15-Apr,1000
1-May,0
15-May,0
31-Oct,0
1-Nov,20334
15-Nov,20334
1-Dec,20334
31-Dec,20334
