Date,0,100000,200000,300000,400000,500000,600000,700000,800000,900000,1000000,1100000,1200000,1300000,1400000,1500000,1600000,1700000,1800000,1900000,2000000,2100000,2200000,2300000,2400000,2500000,2600000,2700000,2800000,2900000,3000000
1/27/2011 0:00,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,77707.16495,97751.11186,117837.8422,148863.815,185189.0586,228114.2056,280992.8038,344334.9087,410900.9781,410900.9781,410900.9781,410900.9781,410900.9781,410900.9781,410900.9781,410900.9781,410900.9781,410900.9781,410900.9781
1/28/2011 0:00,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,84541.87255,105128.6546,126329.6428,158340.0369,195563.8151,239350.3396,293066.9588,357162.8976,424223.4381,424223.4381,424223.4381,424223.4381,424223.4381,424223.4381,424223.4381,424223.4381,424223.4381,424223.4381,424223.4381
1/29/2011 0:00,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,91393.29382,112461.3298,134766.7065,167743.0718,205836.8089,250444.7349,304946.9953,369731.2507,437207.1448,437207.1448,437207.1448,437207.1448,437207.1448,437207.1448,437207.1448,437207.1448,437207.1448,437207.1448,437207.1448
1/30/2011 0:00,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,75111.42,98257.73811,119758.7036,143156.9341,177079.7837,216014.4653,261403.946,316640.1343,382048.3624,449862.1426,449862.1426,449862.1426,449862.1426,449862.1426,449862.1426,449862.1426,449862.1426,449862.1426,449862.1426,449862.1426
1/31/2011 0:00,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,81389.95069,105131.562,127029.0592,151507.038,186355.931,226102.1748,272233.5516,328152.6679,394121.7338,462197.6063,462197.6063,462197.6063,462197.6063,462197.6063,462197.6063,462197.6063,462197.6063,462197.6063,462197.6063,462197.6063
2/1/2011 0:00,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,71104.92196,87673.24152,112011.1692,134279.4677,159822.6111,195576.2331,236104.358,282938.2173,339490.0209,405958.0318,474221.8983,474221.8983,474221.8983,474221.8983,474221.8983,474221.8983,474221.8983,474221.8983,474221.8983,474221.8983,474221.8983
2/2/2011 0:00,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,76742.49064,93958.03267,118893.0108,141515.8564,168108.1931,204744.4354,246024.5285,293521.7574,350656.81,417563.1473,485942.6246,485942.6246,485942.6246,485942.6246,485942.6246,485942.6246,485942.6246,485942.6246,485942.6246,485942.6246,485942.6246
2/3/2011 0:00,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,82376.82427,100241.1115,125773.5848,148743.0761,176367.3363,213863.3727,255865.3546,303987.1941,361656.9014,428942.2503,497366.6884,497366.6884,497366.6884,497366.6884,497366.6884,497366.6884,497366.6884,497366.6884,497366.6884,497366.6884,497366.6884
2/4/2011 0:00,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,88005.0466,106519.3125,132649.4366,155964.9663,184602.6686,222935.0307,265628.7189,314336.8156,372493.4673,440099.8449,508500.3433,508500.3433,508500.3433,508500.3433,508500.3433,508500.3433,508500.3433,508500.3433,508500.3433,508500.3433,508500.3433
2/5/2011 0:00,70000,70000,70000,70000,70000,70000,70000,70000,70000,70359.62584,93624.32861,112789.5176,139517.1587,163184.4192,192815.9557,231960.6063,275315.7767,324572.2326,383169.0401,451039.8213,519349.2432,519349.2432,519349.2432,519349.2432,519349.2432,519349.2432,519349.2432,519349.2432,519349.2432,519349.2432,519349.2432
2/6/2011 0:00,70000,70000,70000,70000,70000,70000,70000,70000,70000,75738.29144,99231.88846,119048.6556,146373.391,170403.4414,201008.1613,240940.566,284927.0126,334694.4327,393685.5654,461765.5074,529918.4921,529918.4921,529918.4921,529918.4921,529918.4921,529918.4921,529918.4921,529918.4921,529918.4921,529918.4921,529918.4921
