 Wed Jan 19 06:57:29 PST 2011  NRCS National Water and Climate Center - Provisional Data - subject to revision
Site Id,Date,Time (),WTEQ.I-1 (in) ,PREC.I-1 (in) ,TOBS.I-1 (degC) ,TMAX.D-1 (degC) ,TMIN.D-1 (degC) ,TAVG.D-1 (degC) ,
679,2001-09-15,,     0.0,    74.8,    15.3,    25.0,    13.3,    17.4,
679,2001-09-16,,     0.0,    74.8,    10.8,    21.8,    10.3,    14.7,
679,2001-09-17,,     0.0,    74.8,     8.9,    18.7,     8.3,    11.5,
679,2001-09-18,,     0.0,    74.8,     4.3,    17.0,     3.8,     9.1,
679,2001-09-19,,     0.0,    74.8,     4.0,    13.6,     1.5,     5.5,
679,2001-09-20,,     0.0,    74.8,     5.5,    10.1,     2.4,     5.0,
679,2001-09-21,,     0.0,    74.8,     6.0,    17.7,     5.3,     9.9,
679,2001-09-22,,     0.0,    74.8,     8.2,    13.6,     5.9,     8.4,
679,2001-09-23,,     0.0,    74.8,    13.7,    23.4,     8.3,    15.1,
679,2001-09-24,,     0.0,    74.8,    12.9,    25.7,    12.3,    16.8,
679,2001-09-25,,     0.0,    74.8,    14.6,    24.4,    11.5,    15.6,
679,2001-09-26,,     0.0,    75.5,     5.4,    13.6,     5.4,     8.5,
679,2001-09-27,,     0.0,    76.4,    -0.7,     6.0,    -1.3,     3.2,
679,2001-09-28,,     0.0,    76.4,     1.1,     9.2,    -1.6,     3.1,
679,2001-09-29,,     0.0,    76.4,     4.3,    11.6,    -0.6,     4.5,
679,2001-09-30,,     0.0,    76.4,    10.0,    15.4,     4.2,     9.2,
679,2001-09-30,23:59,     0.2,-99.9,    13.3,    20.4,     9.4,    14.0,




