yyyyMMMdd hhmm cbtt     PC        NewValue   OldValue   Flag user:hydromet # DECODES output
2015JAN20 0345 MABO     WF        33.40      998877.00  -01
2015JAN20 0500 MABO     BATVOLT   12.24      998877.00  -01
2015JAN20 0430 MABO     GH        2.49       998877.00  -01
2015JAN20 0415 MABO     GH        2.50       998877.00  -01
2015JAN20 0400 MABO     GH        2.50       998877.00  -01
2015JAN20 0345 MABO     GH        2.51       998877.00  -01
2015JAN20 0330 MABO     GH        2.52       998877.00  -01
2015JAN20 0315 MABO     GH        2.54       998877.00  -01
2015JAN20 0300 MABO     GH        2.56       998877.00  -01
2015JAN20 0245 MABO     GH        2.57       998877.00  -01
2015JAN20 0430 MABO     WF        33.50      998877.00  -01
2015JAN20 0415 MABO     WF        33.50      998877.00  -01
2015JAN20 0400 MABO     WF        33.60      998877.00  -01
2015JAN20 0345 MABO     WF        33.40      998877.00  -01
2015JAN20 0330 MABO     WF        33.50      998877.00  -01
2015JAN20 0315 MABO     WF        33.60      998877.00  -01
2015JAN20 0300 MABO     WF        33.70      998877.00  -01
2015JAN20 0245 MABO     WF        33.80      998877.00  -01
2015JAN20 0400 MABO     BATVOLT   12.24      998877.00  -01
2015JAN20 0330 MABO     GH        2.52       998877.00  -01
2015JAN20 0315 MABO     GH        2.54       998877.00  -01
2015JAN20 0300 MABO     GH        2.56       998877.00  -01
2015JAN20 0245 MABO     GH        2.57       998877.00  -01
2015JAN20 0230 MABO     GH        2.58       998877.00  -01
2015JAN20 0215 MABO     GH        2.59       998877.00  -01
2015JAN20 0200 MABO     GH        2.59       998877.00  -01
2015JAN20 0145 MABO     GH        2.60       998877.00  -01
2015JAN20 0330 MABO     WF        33.50      998877.00  -01
2015JAN20 0315 MABO     WF        33.60      998877.00  -01
2015JAN20 0300 MABO     WF        33.70      998877.00  -01
2015JAN20 0245 MABO     WF        33.80      998877.00  -01
2015JAN20 0230 MABO     WF        34.00      998877.00  -01
2015JAN20 0215 MABO     WF        34.10      998877.00  -01
2015JAN20 0200 MABO     WF        34.20      998877.00  -01
2015JAN20 0145 MABO     WF        34.30      998877.00  -01
2015JAN20 0300 MABO     BATVOLT   12.24      998877.00  -01
2015JAN20 0230 MABO     GH        2.58       998877.00  -01
2015JAN20 0215 MABO     GH        2.59       998877.00  -01
2015JAN20 0200 MABO     GH        2.59       998877.00  -01
2015JAN20 0145 MABO     GH        2.60       998877.00  -01
2015JAN20 0130 MABO     GH        2.61       998877.00  -01
2015JAN20 0115 MABO     GH        2.61       998877.00  -01
2015JAN20 0100 MABO     GH        2.61       998877.00  -01
2015JAN20 0045 MABO     GH        2.60       998877.00  -01
2015JAN20 0230 MABO     WF        34.00      998877.00  -01
2015JAN20 0215 MABO     WF        34.10      998877.00  -01
2015JAN20 0200 MABO     WF        34.20      998877.00  -01
2015JAN20 0145 MABO     WF        34.30      998877.00  -01
2015JAN20 0130 MABO     WF        34.30      998877.00  -01
2015JAN20 0115 MABO     WF        34.40      998877.00  -01
2015JAN20 0100 MABO     WF        34.50      998877.00  -01
2015JAN20 0045 MABO     WF        34.50      998877.00  -01
2015JAN20 0200 MABO     BATVOLT   12.24      998877.00  -01
2015JAN20 0130 MABO     GH        2.61       998877.00  -01
2015JAN20 0115 MABO     GH        2.61       998877.00  -01
2015JAN20 0100 MABO     GH        2.61       998877.00  -01
2015JAN20 0045 MABO     GH        2.60       998877.00  -01
2015JAN20 0030 MABO     GH        2.60       998877.00  -01
2015JAN20 0015 MABO     GH        2.59       998877.00  -01
2015JAN20 0000 MABO     GH        2.59       998877.00  -01
2015JAN19 2345 MABO     GH        2.59       998877.00  -01
2015JAN20 0130 MABO     WF        34.30      998877.00  -01
2015JAN20 0115 MABO     WF        34.40      998877.00  -01
2015JAN20 0100 MABO     WF        34.50      998877.00  -01
2015JAN20 0045 MABO     WF        34.50      998877.00  -01
2015JAN20 0030 MABO     WF        34.60      998877.00  -01
2015JAN20 0015 MABO     WF        34.60      998877.00  -01
2015JAN20 0000 MABO     WF        34.70      998877.00  -01
2015JAN19 2345 MABO     WF        34.80      998877.00  -01
2015JAN20 0100 MABO     BATVOLT   12.24      998877.00  -01
2015JAN20 0030 MABO     GH        2.60       998877.00  -01
2015JAN20 0015 MABO     GH        2.59       998877.00  -01
2015JAN20 0000 MABO     GH        2.59       998877.00  -01
2015JAN19 2345 MABO     GH        2.59       998877.00  -01
2015JAN19 2330 MABO     GH        2.58       998877.00  -01
2015JAN19 2315 MABO     GH        2.58       998877.00  -01
2015JAN19 2300 MABO     GH        2.57       998877.00  -01
2015JAN19 2245 MABO     GH        2.55       998877.00  -01
2015JAN20 0030 MABO     WF        34.60      998877.00  -01
2015JAN20 0015 MABO     WF        34.60      998877.00  -01
2015JAN20 0000 MABO     WF        34.70      998877.00  -01
2015JAN19 2345 MABO     WF        34.80      998877.00  -01
2015JAN19 2330 MABO     WF        34.80      998877.00  -01
2015JAN19 2315 MABO     WF        34.90      998877.00  -01
2015JAN19 2300 MABO     WF        35.10      998877.00  -01
2015JAN19 2245 MABO     WF        35.00      998877.00  -01
2015JAN20 0000 MABO     BATVOLT   12.24      998877.00  -01
2015JAN19 2330 MABO     GH        2.58       998877.00  -01
2015JAN19 2315 MABO     GH        2.58       998877.00  -01
2015JAN19 2300 MABO     GH        2.57       998877.00  -01
2015JAN19 2245 MABO     GH        2.55       998877.00  -01
2015JAN19 2230 MABO     GH        2.53       998877.00  -01
2015JAN19 2215 MABO     GH        2.53       998877.00  -01
2015JAN19 2200 MABO     GH        2.54       998877.00  -01
2015JAN19 2145 MABO     GH        2.55       998877.00  -01
2015JAN19 2330 MABO     WF        34.80      998877.00  -01
2015JAN19 2315 MABO     WF        34.90      998877.00  -01
2015JAN19 2300 MABO     WF        35.10      998877.00  -01
2015JAN19 2245 MABO     WF        35.00      998877.00  -01
2015JAN19 2230 MABO     WF        35.10      998877.00  -01
2015JAN19 2215 MABO     WF        35.30      998877.00  -01
2015JAN19 2200 MABO     WF        35.40      998877.00  -01
2015JAN19 2145 MABO     WF        35.30      998877.00  -01
2015JAN19 2300 MABO     BATVOLT   12.24      998877.00  -01
2015JAN19 2230 MABO     GH        2.53       998877.00  -01
2015JAN19 2215 MABO     GH        2.53       998877.00  -01
2015JAN19 2200 MABO     GH        2.54       998877.00  -01
2015JAN19 2145 MABO     GH        2.55       998877.00  -01
2015JAN19 2130 MABO     GH        2.56       998877.00  -01
2015JAN19 2115 MABO     GH        2.57       998877.00  -01
2015JAN19 2100 MABO     GH        2.57       998877.00  -01
2015JAN19 2045 MABO     GH        2.57       998877.00  -01
2015JAN19 2230 MABO     WF        35.10      998877.00  -01
2015JAN19 2215 MABO     WF        35.30      998877.00  -01
2015JAN19 2200 MABO     WF        35.40      998877.00  -01
2015JAN19 2145 MABO     WF        35.30      998877.00  -01
2015JAN19 2130 MABO     WF        35.30      998877.00  -01
2015JAN19 2115 MABO     WF        35.40      998877.00  -01
2015JAN19 2100 MABO     WF        35.40      998877.00  -01
2015JAN19 2045 MABO     WF        35.50      998877.00  -01
2015JAN19 2200 MABO     BATVOLT   12.24      998877.00  -01
2015JAN19 2130 MABO     GH        2.56       998877.00  -01
2015JAN19 2115 MABO     GH        2.57       998877.00  -01
2015JAN19 2100 MABO     GH        2.57       998877.00  -01
2015JAN19 2045 MABO     GH        2.57       998877.00  -01
2015JAN19 2030 MABO     GH        2.56       998877.00  -01
2015JAN19 2015 MABO     GH        2.55       998877.00  -01
2015JAN19 2000 MABO     GH        2.54       998877.00  -01
2015JAN19 1945 MABO     GH        2.54       998877.00  -01
2015JAN19 2130 MABO     WF        35.30      998877.00  -01
2015JAN19 2115 MABO     WF        35.40      998877.00  -01
2015JAN19 2100 MABO     WF        35.40      998877.00  -01
2015JAN19 2045 MABO     WF        35.50      998877.00  -01
2015JAN19 2030 MABO     WF        35.60      998877.00  -01
2015JAN19 2015 MABO     WF        35.90      998877.00  -01
2015JAN19 2000 MABO     WF        35.80      998877.00  -01
2015JAN19 1945 MABO     WF        35.90      998877.00  -01
2015JAN19 2100 MABO     BATVOLT   12.24      998877.00  -01
2015JAN19 2030 MABO     GH        2.56       998877.00  -01
2015JAN19 2015 MABO     GH        2.55       998877.00  -01
2015JAN19 2000 MABO     GH        2.54       998877.00  -01
2015JAN19 1945 MABO     GH        2.54       998877.00  -01
2015JAN19 1930 MABO     GH        2.54       998877.00  -01
2015JAN19 1915 MABO     GH        2.54       998877.00  -01
2015JAN19 1900 MABO     GH        2.54       998877.00  -01
2015JAN19 1845 MABO     GH        2.53       998877.00  -01
2015JAN19 2030 MABO     WF        35.60      998877.00  -01
2015JAN19 2015 MABO     WF        35.90      998877.00  -01
2015JAN19 2000 MABO     WF        35.80      998877.00  -01
2015JAN19 1945 MABO     WF        35.90      998877.00  -01
2015JAN19 1930 MABO     WF        35.90      998877.00  -01
2015JAN19 1915 MABO     WF        35.90      998877.00  -01
2015JAN19 1900 MABO     WF        36.00      998877.00  -01
2015JAN19 1845 MABO     WF        36.10      998877.00  -01
2015JAN19 2000 MABO     BATVOLT   12.24      998877.00  -01
2015JAN19 1930 MABO     GH        2.54       998877.00  -01
2015JAN19 1915 MABO     GH        2.54       998877.00  -01
2015JAN19 1900 MABO     GH        2.54       998877.00  -01
2015JAN19 1845 MABO     GH        2.53       998877.00  -01
2015JAN19 1830 MABO     GH        2.52       998877.00  -01
2015JAN19 1815 MABO     GH        2.52       998877.00  -01
2015JAN19 1800 MABO     GH        2.51       998877.00  -01
2015JAN19 1745 MABO     GH        2.50       998877.00  -01
2015JAN19 1930 MABO     WF        35.90      998877.00  -01
2015JAN19 1915 MABO     WF        35.90      998877.00  -01
2015JAN19 1900 MABO     WF        36.00      998877.00  -01
2015JAN19 1845 MABO     WF        36.10      998877.00  -01
2015JAN19 1830 MABO     WF        36.20      998877.00  -01
2015JAN19 1815 MABO     WF        36.40      998877.00  -01
2015JAN19 1800 MABO     WF        36.50      998877.00  -01
2015JAN19 1745 MABO     WF        36.70      998877.00  -01
2015JAN19 1900 MABO     BATVOLT   12.47      998877.00  -01
2015JAN19 1830 MABO     GH        2.52       998877.00  -01
2015JAN19 1815 MABO     GH        2.52       998877.00  -01
2015JAN19 1800 MABO     GH        2.51       998877.00  -01
2015JAN19 1745 MABO     GH        2.50       998877.00  -01
2015JAN19 1730 MABO     GH        2.50       998877.00  -01
2015JAN19 1715 MABO     GH        2.50       998877.00  -01
2015JAN19 1700 MABO     GH        2.51       998877.00  -01
2015JAN19 1645 MABO     GH        2.50       998877.00  -01
2015JAN19 1830 MABO     WF        36.20      998877.00  -01
2015JAN19 1815 MABO     WF        36.40      998877.00  -01
2015JAN19 1800 MABO     WF        36.50      998877.00  -01
2015JAN19 1745 MABO     WF        36.70      998877.00  -01
2015JAN19 1730 MABO     WF        36.80      998877.00  -01
2015JAN19 1715 MABO     WF        36.80      998877.00  -01
2015JAN19 1700 MABO     WF        36.70      998877.00  -01
2015JAN19 1645 MABO     WF        36.50      998877.00  -01
2015JAN19 1800 MABO     BATVOLT   12.47      998877.00  -01
2015JAN19 1730 MABO     GH        2.50       998877.00  -01
2015JAN19 1715 MABO     GH        2.50       998877.00  -01
2015JAN19 1700 MABO     GH        2.51       998877.00  -01
2015JAN19 1645 MABO     GH        2.50       998877.00  -01
2015JAN19 1630 MABO     GH        2.50       998877.00  -01
2015JAN19 1615 MABO     GH        2.49       998877.00  -01
2015JAN19 1600 MABO     GH        2.49       998877.00  -01
2015JAN19 1545 MABO     GH        2.49       998877.00  -01
2015JAN19 1730 MABO     WF        36.80      998877.00  -01
2015JAN19 1715 MABO     WF        36.80      998877.00  -01
2015JAN19 1700 MABO     WF        36.70      998877.00  -01
2015JAN19 1645 MABO     WF        36.50      998877.00  -01
2015JAN19 1630 MABO     WF        36.30      998877.00  -01
2015JAN19 1615 MABO     WF        36.10      998877.00  -01
2015JAN19 1600 MABO     WF        36.10      998877.00  -01
2015JAN19 1545 MABO     WF        36.10      998877.00  -01
2015JAN19 1700 MABO     BATVOLT   12.47      998877.00  -01
2015JAN19 1630 MABO     GH        2.50       998877.00  -01
2015JAN19 1615 MABO     GH        2.49       998877.00  -01
2015JAN19 1600 MABO     GH        2.49       998877.00  -01
2015JAN19 1545 MABO     GH        2.49       998877.00  -01
2015JAN19 1530 MABO     GH        2.50       998877.00  -01
2015JAN19 1515 MABO     GH        998877.00  998877.00  -02
2015JAN19 1500 MABO     GH        2.53       998877.00  -01
2015JAN19 1445 MABO     GH        2.54       998877.00  -01
2015JAN19 1630 MABO     WF        36.30      998877.00  -01
2015JAN19 1615 MABO     WF        36.10      998877.00  -01
2015JAN19 1600 MABO     WF        36.10      998877.00  -01
2015JAN19 1545 MABO     WF        36.10      998877.00  -01
2015JAN19 1530 MABO     WF        36.10      998877.00  -01
2015JAN19 1515 MABO     WF        36.20      998877.00  -01
2015JAN19 1500 MABO     WF        36.30      998877.00  -01
2015JAN19 1445 MABO     WF        36.40      998877.00  -01
2015JAN19 1600 MABO     BATVOLT   12.24      998877.00  -01
2015JAN19 1530 MABO     GH        2.50       998877.00  -01
2015JAN19 1515 MABO     GH        998877.00  998877.00  -02
2015JAN19 1500 MABO     GH        2.53       998877.00  -01
2015JAN19 1445 MABO     GH        2.54       998877.00  -01
2015JAN19 1430 MABO     GH        2.55       998877.00  -01
2015JAN19 1415 MABO     GH        2.57       998877.00  -01
2015JAN19 1400 MABO     GH        2.58       998877.00  -01
2015JAN19 1345 MABO     GH        2.59       998877.00  -01
2015JAN19 1530 MABO     WF        36.10      998877.00  -01
2015JAN19 1515 MABO     WF        36.20      998877.00  -01
2015JAN19 1500 MABO     WF        36.30      998877.00  -01
2015JAN19 1445 MABO     WF        36.40      998877.00  -01
2015JAN19 1430 MABO     WF        36.40      998877.00  -01
2015JAN19 1415 MABO     WF        36.20      998877.00  -01
2015JAN19 1400 MABO     WF        36.30      998877.00  -01
2015JAN19 1345 MABO     WF        36.10      998877.00  -01
2015JAN19 1500 MABO     BATVOLT   12.94      998877.00  -01
2015JAN19 1430 MABO     GH        2.55       998877.00  -01
2015JAN19 1415 MABO     GH        2.57       998877.00  -01
2015JAN19 1400 MABO     GH        2.58       998877.00  -01
2015JAN19 1345 MABO     GH        2.59       998877.00  -01
2015JAN19 1330 MABO     GH        2.59       998877.00  -01
2015JAN19 1315 MABO     GH        2.58       998877.00  -01
2015JAN19 1300 MABO     GH        2.57       998877.00  -01
2015JAN19 1245 MABO     GH        2.55       998877.00  -01
2015JAN19 1430 MABO     WF        36.40      998877.00  -01
2015JAN19 1415 MABO     WF        36.20      998877.00  -01
2015JAN19 1400 MABO     WF        36.30      998877.00  -01
2015JAN19 1345 MABO     WF        36.10      998877.00  -01
2015JAN19 1330 MABO     WF        35.80      998877.00  -01
2015JAN19 1315 MABO     WF        35.60      998877.00  -01
2015JAN19 1300 MABO     WF        35.40      998877.00  -01
2015JAN19 1245 MABO     WF        35.10      998877.00  -01
2015JAN19 1400 MABO     BATVOLT   12.94      998877.00  -01
2015JAN19 1330 MABO     GH        2.59       998877.00  -01
2015JAN19 1315 MABO     GH        2.58       998877.00  -01
2015JAN19 1300 MABO     GH        2.57       998877.00  -01
2015JAN19 1245 MABO     GH        2.55       998877.00  -01
2015JAN19 1230 MABO     GH        2.53       998877.00  -01
2015JAN19 1215 MABO     GH        2.52       998877.00  -01
2015JAN19 1200 MABO     GH        2.51       998877.00  -01
2015JAN19 1145 MABO     GH        2.51       998877.00  -01
2015JAN19 1330 MABO     WF        35.80      998877.00  -01
2015JAN19 1315 MABO     WF        35.60      998877.00  -01
2015JAN19 1300 MABO     WF        35.40      998877.00  -01
2015JAN19 1245 MABO     WF        35.10      998877.00  -01
2015JAN19 1230 MABO     WF        34.80      998877.00  -01
2015JAN19 1215 MABO     WF        34.60      998877.00  -01
2015JAN19 1200 MABO     WF        34.60      998877.00  -01
2015JAN19 1145 MABO     WF        34.40      998877.00  -01
2015JAN19 1300 MABO     BATVOLT   12.94      998877.00  -01
2015JAN19 1230 MABO     GH        2.53       998877.00  -01
2015JAN19 1215 MABO     GH        2.52       998877.00  -01
2015JAN19 1200 MABO     GH        2.51       998877.00  -01
2015JAN19 1145 MABO     GH        2.51       998877.00  -01
2015JAN19 1130 MABO     GH        2.50       998877.00  -01
2015JAN19 1115 MABO     GH        2.50       998877.00  -01
2015JAN19 1100 MABO     GH        2.53       998877.00  -01
2015JAN19 1045 MABO     GH        2.59       998877.00  -01
2015JAN19 1230 MABO     WF        34.80      998877.00  -01
2015JAN19 1215 MABO     WF        34.60      998877.00  -01
2015JAN19 1200 MABO     WF        34.60      998877.00  -01
2015JAN19 1145 MABO     WF        34.40      998877.00  -01
2015JAN19 1130 MABO     WF        34.10      998877.00  -01
2015JAN19 1115 MABO     WF        33.90      998877.00  -01
2015JAN19 1100 MABO     WF        33.70      998877.00  -01
2015JAN19 1045 MABO     WF        33.60      998877.00  -01
2015JAN19 1200 MABO     BATVOLT   12.94      998877.00  -01
2015JAN19 1130 MABO     GH        2.50       998877.00  -01
2015JAN19 1115 MABO     GH        2.50       998877.00  -01
2015JAN19 1100 MABO     GH        2.53       998877.00  -01
2015JAN19 1045 MABO     GH        2.59       998877.00  -01
2015JAN19 1030 MABO     GH        2.61       998877.00  -01
2015JAN19 1015 MABO     GH        2.62       998877.00  -01
2015JAN19 1000 MABO     GH        2.62       998877.00  -01
2015JAN19 0945 MABO     GH        2.62       998877.00  -01
2015JAN19 1130 MABO     WF        34.10      998877.00  -01
2015JAN19 1115 MABO     WF        33.90      998877.00  -01
2015JAN19 1100 MABO     WF        33.70      998877.00  -01
2015JAN19 1045 MABO     WF        33.60      998877.00  -01
2015JAN19 1030 MABO     WF        33.60      998877.00  -01
2015JAN19 1015 MABO     WF        33.60      998877.00  -01
2015JAN19 1000 MABO     WF        33.70      998877.00  -01
2015JAN19 0945 MABO     WF        33.50      998877.00  -01
2015JAN19 1100 MABO     BATVOLT   12.71      998877.00  -01
2015JAN19 1030 MABO     GH        2.61       998877.00  -01
2015JAN19 1015 MABO     GH        2.62       998877.00  -01
2015JAN19 1000 MABO     GH        2.62       998877.00  -01
2015JAN19 0945 MABO     GH        2.62       998877.00  -01
2015JAN19 0930 MABO     GH        2.62       998877.00  -01
2015JAN19 0915 MABO     GH        2.63       998877.00  -01
2015JAN19 0900 MABO     GH        2.63       998877.00  -01
2015JAN19 0845 MABO     GH        2.63       998877.00  -01
2015JAN19 1030 MABO     WF        33.60      998877.00  -01
2015JAN19 1015 MABO     WF        33.60      998877.00  -01
2015JAN19 1000 MABO     WF        33.70      998877.00  -01
2015JAN19 0945 MABO     WF        33.50      998877.00  -01
2015JAN19 0930 MABO     WF        33.50      998877.00  -01
2015JAN19 0915 MABO     WF        33.50      998877.00  -01
2015JAN19 0900 MABO     WF        33.60      998877.00  -01
2015JAN19 0845 MABO     WF        33.50      998877.00  -01
2015JAN19 1000 MABO     BATVOLT   12.47      998877.00  -01
2015JAN19 0930 MABO     GH        2.62       998877.00  -01
2015JAN19 0915 MABO     GH        2.63       998877.00  -01
2015JAN19 0900 MABO     GH        2.63       998877.00  -01
2015JAN19 0845 MABO     GH        2.63       998877.00  -01
2015JAN19 0830 MABO     GH        2.63       998877.00  -01
2015JAN19 0815 MABO     GH        2.63       998877.00  -01
2015JAN19 0800 MABO     GH        2.62       998877.00  -01
2015JAN19 0745 MABO     GH        2.62       998877.00  -01
2015JAN19 0930 MABO     WF        33.50      998877.00  -01
2015JAN19 0915 MABO     WF        33.50      998877.00  -01
2015JAN19 0900 MABO     WF        33.60      998877.00  -01
2015JAN19 0845 MABO     WF        33.50      998877.00  -01
2015JAN19 0830 MABO     WF        33.50      998877.00  -01
2015JAN19 0815 MABO     WF        33.50      998877.00  -01
2015JAN19 0800 MABO     WF        33.60      998877.00  -01
2015JAN19 0745 MABO     WF        33.60      998877.00  -01
2015JAN19 0900 MABO     BATVOLT   12.24      998877.00  -01
2015JAN19 0830 MABO     GH        2.63       998877.00  -01
2015JAN19 0815 MABO     GH        2.63       998877.00  -01
2015JAN19 0800 MABO     GH        2.62       998877.00  -01
2015JAN19 0745 MABO     GH        2.62       998877.00  -01
2015JAN19 0730 MABO     GH        2.61       998877.00  -01
2015JAN19 0715 MABO     GH        2.61       998877.00  -01
2015JAN19 0700 MABO     GH        2.61       998877.00  -01
2015JAN19 0645 MABO     GH        2.61       998877.00  -01
2015JAN19 0830 MABO     WF        33.50      998877.00  -01
2015JAN19 0815 MABO     WF        33.50      998877.00  -01
2015JAN19 0800 MABO     WF        33.60      998877.00  -01
2015JAN19 0745 MABO     WF        33.60      998877.00  -01
2015JAN19 0730 MABO     WF        33.50      998877.00  -01
2015JAN19 0715 MABO     WF        33.50      998877.00  -01
2015JAN19 0700 MABO     WF        33.50      998877.00  -01
2015JAN19 0645 MABO     WF        33.50      998877.00  -01
2015JAN19 0800 MABO     BATVOLT   12.24      998877.00  -01
2015JAN19 0730 MABO     GH        2.61       998877.00  -01
2015JAN19 0715 MABO     GH        2.61       998877.00  -01
2015JAN19 0700 MABO     GH        2.61       998877.00  -01
2015JAN19 0645 MABO     GH        2.61       998877.00  -01
2015JAN19 0630 MABO     GH        2.61       998877.00  -01
2015JAN19 0615 MABO     GH        2.61       998877.00  -01
2015JAN19 0600 MABO     GH        2.61       998877.00  -01
2015JAN19 0545 MABO     GH        998877.00  998877.00  -02
2015JAN19 0730 MABO     WF        33.50      998877.00  -01
2015JAN19 0715 MABO     WF        33.50      998877.00  -01
2015JAN19 0700 MABO     WF        33.50      998877.00  -01
2015JAN19 0645 MABO     WF        33.50      998877.00  -01
2015JAN19 0630 MABO     WF        33.50      998877.00  -01
2015JAN19 0615 MABO     WF        33.50      998877.00  -01
2015JAN19 0600 MABO     WF        33.50      998877.00  -01
2015JAN19 0545 MABO     WF        33.50      998877.00  -01
2015JAN19 0700 MABO     BATVOLT   12.24      998877.00  -01
2015JAN19 0630 MABO     GH        2.61       998877.00  -01
2015JAN19 0615 MABO     GH        2.61       998877.00  -01
2015JAN19 0600 MABO     GH        2.61       998877.00  -01
2015JAN19 0545 MABO     GH        998877.00  998877.00  -02
2015JAN19 0530 MABO     GH        2.61       998877.00  -01
2015JAN19 0515 MABO     GH        2.61       998877.00  -01
2015JAN19 0500 MABO     GH        998877.00  998877.00  -02
2015JAN19 0445 MABO     GH        2.62       998877.00  -01
2015JAN19 0630 MABO     WF        33.50      998877.00  -01
2015JAN19 0615 MABO     WF        33.50      998877.00  -01
2015JAN19 0600 MABO     WF        33.50      998877.00  -01
2015JAN19 0545 MABO     WF        33.50      998877.00  -01
2015JAN19 0530 MABO     WF        33.50      998877.00  -01
2015JAN19 0515 MABO     WF        33.60      998877.00  -01
2015JAN19 0500 MABO     WF        33.50      998877.00  -01
2015JAN19 0445 MABO     WF        33.50      998877.00  -01
2015JAN19 0600 MABO     BATVOLT   12.00      998877.00  -01
2015JAN19 0530 MABO     GH        2.61       998877.00  -01
2015JAN19 0515 MABO     GH        2.61       998877.00  -01
2015JAN19 0500 MABO     GH        998877.00  998877.00  -02
2015JAN19 0445 MABO     GH        2.62       998877.00  -01
2015JAN19 0430 MABO     GH        2.62       998877.00  -01
2015JAN19 0415 MABO     GH        2.62       998877.00  -01
2015JAN19 0400 MABO     GH        2.63       998877.00  -01
2015JAN19 0345 MABO     GH        2.64       998877.00  -01
2015JAN19 0530 MABO     WF        33.50      998877.00  -01
2015JAN19 0515 MABO     WF        33.60      998877.00  -01
2015JAN19 0500 MABO     WF        33.50      998877.00  -01
2015JAN19 0445 MABO     WF        33.50      998877.00  -01
2015JAN19 0430 MABO     WF        33.60      998877.00  -01
2015JAN19 0415 MABO     WF        33.50      998877.00  -01
2015JAN19 0400 MABO     WF        33.50      998877.00  -01
2015JAN19 0345 MABO     WF        33.70      998877.00  -01
2015JAN19 0500 MABO     BATVOLT   12.00      998877.00  -01
2015JAN19 0430 MABO     GH        2.62       998877.00  -01
2015JAN19 0415 MABO     GH        2.62       998877.00  -01
2015JAN19 0400 MABO     GH        2.63       998877.00  -01
2015JAN19 0345 MABO     GH        2.64       998877.00  -01
2015JAN19 0330 MABO     GH        2.65       998877.00  -01
2015JAN19 0315 MABO     GH        2.66       998877.00  -01
2015JAN19 0300 MABO     GH        2.66       998877.00  -01
2015JAN19 0245 MABO     GH        2.67       998877.00  -01
2015JAN19 0430 MABO     WF        33.60      998877.00  -01
2015JAN19 0415 MABO     WF        33.50      998877.00  -01
2015JAN19 0400 MABO     WF        33.50      998877.00  -01
2015JAN19 0345 MABO     WF        33.70      998877.00  -01
2015JAN19 0330 MABO     WF        33.70      998877.00  -01
2015JAN19 0315 MABO     WF        33.80      998877.00  -01
2015JAN19 0300 MABO     WF        33.90      998877.00  -01
2015JAN19 0245 MABO     WF        34.10      998877.00  -01
2015JAN19 0400 MABO     BATVOLT   12.24      998877.00  -01
2015JAN19 0330 MABO     GH        2.65       998877.00  -01
2015JAN19 0315 MABO     GH        2.66       998877.00  -01
2015JAN19 0300 MABO     GH        2.66       998877.00  -01
2015JAN19 0245 MABO     GH        2.67       998877.00  -01
2015JAN19 0230 MABO     GH        2.67       998877.00  -01
2015JAN19 0215 MABO     GH        2.68       998877.00  -01
2015JAN19 0200 MABO     GH        2.69       998877.00  -01
2015JAN19 0145 MABO     GH        2.69       998877.00  -01
2015JAN19 0330 MABO     WF        33.70      998877.00  -01
2015JAN19 0315 MABO     WF        33.80      998877.00  -01
2015JAN19 0300 MABO     WF        33.90      998877.00  -01
2015JAN19 0245 MABO     WF        34.10      998877.00  -01
2015JAN19 0230 MABO     WF        34.10      998877.00  -01
2015JAN19 0215 MABO     WF        34.30      998877.00  -01
2015JAN19 0200 MABO     WF        34.40      998877.00  -01
2015JAN19 0145 MABO     WF        34.60      998877.00  -01
2015JAN19 0300 MABO     BATVOLT   12.24      998877.00  -01
2015JAN19 0230 MABO     GH        2.67       998877.00  -01
2015JAN19 0215 MABO     GH        2.68       998877.00  -01
2015JAN19 0200 MABO     GH        2.69       998877.00  -01
2015JAN19 0145 MABO     GH        2.69       998877.00  -01
2015JAN19 0130 MABO     GH        2.70       998877.00  -01
2015JAN19 0115 MABO     GH        2.70       998877.00  -01
2015JAN19 0100 MABO     GH        2.71       998877.00  -01
2015JAN19 0045 MABO     GH        2.71       998877.00  -01
2015JAN19 0230 MABO     WF        34.10      998877.00  -01
2015JAN19 0215 MABO     WF        34.30      998877.00  -01
2015JAN19 0200 MABO     WF        34.40      998877.00  -01
2015JAN19 0145 MABO     WF        34.60      998877.00  -01
2015JAN19 0130 MABO     WF        34.60      998877.00  -01
2015JAN19 0115 MABO     WF        34.80      998877.00  -01
2015JAN19 0100 MABO     WF        34.90      998877.00  -01
2015JAN19 0045 MABO     WF        35.00      998877.00  -01
2015JAN19 0200 MABO     BATVOLT   12.24      998877.00  -01
2015JAN19 0130 MABO     GH        2.70       998877.00  -01
2015JAN19 0115 MABO     GH        2.70       998877.00  -01
2015JAN19 0100 MABO     GH        2.71       998877.00  -01
2015JAN19 0045 MABO     GH        2.71       998877.00  -01
2015JAN19 0030 MABO     GH        2.72       998877.00  -01
2015JAN19 0015 MABO     GH        2.73       998877.00  -01
2015JAN19 0000 MABO     GH        2.74       998877.00  -01
2015JAN18 2345 MABO     GH        2.74       998877.00  -01
2015JAN19 0130 MABO     WF        34.60      998877.00  -01
2015JAN19 0115 MABO     WF        34.80      998877.00  -01
2015JAN19 0100 MABO     WF        34.90      998877.00  -01
2015JAN19 0045 MABO     WF        35.00      998877.00  -01
2015JAN19 0030 MABO     WF        35.10      998877.00  -01
2015JAN19 0015 MABO     WF        35.30      998877.00  -01
2015JAN19 0000 MABO     WF        35.60      998877.00  -01
2015JAN18 2345 MABO     WF        35.60      998877.00  -01
