yyyyMMMdd hhmm cbtt     PC        NewValue   OldValue   Flag user:hydromet # DECODES output
2015JAN19 0100 MABO     BATVOLT   12.24      998877.00  -01
2015JAN19 0030 MABO     GH        2.72       998877.00  -01
2015JAN19 0015 MABO     GH        2.73       998877.00  -01
2015JAN19 0000 MABO     GH        2.74       998877.00  -01
2015JAN18 2345 MABO     GH        2.74       998877.00  -01
2015JAN18 2330 MABO     GH        2.75       998877.00  -01
2015JAN18 2315 MABO     GH        2.76       998877.00  -01
2015JAN18 2300 MABO     GH        2.76       998877.00  -01
2015JAN18 2245 MABO     GH        2.77       998877.00  -01
2015JAN19 0030 MABO     WF        35.10      998877.00  -01
2015JAN19 0015 MABO     WF        35.30      998877.00  -01
2015JAN19 0000 MABO     WF        35.60      998877.00  -01
2015JAN18 2345 MABO     WF        35.60      998877.00  -01
2015JAN18 2330 MABO     WF        35.70      998877.00  -01
2015JAN18 2315 MABO     WF        35.90      998877.00  -01
2015JAN18 2300 MABO     WF        36.10      998877.00  -01
2015JAN18 2245 MABO     WF        36.00      998877.00  -01
2015JAN19 0000 MABO     BATVOLT   12.24      998877.00  -01
2015JAN18 2330 MABO     GH        2.75       998877.00  -01
2015JAN18 2315 MABO     GH        2.76       998877.00  -01
2015JAN18 2300 MABO     GH        2.76       998877.00  -01
2015JAN18 2245 MABO     GH        2.77       998877.00  -01
2015JAN18 2230 MABO     GH        2.77       998877.00  -01
2015JAN18 2215 MABO     GH        2.78       998877.00  -01
2015JAN18 2200 MABO     GH        2.78       998877.00  -01
2015JAN18 2145 MABO     GH        2.78       998877.00  -01
2015JAN18 2330 MABO     WF        35.70      998877.00  -01
2015JAN18 2315 MABO     WF        35.90      998877.00  -01
2015JAN18 2300 MABO     WF        36.10      998877.00  -01
2015JAN18 2245 MABO     WF        36.00      998877.00  -01
2015JAN18 2230 MABO     WF        36.30      998877.00  -01
2015JAN18 2215 MABO     WF        36.40      998877.00  -01
2015JAN18 2200 MABO     WF        36.30      998877.00  -01
2015JAN18 2145 MABO     WF        36.40      998877.00  -01
2015JAN18 2300 MABO     BATVOLT   12.24      998877.00  -01
2015JAN18 2230 MABO     GH        2.77       998877.00  -01
2015JAN18 2215 MABO     GH        2.78       998877.00  -01
2015JAN18 2200 MABO     GH        2.78       998877.00  -01
2015JAN18 2145 MABO     GH        2.78       998877.00  -01
2015JAN18 2130 MABO     GH        2.79       998877.00  -01
2015JAN18 2115 MABO     GH        2.79       998877.00  -01
2015JAN18 2100 MABO     GH        2.79       998877.00  -01
2015JAN18 2045 MABO     GH        2.80       998877.00  -01
2015JAN18 2230 MABO     WF        36.30      998877.00  -01
2015JAN18 2215 MABO     WF        36.40      998877.00  -01
2015JAN18 2200 MABO     WF        36.30      998877.00  -01
2015JAN18 2145 MABO     WF        36.40      998877.00  -01
2015JAN18 2130 MABO     WF        36.50      998877.00  -01
2015JAN18 2115 MABO     WF        36.60      998877.00  -01
2015JAN18 2100 MABO     WF        36.60      998877.00  -01
2015JAN18 2045 MABO     WF        36.80      998877.00  -01
2015JAN18 2200 MABO     BATVOLT   12.24      998877.00  -01
2015JAN18 2130 MABO     GH        2.79       998877.00  -01
2015JAN18 2115 MABO     GH        2.79       998877.00  -01
2015JAN18 2100 MABO     GH        2.79       998877.00  -01
2015JAN18 2045 MABO     GH        2.80       998877.00  -01
2015JAN18 2030 MABO     GH        2.79       998877.00  -01
2015JAN18 2015 MABO     GH        2.79       998877.00  -01
2015JAN18 2000 MABO     GH        2.80       998877.00  -01
2015JAN18 1945 MABO     GH        2.79       998877.00  -01
2015JAN18 2130 MABO     WF        36.50      998877.00  -01
2015JAN18 2115 MABO     WF        36.60      998877.00  -01
2015JAN18 2100 MABO     WF        36.60      998877.00  -01
2015JAN18 2045 MABO     WF        36.80      998877.00  -01
2015JAN18 2030 MABO     WF        36.70      998877.00  -01
2015JAN18 2015 MABO     WF        36.90      998877.00  -01
2015JAN18 2000 MABO     WF        37.00      998877.00  -01
2015JAN18 1945 MABO     WF        37.30      998877.00  -01
2015JAN18 2100 MABO     BATVOLT   12.24      998877.00  -01
2015JAN18 2030 MABO     GH        2.79       998877.00  -01
2015JAN18 2015 MABO     GH        2.79       998877.00  -01
2015JAN18 2000 MABO     GH        2.80       998877.00  -01
2015JAN18 1945 MABO     GH        2.79       998877.00  -01
2015JAN18 1930 MABO     GH        2.79       998877.00  -01
2015JAN18 1915 MABO     GH        2.78       998877.00  -01
2015JAN18 1900 MABO     GH        2.76       998877.00  -01
2015JAN18 1845 MABO     GH        2.73       998877.00  -01
2015JAN18 2030 MABO     WF        36.70      998877.00  -01
2015JAN18 2015 MABO     WF        36.90      998877.00  -01
2015JAN18 2000 MABO     WF        37.00      998877.00  -01
2015JAN18 1945 MABO     WF        37.30      998877.00  -01
2015JAN18 1930 MABO     WF        37.60      998877.00  -01
2015JAN18 1915 MABO     WF        37.90      998877.00  -01
2015JAN18 1900 MABO     WF        38.40      998877.00  -01
2015JAN18 1845 MABO     WF        39.00      998877.00  -01
2015JAN18 2000 MABO     BATVOLT   12.24      998877.00  -01
2015JAN18 1930 MABO     GH        2.79       998877.00  -01
2015JAN18 1915 MABO     GH        2.78       998877.00  -01
2015JAN18 1900 MABO     GH        2.76       998877.00  -01
2015JAN18 1845 MABO     GH        2.73       998877.00  -01
2015JAN18 1830 MABO     GH        2.70       998877.00  -01
2015JAN18 1815 MABO     GH        2.66       998877.00  -01
2015JAN18 1800 MABO     GH        2.63       998877.00  -01
2015JAN18 1745 MABO     GH        2.58       998877.00  -01
2015JAN18 1930 MABO     WF        37.60      998877.00  -01
2015JAN18 1915 MABO     WF        37.90      998877.00  -01
2015JAN18 1900 MABO     WF        38.40      998877.00  -01
2015JAN18 1845 MABO     WF        39.00      998877.00  -01
2015JAN18 1830 MABO     WF        39.60      998877.00  -01
2015JAN18 1815 MABO     WF        39.90      998877.00  -01
2015JAN18 1800 MABO     WF        40.30      998877.00  -01
2015JAN18 1745 MABO     WF        40.80      998877.00  -01
2015JAN18 1900 MABO     BATVOLT   12.24      998877.00  -01
2015JAN18 1830 MABO     GH        2.70       998877.00  -01
2015JAN18 1815 MABO     GH        2.66       998877.00  -01
2015JAN18 1800 MABO     GH        2.63       998877.00  -01
2015JAN18 1745 MABO     GH        2.58       998877.00  -01
2015JAN18 1730 MABO     GH        2.56       998877.00  -01
2015JAN18 1715 MABO     GH        2.55       998877.00  -01
2015JAN18 1700 MABO     GH        2.53       998877.00  -01
2015JAN18 1645 MABO     GH        2.53       998877.00  -01
2015JAN18 1830 MABO     WF        39.60      998877.00  -01
2015JAN18 1815 MABO     WF        39.90      998877.00  -01
2015JAN18 1800 MABO     WF        40.30      998877.00  -01
2015JAN18 1745 MABO     WF        40.80      998877.00  -01
2015JAN18 1730 MABO     WF        40.90      998877.00  -01
2015JAN18 1715 MABO     WF        41.20      998877.00  -01
2015JAN18 1700 MABO     WF        41.40      998877.00  -01
2015JAN18 1645 MABO     WF        41.50      998877.00  -01
2015JAN18 1800 MABO     BATVOLT   12.47      998877.00  -01
2015JAN18 1730 MABO     GH        2.56       998877.00  -01
2015JAN18 1715 MABO     GH        2.55       998877.00  -01
2015JAN18 1700 MABO     GH        2.53       998877.00  -01
2015JAN18 1645 MABO     GH        2.53       998877.00  -01
2015JAN18 1630 MABO     GH        2.53       998877.00  -01
2015JAN18 1615 MABO     GH        2.53       998877.00  -01
2015JAN18 1600 MABO     GH        2.53       998877.00  -01
2015JAN18 1545 MABO     GH        2.53       998877.00  -01
2015JAN18 1730 MABO     WF        40.90      998877.00  -01
2015JAN18 1715 MABO     WF        41.20      998877.00  -01
2015JAN18 1700 MABO     WF        41.40      998877.00  -01
2015JAN18 1645 MABO     WF        41.50      998877.00  -01
2015JAN18 1630 MABO     WF        41.70      998877.00  -01
2015JAN18 1615 MABO     WF        41.80      998877.00  -01
2015JAN18 1600 MABO     WF        41.80      998877.00  -01
2015JAN18 1545 MABO     WF        41.80      998877.00  -01
2015JAN18 1700 MABO     BATVOLT   12.47      998877.00  -01
2015JAN18 1630 MABO     GH        2.53       998877.00  -01
2015JAN18 1615 MABO     GH        2.53       998877.00  -01
2015JAN18 1600 MABO     GH        2.53       998877.00  -01
2015JAN18 1545 MABO     GH        2.53       998877.00  -01
2015JAN18 1530 MABO     GH        2.52       998877.00  -01
2015JAN18 1515 MABO     GH        2.52       998877.00  -01
2015JAN18 1500 MABO     GH        2.51       998877.00  -01
2015JAN18 1445 MABO     GH        2.50       998877.00  -01
2015JAN18 1630 MABO     WF        41.70      998877.00  -01
2015JAN18 1615 MABO     WF        41.80      998877.00  -01
2015JAN18 1600 MABO     WF        41.80      998877.00  -01
2015JAN18 1545 MABO     WF        41.80      998877.00  -01
2015JAN18 1530 MABO     WF        41.80      998877.00  -01
2015JAN18 1515 MABO     WF        41.70      998877.00  -01
2015JAN18 1500 MABO     WF        41.50      998877.00  -01
2015JAN18 1445 MABO     WF        41.30      998877.00  -01
2015JAN18 1600 MABO     BATVOLT   12.47      998877.00  -01
2015JAN18 1530 MABO     GH        2.52       998877.00  -01
2015JAN18 1515 MABO     GH        2.52       998877.00  -01
2015JAN18 1500 MABO     GH        2.51       998877.00  -01
2015JAN18 1445 MABO     GH        2.50       998877.00  -01
2015JAN18 1430 MABO     GH        2.49       998877.00  -01
2015JAN18 1415 MABO     GH        2.49       998877.00  -01
2015JAN18 1400 MABO     GH        2.50       998877.00  -01
2015JAN18 1345 MABO     GH        2.50       998877.00  -01
2015JAN18 1530 MABO     WF        41.80      998877.00  -01
2015JAN18 1515 MABO     WF        41.70      998877.00  -01
2015JAN18 1500 MABO     WF        41.50      998877.00  -01
2015JAN18 1445 MABO     WF        41.30      998877.00  -01
2015JAN18 1430 MABO     WF        41.10      998877.00  -01
2015JAN18 1415 MABO     WF        40.80      998877.00  -01
2015JAN18 1400 MABO     WF        40.60      998877.00  -01
2015JAN18 1345 MABO     WF        40.20      998877.00  -01
2015JAN18 1500 MABO     BATVOLT   12.71      998877.00  -01
2015JAN18 1430 MABO     GH        2.49       998877.00  -01
2015JAN18 1415 MABO     GH        2.49       998877.00  -01
2015JAN18 1400 MABO     GH        2.50       998877.00  -01
2015JAN18 1345 MABO     GH        2.50       998877.00  -01
2015JAN18 1330 MABO     GH        2.50       998877.00  -01
2015JAN18 1315 MABO     GH        2.50       998877.00  -01
2015JAN18 1300 MABO     GH        2.50       998877.00  -01
2015JAN18 1245 MABO     GH        2.50       998877.00  -01
2015JAN18 1430 MABO     WF        41.10      998877.00  -01
2015JAN18 1415 MABO     WF        40.80      998877.00  -01
2015JAN18 1400 MABO     WF        40.60      998877.00  -01
2015JAN18 1345 MABO     WF        40.20      998877.00  -01
2015JAN18 1330 MABO     WF        39.90      998877.00  -01
2015JAN18 1315 MABO     WF        39.70      998877.00  -01
2015JAN18 1300 MABO     WF        39.40      998877.00  -01
2015JAN18 1245 MABO     WF        39.10      998877.00  -01
2015JAN18 1400 MABO     BATVOLT   12.71      998877.00  -01
2015JAN18 1330 MABO     GH        2.50       998877.00  -01
2015JAN18 1315 MABO     GH        2.50       998877.00  -01
2015JAN18 1300 MABO     GH        2.50       998877.00  -01
2015JAN18 1245 MABO     GH        2.50       998877.00  -01
2015JAN18 1230 MABO     GH        2.50       998877.00  -01
2015JAN18 1215 MABO     GH        2.50       998877.00  -01
2015JAN18 1200 MABO     GH        2.50       998877.00  -01
2015JAN18 1145 MABO     GH        2.49       998877.00  -01
2015JAN18 1330 MABO     WF        39.90      998877.00  -01
2015JAN18 1315 MABO     WF        39.70      998877.00  -01
2015JAN18 1300 MABO     WF        39.40      998877.00  -01
2015JAN18 1245 MABO     WF        39.10      998877.00  -01
2015JAN18 1230 MABO     WF        39.00      998877.00  -01
2015JAN18 1215 MABO     WF        38.60      998877.00  -01
2015JAN18 1200 MABO     WF        38.40      998877.00  -01
2015JAN18 1145 MABO     WF        38.20      998877.00  -01
2015JAN18 1300 MABO     BATVOLT   12.94      998877.00  -01
2015JAN18 1230 MABO     GH        2.50       998877.00  -01
2015JAN18 1215 MABO     GH        2.50       998877.00  -01
2015JAN18 1200 MABO     GH        2.50       998877.00  -01
2015JAN18 1145 MABO     GH        2.49       998877.00  -01
2015JAN18 1130 MABO     GH        2.49       998877.00  -01
2015JAN18 1115 MABO     GH        2.49       998877.00  -01
2015JAN18 1100 MABO     GH        2.49       998877.00  -01
2015JAN18 1045 MABO     GH        2.48       998877.00  -01
2015JAN18 1230 MABO     WF        39.00      998877.00  -01
2015JAN18 1215 MABO     WF        38.60      998877.00  -01
2015JAN18 1200 MABO     WF        38.40      998877.00  -01
2015JAN18 1145 MABO     WF        38.20      998877.00  -01
2015JAN18 1130 MABO     WF        37.80      998877.00  -01
2015JAN18 1115 MABO     WF        37.50      998877.00  -01
2015JAN18 1100 MABO     WF        37.10      998877.00  -01
2015JAN18 1045 MABO     WF        36.80      998877.00  -01
2015JAN18 1200 MABO     BATVOLT   12.94      998877.00  -01
2015JAN18 1130 MABO     GH        2.49       998877.00  -01
2015JAN18 1115 MABO     GH        2.49       998877.00  -01
2015JAN18 1100 MABO     GH        2.49       998877.00  -01
2015JAN18 1045 MABO     GH        2.48       998877.00  -01
2015JAN18 1030 MABO     GH        2.48       998877.00  -01
2015JAN18 1015 MABO     GH        2.48       998877.00  -01
2015JAN18 1000 MABO     GH        2.48       998877.00  -01
2015JAN18 0945 MABO     GH        2.48       998877.00  -01
2015JAN18 1130 MABO     WF        37.80      998877.00  -01
2015JAN18 1115 MABO     WF        37.50      998877.00  -01
2015JAN18 1100 MABO     WF        37.10      998877.00  -01
2015JAN18 1045 MABO     WF        36.80      998877.00  -01
2015JAN18 1030 MABO     WF        36.50      998877.00  -01
2015JAN18 1015 MABO     WF        36.40      998877.00  -01
2015JAN18 1000 MABO     WF        36.40      998877.00  -01
2015JAN18 0945 MABO     WF        36.20      998877.00  -01
2015JAN18 1100 MABO     BATVOLT   12.94      998877.00  -01
2015JAN18 1030 MABO     GH        2.48       998877.00  -01
2015JAN18 1015 MABO     GH        2.48       998877.00  -01
2015JAN18 1000 MABO     GH        2.48       998877.00  -01
2015JAN18 0945 MABO     GH        2.48       998877.00  -01
2015JAN18 0930 MABO     GH        2.48       998877.00  -01
2015JAN18 0915 MABO     GH        2.48       998877.00  -01
2015JAN18 0900 MABO     GH        2.48       998877.00  -01
2015JAN18 0845 MABO     GH        2.48       998877.00  -01
2015JAN18 1030 MABO     WF        36.50      998877.00  -01
2015JAN18 1015 MABO     WF        36.40      998877.00  -01
2015JAN18 1000 MABO     WF        36.40      998877.00  -01
2015JAN18 0945 MABO     WF        36.20      998877.00  -01
2015JAN18 0930 MABO     WF        36.20      998877.00  -01
2015JAN18 0915 MABO     WF        36.40      998877.00  -01
2015JAN18 0900 MABO     WF        36.30      998877.00  -01
2015JAN18 0845 MABO     WF        36.30      998877.00  -01
2015JAN18 1000 MABO     BATVOLT   12.24      998877.00  -01
2015JAN18 0930 MABO     GH        2.48       998877.00  -01
2015JAN18 0915 MABO     GH        2.48       998877.00  -01
2015JAN18 0900 MABO     GH        2.48       998877.00  -01
2015JAN18 0845 MABO     GH        2.48       998877.00  -01
2015JAN18 0830 MABO     GH        2.48       998877.00  -01
2015JAN18 0815 MABO     GH        2.47       998877.00  -01
2015JAN18 0800 MABO     GH        2.47       998877.00  -01
2015JAN18 0745 MABO     GH        2.47       998877.00  -01
2015JAN18 0930 MABO     WF        36.20      998877.00  -01
2015JAN18 0915 MABO     WF        36.40      998877.00  -01
2015JAN18 0900 MABO     WF        36.30      998877.00  -01
2015JAN18 0845 MABO     WF        36.30      998877.00  -01
2015JAN18 0830 MABO     WF        36.40      998877.00  -01
2015JAN18 0815 MABO     WF        36.40      998877.00  -01
2015JAN18 0800 MABO     WF        36.30      998877.00  -01
2015JAN18 0745 MABO     WF        36.30      998877.00  -01
2015JAN18 0900 MABO     BATVOLT   12.24      998877.00  -01
