1999/01/01 12:45:19,   5.056
1999/01/01 13:00:14,   5.061
1999/01/01 13:16:09,   5.063
1999/01/01 13:31:27,   5.062
1999/01/01 13:46:48,   5.060
1999/01/01 14:02:13,   5.057
1999/01/01 14:17:20,   5.057
1999/01/01 14:32:40,   5.059
1999/01/01 14:48:07,   5.058
1999/01/01 15:03:34,   5.058
1999/01/01 15:18:44,   5.057
1999/01/01 15:33:47,   5.055
1999/01/01 15:49:17,   5.049
1999/01/01 16:04:48,   5.043
1999/01/01 16:22:15,   5.037
1999/01/01 16:39:03,   5.036
1999/01/01 16:54:13,   5.035
1999/01/01 17:09:22,   5.038
1999/01/01 17:25:29,   5.043
1999/01/01 17:41:14,   5.046
1999/01/01 17:56:40,   5.046
1999/01/01 18:12:26,   5.045
1999/01/01 18:27:30,   5.042
1999/01/01 18:42:47,   5.038
1999/01/01 18:58:50,   5.037
1999/01/01 19:15:18,   5.037
1999/01/01 19:30:13,   5.039
1999/01/01 19:46:26,   5.037
1999/01/01 20:02:37,   5.033
1999/01/01 20:18:16,   5.031
1999/01/01 20:34:29,   5.026
1999/01/01 20:50:17,   5.024
1999/01/01 21:06:35,   5.025
1999/01/01 21:22:06,   5.022
1999/01/01 21:37:59,   5.018
1999/01/01 21:55:17,   5.016
1999/01/01 22:10:45,   5.015
1999/01/01 22:27:04,   5.015
1999/01/01 22:43:35,   5.014
1999/01/01 22:58:54,   5.013
1999/01/01 23:14:57,   5.012
1999/01/01 23:30:31,   5.012
1999/01/01 23:47:10,   5.011
1999/01/02 00:02:20,   5.007
1999/01/02 00:19:02,   5.001
1999/01/02 00:35:54,   4.998
1999/01/02 00:50:55,   4.997
1999/01/02 01:05:45,   5.000
1999/01/02 01:22:05,   5.004
1999/01/02 01:38:41,   5.004
1999/01/02 01:54:27,   5.003
1999/01/02 02:09:30,   5.001
1999/01/02 02:26:12,   4.999
1999/01/02 02:42:15,   4.998
1999/01/02 02:57:21,   4.995
1999/01/02 03:12:25,   4.993
1999/01/02 03:27:48,   4.994
1999/01/02 03:43:26,   4.996
1999/01/02 03:58:33,   4.996
1999/01/02 04:14:48,   4.994
1999/01/02 04:31:02,   4.989
1999/01/02 04:47:04,   4.984
1999/01/02 05:03:08,   4.983
1999/01/02 05:19:25,   4.984
1999/01/02 05:34:57,   4.985
1999/01/02 05:50:22,   4.985
1999/01/02 06:05:40,   4.984
1999/01/02 06:22:24,   4.982
1999/01/02 06:37:37,   4.979
1999/01/02 06:53:30,   4.979
1999/01/02 07:08:31,   4.981
1999/01/02 07:24:23,   4.985
1999/01/02 07:39:39,   4.985
1999/01/02 07:55:40,   4.985
1999/01/02 08:10:50,   4.984
1999/01/02 08:26:20,   4.982
1999/01/02 08:42:28,   4.979
1999/01/02 08:57:51,   4.977
1999/01/02 09:13:55,   4.975
1999/01/02 09:29:55,   4.976
1999/01/02 09:46:09,   4.978
1999/01/02 10:01:49,   4.983
1999/01/02 10:18:03,   4.985
1999/01/02 10:33:22,   4.984
1999/01/02 10:49:21,   4.981
1999/01/02 11:05:50,   4.977
1999/01/02 11:22:53,   4.974
1999/01/02 11:37:53,   4.973
1999/01/02 11:52:54,   4.972
1999/01/02 12:08:00,   4.972
1999/01/02 12:24:13,   4.971
1999/01/02 12:40:11,   4.969
1999/01/02 12:56:28,   4.966
1999/01/02 13:12:33,   4.964
1999/01/02 13:28:12,   4.962
1999/01/02 13:43:58,   4.961
1999/01/02 13:59:10,   4.959
1999/01/02 14:14:40,   4.957
1999/01/02 14:29:40,   4.956
1999/01/02 14:45:34,   4.956
1999/01/02 15:01:47,   4.955
1999/01/02 15:18:35,   4.954
1999/01/02 15:33:36,   4.953
1999/01/02 15:49:00,   4.953
1999/01/02 16:05:04,   4.956
1999/01/02 16:21:25,   4.959
1999/01/02 16:37:44,   4.959
1999/01/02 16:53:03,   4.958
1999/01/02 17:08:52,   4.955
1999/01/02 17:24:17,   4.951
1999/01/02 17:40:23,   4.946
1999/01/02 17:57:14,   4.940
1999/01/02 18:12:22,   4.936
1999/01/02 18:29:05,   4.934
1999/01/02 18:44:59,   4.932
1999/01/02 19:00:45,   4.931
1999/01/02 19:16:25,   4.933
1999/01/02 19:31:21,   4.937
1999/01/02 19:47:57,   4.938
1999/01/02 20:03:32,   4.938
1999/01/02 20:18:47,   4.938
1999/01/02 20:34:03,   4.938
1999/01/02 20:49:17,   4.939
1999/01/02 21:05:07,   4.940
1999/01/02 21:20:15,   4.940
1999/01/02 21:35:15,   4.939
1999/01/02 21:50:52,   4.938
