GOESDEC,ACTIVE, RTCNAME, S_OFV, S_ONV, S_NV, S_TTMODE, S_RTFV, S_OTC, S_TBV, S_DTFMT, S_DTSIZE, S_BID, S_BIDCNT, R_OFV, R_ONV, R_NV, R_TTMODE, R_RTFV, R_OTC, R_TBV, R_DTFMT, R_DTSIZE, R_BID, R_BIDCNT, EDITDATE, OWNER,                                                                                                                                                                                       
WESW    CH,1,,4,3,4,R,-5,0,-15,T,3,,0,0,0,32,I,0,0,0,,32,,0,12-MAR-2010 08:07:10.53,HYDROMET,                                                                                                                                                                                                                                                                                                                   
WHPW    SE,1,,0,0,32,R,0,0,0,,32,,0,0,0,32,I,0,0,0,,32,,0,13-NOV-1990 14:52:02.88,HYDROMET,                                                                                                                                                                                                                                                                                                                     
WONW    GH,1,,4,3,4,R,-2,0,-15,T,3,,0,0,0,32,I,0,0,0,,32,,0,11-MAR-2010 09:41:22.03,HYDROMET,                                                                                                                                                                                                                                                                                                                   
WOPW    CH,1,,0,0,32,R,0,0,0,,32,,0,0,0,32,I,0,0,0,,32,,0,21-MAR-2016 13:53:42.62,DCALL,                                                                                                                                                                                                                                                                                                                        
YAKREP  GP,1,,6,6,4,R,-7,0,-15,B,3,,0,0,0,32,I,0,0,0,,32,,0,14-MAY-2014 12:37:35.81,HYDROMET,                                                                                                                                                                                                                                                                                                                   
YAKTEST GH,1,,4,3,4,R,-14,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,18-JUN-2012 12:22:55.69,HYDROMET,                                                                                                                                                                                                                                                                                                                    
YAKTEST OB,0,,6,9,4,R,-14,0,-15,B,3,,0,0,0,32,I,0,0,0,,32,,0,18-JUN-2012 12:24:26.93,HYDROMET,                                                                                                                                                                                                                                                                                                                  
YAKTEST WF,0,,4,6,4,R,-2,0,-15,S,3,,0,0,0,0,I,0,0,0,,0,,0,02-NOV-2009 09:01:20.59,HYDROMET,                                                                                                                                                                                                                                                                                                                     
YGVW    GH,1,,4,6,4,R,-4,0,-15,T,3,,0,0,0,32,I,0,0,0,,32,,0,20-DEC-2016 12:17:12.30,DCALL,                                                                                                                                                                                                                                                                                                                      
YGVW    WF,1,,7,6,4,R,-4,0,-15,T,3,,0,0,0,32,I,0,0,0,,32,,0,05-MAR-2010 13:50:36.84,HYDROMET,                                                                                                                                                                                                                                                                                                                   
YRCW    GH,1,,4,3,4,R,-2,0,-15,T,3,,0,2,3,2,I,0,-1,-15,B,3,2,1,26-OCT-2011 10:42:23.78,HYDROMET,                                                                                                                                                                                                                                                                                                                
YRCW    GH2,0,,6,6,16,R,-7,0,-15,B,3,,0,2,3,2,I,0,-1,-15,B,3,2,1,23-JUN-2008 11:19:00.25,QKREUTER,                                                                                                                                                                                                                                                                                                              
YRPW    GH,1,,0,0,32,R,0,0,0,,32,,0,0,0,32,I,0,0,0,,32,,0,13-NOV-1990 14:52:23.66,HYDROMET,                                                                                                                                                                                                                                                                                                                     
YRPW    OB,1,,0,0,32,R,0,0,0,,32,,0,0,0,32,I,0,0,0,,32,,0,13-NOV-1990 14:52:23.66,HYDROMET,                                                                                                                                                                                                                                                                                                                     
YRPW    WF,1,,0,0,32,R,0,0,0,,32,,0,0,0,32,I,0,0,0,,32,,0,13-NOV-1990 14:52:23.66,HYDROMET,                                                                                                                                                                                                                                                                                                                     
YRTW    GH,1,,0,0,32,R,0,0,0,,32,,0,0,0,32,I,0,0,0,,32,,0,13-AUG-2007 12:44:10.74,CRINKER,                                                                                                                                                                                                                                                                                                                      
YRWW    GH,1,,4,6,4,R,-2,0,-15,T,3,,0,2,3,2,I,0,-1,-15,T,3,2,1,19-SEP-2011 11:50:10.11,HYDROMET,                                                                                                                                                                                                                                                                                                                
YRWW    WF,1,,7,6,4,R,-2,0,-15,T,3,,0,2,3,2,I,0,-1,-15,T,3,2,1,19-SEP-2011 11:50:04.37,HYDROMET,                                                                                                                                                                                                                                                                                                                
YUMW    GH,1,,7,6,4,R,-2,0,-15,T,3,,0,0,0,32,I,0,0,0,,32,,0,13-OCT-2010 13:34:45.29,HYDROMET,                                                                                                                                                                                                                                                                                                                   
YUMW    WF,1,,4,6,4,R,-2,0,-15,T,3,,0,0,0,32,I,0,0,0,,32,,0,13-OCT-2010 13:34:54.74,HYDROMET,                                                                                                                                                                                                                                                                                                                   
