Bureau of Reclamation Hydromet System
Rating Table Expansion
Station GCL - Grand Coulee Dam, WA
Parameter AF - Reservoir Storage - Acre-Feet
Table Description: October 1977 Table 
Units are: AF 
Dependent Variable: Forebay Elevation - Feet - Hourly Average
Interpolation Type: Storage from Linear Res Area 
Rating shift adjustments have NOT been applied to this table. 
Table Edit Date: 8-DEC-2006 15:17
Today's Date: 28-FEB-2013 15:46 


 BEGIN TABLE
 FT   ,AF   
 1259.50, 2919591
 1259.51, 2920273
 1259.52, 2920954
 1259.53, 2921636
 1259.54, 2922309
 1259.55, 2922991
 1259.56, 2923673
 1259.57, 2924354
 1259.58, 2925036
 1259.59, 2925718
 1259.60, 2926400
 1259.61, 2927082
 1259.62, 2927764
 1259.63, 2928446
 1259.64, 2929128
 1259.65, 2929810
 1259.66, 2930484
 1259.67, 2931166
 1259.68, 2931849
 1259.69, 2932531
 1259.70, 2933213
 1259.71, 2933896
 1259.72, 2934578
 1259.73, 2935261
 1259.74, 2935943
 1259.75, 2936626
 1259.76, 2937309
 1259.77, 2937991
 1259.78, 2938674
 1259.79, 2939348
 1259.80, 2940031
 1259.81, 2940714
 1259.82, 2941397
 1259.83, 2942080
 1259.84, 2942763
 1259.85, 2943446
 1259.86, 2944129
 1259.87, 2944812
 1259.88, 2945495
 1259.89, 2946178
 1259.90, 2946862
 1259.91, 2947537
 1259.92, 2948220
 1259.93, 2948903
 1259.94, 2949587
 1259.95, 2950270
 1259.96, 2950954
 1259.97, 2951637
 1259.98, 2952321
 1259.99, 2953004
 1260.00, 2953698
 1260.01, 2954382
 1260.02, 2955066
 1260.03, 2955749
 1260.04, 2956425
 1260.05, 2957109
 1260.06, 2957793
 1260.07, 2958477
 1260.08, 2959161
 1260.09, 2959845
 1260.10, 2960529
 1260.11, 2961213
 1260.12, 2961897
 1260.13, 2962581
 1260.14, 2963265
 1260.15, 2963949
 1260.16, 2964625
 1260.17, 2965310
 1260.18, 2965994
 1260.19, 2966678
 1260.20, 2967363
 1260.21, 2968047
 1260.22, 2968732
 1260.23, 2969416
 1260.24, 2970101
 1260.25, 2970786
 1260.26, 2971470
 1260.27, 2972155
 1260.28, 2972840
 1260.29, 2973516
 1260.30, 2974201
 1260.31, 2974886
 1260.32, 2975570
 1260.33, 2976255
 1260.34, 2976940
 1260.35, 2977625
 1260.36, 2978310
 1260.37, 2978995
 1260.38, 2979680
 1260.39, 2980365
 1260.40, 2981051
 1260.41, 2981727
 1260.42, 2982413
 1260.43, 2983098
 1260.44, 2983783
 1260.45, 2984468
 1260.46, 2985154
 1260.47, 2985839
 1260.48, 2986525
 1260.49, 2987210
 1260.50, 2987896
 1260.51, 2988581
 1260.52, 2989267
 1260.53, 2989952
 1260.54, 2990630
 1260.55, 2991315
 1260.56, 2992001
 1260.57, 2992687
 1260.58, 2993373
 1260.59, 2994058
 1260.60, 2994744
 1260.61, 2995430
 1260.62, 2996116
 1260.63, 2996802
 1260.64, 2997488
 1260.65, 2998174
 1260.66, 2998852
 1260.67, 2999538
 1260.68, 3000224
 1260.69, 3000911
 1260.70, 3001597
 1260.71, 3002283
 1260.72, 3002969
 1260.73, 3003656
 1260.74, 3004342
 1260.75, 3005029
 1260.76, 3005715
 1260.77, 3006401
 1260.78, 3007088
 1260.79, 3007766
 1260.80, 3008453
 1260.81, 3009139
 1260.82, 3009826
 1260.83, 3010513
 1260.84, 3011200
 1260.85, 3011886
 1260.86, 3012573
 1260.87, 3013260
 1260.88, 3013947
 1260.89, 3014634
 1260.90, 3015321
 1260.91, 3015999
 1260.92, 3016686
 1260.93, 3017374
 1260.94, 3018061
 1260.95, 3018748
 1260.96, 3019435
 1260.97, 3020122
 1260.98, 3020809
 1260.99, 3021497
 1261.00, 3022164
 1261.01, 3022851
 1261.02, 3023539
 1261.03, 3024226
 1261.04, 3024905
 1261.05, 3025593
 1261.06, 3026281
 1261.07, 3026968
 1261.08, 3027656
 1261.09, 3028343
 1261.10, 3029031
 1261.11, 3029719
 1261.12, 3030407
 1261.13, 3031094
 1261.14, 3031782
 1261.15, 3032470
 1261.16, 3033150
 1261.17, 3033838
 1261.18, 3034526
 1261.19, 3035214
 1261.20, 3035902
 1261.21, 3036590
 1261.22, 3037278
 1261.23, 3037966
 1261.24, 3038654
 1261.25, 3039343
 1261.26, 3040031
 1261.27, 3040719
 1261.28, 3041407
 1261.29, 3042087
 1261.30, 3042776
 1261.31, 3043464
 1261.32, 3044153
 1261.33, 3044841
 1261.34, 3045530
 1261.35, 3046219
 1261.36, 3046907
 1261.37, 3047596
 1261.38, 3048285
 1261.39, 3048973
 1261.40, 3049662
 1261.41, 3050343
 1261.42, 3051032
 1261.43, 3051720
 1261.44, 3052409
 1261.45, 3053098
 1261.46, 3053787
 1261.47, 3054476
 1261.48, 3055165
 1261.49, 3055855
 1261.50, 3056544
 1261.51, 3057233
 1261.52, 3057922
 1261.53, 3058611
 1261.54, 3059292
 1261.55, 3059982
 1261.56, 3060671
 1261.57, 3061360
 1261.58, 3062050
 1261.59, 3062739
 1261.60, 3063429
 1261.61, 3064119
 1261.62, 3064808
 1261.63, 3065498
 1261.64, 3066187
 1261.65, 3066877
 1261.66, 3067558
 1261.67, 3068248
 1261.68, 3068938
 1261.69, 3069628
 1261.70, 3070318
 1261.71, 3071008
 1261.72, 3071698
 1261.73, 3072388
 1261.74, 3073078
 1261.75, 3073768
 1261.76, 3074458
 1261.77, 3075148
 1261.78, 3075838
 1261.79, 3076520
 1261.80, 3077210
 1261.81, 3077901
 1261.82, 3078591
 1261.83, 3079281
 1261.84, 3079972
 1261.85, 3080662
 1261.86, 3081353
 1261.87, 3082043
 1261.88, 3082734
 1261.89, 3083424
 1261.90, 3084115
 1261.91, 3084797
 1261.92, 3085488
 1261.93, 3086178
 1261.94, 3086869
 1261.95, 3087560
 1261.96, 3088251
 1261.97, 3088942
 1261.98, 3089633
 1261.99, 3090324
 1262.00, 3090994
 1262.01, 3091685
 1262.02, 3092376
 1262.03, 3093067
 1262.04, 3093750
 1262.05, 3094441
 1262.06, 3095132
 1262.07, 3095824
 1262.08, 3096515
 1262.09, 3097206
 1262.10, 3097898
 1262.11, 3098589
 1262.12, 3099280
 1262.13, 3099972
 1262.14, 3100663
 1262.15, 3101355
 1262.16, 3102038
 1262.17, 3102730
 1262.18, 3103421
 1262.19, 3104113
 1262.20, 3104805
 1262.21, 3105496
 1262.22, 3106188
 1262.23, 3106880
 1262.24, 3107572
 1262.25, 3108264
 1262.26, 3108956
 1262.27, 3109648
 1262.28, 3110340
 1262.29, 3111023
 1262.30, 3111715
 1262.31, 3112408
 1262.32, 3113100
 1262.33, 3113792
 1262.34, 3114484
 1262.35, 3115176
 1262.36, 3115869
 1262.37, 3116561
 1262.38, 3117253
 1262.39, 3117946
 1262.40, 3118638
 1262.41, 3119322
 1262.42, 3120015
 1262.43, 3120707
 1262.44, 3121400
 1262.45, 3122093
 1262.46, 3122785
 1262.47, 3123478
 1262.48, 3124171
 1262.49, 3124864
 1262.50, 3125556
 1262.51, 3126249
 1262.52, 3126942
 1262.53, 3127635
 1262.54, 3128320
 1262.55, 3129013
 1262.56, 3129706
 1262.57, 3130399
 1262.58, 3131092
 1262.59, 3131785
 1262.60, 3132478
 1262.61, 3133171
 1262.62, 3133865
 1262.63, 3134558
 1262.64, 3135251
 1262.65, 3135945
 1262.66, 3136630
 1262.67, 3137323
 1262.68, 3138016
 1262.69, 3138710
 1262.70, 3139404
 1262.71, 3140097
 1262.72, 3140791
 1262.73, 3141484
 1262.74, 3142178
 1262.75, 3142872
 1262.76, 3143566
 1262.77, 3144259
 1262.78, 3144953
 1262.79, 3145639
 1262.80, 3146333
 1262.81, 3147027
 1262.82, 3147721
 1262.83, 3148415
 1262.84, 3149109
 1262.85, 3149803
 1262.86, 3150497
 1262.87, 3151191
 1262.88, 3151885
 1262.89, 3152579
 1262.90, 3153274
 1262.91, 3153960
 1262.92, 3154654
 1262.93, 3155348
 1262.94, 3156043
 1262.95, 3156737
 1262.96, 3157432
 1262.97, 3158126
 1262.98, 3158821
 1262.99, 3159515
 1263.00, 3160190
 1263.01, 3160885
 1263.02, 3161580
 1263.03, 3162274
 1263.04, 3162961
 1263.05, 3163655
 1263.06, 3164350
 1263.07, 3165045
 1263.08, 3165740
 1263.09, 3166435
 1263.10, 3167130
 1263.11, 3167825
 1263.12, 3168520
 1263.13, 3169215
 1263.14, 3169911
 1263.15, 3170606
 1263.16, 3171293
 1263.17, 3171988
 1263.18, 3172683
 1263.19, 3173378
 1263.20, 3174074
 1263.21, 3174769
 1263.22, 3175465
 1263.23, 3176160
 1263.24, 3176856
 1263.25, 3177551
 1263.26, 3178247
 1263.27, 3178943
 1263.28, 3179638
 1263.29, 3180325
 1263.30, 3181021
 1263.31, 3181717
 1263.32, 3182413
 1263.33, 3183109
 1263.34, 3183805
 1263.35, 3184501
 1263.36, 3185197
 1263.37, 3185893
 1263.38, 3186589
 1263.39, 3187285
 1263.40, 3187981
 1263.41, 3188668
 1263.42, 3189365
 1263.43, 3190061
 1263.44, 3190757
 1263.45, 3191453
 1263.46, 3192150
 1263.47, 3192846
 1263.48, 3193543
 1263.49, 3194239
 1263.50, 3194936
 1263.51, 3195632
 1263.52, 3196329
 1263.53, 3197025
 1263.54, 3197713
 1263.55, 3198410
 1263.56, 3199107
 1263.57, 3199803
 1263.58, 3200500
 1263.59, 3201197
 1263.60, 3201894
 1263.61, 3202591
 1263.62, 3203288
 1263.63, 3203985
 1263.64, 3204682
 1263.65, 3205379
 1263.66, 3206067
 1263.67, 3206764
 1263.68, 3207462
 1263.69, 3208159
 1263.70, 3208856
 1263.71, 3209553
 1263.72, 3210250
 1263.73, 3210948
 1263.74, 3211645
 1263.75, 3212343
 1263.76, 3213040
 1263.77, 3213738
 1263.78, 3214435
 1263.79, 3215124
 1263.80, 3215822
 1263.81, 3216519
 1263.82, 3217217
 1263.83, 3217915
 1263.84, 3218612
 1263.85, 3219310
 1263.86, 3220008
 1263.87, 3220706
 1263.88, 3221404
 1263.89, 3222102
 1263.90, 3222800
 1263.91, 3223489
 1263.92, 3224187
 1263.93, 3224885
 1263.94, 3225583
 1263.95, 3226281
 1263.96, 3226980
 1263.97, 3227678
 1263.98, 3228376
 1263.99, 3229074
 1264.00, 3229752
 1264.01, 3230450
 1264.02, 3231149
 1264.03, 3231847
 1264.04, 3232537
 1264.05, 3233236
 1264.06, 3233934
 1264.07, 3234633
 1264.08, 3235332
 1264.09, 3236030
 1264.10, 3236729
 1264.11, 3237428
 1264.12, 3238126
 1264.13, 3238825
 1264.14, 3239524
 1264.15, 3240223
 1264.16, 3240913
 1264.17, 3241612
 1264.18, 3242311
 1264.19, 3243010
 1264.20, 3243709
 1264.21, 3244408
 1264.22, 3245108
 1264.23, 3245807
 1264.24, 3246506
 1264.25, 3247205
 1264.26, 3247904
 1264.27, 3248604
 1264.28, 3249303
 1264.29, 3249994
 1264.30, 3250693
 1264.31, 3251393
 1264.32, 3252092
 1264.33, 3252792
 1264.34, 3253491
 1264.35, 3254191
 1264.36, 3254891
 1264.37, 3255590
 1264.38, 3256290
 1264.39, 3256990
 1264.40, 3257690
 1264.41, 3258381
 1264.42, 3259081
 1264.43, 3259781
 1264.44, 3260481
 1264.45, 3261181
 1264.46, 3261881
 1264.47, 3262581
 1264.48, 3263281
 1264.49, 3263981
 1264.50, 3264681
 1264.51, 3265381
 1264.52, 3266082
 1264.53, 3266782
 1264.54, 3267474
 1264.55, 3268174
 1264.56, 3268874
 1264.57, 3269575
 1264.58, 3270275
 1264.59, 3270976
 1264.60, 3271676
 1264.61, 3272377
 1264.62, 3273077
 1264.63, 3273778
 1264.64, 3274479
 1264.65, 3275179
 1264.66, 3275872
 1264.67, 3276572
 1264.68, 3277273
 1264.69, 3277974
 1264.70, 3278675
 1264.71, 3279376
 1264.72, 3280077
 1264.73, 3280778
 1264.74, 3281479
 1264.75, 3282180
 1264.76, 3282881
 1264.77, 3283582
 1264.78, 3284284
 1264.79, 3284976
 1264.80, 3285678
 1264.81, 3286379
 1264.82, 3287080
 1264.83, 3287782
 1264.84, 3288483
 1264.85, 3289184
 1264.86, 3289886
 1264.87, 3290587
 1264.88, 3291289
 1264.89, 3291991
 1264.90, 3292692
 1264.91, 3293385
 1264.92, 3294087
 1264.93, 3294789
 1264.94, 3295491
 1264.95, 3296192
 1264.96, 3296894
 1264.97, 3297596
 1264.98, 3298298
 1264.99, 3299000
 1265.00, 3299682
 1265.01, 3300384
 1265.02, 3301086
 1265.03, 3301788
 1265.04, 3302482
 1265.05, 3303184
 1265.06, 3303886
 1265.07, 3304589
 1265.08, 3305291
 1265.09, 3305993
 1265.10, 3306696
 1265.11, 3307398
 1265.12, 3308101
 1265.13, 3308803
 1265.14, 3309506
 1265.15, 3310208
 1265.16, 3310902
 1265.17, 3311605
 1265.18, 3312307
 1265.19, 3313010
 1265.20, 3313713
 1265.21, 3314416
 1265.22, 3315118
 1265.23, 3315821
 1265.24, 3316524
 1265.25, 3317227
 1265.26, 3317930
 1265.27, 3318633
 1265.28, 3319336
 1265.29, 3320031
 1265.30, 3320734
 1265.31, 3321437
 1265.32, 3322140
 1265.33, 3322843
 1265.34, 3323547
 1265.35, 3324250
 1265.36, 3324953
 1265.37, 3325657
 1265.38, 3326360
 1265.39, 3327063
 1265.40, 3327767
 1265.41, 3328462
 1265.42, 3329165
 1265.43, 3329869
 1265.44, 3330573
 1265.45, 3331276
 1265.46, 3331980
 1265.47, 3332684
 1265.48, 3333388
 1265.49, 3334091
 1265.50, 3334795
 1265.51, 3335499
 1265.52, 3336203
 1265.53, 3336907
 1265.54, 3337602
 1265.55, 3338306
 1265.56, 3339011
 1265.57, 3339715
 1265.58, 3340419
 1265.59, 3341123
 1265.60, 3341827
 1265.61, 3342531
 1265.62, 3343236
 1265.63, 3343940
 1265.64, 3344644
 1265.65, 3345349
 1265.66, 3346045
 1265.67, 3346749
 1265.68, 3347454
 1265.69, 3348158
 1265.70, 3348863
 1265.71, 3349568
 1265.72, 3350272
 1265.73, 3350977
 1265.74, 3351682
 1265.75, 3352386
 1265.76, 3353091
 1265.77, 3353796
 1265.78, 3354501
 1265.79, 3355197
 1265.80, 3355902
 1265.81, 3356607
 1265.82, 3357312
 1265.83, 3358017
 1265.84, 3358722
 1265.85, 3359428
 1265.86, 3360133
 1265.87, 3360838
 1265.88, 3361543
 1265.89, 3362249
 1265.90, 3362954
 1265.91, 3363651
 1265.92, 3364356
 1265.93, 3365062
 1265.94, 3365767
 1265.95, 3366472
 1265.96, 3367178
 1265.97, 3367884
 1265.98, 3368589
 1265.99, 3369295
 1266.00, 3369980
 1266.01, 3370686
 1266.02, 3371392
 1266.03, 3372097
 1266.04, 3372795
 1266.05, 3373501
 1266.06, 3374206
 1266.07, 3374912
 1266.08, 3375618
 1266.09, 3376324
 1266.10, 3377031
 1266.11, 3377737
 1266.12, 3378443
 1266.13, 3379149
 1266.14, 3379855
 1266.15, 3380561
 1266.16, 3381259
 1266.17, 3381965
 1266.18, 3382672
 1266.19, 3383378
 1266.20, 3384085
 1266.21, 3384791
 1266.22, 3385498
 1266.23, 3386204
 1266.24, 3386911
 1266.25, 3387617
 1266.26, 3388324
 1266.27, 3389031
 1266.28, 3389738
 1266.29, 3390436
 1266.30, 3391143
 1266.31, 3391849
 1266.32, 3392556
 1266.33, 3393263
 1266.34, 3393970
 1266.35, 3394677
 1266.36, 3395384
 1266.37, 3396091
 1266.38, 3396798
 1266.39, 3397505
 1266.40, 3398213
 1266.41, 3398911
 1266.42, 3399618
 1266.43, 3400326
 1266.44, 3401033
 1266.45, 3401740
 1266.46, 3402448
 1266.47, 3403155
 1266.48, 3403863
 1266.49, 3404570
 1266.50, 3405278
 1266.51, 3405985
 1266.52, 3406693
 1266.53, 3407401
 1266.54, 3408100
 1266.55, 3408808
 1266.56, 3409515
 1266.57, 3410223
 1266.58, 3410931
 1266.59, 3411639
 1266.60, 3412347
 1266.61, 3413055
 1266.62, 3413763
 1266.63, 3414471
 1266.64, 3415179
 1266.65, 3415887
 1266.66, 3416586
 1266.67, 3417295
 1266.68, 3418003
 1266.69, 3418711
 1266.70, 3419419
 1266.71, 3420128
 1266.72, 3420836
 1266.73, 3421545
 1266.74, 3422253
 1266.75, 3422961
 1266.76, 3423670
 1266.77, 3424379
 1266.78, 3425087
 1266.79, 3425787
 1266.80, 3426496
 1266.81, 3427204
 1266.82, 3427913
 1266.83, 3428622
 1266.84, 3429331
 1266.85, 3430040
 1266.86, 3430748
 1266.87, 3431457
 1266.88, 3432166
 1266.89, 3432875
 1266.90, 3433584
 1266.91, 3434285
 1266.92, 3434994
 1266.93, 3435703
 1266.94, 3436412
 1266.95, 3437121
 1266.96, 3437831
 1266.97, 3438540
 1266.98, 3439249
 1266.99, 3439959
 1267.00, 3440647
 1267.01, 3441357
 1267.02, 3442066
 1267.03, 3442776
 1267.04, 3443476
 1267.05, 3444186
 1267.06, 3444896
 1267.07, 3445605
 1267.08, 3446315
 1267.09, 3447025
 1267.10, 3447735
 1267.11, 3448444
 1267.12, 3449154
 1267.13, 3449864
 1267.14, 3450574
 1267.15, 3451284
 1267.16, 3451985
 1267.17, 3452695
 1267.18, 3453405
 1267.19, 3454116
 1267.20, 3454826
 1267.21, 3455536
 1267.22, 3456246
 1267.23, 3456956
 1267.24, 3457667
 1267.25, 3458377
 1267.26, 3459087
 1267.27, 3459798
 1267.28, 3460508
 1267.29, 3461210
 1267.30, 3461921
 1267.31, 3462631
 1267.32, 3463342
 1267.33, 3464052
 1267.34, 3464763
 1267.35, 3465474
 1267.36, 3466184
 1267.37, 3466895
 1267.38, 3467606
 1267.39, 3468317
 1267.40, 3469028
 1267.41, 3469730
 1267.42, 3470441
 1267.43, 3471152
 1267.44, 3471863
 1267.45, 3472574
 1267.46, 3473285
 1267.47, 3473996
 1267.48, 3474708
 1267.49, 3475419
 1267.50, 3476130
 1267.51, 3476841
 1267.52, 3477553
 1267.53, 3478264
 1267.54, 3478967
 1267.55, 3479678
 1267.56, 3480390
 1267.57, 3481101
 1267.58, 3481813
 1267.59, 3482524
 1267.60, 3483236
 1267.61, 3483948
 1267.62, 3484659
 1267.63, 3485371
 1267.64, 3486083
 1267.65, 3486795
 1267.66, 3487498
 1267.67, 3488210
 1267.68, 3488922
 1267.69, 3489634
 1267.70, 3490346
 1267.71, 3491058
 1267.72, 3491770
 1267.73, 3492482
 1267.74, 3493194
 1267.75, 3493906
 1267.76, 3494618
 1267.77, 3495331
 1267.78, 3496043
 1267.79, 3496747
 1267.80, 3497459
 1267.81, 3498171
 1267.82, 3498884
 1267.83, 3499596
 1267.84, 3500309
 1267.85, 3501021
 1267.86, 3501734
 1267.87, 3502447
 1267.88, 3503159
 1267.89, 3503872
 1267.90, 3504585
 1267.91, 3505289
 1267.92, 3506002
 1267.93, 3506715
 1267.94, 3507427
 1267.95, 3508140
 1267.96, 3508853
 1267.97, 3509566
 1267.98, 3510279
 1267.99, 3510993
 1268.00, 3511685
 1268.01, 3512398
 1268.02, 3513111
 1268.03, 3513825
 1268.04, 3514529
 1268.05, 3515243
 1268.06, 3515956
 1268.07, 3516669
 1268.08, 3517383
 1268.09, 3518096
 1268.10, 3518810
 1268.11, 3519523
 1268.12, 3520237
 1268.13, 3520950
 1268.14, 3521664
 1268.15, 3522378
 1268.16, 3523083
 1268.17, 3523796
 1268.18, 3524510
 1268.19, 3525224
 1268.20, 3525938
 1268.21, 3526652
 1268.22, 3527366
 1268.23, 3528080
 1268.24, 3528794
 1268.25, 3529508
 1268.26, 3530222
 1268.27, 3530936
 1268.28, 3531650
 1268.29, 3532356
 1268.30, 3533070
 1268.31, 3533784
 1268.32, 3534498
 1268.33, 3535213
 1268.34, 3535927
 1268.35, 3536642
 1268.36, 3537356
 1268.37, 3538071
 1268.38, 3538785
 1268.39, 3539500
 1268.40, 3540214
 1268.41, 3540920
 1268.42, 3541635
 1268.43, 3542350
 1268.44, 3543064
 1268.45, 3543779
 1268.46, 3544494
 1268.47, 3545209
 1268.48, 3545924
 1268.49, 3546639
 1268.50, 3547354
 1268.51, 3548069
 1268.52, 3548784
 1268.53, 3549499
 1268.54, 3550205
 1268.55, 3550920
 1268.56, 3551636
 1268.57, 3552351
 1268.58, 3553066
 1268.59, 3553781
 1268.60, 3554497
 1268.61, 3555212
 1268.62, 3555928
 1268.63, 3556643
 1268.64, 3557359
 1268.65, 3558074
 1268.66, 3558781
 1268.67, 3559497
 1268.68, 3560212
 1268.69, 3560928
 1268.70, 3561644
 1268.71, 3562359
 1268.72, 3563075
 1268.73, 3563791
 1268.74, 3564507
 1268.75, 3565223
 1268.76, 3565939
 1268.77, 3566655
 1268.78, 3567371
 1268.79, 3568078
 1268.80, 3568794
 1268.81, 3569510
 1268.82, 3570226
 1268.83, 3570943
 1268.84, 3571659
 1268.85, 3572375
 1268.86, 3573091
 1268.87, 3573808
 1268.88, 3574524
 1268.89, 3575241
 1268.90, 3575957
 1268.91, 3576665
 1268.92, 3577381
 1268.93, 3578098
 1268.94, 3578815
 1268.95, 3579531
 1268.96, 3580248
 1268.97, 3580965
 1268.98, 3581681
 1268.99, 3582398
 1269.00, 3583094
 1269.01, 3583811
 1269.02, 3584528
 1269.03, 3585245
 1269.04, 3585953
 1269.05, 3586670
 1269.06, 3587387
 1269.07, 3588104
 1269.08, 3588821
 1269.09, 3589539
 1269.10, 3590256
 1269.11, 3590973
 1269.12, 3591690
 1269.13, 3592408
 1269.14, 3593125
 1269.15, 3593842
 1269.16, 3594551
 1269.17, 3595269
 1269.18, 3595986
 1269.19, 3596704
 1269.20, 3597421
 1269.21, 3598139
 1269.22, 3598857
 1269.23, 3599574
 1269.24, 3600292
 1269.25, 3601010
 1269.26, 3601728
 1269.27, 3602445
 1269.28, 3603163
 1269.29, 3603872
 1269.30, 3604590
 1269.31, 3605308
 1269.32, 3606026
 1269.33, 3606745
 1269.34, 3607463
 1269.35, 3608181
 1269.36, 3608899
 1269.37, 3609617
 1269.38, 3610335
 1269.39, 3611054
 1269.40, 3611772
 1269.41, 3612482
 1269.42, 3613200
 1269.43, 3613919
 1269.44, 3614637
 1269.45, 3615356
 1269.46, 3616074
 1269.47, 3616793
 1269.48, 3617511
 1269.49, 3618230
 1269.50, 3618949
 1269.51, 3619667
 1269.52, 3620386
 1269.53, 3621105
 1269.54, 3621815
 1269.55, 3622534
 1269.56, 3623253
 1269.57, 3623972
 1269.58, 3624691
 1269.59, 3625410
 1269.60, 3626129
 1269.61, 3626848
 1269.62, 3627567
 1269.63, 3628287
 1269.64, 3629006
 1269.65, 3629725
 1269.66, 3630436
 1269.67, 3631155
 1269.68, 3631874
 1269.69, 3632594
 1269.70, 3633313
 1269.71, 3634033
 1269.72, 3634752
 1269.73, 3635472
 1269.74, 3636191
 1269.75, 3636911
 1269.76, 3637631
 1269.77, 3638350
 1269.78, 3639070
 1269.79, 3639781
 1269.80, 3640501
 1269.81, 3641221
 1269.82, 3641941
 1269.83, 3642661
 1269.84, 3643381
 1269.85, 3644101
 1269.86, 3644821
 1269.87, 3645541
 1269.88, 3646261
 1269.89, 3646981
 1269.90, 3647701
 1269.91, 3648413
 1269.92, 3649133
 1269.93, 3649853
 1269.94, 3650574
 1269.95, 3651294
 1269.96, 3652015
 1269.97, 3652735
 1269.98, 3653456
 1269.99, 3654176
 1270.00, 3654875
 1270.01, 3655596
 1270.02, 3656316
 1270.03, 3657037
 1270.04, 3657749
 1270.05, 3658470
 1270.06, 3659191
 1270.07, 3659911
 1270.08, 3660632
 1270.09, 3661353
 1270.10, 3662074
 1270.11, 3662795
 1270.12, 3663516
 1270.13, 3664237
 1270.14, 3664958
 1270.15, 3665680
 1270.16, 3666392
 1270.17, 3667113
 1270.18, 3667835
 1270.19, 3668556
 1270.20, 3669277
 1270.21, 3669999
 1270.22, 3670720
 1270.23, 3671442
 1270.24, 3672163
 1270.25, 3672885
 1270.26, 3673606
 1270.27, 3674328
 1270.28, 3675049
 1270.29, 3675762
 1270.30, 3676484
 1270.31, 3677206
 1270.32, 3677928
 1270.33, 3678650
 1270.34, 3679372
 1270.35, 3680093
 1270.36, 3680815
 1270.37, 3681537
 1270.38, 3682260
 1270.39, 3682982
 1270.40, 3683704
 1270.41, 3684417
 1270.42, 3685139
 1270.43, 3685862
 1270.44, 3686584
 1270.45, 3687306
 1270.46, 3688029
 1270.47, 3688751
 1270.48, 3689473
 1270.49, 3690196
 1270.50, 3690919
 1270.51, 3691641
 1270.52, 3692364
 1270.53, 3693086
 1270.54, 3693800
 1270.55, 3694523
 1270.56, 3695246
 1270.57, 3695968
 1270.58, 3696691
 1270.59, 3697414
 1270.60, 3698137
 1270.61, 3698860
 1270.62, 3699583
 1270.63, 3700306
 1270.64, 3701029
 1270.65, 3701752
 1270.66, 3702467
 1270.67, 3703190
 1270.68, 3703913
 1270.69, 3704636
 1270.70, 3705360
 1270.71, 3706083
 1270.72, 3706806
 1270.73, 3707530
 1270.74, 3708253
 1270.75, 3708977
 1270.76, 3709700
 1270.77, 3710424
 1270.78, 3711148
 1270.79, 3711862
 1270.80, 3712586
 1270.81, 3713310
 1270.82, 3714034
 1270.83, 3714757
 1270.84, 3715481
 1270.85, 3716205
 1270.86, 3716929
 1270.87, 3717653
 1270.88, 3718377
 1270.89, 3719101
 1270.90, 3719825
 1270.91, 3720541
 1270.92, 3721265
 1270.93, 3721989
 1270.94, 3722713
 1270.95, 3723438
 1270.96, 3724162
 1270.97, 3724886
 1270.98, 3725611
 1270.99, 3726335
 1271.00, 3727059
 1271.01, 3727784
 1271.02, 3728508
 1271.03, 3729233
 1271.04, 3729949
 1271.05, 3730673
 1271.06, 3731398
 1271.07, 3732123
 1271.08, 3732848
 1271.09, 3733572
 1271.10, 3734297
 1271.11, 3735022
 1271.12, 3735747
 1271.13, 3736472
 1271.14, 3737197
 1271.15, 3737922
 1271.16, 3738639
 1271.17, 3739364
 1271.18, 3740089
 1271.19, 3740814
 1271.20, 3741539
 1271.21, 3742265
 1271.22, 3742990
 1271.23, 3743715
 1271.24, 3744441
 1271.25, 3745166
 1271.26, 3745892
 1271.27, 3746617
 1271.28, 3747343
 1271.29, 3748060
 1271.30, 3748785
 1271.31, 3749511
 1271.32, 3750237
 1271.33, 3750963
 1271.34, 3751689
 1271.35, 3752414
 1271.36, 3753140
 1271.37, 3753866
 1271.38, 3754592
 1271.39, 3755318
 1271.40, 3756044
 1271.41, 3756761
 1271.42, 3757488
 1271.43, 3758214
 1271.44, 3758940
 1271.45, 3759666
 1271.46, 3760393
 1271.47, 3761119
 1271.48, 3761845
 1271.49, 3762572
 1271.50, 3763298
 1271.51, 3764025
 1271.52, 3764751
 1271.53, 3765478
 1271.54, 3766195
 1271.55, 3766922
 1271.56, 3767649
 1271.57, 3768376
 1271.58, 3769102
 1271.59, 3769829
 1271.60, 3770556
 1271.61, 3771283
 1271.62, 3772010
 1271.63, 3772737
 1271.64, 3773464
 1271.65, 3774191
 1271.66, 3774909
 1271.67, 3775636
 1271.68, 3776363
 1271.69, 3777090
 1271.70, 3777818
 1271.71, 3778545
 1271.72, 3779272
 1271.73, 3780000
 1271.74, 3780727
 1271.75, 3781454
 1271.76, 3782182
 1271.77, 3782909
 1271.78, 3783637
 1271.79, 3784356
 1271.80, 3785083
 1271.81, 3785811
 1271.82, 3786539
 1271.83, 3787266
 1271.84, 3787994
 1271.85, 3788722
 1271.86, 3789450
 1271.87, 3790178
 1271.88, 3790906
 1271.89, 3791634
 1271.90, 3792362
 1271.91, 3793081
 1271.92, 3793809
 1271.93, 3794537
 1271.94, 3795265
 1271.95, 3795993
 1271.96, 3796722
 1271.97, 3797450
 1271.98, 3798178
 1271.99, 3798907
 1272.00, 3799636
 1272.01, 3800365
