id,seriesid,name,value
1261,517,t1,1/1/2010
1262,517,t2,5/8/2017
1263,517,count,2685
1264,518,t1,1/1/2010
1265,518,t2,5/8/2017
1266,518,count,2685
1267,519,t1,1/1/2010
1268,519,t2,5/8/2017
1269,519,count,2685
1270,520,t1,1/1/2010
1271,520,t2,5/8/2017
1272,520,count,2685
1276,522,t1,1/1/2010
1277,522,t2,5/8/2017
1278,522,count,2685
1279,523,t1,1/1/2010
1280,523,t2,5/8/2017
1281,523,count,2685
1282,524,t1,1/1/2010
1283,524,t2,5/8/2017
1284,524,count,2685
1285,525,t1,1/1/2010
1286,525,t2,5/8/2017
1287,525,count,2685
1288,526,t1,1/1/2010
1289,526,t2,5/8/2017
1290,526,count,2685
1291,527,t1,1/1/2010
1292,527,t2,5/8/2017
1293,527,count,2685
1294,528,t1,1/1/2010
1295,528,t2,5/8/2017
1296,528,count,2685
1297,529,t1,1/1/2010
1298,529,t2,5/8/2017
1299,529,count,2685
1300,530,t1,1/1/2010
1301,530,t2,5/8/2017
1302,530,count,2685
1303,531,t1,1/1/2010
1304,531,t2,5/8/2017
1305,531,count,2685
1306,532,t1,1/1/2010
1307,532,t2,5/8/2017
1308,532,count,2685
1309,533,t1,1/1/2010
1310,533,t2,5/8/2017
1311,533,count,2685
1312,534,t1,1/1/2010
1313,534,t2,5/8/2017
1314,534,count,2685
1315,535,t1,1/1/2010
1316,535,t2,5/8/2017
1317,535,count,2685
1318,536,t1,1/1/2010
1319,536,t2,5/8/2017
1320,536,count,2685
1321,537,t1,1/1/2010
1322,537,t2,5/8/2017
1323,537,count,2685
1336,542,t1,1/1/2010
1337,542,t2,5/8/2017
1338,542,count,2685
1339,543,t1,1/1/2010
1340,543,t2,5/8/2017
1341,543,count,2685
1342,544,t1,1/1/2010
1343,544,t2,5/8/2017
1344,544,count,2685
1345,545,t1,1/1/2010
1346,545,t2,5/8/2017
1347,545,count,2685
1348,546,t1,1/1/2010
1349,546,t2,5/8/2017
1350,546,count,2685
1351,547,t1,1/1/2010
1352,547,t2,5/8/2017
1353,547,count,2685
1354,548,t1,1/1/2010
1355,548,t2,5/8/2017
1356,548,count,2685
1357,549,t1,1/1/2010
1358,549,t2,5/8/2017
1359,549,count,2685
1360,550,t1,1/1/2010
1361,550,t2,5/8/2017
1362,550,count,2685
1363,551,t1,1/1/2010
1364,551,t2,5/8/2017
1365,551,count,2685
1366,552,t1,1/1/2010
1367,552,t2,5/8/2017
1368,552,count,2685
1369,553,t1,1/1/2010
1370,553,t2,5/8/2017
1371,553,count,2685
1372,554,t1,1/1/2010
1373,554,t2,5/8/2017
1374,554,count,2685
1375,555,t1,1/1/2010
1376,555,t2,5/8/2017
1377,555,count,2685
1378,556,t1,1/1/2010
1379,556,t2,5/8/2017
1380,556,count,2685
1381,557,t1,1/1/2010
1382,557,t2,5/8/2017
1383,557,count,2685
1384,558,t1,1/1/2010
1385,558,t2,5/8/2017
1386,558,count,2685
1387,559,t1,1/1/2010
1388,559,t2,5/8/2017
1389,559,count,2685
1390,560,t1,1/1/2010
1391,560,t2,5/8/2017
1392,560,count,2685
1393,561,t1,1/1/2010
1394,561,t2,5/8/2017
1395,561,count,2685
1396,562,t1,1/1/2010
1397,562,t2,5/8/2017
1398,562,count,2685
1399,563,t1,1/1/2010
1400,563,t2,5/8/2017
1401,563,count,2685
1402,564,t1,1/1/2010
1403,564,t2,5/8/2017
1404,564,count,2685
1405,565,t1,1/1/2010
1406,565,t2,5/8/2017
1407,565,count,2685
1408,566,t1,1/1/2010
1409,566,t2,5/8/2017
1410,566,count,2685
1411,567,t1,1/1/2010
1412,567,t2,5/8/2017
1413,567,count,2685
1414,568,t1,1/1/2010
1415,568,t2,5/8/2017
1416,568,count,2685
1417,569,t1,1/1/2010
1418,569,t2,5/8/2017
1419,569,count,2685
1420,570,t1,1/1/2010
1421,570,t2,5/8/2017
1422,570,count,2685
1423,571,t1,1/1/2010
1424,571,t2,5/8/2017
1425,571,count,2685
1426,572,t1,1/1/2010
1427,572,t2,5/8/2017
1428,572,count,2685
1429,573,t1,1/1/2010
1430,573,t2,5/8/2017
1431,573,count,2685
1432,574,t1,1/1/2010
1433,574,t2,5/8/2017
1434,574,count,2685
1435,575,t1,1/1/2010
1436,575,t2,5/8/2017
1437,575,count,2685
1438,576,t1,1/1/2010
1439,576,t2,5/8/2017
1440,576,count,2685
1441,577,t1,1/1/2010
1442,577,t2,5/8/2017
1443,577,count,2685
1444,578,t1,1/1/2010
1445,578,t2,5/8/2017
1446,578,count,2685
1453,581,t1,1/1/2010
1454,581,t2,5/8/2017
1455,581,count,2685
1456,582,t1,1/1/2010
1457,582,t2,5/8/2017
1458,582,count,2685
1459,583,t1,1/1/2010
1460,583,t2,5/8/2017
1461,583,count,2685
1462,584,t1,1/1/2010
1463,584,t2,5/8/2017
1464,584,count,2685
1465,585,t1,1/1/2010
1466,585,t2,5/8/2017
1467,585,count,2685
1468,586,t1,1/1/2010
1469,586,t2,5/8/2017
1470,586,count,2685
1471,587,t1,1/1/2010
1472,587,t2,5/8/2017
1473,587,count,2685
1474,588,t1,1/1/2010
1475,588,t2,5/8/2017
1476,588,count,2685
1477,589,t1,1/1/2010
1478,589,t2,5/8/2017
1479,589,count,2685
1480,590,t1,1/1/2010
1481,590,t2,5/8/2017
1482,590,count,2685
1483,591,t1,1/1/2010
1484,591,t2,5/8/2017
1485,591,count,2685
1486,592,t1,1/1/2010
1487,592,t2,5/8/2017
1488,592,count,2685
1489,593,t1,1/1/2010
1490,593,t2,5/8/2017
1491,593,count,2685
1492,594,t1,1/1/2010
1493,594,t2,5/8/2017
1494,594,count,2685
1495,595,t1,1/1/2010
1496,595,t2,5/8/2017
1497,595,count,2685
1498,596,t1,1/1/2010
1499,596,t2,5/8/2017
1500,596,count,2685
1501,597,t1,1/1/2010
1502,597,t2,5/8/2017
1503,597,count,2685
1504,598,t1,1/1/2010
1505,598,t2,5/8/2017
1506,598,count,2685
1507,599,t1,1/1/2010
1508,599,t2,5/8/2017
1509,599,count,2685
1510,600,t1,1/1/2010
1511,600,t2,5/8/2017
1512,600,count,2685
1513,601,t1,1/1/2010
1514,601,t2,5/8/2017
1515,601,count,2685
1516,602,t1,1/1/2010
1517,602,t2,5/8/2017
1518,602,count,2685
1519,603,t1,1/1/2010
1520,603,t2,5/8/2017
1521,603,count,2685
1522,604,t1,1/1/2010
1523,604,t2,5/8/2017
1524,604,count,2685
1525,605,t1,1/1/2010
1526,605,t2,5/8/2017
1527,605,count,2685
1528,606,t1,1/1/2010
1529,606,t2,5/8/2017
1530,606,count,2685
1531,607,t1,1/1/2010
1532,607,t2,5/8/2017
1533,607,count,2685
1540,610,t1,1/1/2010
1541,610,t2,5/8/2017
1542,610,count,2685
1543,611,t1,1/1/2010
1544,611,t2,5/8/2017
1545,611,count,2685
1546,612,t1,1/1/2010
1547,612,t2,5/8/2017
1548,612,count,2685
1549,613,t1,1/1/2010
1550,613,t2,5/8/2017
1551,613,count,2685
1552,614,t1,1/1/2010
1553,614,t2,5/8/2017
1554,614,count,2685
1555,615,t1,1/1/2010
1556,615,t2,5/8/2017
1557,615,count,2685
1558,616,t1,1/1/2010
1559,616,t2,5/8/2017
1560,616,count,2685
1561,617,t1,1/1/2010
1562,617,t2,5/8/2017
1563,617,count,2685
1564,618,t1,1/1/2010
1565,618,t2,5/8/2017
1566,618,count,2685
1567,619,t1,1/1/2010
1568,619,t2,5/8/2017
1569,619,count,2685
1570,620,t1,1/1/2010
1571,620,t2,5/8/2017
1572,620,count,2685
1573,621,t1,1/1/2010
1574,621,t2,5/8/2017
1575,621,count,2685
1576,622,t1,1/1/2010
1577,622,t2,5/8/2017
1578,622,count,2685
1579,623,t1,1/1/2010
1580,623,t2,5/8/2017
1581,623,count,2685
1582,624,t1,1/1/2010
1583,624,t2,5/8/2017
1584,624,count,2685
1585,625,t1,1/1/2010
1586,625,t2,5/8/2017
1587,625,count,2685
1588,626,t1,1/1/2010
1589,626,t2,5/8/2017
1590,626,count,2685
1591,627,t1,1/1/2010
1592,627,t2,5/8/2017
1593,627,count,2685
1594,628,t1,1/1/2010
1595,628,t2,5/8/2017
1596,628,count,2685
1597,629,t1,1/1/2010
1598,629,t2,5/8/2017
1599,629,count,2685
1600,630,t1,1/1/2010
1601,630,t2,5/8/2017
1602,630,count,2685
1603,631,t1,1/1/2010
1604,631,t2,5/8/2017
1605,631,count,2685
1606,632,t1,1/1/2010
1607,632,t2,5/8/2017
1608,632,count,2685
1609,633,t1,1/1/2010
1610,633,t2,5/8/2017
1611,633,count,2685
1612,634,t1,1/1/2010
1613,634,t2,5/8/2017
1614,634,count,2685
1615,635,t1,1/1/2010
1616,635,t2,5/8/2017
1617,635,count,2685
1618,636,t1,1/1/2010
1619,636,t2,5/8/2017
1620,636,count,2685
1621,637,t1,1/1/2010
1622,637,t2,5/8/2017
1623,637,count,2685
1624,638,t1,1/1/2010
1625,638,t2,5/8/2017
1626,638,count,2685
1627,639,t1,1/1/2010
1628,639,t2,5/8/2017
1629,639,count,2685
1630,640,t1,1/1/2010
1631,640,t2,5/8/2017
1632,640,count,2685
1633,641,t1,1/1/2010
1634,641,t2,5/8/2017
1635,641,count,2685
1636,642,t1,1/1/2010
1637,642,t2,5/8/2017
1638,642,count,2685
1639,643,t1,1/1/2010
1640,643,t2,5/8/2017
1641,643,count,2685
1642,644,t1,1/1/2010
1643,644,t2,5/8/2017
1644,644,count,2685
1645,645,t1,1/1/2010
1646,645,t2,5/8/2017
1647,645,count,2685
1648,646,t1,1/1/2010
1649,646,t2,5/8/2017
1650,646,count,2685
1651,647,t1,1/1/2010
1652,647,t2,5/8/2017
1653,647,count,2685
1654,648,t1,1/1/2010
1655,648,t2,5/8/2017
1656,648,count,2685
1657,649,t1,1/1/2010
1658,649,t2,5/8/2017
1659,649,count,2685
1660,650,t1,1/1/2010
1661,650,t2,5/8/2017
1662,650,count,2685
1663,651,t1,1/1/2010
1664,651,t2,5/8/2017
1665,651,count,2685
1666,652,t1,1/1/2010
1667,652,t2,5/8/2017
1668,652,count,2685
1669,653,t1,1/1/2010
1670,653,t2,5/8/2017
1671,653,count,2685
1672,654,t1,1/1/2010
1673,654,t2,5/8/2017
1674,654,count,2685
1675,655,t1,1/1/2010
1676,655,t2,5/8/2017
1677,655,count,2685
1678,656,t1,1/1/2010
1679,656,t2,5/8/2017
1680,656,count,2685
1681,657,t1,1/1/2010
1682,657,t2,5/8/2017
1683,657,count,2685
1684,658,t1,1/1/2010
1685,658,t2,5/8/2017
1686,658,count,2685
1687,659,t1,1/1/2010
1688,659,t2,5/8/2017
1689,659,count,2685
1690,660,t1,1/1/2010
1691,660,t2,5/8/2017
1692,660,count,2685
1693,661,t1,1/1/2010
1694,661,t2,5/8/2017
1695,661,count,2685
1696,662,t1,1/1/2010
1697,662,t2,5/8/2017
1698,662,count,2685
1699,663,t1,1/1/2010
1700,663,t2,5/8/2017
1701,663,count,2685
1702,664,t1,1/1/2010
1703,664,t2,5/8/2017
1704,664,count,2685
1705,665,t1,1/1/2010
1706,665,t2,5/8/2017
1707,665,count,2685
1708,666,t1,1/1/2010
1709,666,t2,5/8/2017
1710,666,count,2685
1711,667,t1,1/1/2010
1712,667,t2,5/8/2017
1713,667,count,2685
1714,668,t1,1/1/2010
1715,668,t2,5/8/2017
1716,668,count,2685
1720,670,t1,1/1/2010
1721,670,t2,5/8/2017
1722,670,count,2685
1723,671,t1,1/1/2010
1724,671,t2,5/8/2017
1725,671,count,2685
1732,674,t1,1/1/2010
1733,674,t2,5/8/2017
1734,674,count,2685
1735,675,t1,1/1/2010
1736,675,t2,5/8/2017
1737,675,count,2685
1738,676,t1,1/1/2010
1739,676,t2,5/8/2017
1740,676,count,2685
1741,677,t1,1/1/2010
1742,677,t2,5/8/2017
1743,677,count,2685
1744,678,t1,1/1/2010
1745,678,t2,5/8/2017
1746,678,count,2685
1747,679,t1,1/1/2010
1748,679,t2,5/8/2017
1749,679,count,2685
1750,680,t1,1/1/2010
1751,680,t2,5/8/2017
1752,680,count,2685
1753,681,t1,1/1/2010
1754,681,t2,5/8/2017
1755,681,count,2685
1756,682,t1,1/1/2010
1757,682,t2,5/8/2017
1758,682,count,2685
1759,683,t1,1/1/2010
1760,683,t2,5/8/2017
1761,683,count,2685
1762,684,t1,1/1/2010
1763,684,t2,5/8/2017
1764,684,count,2685
1765,685,t1,1/1/2010
1766,685,t2,5/8/2017
1767,685,count,2685
1768,686,t1,1/1/2010
1769,686,t2,5/8/2017
1770,686,count,2685
1771,687,t1,1/1/2010
1772,687,t2,5/8/2017
1773,687,count,2685
1774,688,t1,1/1/2010
1775,688,t2,5/8/2017
1776,688,count,2685
1777,689,t1,1/1/2010
1778,689,t2,5/8/2017
1779,689,count,2685
1780,690,t1,1/1/2010
1781,690,t2,5/8/2017
1782,690,count,2685
1783,691,t1,1/1/2010
1784,691,t2,5/8/2017
1785,691,count,2685
1786,692,t1,1/1/2010
1787,692,t2,5/8/2017
1788,692,count,2685
1792,694,t1,1/1/2010
1793,694,t2,5/8/2017
1794,694,count,2685
1795,695,t1,1/1/2010
1796,695,t2,5/8/2017
1797,695,count,2685
1798,696,t1,1/1/2010
1799,696,t2,5/8/2017
1800,696,count,2685
1801,697,t1,1/1/2010
1802,697,t2,5/8/2017
1803,697,count,2685
1804,698,t1,1/1/2010
1805,698,t2,5/8/2017
1806,698,count,2685
1807,699,t1,1/1/2010
1808,699,t2,5/8/2017
1809,699,count,2685
1810,700,t1,1/1/2010
1811,700,t2,5/8/2017
1812,700,count,2685
1813,701,t1,1/1/2010
1814,701,t2,5/8/2017
1815,701,count,2685
1816,702,t1,1/1/2010
1817,702,t2,5/8/2017
1818,702,count,2685
1819,703,t1,1/1/2010
1820,703,t2,5/8/2017
1821,703,count,2685
1822,704,t1,1/1/2010
1823,704,t2,5/8/2017
1824,704,count,2685
1825,705,t1,1/1/2010
1826,705,t2,5/8/2017
1827,705,count,2685
1828,706,t1,1/1/2010
1829,706,t2,5/8/2017
1830,706,count,2685
1831,707,t1,1/1/2010
1832,707,t2,5/8/2017
1833,707,count,2685
1834,708,t1,1/1/2010
1835,708,t2,5/8/2017
1836,708,count,2685
1837,709,t1,1/1/2010
1838,709,t2,5/8/2017
1839,709,count,2685
1840,710,t1,1/1/2010
1841,710,t2,5/8/2017
1842,710,count,2685
1843,711,t1,1/1/2010
1844,711,t2,5/8/2017
1845,711,count,2685
1846,712,t1,1/1/2010
1847,712,t2,5/8/2017
1848,712,count,2685
1849,713,t1,1/1/2010
1850,713,t2,5/8/2017
1851,713,count,2685
1852,714,t1,1/1/2010
1853,714,t2,5/8/2017
1854,714,count,2685
1855,715,t1,1/1/2010
1856,715,t2,5/8/2017
1857,715,count,2685
1858,716,t1,1/1/2010
1859,716,t2,5/8/2017
1860,716,count,2685
1861,717,t1,1/1/2010
1862,717,t2,5/8/2017
1863,717,count,2685
1864,718,t1,1/1/2010
1865,718,t2,5/8/2017
1866,718,count,2685
1867,719,t1,1/1/2010
1868,719,t2,5/8/2017
1869,719,count,2685
1870,720,t1,1/1/2010
1871,720,t2,5/8/2017
1872,720,count,2685
1873,721,t1,1/1/2010
1874,721,t2,5/8/2017
1875,721,count,2685
1876,722,t1,1/1/2010
1877,722,t2,5/8/2017
1878,722,count,2685
1879,723,t1,1/1/2010
1880,723,t2,5/8/2017
1881,723,count,2685
1882,724,t1,1/1/2010
1883,724,t2,5/8/2017
1884,724,count,2685
1885,725,t1,1/1/2010
1886,725,t2,5/8/2017
1887,725,count,2685
1888,726,t1,1/1/2010
1889,726,t2,5/8/2017
1890,726,count,2685
1891,727,t1,1/1/2010
1892,727,t2,5/8/2017
1893,727,count,2685
1894,728,t1,1/1/2010
1895,728,t2,5/8/2017
1896,728,count,2685
1897,729,t1,1/1/2010
1898,729,t2,5/8/2017
1899,729,count,2685
1900,730,t1,1/1/2010
1901,730,t2,5/8/2017
1902,730,count,2685
1903,731,t1,1/1/2010
1904,731,t2,5/8/2017
1905,731,count,2685
1906,732,t1,1/1/2010
1907,732,t2,5/8/2017
1908,732,count,2685
1909,733,t1,1/1/2010
1910,733,t2,5/8/2017
1911,733,count,2685
1912,734,t1,1/1/2010
1913,734,t2,5/8/2017
1914,734,count,2685
1915,735,t1,1/1/2010
1916,735,t2,5/8/2017
1917,735,count,2685
1918,736,t1,1/1/2010
1919,736,t2,5/8/2017
1920,736,count,2685
1921,737,t1,1/1/2010
1922,737,t2,5/8/2017
1923,737,count,2685
1924,738,t1,1/1/2010
1925,738,t2,5/8/2017
1926,738,count,2685
1927,739,t1,1/1/2010
1928,739,t2,5/8/2017
1929,739,count,2685
1930,740,t1,1/1/2010
1931,740,t2,5/8/2017
1932,740,count,2685
1933,741,t1,1/1/2010
1934,741,t2,5/8/2017
1935,741,count,2685
1936,742,t1,1/1/2010
1937,742,t2,5/8/2017
1938,742,count,2685
1939,743,t1,1/1/2010
1940,743,t2,5/8/2017
1941,743,count,2685
1942,744,t1,1/1/2010
1943,744,t2,5/8/2017
1944,744,count,2685
1945,745,t1,1/1/2010
1946,745,t2,5/8/2017
1947,745,count,2685
1951,747,t1,1/1/2010
1952,747,t2,5/8/2017
1953,747,count,2685
1954,748,t1,1/1/2010
1955,748,t2,5/8/2017
1956,748,count,2685
1957,749,t1,1/1/2010
1958,749,t2,5/8/2017
1959,749,count,2685
1960,750,t1,1/1/2010
1961,750,t2,5/8/2017
1962,750,count,2685
1963,751,t1,1/1/2010
1964,751,t2,5/8/2017
1965,751,count,2685
1966,752,t1,1/1/2010
1967,752,t2,5/8/2017
1968,752,count,2685
1969,753,t1,1/1/2010
1970,753,t2,5/8/2017
1971,753,count,2685
1972,754,t1,1/1/2010
1973,754,t2,5/8/2017
1974,754,count,2685
1975,755,t1,1/1/2010
1976,755,t2,5/8/2017
1977,755,count,2685
1981,757,t1,1/1/2010
1982,757,t2,5/8/2017
1983,757,count,2685
1984,758,t1,1/1/2010
1985,758,t2,5/8/2017
1986,758,count,2685
1987,759,t1,1/1/2010
1988,759,t2,5/8/2017
1989,759,count,2685
1990,760,t1,1/1/2010
1991,760,t2,5/8/2017
1992,760,count,2685
1993,761,t1,1/1/2010
1994,761,t2,5/8/2017
1995,761,count,2685
1996,762,t1,1/1/2010
1997,762,t2,5/8/2017
1998,762,count,2685
1999,763,t1,1/1/2010
2000,763,t2,5/8/2017
2001,763,count,2685
2002,764,t1,1/1/2010
2003,764,t2,5/8/2017
2004,764,count,2685
2005,765,t1,1/1/2010
2006,765,t2,5/8/2017
2007,765,count,2685
2008,766,t1,1/1/2010
2009,766,t2,5/8/2017
2010,766,count,2685
2011,767,t1,1/1/2010
2012,767,t2,5/8/2017
2013,767,count,2685
2014,768,t1,1/1/2010
2015,768,t2,5/8/2017
2016,768,count,2685
2017,769,t1,1/1/2010
2018,769,t2,5/8/2017
2019,769,count,2685
2020,770,t1,1/1/2010
2021,770,t2,5/8/2017
2022,770,count,2685
2023,771,t1,1/1/2010
2024,771,t2,5/8/2017
2025,771,count,2685
2026,772,t1,1/1/2010
2027,772,t2,5/8/2017
2028,772,count,2685
2029,773,t1,1/1/2010
2030,773,t2,5/8/2017
2031,773,count,2685
2032,774,t1,1/1/2010
2033,774,t2,5/8/2017
2034,774,count,2685
2035,775,t1,1/1/2010
2036,775,t2,5/8/2017
2037,775,count,2685
2038,776,t1,1/1/2010
2039,776,t2,5/8/2017
2040,776,count,2685
2041,777,t1,1/1/2010
2042,777,t2,5/8/2017
2043,777,count,2685
2044,778,t1,1/1/2010
2045,778,t2,5/8/2017
2046,778,count,2685
2047,779,t1,1/1/2010
2048,779,t2,5/8/2017
2049,779,count,2685
2050,780,t1,1/1/2010
2051,780,t2,5/8/2017
2052,780,count,2685
2056,782,t1,1/1/2010
2057,782,t2,5/8/2017
2058,782,count,2685
2059,783,t1,1/1/2010
2060,783,t2,5/8/2017
2061,783,count,2685
2065,785,t1,1/1/2010
2066,785,t2,5/8/2017
2067,785,count,2685
2068,786,t1,1/1/2010
2069,786,t2,5/8/2017
2070,786,count,2685
2071,787,t1,1/1/2010
2072,787,t2,5/8/2017
2073,787,count,2685
2074,788,t1,1/1/2010
2075,788,t2,5/8/2017
2076,788,count,2685
2077,789,t1,1/1/2010
2078,789,t2,5/8/2017
2079,789,count,2685
2080,790,t1,1/1/2010
2081,790,t2,5/8/2017
2082,790,count,2685
2083,791,t1,1/1/2010
2084,791,t2,5/8/2017
2085,791,count,2685
2086,792,t1,1/1/2010
2087,792,t2,5/8/2017
2088,792,count,2685
2089,793,t1,1/1/2010
2090,793,t2,5/8/2017
2091,793,count,2685
2092,794,t1,1/1/2010
2093,794,t2,5/8/2017
2094,794,count,2685
2095,795,t1,1/1/2010
2096,795,t2,5/8/2017
2097,795,count,2685
2098,796,t1,1/1/2010
2099,796,t2,5/8/2017
2100,796,count,2685
2101,797,t1,1/1/2010
2102,797,t2,5/8/2017
2103,797,count,2685
2104,798,t1,1/1/2010
2105,798,t2,5/8/2017
2106,798,count,2685
2107,799,t1,1/1/2010
2108,799,t2,5/8/2017
2109,799,count,2685
2110,800,t1,1/1/2010
2111,800,t2,5/8/2017
2112,800,count,2685
2113,801,t1,1/1/2010
2114,801,t2,5/8/2017
2115,801,count,2685
2116,802,t1,1/1/2010
2117,802,t2,5/8/2017
2118,802,count,2685
2119,803,t1,1/1/2010
2120,803,t2,5/8/2017
2121,803,count,2685
2125,805,t1,1/1/2010
2126,805,t2,5/8/2017
2127,805,count,2685
2128,806,t1,1/1/2010
2129,806,t2,5/8/2017
2130,806,count,2685
2131,807,t1,1/1/2010
2132,807,t2,5/8/2017
2133,807,count,2685
2134,808,t1,1/1/2010
2135,808,t2,5/8/2017
2136,808,count,2685
2137,809,t1,1/1/2010
2138,809,t2,5/8/2017
2139,809,count,2685
2140,810,t1,1/1/2010
2141,810,t2,5/8/2017
2142,810,count,2685
2143,811,t1,1/1/2010
2144,811,t2,5/8/2017
2145,811,count,2685
2146,812,t1,1/1/2010
2147,812,t2,5/8/2017
2148,812,count,2685
2149,813,t1,1/1/2010
2150,813,t2,5/8/2017
2151,813,count,2685
2152,814,t1,1/1/2010
2153,814,t2,5/8/2017
2154,814,count,2685
2155,815,t1,1/1/2010
2156,815,t2,5/8/2017
2157,815,count,2685
2158,816,t1,1/1/2010
2159,816,t2,5/8/2017
2160,816,count,2685
2161,817,t1,1/1/2010
2162,817,t2,5/8/2017
2163,817,count,2685
2164,818,t1,1/1/2010
2165,818,t2,5/8/2017
2166,818,count,2685
2167,819,t1,1/1/2010
2168,819,t2,5/8/2017
2169,819,count,2685
2173,821,t1,1/1/2010
2174,821,t2,5/8/2017
2175,821,count,2685
2176,822,t1,1/1/2010
2177,822,t2,5/8/2017
2178,822,count,2685
2179,823,t1,1/1/2010
2180,823,t2,5/8/2017
2181,823,count,2685
2182,824,t1,1/1/2010
2183,824,t2,5/8/2017
2184,824,count,2685
2185,825,t1,1/1/2010
2186,825,t2,5/8/2017
2187,825,count,2685
2191,827,t1,1/1/2010
2192,827,t2,5/8/2017
2193,827,count,2685
2194,828,t1,1/1/2010
2195,828,t2,5/8/2017
2196,828,count,2685
2197,829,t1,1/1/2010
2198,829,t2,5/8/2017
2199,829,count,2685
2200,830,t1,1/1/2010
2201,830,t2,5/8/2017
2202,830,count,2685
2203,831,t1,1/1/2010
2204,831,t2,5/8/2017
2205,831,count,2685
2206,832,t1,1/1/2010
2207,832,t2,5/8/2017
2208,832,count,2685
2209,833,t1,1/1/2010
2210,833,t2,5/8/2017
2211,833,count,2685
2212,834,t1,1/1/2010
2213,834,t2,5/8/2017
2214,834,count,2685
2215,835,t1,1/1/2010
2216,835,t2,5/8/2017
2217,835,count,2685
2218,836,t1,1/1/2010
2219,836,t2,5/8/2017
2220,836,count,2685
2221,837,t1,1/1/2010
2222,837,t2,5/8/2017
2223,837,count,2685
2224,838,t1,1/1/2010
2225,838,t2,5/8/2017
2226,838,count,2685
2227,839,t1,1/1/2010
2228,839,t2,5/8/2017
2229,839,count,2685
2230,840,t1,1/1/2010
2231,840,t2,5/8/2017
2232,840,count,2685
2233,841,t1,1/1/2010
2234,841,t2,5/8/2017
2235,841,count,2685
2236,842,t1,1/1/2010
2237,842,t2,5/8/2017
2238,842,count,2685
2239,843,t1,1/1/2010
2240,843,t2,5/8/2017
2241,843,count,2685
2242,844,t1,1/1/2010
2243,844,t2,5/8/2017
2244,844,count,2685
2245,845,t1,1/1/2010
2246,845,t2,5/8/2017
2247,845,count,2685
2248,846,t1,1/1/2010
2249,846,t2,5/8/2017
2250,846,count,2685
2251,847,t1,1/1/2010
2252,847,t2,5/8/2017
2253,847,count,2685
2254,848,t1,1/1/2010
2255,848,t2,5/8/2017
2256,848,count,2685
2257,849,t1,1/1/2010
2258,849,t2,5/8/2017
2259,849,count,2685
2260,850,t1,1/1/2010
2261,850,t2,5/8/2017
2262,850,count,2685
2263,851,t1,1/1/2010
2264,851,t2,5/8/2017
2265,851,count,2685
2266,852,t1,1/1/2010
2267,852,t2,5/8/2017
2268,852,count,2685
2269,853,t1,1/1/2010
2270,853,t2,5/8/2017
2271,853,count,2685
2281,858,t1,1/1/2010
2282,858,t2,5/8/2017
2283,858,count,2685
2284,859,t1,1/1/2010
2285,859,t2,5/8/2017
2286,859,count,2685
2287,860,t1,1/1/2010
2288,860,t2,5/8/2017
2289,860,count,2685
2290,861,t1,1/1/2010
2291,861,t2,5/8/2017
2292,861,count,2685
2293,862,t1,1/1/2010
2294,862,t2,5/8/2017
2295,862,count,2685
2296,863,t1,1/1/2010
2297,863,t2,5/8/2017
2298,863,count,2685
2299,864,t1,1/1/2010
2300,864,t2,5/8/2017
2301,864,count,2685
2302,865,t1,1/1/2010
2303,865,t2,5/8/2017
2304,865,count,2685
2305,866,t1,1/1/2010
2306,866,t2,5/8/2017
2307,866,count,2685
2308,867,t1,1/1/2010
2309,867,t2,5/8/2017
2310,867,count,2685
2311,868,t1,1/1/2010
2312,868,t2,5/8/2017
2313,868,count,2685
2314,869,t1,1/1/2010
2315,869,t2,5/8/2017
2316,869,count,2685
2317,870,t1,1/1/2010
2318,870,t2,5/8/2017
2319,870,count,2685
2320,871,t1,1/1/2010
2321,871,t2,5/8/2017
2322,871,count,2685
2323,872,t1,1/1/2010
2324,872,t2,5/8/2017
2325,872,count,2685
2326,873,t1,1/1/2010
2327,873,t2,5/8/2017
2328,873,count,2685
2329,874,t1,1/1/2010
2330,874,t2,5/8/2017
2331,874,count,2685
2332,875,t1,1/1/2010
2333,875,t2,5/8/2017
2334,875,count,2685
2335,876,t1,1/1/2010
2336,876,t2,5/8/2017
2337,876,count,2685
2338,877,t1,1/1/2010
2339,877,t2,5/8/2017
2340,877,count,2685
2341,878,t1,1/1/2010
2342,878,t2,5/8/2017
2343,878,count,2685
2344,879,t1,1/1/2010
2345,879,t2,5/8/2017
2346,879,count,2685
2347,880,t1,1/1/2010
2348,880,t2,5/8/2017
2349,880,count,2685
2350,881,t1,1/1/2010
2351,881,t2,5/8/2017
2352,881,count,2685
2353,882,t1,1/1/2010
2354,882,t2,5/8/2017
2355,882,count,2685
2356,883,t1,1/1/2010
2357,883,t2,5/8/2017
2358,883,count,2685
2362,885,t1,1/1/2010
2363,885,t2,5/8/2017
2364,885,count,2685
2365,886,t1,1/1/2010
2366,886,t2,5/8/2017
2367,886,count,2685
2371,888,t1,1/1/2010
2372,888,t2,5/8/2017
2373,888,count,2685
2374,889,t1,1/1/2010
2375,889,t2,5/8/2017
2376,889,count,2685
2377,890,t1,1/1/2010
2378,890,t2,5/8/2017
2379,890,count,2685
2380,891,t1,1/1/2010
2381,891,t2,5/8/2017
2382,891,count,2685
2383,892,t1,1/1/2010
