id,seriesid,name,value
3485,1259,t2,5/8/2017
3486,1259,count,2685
3487,1260,t1,1/1/2010
3488,1260,t2,5/8/2017
3489,1260,count,2685
3490,1261,t1,1/1/2010
3491,1261,t2,5/8/2017
3492,1261,count,2685
3493,1262,t1,1/1/2010
3494,1262,t2,5/8/2017
3495,1262,count,2685
3496,1263,t1,1/1/2010
3497,1263,t2,5/8/2017
3498,1263,count,2685
3499,1264,t1,1/1/2010
3500,1264,t2,5/8/2017
3501,1264,count,2685
3502,1265,t1,1/1/2010
3503,1265,t2,5/8/2017
3504,1265,count,2685
3505,1266,t1,1/1/2010
3506,1266,t2,5/8/2017
3507,1266,count,2685
3508,1267,t1,1/1/2010
3509,1267,t2,5/8/2017
3510,1267,count,2685
3511,1268,t1,1/1/2010
3512,1268,t2,5/8/2017
3513,1268,count,2685
3514,1269,t1,1/1/2010
3515,1269,t2,5/8/2017
3516,1269,count,2685
3517,1270,t1,1/1/2010
3518,1270,t2,5/8/2017
3519,1270,count,2685
3520,1271,t1,1/1/2010
3521,1271,t2,5/8/2017
3522,1271,count,2685
3523,1272,t1,1/1/2010
3524,1272,t2,5/8/2017
3525,1272,count,2685
3526,1273,t1,1/1/2010
3527,1273,t2,5/8/2017
3528,1273,count,2685
3529,1274,t1,1/1/2010
3530,1274,t2,5/8/2017
3531,1274,count,2685
3532,1275,t1,1/1/2010
3533,1275,t2,5/8/2017
3534,1275,count,2685
3535,1276,t1,1/1/2010
3536,1276,t2,5/8/2017
3537,1276,count,2685
3538,1277,t1,1/1/2010
3539,1277,t2,5/8/2017
3540,1277,count,2685
3541,1278,t1,1/1/2010
3542,1278,t2,5/8/2017
3543,1278,count,2685
3544,1279,t1,1/1/2010
3545,1279,t2,5/8/2017
3546,1279,count,2685
3547,1280,t1,1/1/2010
3548,1280,t2,5/8/2017
3549,1280,count,2685
3550,1281,t1,1/1/2010
3551,1281,t2,5/8/2017
3552,1281,count,2685
3553,1282,t1,1/1/2010
3554,1282,t2,5/8/2017
3555,1282,count,2685
3559,1284,t1,1/1/2010
3560,1284,t2,5/8/2017
3561,1284,count,2685
3562,1285,t1,1/1/2010
3563,1285,t2,5/8/2017
3564,1285,count,2685
3571,1288,t1,1/1/2010
3572,1288,t2,5/8/2017
3573,1288,count,2685
3574,1289,t1,1/1/2010
3575,1289,t2,5/8/2017
3576,1289,count,2685
3580,1291,t1,1/1/2010
3581,1291,t2,5/8/2017
3582,1291,count,2685
3583,1292,t1,1/1/2010
3584,1292,t2,5/8/2017
3585,1292,count,2685
3586,1293,t1,1/1/2010
3587,1293,t2,5/8/2017
3588,1293,count,2685
3592,1295,t1,1/1/2010
3593,1295,t2,5/8/2017
3594,1295,count,2685
3595,1296,t1,1/1/2010
3596,1296,t2,5/8/2017
3597,1296,count,2685
3598,1297,t1,1/1/2010
3599,1297,t2,5/8/2017
3600,1297,count,2685
3601,1298,t1,1/1/2010
3602,1298,t2,5/8/2017
3603,1298,count,2685
3604,1299,t1,1/1/2010
3605,1299,t2,5/8/2017
3606,1299,count,2685
3607,1300,t1,1/1/2010
3608,1300,t2,5/8/2017
3609,1300,count,2685
3610,1301,t1,1/1/2010
3611,1301,t2,5/8/2017
3612,1301,count,2685
3613,1302,t1,1/1/2010
3614,1302,t2,5/8/2017
3615,1302,count,2685
3616,1303,t1,1/1/2010
3617,1303,t2,5/8/2017
3618,1303,count,2685
3619,1304,t1,1/1/2010
3620,1304,t2,5/8/2017
3621,1304,count,2685
3622,1305,t1,1/1/2010
3623,1305,t2,5/8/2017
3624,1305,count,2685
3625,1306,t1,1/1/2010
3626,1306,t2,5/8/2017
3627,1306,count,2685
3628,1307,t1,1/1/2010
3629,1307,t2,5/8/2017
3630,1307,count,2685
3631,1308,t1,1/1/2010
3632,1308,t2,5/8/2017
3633,1308,count,2685
3634,1309,t1,1/1/2010
3635,1309,t2,5/8/2017
3636,1309,count,2685
3637,1310,t1,1/1/2010
3638,1310,t2,5/8/2017
3639,1310,count,2685
3640,1311,t1,1/1/2010
3641,1311,t2,5/8/2017
3642,1311,count,2685
3643,1312,t1,1/1/2010
3644,1312,t2,5/8/2017
3645,1312,count,2685
3646,1313,t1,1/1/2010
3647,1313,t2,5/8/2017
3648,1313,count,2685
3649,1314,t1,1/1/2010
3650,1314,t2,5/8/2017
3651,1314,count,2685
3652,1315,t1,1/1/2010
3653,1315,t2,5/8/2017
3654,1315,count,2685
3655,1316,t1,1/1/2010
3656,1316,t2,5/8/2017
3657,1316,count,2685
3658,1317,t1,1/1/2010
3659,1317,t2,5/8/2017
3660,1317,count,2685
3661,1318,t1,1/1/2010
3662,1318,t2,5/8/2017
3663,1318,count,2685
3667,1320,t1,1/1/2010
3668,1320,t2,5/8/2017
3669,1320,count,2685
3670,1321,t1,1/1/2010
3671,1321,t2,5/8/2017
3672,1321,count,2685
3673,1322,t1,1/1/2010
3674,1322,t2,5/8/2017
3675,1322,count,2685
3676,1323,t1,1/1/2010
3677,1323,t2,5/8/2017
3678,1323,count,2685
3679,1324,t1,1/1/2010
3680,1324,t2,5/8/2017
3681,1324,count,2685
3682,1325,t1,1/1/2010
3683,1325,t2,5/8/2017
3684,1325,count,2685
3685,1326,t1,1/1/2010
3686,1326,t2,5/8/2017
3687,1326,count,2685
3688,1327,t1,1/1/2010
3689,1327,t2,5/8/2017
3690,1327,count,2685
3691,1328,t1,1/1/2010
3692,1328,t2,5/8/2017
3693,1328,count,2685
3694,1329,t1,1/1/2010
3695,1329,t2,5/8/2017
3696,1329,count,2685
3697,1330,t1,1/1/2010
3698,1330,t2,5/8/2017
3699,1330,count,2685
3703,1332,t1,1/1/2010
3704,1332,t2,5/8/2017
3705,1332,count,2685
3706,1333,t1,1/1/2010
3707,1333,t2,5/8/2017
3708,1333,count,2685
3709,1334,t1,1/1/2010
3710,1334,t2,5/8/2017
3711,1334,count,2685
3712,1335,t1,1/1/2010
3713,1335,t2,5/8/2017
3714,1335,count,2685
3715,1336,t1,1/1/2010
3716,1336,t2,5/8/2017
3717,1336,count,2685
3718,1337,t1,1/1/2010
3719,1337,t2,5/8/2017
3720,1337,count,2685
3721,1338,t1,1/1/2010
3722,1338,t2,5/8/2017
3723,1338,count,2685
3727,1340,t1,1/1/2010
3728,1340,t2,5/8/2017
3729,1340,count,2685
3730,1341,t1,1/1/2010
3731,1341,t2,5/8/2017
3732,1341,count,2685
3733,1342,t1,1/1/2010
3734,1342,t2,5/8/2017
3735,1342,count,2685
3736,1343,t1,1/1/2010
3737,1343,t2,5/8/2017
3738,1343,count,2685
3739,1344,t1,1/1/2010
3740,1344,t2,5/8/2017
3741,1344,count,2685
3742,1345,t1,1/1/2010
3743,1345,t2,5/8/2017
3744,1345,count,2685
3745,1346,t1,1/1/2010
3746,1346,t2,5/8/2017
3747,1346,count,2685
3748,1347,t1,1/1/2010
3749,1347,t2,5/8/2017
3750,1347,count,2685
3751,1348,t1,1/1/2010
3752,1348,t2,5/8/2017
3753,1348,count,2685
3754,1349,t1,1/1/2010
3755,1349,t2,5/8/2017
3756,1349,count,2685
3757,1350,t1,1/1/2010
3758,1350,t2,5/8/2017
3759,1350,count,2685
3760,1351,t1,1/1/2010
3761,1351,t2,5/8/2017
3762,1351,count,2685
3766,1353,t1,1/1/2010
3767,1353,t2,5/8/2017
3768,1353,count,2685
3769,1354,t1,1/1/2010
3770,1354,t2,5/8/2017
3771,1354,count,2685
3772,1355,t1,1/1/2010
3773,1355,t2,5/8/2017
3774,1355,count,2685
3775,1356,t1,1/1/2010
3776,1356,t2,5/8/2017
3777,1356,count,2685
3778,1357,t1,1/1/2010
3779,1357,t2,5/8/2017
3780,1357,count,2685
3781,1358,t1,1/1/2010
3782,1358,t2,5/8/2017
3783,1358,count,2685
3784,1359,t1,1/1/2010
3785,1359,t2,5/8/2017
3786,1359,count,2685
3787,1360,t1,1/1/2010
3788,1360,t2,5/8/2017
3789,1360,count,2685
3790,1361,t1,1/1/2010
3791,1361,t2,5/8/2017
3792,1361,count,2685
3793,1362,t1,1/1/2010
3794,1362,t2,5/8/2017
3795,1362,count,2685
3796,1363,t1,1/1/2010
3797,1363,t2,5/8/2017
3798,1363,count,2685
3799,1364,t1,1/1/2010
3800,1364,t2,5/8/2017
3801,1364,count,2685
3805,1366,t1,1/1/2010
3806,1366,t2,5/8/2017
3807,1366,count,2685
3808,1367,t1,1/1/2010
3809,1367,t2,5/8/2017
3810,1367,count,2685
3811,1368,t1,1/1/2010
3812,1368,t2,5/8/2017
3813,1368,count,2685
3814,1369,t1,1/1/2010
3815,1369,t2,5/8/2017
3816,1369,count,2685
3817,1370,t1,1/1/2010
3818,1370,t2,5/8/2017
3819,1370,count,2685
3823,1372,t1,1/1/2010
3824,1372,t2,5/8/2017
3825,1372,count,2685
3826,1373,t1,1/1/2010
3827,1373,t2,5/8/2017
3828,1373,count,2685
3832,1375,t1,1/1/2010
3833,1375,t2,5/8/2017
3834,1375,count,2685
3835,1376,t1,1/1/2010
3836,1376,t2,5/8/2017
3837,1376,count,2685
3838,1377,t1,1/1/2010
3839,1377,t2,5/8/2017
3840,1377,count,2685
3841,1378,t1,1/1/2010
3842,1378,t2,5/8/2017
3843,1378,count,2685
3844,1379,t1,1/1/2010
3845,1379,t2,5/8/2017
3846,1379,count,2685
3847,1380,t1,1/1/2010
3848,1380,t2,5/8/2017
3849,1380,count,2685
3850,1381,t1,1/1/2010
3851,1381,t2,5/8/2017
3852,1381,count,2685
3853,1382,t1,1/1/2010
3854,1382,t2,5/8/2017
3855,1382,count,2685
3856,1383,t1,1/1/2010
3857,1383,t2,5/8/2017
3858,1383,count,2685
3859,1384,t1,1/1/2010
3860,1384,t2,5/8/2017
3861,1384,count,2685
3862,1385,t1,1/1/2010
3863,1385,t2,5/8/2017
3864,1385,count,2685
3865,1386,t1,1/1/2010
3866,1386,t2,5/8/2017
3867,1386,count,2685
3868,1387,t1,1/1/2010
3869,1387,t2,5/8/2017
3870,1387,count,2685
3871,1388,t1,1/1/2010
3872,1388,t2,5/8/2017
3873,1388,count,2685
3874,1389,t1,1/1/2010
3875,1389,t2,5/8/2017
3876,1389,count,2685
3877,1390,t1,1/1/2010
3878,1390,t2,5/8/2017
3879,1390,count,2685
3880,1391,t1,1/1/2010
3881,1391,t2,5/8/2017
3882,1391,count,2685
3883,1392,t1,1/1/2010
3884,1392,t2,5/8/2017
3885,1392,count,2685
3886,1393,t1,1/1/2010
3887,1393,t2,5/8/2017
3888,1393,count,2685
3889,1394,t1,1/1/2010
3890,1394,t2,5/8/2017
3891,1394,count,2685
3892,1395,t1,1/1/2010
3893,1395,t2,5/8/2017
3894,1395,count,2685
3895,1396,t1,1/1/2010
3896,1396,t2,5/8/2017
3897,1396,count,2685
3898,1397,t1,1/1/2010
3899,1397,t2,5/8/2017
3900,1397,count,2685
3901,1398,t1,1/1/2010
3902,1398,t2,5/8/2017
3903,1398,count,2685
3904,1399,t1,1/1/2010
3905,1399,t2,5/8/2017
3906,1399,count,2685
3907,1400,t1,1/1/2010
3908,1400,t2,5/8/2017
3909,1400,count,2685
3910,1401,t1,1/1/2010
3911,1401,t2,5/8/2017
3912,1401,count,2685
3913,1402,t1,1/1/2010
3914,1402,t2,5/8/2017
3915,1402,count,2685
3916,1403,t1,1/1/2010
3917,1403,t2,5/8/2017
3918,1403,count,2685
3919,1404,t1,1/1/2010
3920,1404,t2,5/8/2017
3921,1404,count,2685
3922,1405,t1,1/1/2010
3923,1405,t2,5/8/2017
3924,1405,count,2685
3925,1406,t1,1/1/2010
3926,1406,t2,5/8/2017
3927,1406,count,2685
3928,1407,t1,1/1/2010
3929,1407,t2,5/8/2017
3930,1407,count,2685
3931,1408,t1,1/1/2010
3932,1408,t2,5/8/2017
3933,1408,count,2685
3934,1409,t1,1/1/2010
3935,1409,t2,5/8/2017
3936,1409,count,2685
3937,1410,t1,1/1/2010
3938,1410,t2,5/8/2017
3939,1410,count,2685
3943,1412,t1,1/1/2010
3944,1412,t2,5/8/2017
3945,1412,count,2685
3946,1413,t1,1/1/2010
3947,1413,t2,5/8/2017
3948,1413,count,2685
3949,1414,t1,1/1/2010
3950,1414,t2,5/8/2017
3951,1414,count,2685
3955,1416,t1,1/1/2010
3956,1416,t2,5/8/2017
3957,1416,count,2685
3958,1417,t1,1/1/2010
3959,1417,t2,5/8/2017
3960,1417,count,2685
3961,1418,t1,1/1/2010
3962,1418,t2,5/8/2017
3963,1418,count,2685
3964,1419,t1,1/1/2010
3965,1419,t2,5/8/2017
3966,1419,count,2685
3967,1420,t1,1/1/2010
3968,1420,t2,5/8/2017
3969,1420,count,2685
3970,1421,t1,1/1/2010
3971,1421,t2,5/8/2017
3972,1421,count,2685
3973,1422,t1,1/1/2010
3974,1422,t2,5/8/2017
3975,1422,count,2685
3976,1423,t1,1/1/2010
3977,1423,t2,5/8/2017
3978,1423,count,2685
3979,1424,t1,1/1/2010
3980,1424,t2,5/8/2017
3981,1424,count,2685
3982,1425,t1,1/1/2010
3983,1425,t2,5/8/2017
3984,1425,count,2685
3985,1426,t1,1/1/2010
3986,1426,t2,5/8/2017
3987,1426,count,2685
3988,1427,t1,1/1/2010
3989,1427,t2,5/8/2017
3990,1427,count,2685
3991,1428,t1,1/1/2010
3992,1428,t2,5/8/2017
3993,1428,count,2685
3994,1429,t1,1/1/2010
3995,1429,t2,5/8/2017
3996,1429,count,2685
3997,1430,t1,1/1/2010
3998,1430,t2,5/8/2017
3999,1430,count,2685
4000,1431,t1,1/1/2010
4001,1431,t2,5/8/2017
4002,1431,count,2685
4003,1432,t1,1/1/2010
4004,1432,t2,5/8/2017
4005,1432,count,2685
4006,1433,t1,1/1/2010
4007,1433,t2,5/8/2017
4008,1433,count,2685
4009,1434,t1,1/1/2010
4010,1434,t2,5/8/2017
4011,1434,count,2685
4012,1435,t1,1/1/2010
4013,1435,t2,5/8/2017
4014,1435,count,2685
4015,1436,t1,1/1/2010
4016,1436,t2,5/8/2017
4017,1436,count,2685
4018,1437,t1,1/1/2010
4019,1437,t2,5/8/2017
4020,1437,count,2685
4021,1438,t1,1/1/2010
4022,1438,t2,5/8/2017
4023,1438,count,2685
4024,1439,t1,1/1/2010
4025,1439,t2,5/8/2017
4026,1439,count,2685
4033,1442,t1,1/1/2010
4034,1442,t2,5/8/2017
4035,1442,count,2685
4036,1443,t1,1/1/2010
4037,1443,t2,5/8/2017
4038,1443,count,2685
4039,1444,t1,1/1/2010
4040,1444,t2,5/8/2017
4041,1444,count,2685
4042,1445,t1,1/1/2010
4043,1445,t2,5/8/2017
4044,1445,count,2685
4045,1446,t1,1/1/2010
4046,1446,t2,5/8/2017
4047,1446,count,2685
4048,1447,t1,1/1/2010
4049,1447,t2,5/8/2017
4050,1447,count,2685
4051,1448,t1,1/1/2010
4052,1448,t2,5/8/2017
4053,1448,count,2685
4054,1449,t1,1/1/2010
4055,1449,t2,5/8/2017
4056,1449,count,2685
4060,1451,t1,1/1/2010
4061,1451,t2,5/8/2017
4062,1451,count,2685
4063,1452,t1,1/1/2010
4064,1452,t2,5/8/2017
4065,1452,count,2685
4066,1453,t1,1/1/2010
4067,1453,t2,5/8/2017
4068,1453,count,2685
4069,1454,t1,1/1/2010
4070,1454,t2,5/8/2017
4071,1454,count,2685
4072,1455,t1,1/1/2010
4073,1455,t2,5/8/2017
4074,1455,count,2685
4075,1456,t1,1/1/2010
4076,1456,t2,5/8/2017
4077,1456,count,2685
4078,1457,t1,1/1/2010
4079,1457,t2,5/8/2017
4080,1457,count,2685
4081,1458,t1,1/1/2010
4082,1458,t2,5/8/2017
4083,1458,count,2685
4084,1459,t1,1/1/2010
4085,1459,t2,5/8/2017
4086,1459,count,2685
4087,1460,t1,1/1/2010
4088,1460,t2,5/8/2017
4089,1460,count,2685
4090,1461,t1,1/1/2010
4091,1461,t2,5/8/2017
4092,1461,count,2685
4102,1465,t1,1/1/2010
4103,1465,t2,5/8/2017
4104,1465,count,2685
4105,1466,t1,1/1/2010
4106,1466,t2,5/8/2017
4107,1466,count,2685
4108,1467,t1,1/1/2010
4109,1467,t2,5/8/2017
4110,1467,count,2685
4111,1468,t1,1/1/2010
4112,1468,t2,5/8/2017
4113,1468,count,2685
4117,1470,t1,1/1/2010
4118,1470,t2,5/8/2017
4119,1470,count,2685
4120,1471,t1,1/1/2010
4121,1471,t2,5/8/2017
4122,1471,count,2685
4123,1472,t1,1/1/2010
4124,1472,t2,5/8/2017
4125,1472,count,2685
4126,1473,t1,1/1/2010
4127,1473,t2,5/8/2017
4128,1473,count,2685
4129,1474,t1,1/1/2010
4130,1474,t2,5/8/2017
4131,1474,count,2685
4132,1475,t1,1/1/2010
4133,1475,t2,5/8/2017
4134,1475,count,2685
4135,1476,t1,1/1/2010
4136,1476,t2,5/8/2017
4137,1476,count,2685
4138,1477,t1,1/1/2010
4139,1477,t2,5/8/2017
4140,1477,count,2685
4144,1479,t1,1/1/2010
4145,1479,t2,5/8/2017
4146,1479,count,2685
4147,1480,t1,1/1/2010
4148,1480,t2,5/8/2017
4149,1480,count,2685
4150,1481,t1,1/1/2010
4151,1481,t2,5/8/2017
4152,1481,count,2685
4153,1482,t1,1/1/2010
4154,1482,t2,5/8/2017
4155,1482,count,2685
4162,1485,t1,1/1/2010
4163,1485,t2,5/8/2017
4164,1485,count,2685
4165,1486,t1,1/1/2010
4166,1486,t2,5/8/2017
4167,1486,count,2685
4168,1487,t1,1/1/2010
4169,1487,t2,5/8/2017
4170,1487,count,2685
4171,1488,t1,1/1/2010
4172,1488,t2,5/8/2017
4173,1488,count,2685
4174,1489,t1,1/1/2010
4175,1489,t2,5/8/2017
4176,1489,count,2685
4177,1490,t1,1/1/2010
4178,1490,t2,5/8/2017
4179,1490,count,2685
4180,1491,t1,1/1/2010
4181,1491,t2,5/8/2017
4182,1491,count,2685
4183,1492,t1,1/1/2010
4184,1492,t2,5/8/2017
4185,1492,count,2685
4186,1493,t1,1/1/2010
4187,1493,t2,5/8/2017
4188,1493,count,2685
4189,1494,t1,1/1/2010
4190,1494,t2,5/8/2017
4191,1494,count,2685
4192,1495,t1,1/1/2010
4193,1495,t2,5/8/2017
4194,1495,count,2685
4195,1496,t1,1/1/2010
4196,1496,t2,5/8/2017
4197,1496,count,2685
4198,1497,t1,1/1/2010
4199,1497,t2,5/8/2017
4200,1497,count,2685
4201,1498,t1,1/1/2010
4202,1498,t2,5/8/2017
4203,1498,count,2685
4204,1499,t1,1/1/2010
4205,1499,t2,5/8/2017
4206,1499,count,2685
4207,1500,t1,1/1/2010
4208,1500,t2,5/8/2017
4209,1500,count,2685
4210,1501,t1,1/1/2010
4211,1501,t2,5/8/2017
4212,1501,count,2685
4213,1502,t1,1/1/2010
4214,1502,t2,5/8/2017
4215,1502,count,2685
4216,1503,t1,1/1/2010
4217,1503,t2,5/8/2017
4218,1503,count,2685
4219,1504,t1,1/1/2010
4220,1504,t2,5/8/2017
4221,1504,count,2685
4222,1505,t1,1/1/2010
4223,1505,t2,5/8/2017
4224,1505,count,2685
4225,1506,t1,1/1/2010
4226,1506,t2,5/8/2017
4227,1506,count,2685
4228,1507,t1,1/1/2010
4229,1507,t2,5/8/2017
4230,1507,count,2685
4231,1508,t1,1/1/2010
4232,1508,t2,5/8/2017
4233,1508,count,2685
4234,1509,t1,1/1/2010
4235,1509,t2,5/8/2017
4236,1509,count,2685
4237,1510,t1,1/1/2010
4238,1510,t2,5/8/2017
4239,1510,count,2685
4240,1511,t1,1/1/2010
4241,1511,t2,5/8/2017
4242,1511,count,2685
4243,1512,t1,1/1/2010
4244,1512,t2,5/8/2017
4245,1512,count,2685
4246,1513,t1,1/1/2010
4247,1513,t2,5/8/2017
4248,1513,count,2685
4249,1514,t1,1/1/2010
4250,1514,t2,5/8/2017
4251,1514,count,2685
4252,1515,t1,1/1/2010
4253,1515,t2,5/8/2017
4254,1515,count,2685
4255,1516,t1,1/1/2010
4256,1516,t2,5/8/2017
4257,1516,count,2685
4258,1517,t1,1/1/2010
4259,1517,t2,5/8/2017
4260,1517,count,2685
4261,1518,t1,1/1/2010
4262,1518,t2,5/8/2017
4263,1518,count,2685
4264,1519,t1,1/1/2010
4265,1519,t2,5/8/2017
4266,1519,count,2685
4267,1520,t1,1/1/2010
4268,1520,t2,5/8/2017
4269,1520,count,2685
4270,1521,t1,1/1/2010
4271,1521,t2,5/8/2017
4272,1521,count,2685
4273,1522,t1,1/1/2010
4274,1522,t2,5/8/2017
4275,1522,count,2685
4276,1523,t1,1/1/2010
4277,1523,t2,5/8/2017
4278,1523,count,2685
4279,1524,t1,1/1/2010
4280,1524,t2,5/8/2017
4281,1524,count,2685
4285,1526,t1,1/1/2010
4286,1526,t2,5/8/2017
4287,1526,count,2685
4288,1527,t1,1/1/2010
4289,1527,t2,5/8/2017
4290,1527,count,2685
4291,1528,t1,1/1/2010
4292,1528,t2,5/8/2017
4293,1528,count,2685
4294,1529,t1,1/1/2010
4295,1529,t2,5/8/2017
4296,1529,count,2685
4297,1530,t1,1/1/2010
4298,1530,t2,5/8/2017
4299,1530,count,2685
4300,1531,t1,1/1/2010
4301,1531,t2,5/8/2017
4302,1531,count,2685
4303,1532,t1,1/1/2010
4304,1532,t2,5/8/2017
4305,1532,count,2685
4306,1533,t1,1/1/2010
4307,1533,t2,5/8/2017
4308,1533,count,2685
4309,1534,t1,1/1/2010
4310,1534,t2,5/8/2017
4311,1534,count,2685
4312,1535,t1,1/1/2010
4313,1535,t2,5/8/2017
4314,1535,count,2685
4315,1536,t1,1/1/2010
4316,1536,t2,5/8/2017
4317,1536,count,2685
4318,1537,t1,1/1/2010
4319,1537,t2,5/8/2017
4320,1537,count,2685
4324,1539,t1,1/1/2010
4325,1539,t2,5/8/2017
4326,1539,count,2685
4327,1540,t1,1/1/2010
4328,1540,t2,5/8/2017
4329,1540,count,2685
4330,1541,t1,1/1/2010
4331,1541,t2,5/8/2017
4332,1541,count,2685
4333,1542,t1,1/1/2010
4334,1542,t2,5/8/2017
4335,1542,count,2685
4336,1543,t1,1/1/2010
4337,1543,t2,5/8/2017
4338,1543,count,2685
4339,1544,t1,1/1/2010
4340,1544,t2,5/8/2017
4341,1544,count,2685
4342,1545,t1,1/1/2010
4343,1545,t2,5/8/2017
4344,1545,count,2685
4345,1546,t1,1/1/2010
4346,1546,t2,5/8/2017
4347,1546,count,2685
4348,1547,t1,1/1/2010
4349,1547,t2,5/8/2017
4350,1547,count,2685
4351,1548,t1,1/1/2010
4352,1548,t2,5/8/2017
4353,1548,count,2685
4354,1549,t1,1/1/2010
4355,1549,t2,5/8/2017
4356,1549,count,2685
4357,1550,t1,1/1/2010
4358,1550,t2,5/8/2017
4359,1550,count,2685
4360,1551,t1,1/1/2010
4361,1551,t2,5/8/2017
4362,1551,count,2685
4363,1552,t1,1/1/2010
4364,1552,t2,5/8/2017
4365,1552,count,2685
4366,1553,t1,1/1/2010
4367,1553,t2,5/8/2017
4368,1553,count,2685
4369,1554,t1,1/1/2010
4370,1554,t2,5/8/2017
4371,1554,count,2685
4372,1555,t1,1/1/2010
4373,1555,t2,5/8/2017
4374,1555,count,2685
4375,1556,t1,1/1/2010
4376,1556,t2,5/8/2017
4377,1556,count,2685
4378,1557,t1,1/1/2010
4379,1557,t2,5/8/2017
4380,1557,count,2685
4381,1558,t1,1/1/2010
4382,1558,t2,5/8/2017
4383,1558,count,2685
4384,1559,t1,1/1/2010
4385,1559,t2,5/8/2017
4386,1559,count,2685
4387,1560,t1,1/1/2010
4388,1560,t2,5/8/2017
4389,1560,count,2685
4393,1562,t1,1/1/2010
4394,1562,t2,5/8/2017
4395,1562,count,2685
4396,1563,t1,1/1/2010
4397,1563,t2,5/8/2017
4398,1563,count,2685
4399,1564,t1,1/1/2010
4400,1564,t2,5/8/2017
4401,1564,count,2685
4402,1565,t1,1/1/2010
4403,1565,t2,5/8/2017
4404,1565,count,2685
4405,1566,t1,1/1/2010
4406,1566,t2,5/8/2017
4407,1566,count,2685
4408,1567,t1,1/1/2010
4409,1567,t2,5/8/2017
4410,1567,count,2685
4411,1568,t1,1/1/2010
4412,1568,t2,5/8/2017
4413,1568,count,2685
4414,1569,t1,1/1/2010
4415,1569,t2,5/8/2017
4416,1569,count,2685
4417,1570,t1,1/1/2010
4418,1570,t2,5/8/2017
4419,1570,count,2685
4420,1571,t1,1/1/2010
4421,1571,t2,5/8/2017
4422,1571,count,2685
4423,1572,t1,1/1/2010
4424,1572,t2,5/8/2017
4425,1572,count,2685
4426,1573,t1,1/1/2010
4427,1573,t2,5/8/2017
4428,1573,count,2685
4429,1574,t1,1/1/2010
4430,1574,t2,5/8/2017
4431,1574,count,2685
4435,1576,t1,1/1/2010
4436,1576,t2,5/8/2017
4437,1576,count,2685
4438,1577,t1,1/1/2010
4439,1577,t2,5/8/2017
4440,1577,count,2685
4441,1578,t1,1/1/2010
4442,1578,t2,5/8/2017
4443,1578,count,2685
4444,1579,t1,1/1/2010
4445,1579,t2,5/8/2017
4446,1579,count,2685
4447,1580,t1,1/1/2010
4448,1580,t2,5/8/2017
4449,1580,count,2685
4450,1581,t1,1/1/2010
4451,1581,t2,5/8/2017
4452,1581,count,2685
4453,1582,t1,1/1/2010
4454,1582,t2,5/8/2017
4455,1582,count,2685
4456,1583,t1,1/1/2010
4457,1583,t2,5/8/2017
4458,1583,count,2685
4459,1584,t1,1/1/2010
4460,1584,t2,5/8/2017
4461,1584,count,2685
4462,1585,t1,1/1/2010
4463,1585,t2,5/8/2017
4464,1585,count,2685
4465,1586,t1,1/1/2010
4466,1586,t2,5/8/2017
4467,1586,count,2685
4468,1587,t1,1/1/2010
4469,1587,t2,5/8/2017
4470,1587,count,2685
4471,1588,t1,1/1/2010
4472,1588,t2,5/8/2017
4473,1588,count,2685
4474,1589,t1,1/1/2010
4475,1589,t2,5/8/2017
4476,1589,count,2685
4477,1590,t1,1/1/2010
4478,1590,t2,5/8/2017
4479,1590,count,2685
4480,1591,t1,1/1/2010
4481,1591,t2,5/8/2017
4482,1591,count,2685
4483,1592,t1,1/1/2010
4484,1592,t2,5/8/2017
4485,1592,count,2685
4486,1593,t1,1/1/2010
4487,1593,t2,5/8/2017
4488,1593,count,2685
4495,1596,t1,1/1/2010
4496,1596,t2,5/8/2017
4497,1596,count,2685
4498,1597,t1,1/1/2010
4499,1597,t2,5/8/2017
4500,1597,count,2685
4501,1598,t1,1/1/2010
4502,1598,t2,5/8/2017
4503,1598,count,2685
4504,1599,t1,1/1/2010
4505,1599,t2,5/8/2017
4506,1599,count,2685
4507,1600,t1,1/1/2010
4508,1600,t2,5/8/2017
4509,1600,count,2685
4510,1601,t1,1/1/2010
4511,1601,t2,5/8/2017
4512,1601,count,2685
4513,1602,t1,1/1/2010
4514,1602,t2,5/8/2017
4515,1602,count,2685
4516,1603,t1,1/1/2010
4517,1603,t2,5/8/2017
4518,1603,count,2685
4519,1604,t1,1/1/2010
4520,1604,t2,5/8/2017
4521,1604,count,2685
4522,1605,t1,1/1/2010
4523,1605,t2,5/8/2017
4524,1605,count,2685
4525,1606,t1,1/1/2010
4526,1606,t2,5/8/2017
4527,1606,count,2685
4528,1607,t1,1/1/2010
4529,1607,t2,5/8/2017
4530,1607,count,2685
4531,1608,t1,1/1/2010
4532,1608,t2,5/8/2017
4533,1608,count,2685
4534,1609,t1,1/1/2010
4535,1609,t2,5/8/2017
4536,1609,count,2685
4537,1610,t1,1/1/2010
4538,1610,t2,5/8/2017
4539,1610,count,2685
4540,1611,t1,1/1/2010
4541,1611,t2,5/8/2017
4542,1611,count,2685
4543,1612,t1,1/1/2010
4544,1612,t2,5/8/2017
4545,1612,count,2685
4546,1613,t1,1/1/2010
4547,1613,t2,5/8/2017
4548,1613,count,2685
4549,1614,t1,1/1/2010
