A_ID,parentid,isfolder,sortorder,iconname,name,siteid,units,timeinterval,parameter,tablename,provider,connectionstring,expression,notes,enabled
19514,19406,0,1,,was_fb,was,,Irregular,fb,instant_was_fb,Series,,,,1
19515,19406,0,1,,was_gh,was,,Irregular,gh,instant_was_gh,Series,,,,1
19516,19406,0,1,,was_batvolt,was,,Irregular,batvolt,instant_was_batvolt,Series,,,,1
19517,19406,0,1,,was_parity,was,,Irregular,parity,instant_was_parity,Series,,,,1
19518,19406,0,1,,was_power,was,,Irregular,power,instant_was_power,Series,,,,1
19519,19406,0,1,,was_msglen,was,,Irregular,msglen,instant_was_msglen,Series,,,,1
19520,19406,0,1,,was_lenerr,was,,Irregular,lenerr,instant_was_lenerr,Series,,,,1
19521,19406,0,1,,was_timeerr,was,,Irregular,timeerr,instant_was_timeerr,Series,,,,1
19090,19089,0,1,,lowews_bv_c,lowews,,Irregular,bv_c,instant_lowews_bv_c,Series,,,,1
18863,18859,0,1,,csci_gh,csci,,Irregular,gh,instant_csci_gh,Series,,,,1
18864,18859,0,1,,csci_q,csci,,Irregular,q,instant_csci_q,Series,,,,1
18865,18859,0,1,,csci_wf,csci,,Irregular,wf,instant_csci_wf,Series,,,,1
18866,18859,0,1,,csci_batvolt,csci,,Irregular,batvolt,instant_csci_batvolt,Series,,,,1
18867,18859,0,1,,csci_parity,csci,,Irregular,parity,instant_csci_parity,Series,,,,1
18868,18859,0,1,,csci_power,csci,,Irregular,power,instant_csci_power,Series,,,,1
18869,18859,0,1,,csci_msglen,csci,,Irregular,msglen,instant_csci_msglen,Series,,,,1
18870,18859,0,1,,csci_lenerr,csci,,Irregular,lenerr,instant_csci_lenerr,Series,,,,1
18871,18859,0,1,,csci_timeerr,csci,,Irregular,timeerr,instant_csci_timeerr,Series,,,,1
18884,8231,0,1,,mili_batvolt,mili,,Irregular,batvolt,instant_mili_batvolt,Series,,,,1
18885,8231,0,1,,mili_parity,mili,,Irregular,parity,instant_mili_parity,Series,,,,1
18886,8231,0,1,,mili_power,mili,,Irregular,power,instant_mili_power,Series,,,,1
18887,8231,0,1,,mili_msglen,mili,,Irregular,msglen,instant_mili_msglen,Series,,,,1
18888,8231,0,1,,mili_lenerr,mili,,Irregular,lenerr,instant_mili_lenerr,Series,,,,1
18889,8231,0,1,,mili_timeerr,mili,,Irregular,timeerr,instant_mili_timeerr,Series,,,,1
18894,18892,0,1,,gli_fb2,gli,,Irregular,fb2,instant_gli_fb2,Series,,,,1
18895,18892,0,1,,gli_batvolt,gli,,Irregular,batvolt,instant_gli_batvolt,Series,,,,1
18896,18892,0,1,,gli_parity,gli,,Irregular,parity,instant_gli_parity,Series,,,,1
18897,18892,0,1,,gli_power,gli,,Irregular,power,instant_gli_power,Series,,,,1
18898,18892,0,1,,gli_msglen,gli,,Irregular,msglen,instant_gli_msglen,Series,,,,1
18899,18892,0,1,,gli_lenerr,gli,,Irregular,lenerr,instant_gli_lenerr,Series,,,,1
18900,18892,0,1,,gli_timeerr,gli,,Irregular,timeerr,instant_gli_timeerr,Series,,,,1
18901,14999,1,1,,instant,,,,,folder2017aug11150135912,Series,,,,1
18902,14999,1,2,,quality,,,,,folder2017aug11150136115,Series,,,,1
18903,18901,0,18903,,mil_fb,mil,feet,Irregular,fb,instant_mil_fb,Series,,,,1
18904,18901,0,18904,sum,mil_af,mil,acre-feet,Irregular,af,instant_mil_af,CalculationSeries,,"FileLookupInterpolate2D(mini_q,mil_fb,""mil_af_2d.txt"")",,1
18905,14928,1,1,,instant,,,,,folder2017aug11152119806,Series,,,,1
18906,18905,0,1,,pay_fb,pay,,Irregular,fb,instant_pay_fb,Series,,,,1
18907,18905,0,1,,pay_batvolt,pay,,Irregular,batvolt,instant_pay_batvolt,Series,,,,1
18908,18905,0,1,,pay_parity,pay,,Irregular,parity,instant_pay_parity,Series,,,,1
18909,18905,0,1,,pay_power,pay,,Irregular,power,instant_pay_power,Series,,,,1
18910,18905,0,1,,pay_msglen,pay,,Irregular,msglen,instant_pay_msglen,Series,,,,1
18911,18905,0,1,,pay_lenerr,pay,,Irregular,lenerr,instant_pay_lenerr,Series,,,,1
18912,18905,0,1,,pay_timeerr,pay,,Irregular,timeerr,instant_pay_timeerr,Series,,,,1
18914,14860,1,1,,instant,,,,,folder2017aug11153810379,Series,,,,1
18915,14860,1,2,,quality,,,,,folder2017aug11153810535,Series,,,,1
18916,18914,0,18916,,amf_fb,amf,feet,Irregular,fb,instant_amf_fb,Series,,,,1
18917,18914,0,18917,sum,amf_af,amf,acre-feet,Irregular,af,instant_amf_af,CalculationSeries,,"FileRatingTable(amf_fb,""amf_af.csv"")",,1
18918,14961,1,1,,instant,,,,,folder2017aug11153915106,Series,,,,1
18919,14961,1,2,,quality,,,,,folder2017aug11153915247,Series,,,,1
18920,18918,0,18920,,hen_fb,hen,feet,Irregular,fb,instant_hen_fb,Series,,,,1
18921,18918,0,18921,sum,hen_af,hen,acre-feet,Irregular,af,instant_hen_af,CalculationSeries,,"FileRatingTable(hen_fb,""hen_af.csv"")",,1
18922,14979,1,1,,instant,,,,,folder2017aug11154247811,Series,,,,1
18923,14979,1,2,,quality,,,,,folder2017aug11154247967,Series,,,,1
18924,18922,0,18924,,isl_fb,isl,feet,Irregular,fb,instant_isl_fb,Series,,,,1
18925,18922,0,18925,sum,isl_af,isl,acre-feet,Irregular,af,instant_isl_af,CalculationSeries,,"FileRatingTable(isl_fb,""isl_af.csv"")",,1
18926,18901,0,1,,mil_batvolt,mil,,Irregular,batvolt,instant_mil_batvolt,Series,,,,1
18927,18901,0,1,,mil_parity,mil,,Irregular,parity,instant_mil_parity,Series,,,,1
18928,18901,0,1,,mil_power,mil,,Irregular,power,instant_mil_power,Series,,,,1
18929,18901,0,1,,mil_msglen,mil,,Irregular,msglen,instant_mil_msglen,Series,,,,1
18930,18901,0,1,,mil_lenerr,mil,,Irregular,lenerr,instant_mil_lenerr,Series,,,,1
18931,18901,0,1,,mil_timeerr,mil,,Irregular,timeerr,instant_mil_timeerr,Series,,,,1
19755,15026,0,2930,sum,skry_mm,skry,,Daily,mm,daily_skry_mm,CalculationSeries,,DailyAverage(instant_skry_ob),,1
19753,19735,0,1,sum,eeeo_gj,eeeo,,Daily,gj,daily_eeeo_gj,CalculationSeries,,"DailyAverage(instant_%site%_ch,10)",,1
19754,19740,0,1,sum,fppo_gj,fppo,,Daily,gj,daily_fppo_gj,CalculationSeries,,"DailyAverage(instant_%site%_ch,10)",,1
10359,10356,0,10359,,wicews_gh,wicews,feet,Irregular,gh,instant_wicews_gh,Series,,,,1
19527,18922,0,18926,sum,isl_q,isl,,Irregular,q,instant_isl_q,CalculationSeries,,"FileLookupInterpolate2DIslandPark(isl_fb,isl_ra, isl_rb, ""isl_q_single.txt"",""isl_q_both.txt"")",,1
18946,18923,0,1,,isl_power,isl,,Irregular,power,instant_isl_power,Series,,,,1
51,2,1,20,,acki,acki,,,,,,,,,0
19556,8515,0,230,sum,amfi_mm,amfi,,Daily,mm,daily_amfi_mm,CalculationSeries,,DailyAverage(instant_amfi_ob),,1
20382,5634,1,8924,,bulo,,,,,folder2017nov16074111588,Series,,,,1
18947,18923,0,1,,isl_msglen,isl,,Irregular,msglen,instant_isl_msglen,Series,,,,1
18948,18923,0,1,,isl_lenerr,isl,,Irregular,lenerr,instant_isl_lenerr,Series,,,,1
18949,18923,0,1,,isl_timeerr,isl,,Irregular,timeerr,instant_isl_timeerr,Series,,,,1
18944,18923,0,1,,isl_batvolt,isl,,Irregular,batvolt,instant_isl_batvolt,Series,,,,1
18945,18923,0,1,,isl_parity,isl,,Irregular,parity,instant_isl_parity,Series,,,,1
19756,15026,0,2931,sum,skry_mx,skry,,Daily,mx,daily_skry_mx,CalculationSeries,,DailyMax(instant_skry_ob),,1
19757,15026,0,2932,sum,skry_mn,skry,,Daily,mn,daily_skry_mn,CalculationSeries,,DailyMin(instant_skry_ob),,1
4372,4358,0,2645,sum,pwln_ud,pwln,,Daily,ud,daily_pwln_ud,CalculationSeries,,DailyAzimuth(instant_%site%_wd),,1
4373,4358,0,2646,sum,pwln_wg,pwln,,Daily,wg,daily_pwln_wg,CalculationSeries,,DailyMax(instant_%site%_wg),,1
4374,4358,0,2647,sum,pwln_wr,pwln,,Daily,wr,daily_pwln_wr,CalculationSeries,,"DailySum(instant_%site%_ws,92)/4.0",,1
4375,4358,0,2648,sum,pwln_ym,pwln,,Daily,ym,daily_pwln_ym,CalculationSeries,,"DailyAverage(instant_%site%_tp,92)",,1
4371,4358,0,2644,sum,pwln_ua,pwln,,Daily,ua,daily_pwln_ua,CalculationSeries,,"DailyAverage(instant_%site%_ws,92)",,1
4370,4358,0,2642,sum,pwln_tg,pwln,,Daily,tg,daily_pwln_tg,CalculationSeries,,"DailyGrowingDegree(instant_%site%_obm,instant_%site%_obm,86.0,50.0)",,1
20383,20382,1,1,,instant,,,,,folder2017nov16074111666,Series,,,,1
19759,15026,0,2934,sum,skry_sp,skry,,Daily,sp,daily_skry_sp,CalculationSeries,,DailyMidnight(instant_skry_sp),,1
19760,15038,0,3326,sum,vlvi_mm,vlvi,,Daily,mm,daily_vlvi_mm,CalculationSeries,,DailyAverage(instant_vlvi_ob),,1
19761,15038,0,3327,sum,vlvi_mx,vlvi,,Daily,mx,daily_vlvi_mx,CalculationSeries,,DailyMax(instant_vlvi_ob),,1
19762,15038,0,3328,sum,vlvi_mn,vlvi,,Daily,mn,daily_vlvi_mn,CalculationSeries,,DailyMin(instant_vlvi_ob),,1
19541,12946,0,2,,daily_count,,,Irregular,,daily_count,Series,,,,1
19542,12946,0,3,,instant_count,,,Irregular,,instant_count,Series,,,,1
19429,19404,0,1,,sbeo_msglen,sbeo,,Irregular,msglen,instant_sbeo_msglen,Series,,,,1
19430,19404,0,1,,sbeo_lenerr,sbeo,,Irregular,lenerr,instant_sbeo_lenerr,Series,,,,1
19431,19404,0,1,,sbeo_timeerr,sbeo,,Irregular,timeerr,instant_sbeo_timeerr,Series,,,,1
9237,5634,1,8420,,wcro,wcro,,,,,,,,,0
18932,18914,0,1,,amf_ob,amf,,Irregular,ob,instant_amf_ob,Series,,,,1
18933,18914,0,1,,amf_pc,amf,,Irregular,pc,instant_amf_pc,Series,,,,1
18934,18914,0,1,,amf_batvolt,amf,,Irregular,batvolt,instant_amf_batvolt,Series,,,,1
18935,18914,0,1,,amf_parity,amf,,Irregular,parity,instant_amf_parity,Series,,,,1
18936,18914,0,1,,amf_power,amf,,Irregular,power,instant_amf_power,Series,,,,1
18937,18914,0,1,,amf_msglen,amf,,Irregular,msglen,instant_amf_msglen,Series,,,,1
18938,18914,0,1,,amf_lenerr,amf,,Irregular,lenerr,instant_amf_lenerr,Series,,,,1
18939,18914,0,1,,amf_timeerr,amf,,Irregular,timeerr,instant_amf_timeerr,Series,,,,1
18940,18922,0,1,,isl_ob,isl,,Irregular,ob,instant_isl_ob,Series,,,,1
18941,18922,0,1,,isl_ra,isl,,Irregular,ra,instant_isl_ra,Series,,,,1
18942,18922,0,1,,isl_rb,isl,,Irregular,rb,instant_isl_rb,Series,,,,1
18943,18922,0,1,,isl_zs,isl,,Irregular,zs,instant_isl_zs,Series,,,,1
18950,18918,0,1,,hen_batvolt,hen,,Irregular,batvolt,instant_hen_batvolt,Series,,,,1
18951,18918,0,1,,hen_parity,hen,,Irregular,parity,instant_hen_parity,Series,,,,1
18952,18918,0,1,,hen_power,hen,,Irregular,power,instant_hen_power,Series,,,,1
18953,18918,0,1,,hen_msglen,hen,,Irregular,msglen,instant_hen_msglen,Series,,,,1
18954,18918,0,1,,hen_lenerr,hen,,Irregular,lenerr,instant_hen_lenerr,Series,,,,1
18955,18918,0,1,,hen_timeerr,hen,,Irregular,timeerr,instant_hen_timeerr,Series,,,,1
18970,15009,1,2,,instant,,,,,folder2017aug15103710245,Series,,,,1
11229,11225,0,11229,sum,plci_qc,plci,cfs,Irregular,qc,instant_plci_qc,CalculationSeries,,"GenericWeir(plci_ch,-0.23,50,1.6)",,1
18958,14926,1,2,,quality,,,,,folder2017aug14114940342,Series,,,,1
18959,18957,0,18959,,min_gh,min,feet,Irregular,gh,instant_min_gh,Series,,,,1
18960,18957,0,18960,,min_ob,min,degF,Irregular,ob,instant_min_ob,Series,,,,1
18961,18957,0,18961,,min_pc,min,in,Irregular,pc,instant_min_pc,Series,,,,1
18962,18957,0,18962,,min_fb,min,feet,Irregular,fb,instant_min_fb,Series,,,,1
18963,18957,0,18963,sum,min_af,min,acre-feet,Irregular,af,instant_min_af,CalculationSeries,,"FileRatingTable(min_fb,""min_af.csv"")",,1
18964,18957,0,1,,min_batvolt,min,,Irregular,batvolt,instant_min_batvolt,Series,,,,1
18965,18957,0,1,,min_parity,min,,Irregular,parity,instant_min_parity,Series,,,,1
18966,18957,0,1,,min_power,min,,Irregular,power,instant_min_power,Series,,,,1
18967,18957,0,1,,min_msglen,min,,Irregular,msglen,instant_min_msglen,Series,,,,1
18968,18957,0,1,,min_lenerr,min,,Irregular,lenerr,instant_min_lenerr,Series,,,,1
18969,18957,0,1,,min_timeerr,min,,Irregular,timeerr,instant_min_timeerr,Series,,,,1
18973,18970,0,1,,pal_fb,pal,,Irregular,fb,instant_pal_fb,Series,,,,1
18974,18970,0,1,,pal_gh,pal,,Irregular,gh,instant_pal_gh,Series,,,,1
18975,18970,0,1,,pal_batvolt,pal,,Irregular,batvolt,instant_pal_batvolt,Series,,,,1
18976,18970,0,1,,pal_parity,pal,,Irregular,parity,instant_pal_parity,Series,,,,1
18977,18970,0,1,,pal_power,pal,,Irregular,power,instant_pal_power,Series,,,,1
18978,18970,0,1,,pal_msglen,pal,,Irregular,msglen,instant_pal_msglen,Series,,,,1
18979,18970,0,1,,pal_lenerr,pal,,Irregular,lenerr,instant_pal_lenerr,Series,,,,1
18980,18970,0,1,,pal_timeerr,pal,,Irregular,timeerr,instant_pal_timeerr,Series,,,,1
18981,18342,0,1,,mhpi_qe,mhpi,,Irregular,qe,instant_mhpi_qe,Series,,,,1
18956,8201,0,112,sum,jck_af,jck,acre-feet,Irregular,af,instant_jck_af,CalculationSeries,,"FileRatingTable(jck_fb,""jck_af.csv"")",,1
18972,18970,0,2,sum,pal_af,pal,,Irregular,af,instant_pal_af,CalculationSeries,,"FileRatingTable(pal_fb,""pal_af.csv"")",,1
19557,8515,0,231,sum,amfi_mx,amfi,,Daily,mx,daily_amfi_mx,CalculationSeries,,DailyMax(instant_amfi_ob),,1
18982,18342,0,1,,mhpi_qz,mhpi,,Irregular,qz,instant_mhpi_qz,Series,,,,1
18983,18342,0,1,,mhpi_parity,mhpi,,Irregular,parity,instant_mhpi_parity,Series,,,,1
18984,18342,0,1,,mhpi_power,mhpi,,Irregular,power,instant_mhpi_power,Series,,,,1
18985,18342,0,1,,mhpi_msglen,mhpi,,Irregular,msglen,instant_mhpi_msglen,Series,,,,1
18986,18342,0,1,,mhpi_lenerr,mhpi,,Irregular,lenerr,instant_mhpi_lenerr,Series,,,,1
18987,18342,0,1,,mhpi_timeerr,mhpi,,Irregular,timeerr,instant_mhpi_timeerr,Series,,,,1
8943,5634,1,3030,,gocn,gocn,,,,folder2015feb11162645173,Series,,,,1
18989,18988,1,1,,instant,,,,,folder2017aug15143111038,Series,,,,1
18990,18989,0,1,,ochews_1020l,ochews,,Irregular,1020l,instant_ochews_1020l,Series,,,,1
18991,18989,0,1,,ochews_1020r,ochews,,Irregular,1020r,instant_ochews_1020r,Series,,,,1
18992,18989,0,1,,ochews_1045l,ochews,,Irregular,1045l,instant_ochews_1045l,Series,,,,1
18993,18989,0,1,,ochews_1045r,ochews,,Irregular,1045r,instant_ochews_1045r,Series,,,,1
18994,18989,0,1,,ochews_1070l,ochews,,Irregular,1070l,instant_ochews_1070l,Series,,,,1
18995,18989,0,1,,ochews_1070r,ochews,,Irregular,1070r,instant_ochews_1070r,Series,,,,1
18996,18989,0,1,,ochews_1095l,ochews,,Irregular,1095l,instant_ochews_1095l,Series,,,,1
18997,18989,0,1,,ochews_1095r,ochews,,Irregular,1095r,instant_ochews_1095r,Series,,,,1
18998,18989,0,1,,ochews_1120l,ochews,,Irregular,1120l,instant_ochews_1120l,Series,,,,1
18999,18989,0,1,,ochews_1120r,ochews,,Irregular,1120r,instant_ochews_1120r,Series,,,,1
19000,18989,0,1,,ochews_1145l,ochews,,Irregular,1145l,instant_ochews_1145l,Series,,,,1
19001,18989,0,1,,ochews_1145r,ochews,,Irregular,1145r,instant_ochews_1145r,Series,,,,1
19002,18989,0,1,,ochews_1175l,ochews,,Irregular,1175l,instant_ochews_1175l,Series,,,,1
19003,18989,0,1,,ochews_1175r,ochews,,Irregular,1175r,instant_ochews_1175r,Series,,,,1
19763,15038,0,3329,sum,vlvi_pc,vlvi,,Daily,pc,daily_vlvi_pc,CalculationSeries,,DailyMidnight(instant_vlvi_pc),,1
6032,15038,0,3324,,vlvi_pp,vlvi,,Daily,pp,daily_vlvi_pp,CalculationSeries,,daily_vlvi_pc-daily_vlvi_pc[t-1],,1
19764,15038,0,3330,sum,vlvi_sp,vlvi,,Daily,sp,daily_vlvi_sp,CalculationSeries,,DailyMidnight(instant_vlvi_sp),,1
19504,19465,0,1,,gcgw_msglen,gcgw,,Irregular,msglen,instant_gcgw_msglen,Series,,,,1
19505,19465,0,1,,gcgw_lenerr,gcgw,,Irregular,lenerr,instant_gcgw_lenerr,Series,,,,1
19506,19465,0,1,,gcgw_timeerr,gcgw,,Irregular,timeerr,instant_gcgw_timeerr,Series,,,,1
53,51,1,0,,daily,,,,,,,,,,0
19004,18989,0,1,,ochews_1298l,ochews,,Irregular,1298l,instant_ochews_1298l,Series,,,,1
19005,18989,0,1,,ochews_1298r,ochews,,Irregular,1298r,instant_ochews_1298r,Series,,,,1
19006,18989,0,1,,ochews_day,ochews,,Irregular,day,instant_ochews_day,Series,,,,1
19007,18989,0,1,,ochews_east,ochews,,Irregular,east,instant_ochews_east,Series,,,,1
19359,5634,1,8911,,hpco,,,,,folder2017sep11095937560,Series,,,,1
19360,19359,1,1,,instant,,,,,folder2017sep11095937794,Series,,,,1
19361,19360,0,1,sum,hpco_af,hpco,,Irregular,af,instant_hpco_af,CalculationSeries,,"FileRatingTable(hpco_fb,""hpco_af.csv"")",,1
10843,10840,1,0,,quality,,,,,,,,,,0
10496,10493,1,0,,quality,,,,,,,,,,0
11006,9189,1,0,,quality,,,,,,,,,,0
15078,14795,1,0,,daily,,,,,,,,,,0
8606,8604,1,0,,daily,,,,,,,,,,0
343,341,1,0,,daily,,,,,,,,,,0
11877,11876,1,0,,quality,,,,,,,,,,0
8786,8785,1,0,,instant,,,,,,,,,,0
429,427,1,0,,daily,,,,,,,,,,0
10286,10285,1,0,,instant,,,,,,,,,,0
11008,9201,1,0,,quality,,,,,,,,,,0
8829,8826,1,0,,quality,,,,,,,,,,0
11044,11043,1,0,,instant,,,,,,,,,,0
8264,8263,1,0,,instant,,,,,,,,,,0
2523,2522,1,0,,instant,,,,,,,,,,0
9889,9551,1,0,,instant,,,,,,,,,,0
8524,8518,1,0,,instant,,,,,,,,,,0
920,919,1,0,,instant,,,,,,,,,,0
8528,8522,1,0,,instant,,,,,,,,,,0
9851,9563,1,0,,daily,,,,,,,,,,0
11260,11259,1,0,,instant,,,,,,,,,,0
1281,1280,1,0,,instant,,,,,,,,,,0
3940,3939,1,0,,instant,,,,,,,,,,0
1573,1572,1,0,,instant,,,,,,,,,,0
10791,10790,1,0,,instant,,,,,,,,,,0
11093,11092,1,0,,instant,,,,,,,,,,0
8854,8853,1,0,,instant,,,,,,,,,,0
5347,5346,1,0,,instant,,,,,,,,,,0
12065,12064,1,0,,instant,,,,,,,,,,0
16024,15496,1,1,,daily,,,,,folder2017may30130136959,Series,,,,1
11120,10840,1,0,,instant,,,,,,,,,,0
16109,16108,1,1,,daily,,,,,folder2017may30130144132,Series,,,,1
19362,19360,0,2,sum,hpco_qc,hpco,,Irregular,qc,instant_hpco_qc,CalculationSeries,,"FileRatingTable(hpco_ch,""hpco_qc.csv"")",,1
19364,14890,1,1,,instant,,,,,folder2017sep11101630590,Series,,,,1
19365,19364,0,1,sum,hpd_af,hpd,,Irregular,af,instant_hpd_af,CalculationSeries,,"FileRatingTable(hpd_fb,""hpd_af.csv"")",,1
19366,19364,0,2,sum,hpd_qc,hpd,,Irregular,qc,instant_hpd_qc,CalculationSeries,," GenericWeir(hpd_ch,0.0733,24.41,1.833)",,1
19420,19412,0,1,,cibw_parity,cibw,,Irregular,parity,instant_cibw_parity,Series,,,,1
16093,16092,1,1,,daily,,,,,folder2017may30130142846,Series,,,,1
15176,2,1,0,,cbl01,,,,,,,,,,0
19369,19364,0,1,,hpd_ch,hpd,,Irregular,ch,instant_hpd_ch,Series,,,,1
19370,19364,0,1,,hpd_fb,hpd,,Irregular,fb,instant_hpd_fb,Series,,,,1
19371,19364,0,1,,hpd_ob,hpd,,Irregular,ob,instant_hpd_ob,Series,,,,1
11883,11882,1,0,,quality,,,,,,,,,,0
2619,2618,1,0,,instant,,,,,,,,,,0
19372,19364,0,1,,hpd_rb,hpd,,Irregular,rb,instant_hpd_rb,Series,,,,1
3026,3025,1,0,,instant,,,,,,,,,,0
3243,3242,1,0,,instant,,,,,,,,,,0
11352,11350,1,0,,daily,,,,,,,,,,0
3731,3730,1,0,,instant,,,,,,,,,,0
4820,4819,1,0,,instant,,,,,,,,,,0
19373,19364,0,1,,hpd_tv,hpd,,Irregular,tv,instant_hpd_tv,Series,,,,1
4784,4783,1,0,,instant,,,,,,,,,,0
16516,16515,1,1,,daily,,,,,folder2017may30130222383,Series,,,,1
19374,19364,0,1,,hpd_wf,hpd,,Irregular,wf,instant_hpd_wf,Series,,,,1
19375,19364,0,1,,hpd_xac,hpd,,Irregular,xac,instant_hpd_xac,Series,,,,1
16975,16974,1,1,,daily,,,,,folder2017may30130318404,Series,,,,1
12846,12843,1,0,,quality,,,,,,,,,,0
10916,10915,1,0,,instant,,,,,,,,,,0
11903,11902,1,0,,quality,,,,,,,,,,0
10418,10415,1,0,,quality,,,,,,,,,,0
10673,10669,1,0,,instant,,,,,,,,,,0
463,2,1,150,,bkvo,bkvo,,,,,,,,,0
10882,10879,1,0,,quality,,,,,,,,,,0
10991,9115,1,0,,quality,,,,,,,,,,0
13432,8311,1,0,,quality,,,,,,,,,,0
10993,8840,1,0,,quality,,,,,,,,,,0
11862,11175,1,0,,quality,,,,,,,,,,0
13433,8309,1,0,,quality,,,,,,,,,,0
19376,19364,0,1,,hpd_batvolt,hpd,,Irregular,batvolt,instant_hpd_batvolt,Series,,,,1
11969,11966,1,0,,quality,,,,,,,,,,0
808,2,1,260,,bvpc,bvpc,,,,,,,,,0
11859,391,1,0,,quality,,,,,,,,,,0
15301,15300,1,0,,daily,,,,,,,,,,0
12519,12518,1,0,,instant,,,,,,,,,,0
13392,8021,1,0,,quality,,,,,,,,,,0
13434,8310,1,0,,quality,,,,,,,,,,0
19377,19364,0,1,,hpd_parity,hpd,,Irregular,parity,instant_hpd_parity,Series,,,,1
13436,8188,1,0,,quality,,,,,,,,,,0
13437,8305,1,0,,quality,,,,,,,,,,0
13438,8303,1,0,,quality,,,,,,,,,,0
14594,14565,1,0,,instant,,,,,,,,,,0
15189,15188,1,0,,monthly,,,,,,,,,,0
15303,4896,1,0,,quality,,,,,,,,,,0
15207,2,1,0,,hyd01,,,,,,,,,,0
15305,1338,1,0,,quality,,,,,,,,,,0
19378,19364,0,1,,hpd_power,hpd,,Irregular,power,instant_hpd_power,Series,,,,1
15306,1459,1,0,,quality,,,,,,,,,,0
19379,19364,0,1,,hpd_msglen,hpd,,Irregular,msglen,instant_hpd_msglen,Series,,,,1
13440,8205,1,0,,quality,,,,,,,,,,0
14857,14429,1,0,,instant,,,,,,,,,,0
15130,999,1,0,,quality,,,,,,,,,,0
15197,1536,1,0,,quality,,,,,,,,,,0
13441,8306,1,0,,quality,,,,,,,,,,0
13442,8307,1,0,,quality,,,,,,,,,,0
13443,8189,1,0,,quality,,,,,,,,,,0
13444,8186,1,0,,quality,,,,,,,,,,0
13445,8190,1,0,,quality,,,,,,,,,,0
19380,19364,0,1,,hpd_lenerr,hpd,,Irregular,lenerr,instant_hpd_lenerr,Series,,,,1
13447,8185,1,0,,quality,,,,,,,,,,0
12901,12900,1,0,,quality,,,,,,,,,,0
19381,19364,0,1,,hpd_timeerr,hpd,,Irregular,timeerr,instant_hpd_timeerr,Series,,,,1
19382,19360,0,1,,hpco_ch,hpco,,Irregular,ch,instant_hpco_ch,Series,,,,1
19383,19360,0,1,,hpco_fb,hpco,,Irregular,fb,instant_hpco_fb,Series,,,,1
19384,19360,0,1,,hpco_ob,hpco,,Irregular,ob,instant_hpco_ob,Series,,,,1
19385,19360,0,1,,hpco_wf,hpco,,Irregular,wf,instant_hpco_wf,Series,,,,1
19386,19360,0,1,,hpco_batvolt,hpco,,Irregular,batvolt,instant_hpco_batvolt,Series,,,,1
19387,19360,0,1,,hpco_parity,hpco,,Irregular,parity,instant_hpco_parity,Series,,,,1
19388,19360,0,1,,hpco_power,hpco,,Irregular,power,instant_hpco_power,Series,,,,1
19389,19360,0,1,,hpco_msglen,hpco,,Irregular,msglen,instant_hpco_msglen,Series,,,,1
19390,19360,0,1,,hpco_lenerr,hpco,,Irregular,lenerr,instant_hpco_lenerr,Series,,,,1
19391,19360,0,1,,hpco_timeerr,hpco,,Irregular,timeerr,instant_hpco_timeerr,Series,,,,1
19392,15029,1,1,,instant,,,,,folder2017sep11113343167,Series,,,,1
19393,19392,0,1,sum,wod_af,wod,,Irregular,af,instant_wod_af,CalculationSeries,,"FileRatingTable(wod_fb,""wod_af.csv"")",,1
19394,15388,1,1,,instant,,,,,folder2017sep11121333537,Series,,,,1
19395,19394,0,1,sum,cls_af,cls,,Irregular,af,instant_cls_af,CalculationSeries,,"FileRatingTable(cls_fb,""cls_af.csv"")",,1
19396,19394,0,1,,cls_fb,cls,,Irregular,fb,instant_cls_fb,Series,,,,1
19397,19394,0,1,,cls_batvolt,cls,,Irregular,batvolt,instant_cls_batvolt,Series,,,,1
19398,19394,0,1,,cls_parity,cls,,Irregular,parity,instant_cls_parity,Series,,,,1
19399,19394,0,1,,cls_power,cls,,Irregular,power,instant_cls_power,Series,,,,1
19400,19394,0,1,,cls_msglen,cls,,Irregular,msglen,instant_cls_msglen,Series,,,,1
19401,19394,0,1,,cls_lenerr,cls,,Irregular,lenerr,instant_cls_lenerr,Series,,,,1
19402,19394,0,1,,cls_timeerr,cls,,Irregular,timeerr,instant_cls_timeerr,Series,,,,1
19403,5634,1,8912,,sbeo,,,,,folder2017sep11122122933,Series,,,,1
19404,19403,1,1,,instant,,,,,folder2017sep11122123105,Series,,,,1
19405,19404,0,1,sum,sbeo_qc,sbeo,,Irregular,qc,instant_sbeo_qc,CalculationSeries,,"FileRatingTable(sbeo_ch,""sbeo_qc.csv"")",,1
19406,15039,1,1,,instant,,,,,folder2017sep11123042824,Series,,,,1
19407,19406,0,1,sum,was_af,was,,Irregular,af,instant_was_af,CalculationSeries,,"FileRatingTable(was_fb,""was_af.csv"")",,1
19408,19406,0,2,sum,was_q,was,,Irregular,q,instant_was_q,CalculationSeries,,"GenericWeir(was_gh,0.079,30.388,1.862)",,1
19409,15036,1,1,,instant,,,,,folder2017sep11123834603,Series,,,,1
19410,19409,0,1,sum,wld_af,wld,,Irregular,af,instant_wld_af,CalculationSeries,,"FileRatingTable(wld_fb,""wld_af.csv"")",,1
19411,5634,1,8913,,cibw,,,,,folder2017sep11124927187,Series,,,,1
19412,19411,1,1,,instant,,,,,folder2017sep11124927390,Series,,,,1
