A_ID,parentid,isfolder,sortorder,iconname,name,siteid,units,timeinterval,parameter,tablename,provider,connectionstring,expression,notes,enabled
13031,15737,0,1,,yjk01_si,yjk01,,Irregular,si,instant_yjk01_si,Series,,,,1
9878,9852,0,9878,,scpu_bv,scpu,,Irregular,bv,instant_scpu_bv,Series,,,,1
9917,9891,0,9917,,mnru_bv,mnru,,Irregular,bv,instant_mnru_bv,Series,,,,1
13032,15737,0,1,,yjk01_za,yjk01,,Irregular,za,instant_yjk01_za,Series,,,,1
13033,15737,0,1,,yjk01_sw,yjk01,,Irregular,sw,instant_yjk01_sw,Series,,,,1
13034,15737,0,1,,yjk01_ws,yjk01,,Irregular,ws,instant_yjk01_ws,Series,,,,1
9000,10793,0,4,,instant_swbi_bv,swbi,,Irregular,bv,instant_swbi_bv,Series,,,,1
9956,9930,0,9956,,csvu_bv,csvu,,Irregular,bv,instant_csvu_bv,Series,,,,1
13035,15737,0,1,,yjk01_wd,yjk01,,Irregular,wd,instant_yjk01_wd,Series,,,,1
10361,10345,0,4,,wic_xac,wic,,Irregular,xac,instant_wic_xac,Series,,,,1
10362,10345,0,4,,wic_xac2,wic,,Irregular,xac2,instant_wic_xac2,Series,,,,1
9995,9969,0,9995,,spvu_bv,spvu,,Irregular,bv,instant_spvu_bv,Series,,,,1
13036,15737,0,1,,yjk01_pi,yjk01,,Irregular,pi,instant_yjk01_pi,Series,,,,1
13037,15737,0,1,,yjk01_wg,yjk01,,Irregular,wg,instant_yjk01_wg,Series,,,,1
13038,15737,0,1,,yjk01_wgd,yjk01,,Irregular,wgd,instant_yjk01_wgd,Series,,,,1
14083,8528,0,1,,instant_bsei_ch2,bsei,,Irregular,ch2,instant_bsei_ch2,Series,,,,1
8906,10773,0,4,,bbbo_wf,bbbo,,Irregular,wf,instant_bbbo_wf,Series,,,,1
8905,10773,0,4,,bbbo_gh,bbbo,,Irregular,gh,instant_bbbo_gh,Series,,,,1
9003,10791,0,4,,instant_swbi_gh2,swbi,,Irregular,gh2,instant_swbi_gh2,Series,,,,1
9006,10791,0,4,,instant_swbi_qh,swbi,,Irregular,qh,instant_swbi_qh,Series,,,,1
9002,10791,0,4,,instant_swbi_gh1,swbi,,Irregular,gh1,instant_swbi_gh1,Series,,,,1
9004,10791,0,4,,instant_swbi_q,swbi,,Irregular,q,instant_swbi_q,Series,,,,1
9005,10791,0,4,,instant_swbi_tv,swbi,,Irregular,tv,instant_swbi_tv,Series,,,,1
15132,587,1,0,,quality,,,,,,,,,,0
9007,10797,0,4,,instant_swci_qh,swci,,Irregular,qh,instant_swci_qh,Series,,,,1
9001,10797,0,4,,instant_swci_qc,swci,,Irregular,qc,instant_swci_qc,Series,,,,1
10444,10424,0,4,,ceno_wf,ceno,,Irregular,wf,instant_ceno_wf,Series,,,,1
13727,8103,0,1,,spdi_wc,spdi,,Irregular,wc,instant_spdi_wc,Series,,,,1
10368,15738,0,4,,wicowq_we,wicowq,uMHOS/cm,Irregular,we,instant_wicowq_we,Series,,,,1
10364,15738,0,4,,wicowq_chl,wicowq,,Irregular,chl,instant_wicowq_chl,Series,,,,1
10365,15738,0,4,,wicowq_do,wicowq,,Irregular,do,instant_wicowq_do,Series,,,,1
10366,15738,0,4,,wicowq_gh,wicowq,,Irregular,gh,instant_wicowq_gh,Series,,,,1
10367,15738,0,4,,wicowq_wc,wicowq,,Irregular,wc,instant_wicowq_wc,Series,,,,1
10369,15738,0,4,,wicowq_wp,wicowq,,Irregular,wp,instant_wicowq_wp,Series,,,,1
10370,15738,0,4,,wicowq_wt,wicowq,,Irregular,wt,instant_wicowq_wt,Series,,,,1
10371,15738,0,4,,wicowq_yr,wicowq,,Irregular,yr,instant_wicowq_yr,Series,,,,1
10539,1460,0,1,,instant_drpw_etrs,drpw,,Irregular,etrs,instant_drpw_etrs,Series,,,,1
10538,1460,0,1,,instant_drpw_etos,drpw,,Irregular,etos,instant_drpw_etos,Series,,,,1
10571,10546,0,10571,,grtu_bv,grtu,,Irregular,bv,instant_grtu_bv,Series,,,,1
11832,15740,0,11709,,mtr01_za,instant,,Irregular,za,instant_mtr01_za,Series,,,,1
11833,15740,0,1,,mtr01_sw,instant,,Irregular,sw,instant_mtr01_sw,Series,,,,1
11830,15740,0,11767,,gun01_sw,instant,,Irregular,sw,instant_gun01_sw,Series,,,,1
11829,15740,0,11767,,gun01_za,instant,,Irregular,za,instant_gun01_za,Series,,,,1
11831,15740,0,1,,mtr01_ea,instant,,Irregular,ea,instant_mtr01_ea,Series,,,,1
11828,15740,0,11763,,gun01_ea,instant,,Irregular,ea,instant_gun01_ea,Series,,,,1
11827,15740,0,11820,,frt02_sw,instant,,Irregular,sw,instant_frt02_sw,Series,,,,1
11834,15740,0,11736,,orm01_ea,instant,,Irregular,ea,instant_orm01_ea,Series,,,,1
11824,15740,0,11614,,dlt01_sw,instant,,Irregular,sw,instant_dlt01_sw,Series,,,,1
11823,15740,0,11614,,dlt01_za,instant,,Irregular,za,instant_dlt01_za,Series,,,,1
11822,15740,0,11614,,dlt01_ea,instant,,Irregular,ea,instant_dlt01_ea,Series,,,,1
15199,7359,1,0,,quality,,,,,,,,,,0
11836,15740,0,11736,,orm01_sw,instant,,Irregular,sw,instant_orm01_sw,Series,,,,1
12945,15742,0,1,,roso_obm,reen,,Irregular,obm,instant_reen_obm,Series,,,,1
11538,11436,0,1,,sppi_batvolt,sppi,,Irregular,batvolt,instant_sppi_batvolt,Series,,,,1
13745,8095,0,1,,stii_wf,stii,,Irregular,wf,instant_stii_wf,Series,,,,1
13752,8053,0,1,,teai_wf,teai,,Irregular,wf,instant_teai_wf,Series,,,,1
11540,11426,0,1,,rjpi_batvolt,rjpi,,Irregular,batvolt,instant_rjpi_batvolt,Series,,,,1
11543,11416,0,1,,cvpi_batvolt,cvpi,,Irregular,batvolt,instant_cvpi_batvolt,Series,,,,1
11544,11171,0,1,,isci_batvolt,isci,,Irregular,batvolt,instant_isci_batvolt,Series,,,,1
11545,11431,0,1,,rrpi_batvolt,rrpi,,Irregular,batvolt,instant_rrpi_batvolt,Series,,,,1
11546,11136,0,1,,frci_batvolt,frci,,Irregular,batvolt,instant_frci_batvolt,Series,,,,1
11547,11421,0,1,,jrpi_batvolt,jrpi,,Irregular,batvolt,instant_jrpi_batvolt,Series,,,,1
11548,11150,0,1,,hari_batvolt,hari,,Irregular,batvolt,instant_hari_batvolt,Series,,,,1
11550,15743,0,1,,ceci_batvolt,ceci,,Irregular,batvolt,instant_ceci_batvolt,Series,,,,1
11552,10900,0,1,,auci_batvolt,auci,,Irregular,batvolt,instant_auci_batvolt,Series,,,,1
11554,15744,0,1,,buri_batvolt,buri,,Irregular,batvolt,instant_buri_batvolt,Series,,,,1
11555,11241,0,1,,prki_batvolt,prki,,Irregular,batvolt,instant_prki_batvolt,Series,,,,1
11560,11269,0,1,,rici_batvolt,rici,,Irregular,batvolt,instant_rici_batvolt,Series,,,,1
11561,11046,0,1,,cxci_batvolt,cxci,,Irregular,batvolt,instant_cxci_batvolt,Series,,,,1
11562,11102,0,1,,egci_batvolt,egci,,Irregular,batvolt,instant_egci_batvolt,Series,,,,1
11564,11164,0,1,,inci_batvolt,inci,,Irregular,batvolt,instant_inci_batvolt,Series,,,,1
11565,11220,0,1,,peci_batvolt,peci,,Irregular,batvolt,instant_peci_batvolt,Series,,,,1
11566,11234,0,1,,poci_batvolt,poci,,Irregular,batvolt,instant_poci_batvolt,Series,,,,1
11569,11192,0,1,,mryi_batvolt,mryi,,Irregular,batvolt,instant_mryi_batvolt,Series,,,,1
11570,11346,0,1,,vlci_batvolt,vlci,,Irregular,batvolt,instant_vlci_batvolt,Series,,,,1
11571,11366,0,1,,wvci_batvolt,wvci,,Irregular,batvolt,instant_wvci_batvolt,Series,,,,1
11572,11360,0,1,,wfci_batvolt,wfci,,Irregular,batvolt,instant_wfci_batvolt,Series,,,,1
11573,10894,0,1,,asci_batvolt,asci,,Irregular,batvolt,instant_asci_batvolt,Series,,,,1
5650,15179,0,282,sum,arki_qd,arki,acre-feet,Daily,qd,daily_arki_qd,CalculationSeries,,"Max((luc_af-luc_af[t-1])/1.98347+luc_qd-mori_qd,0)",,1
11124,14922,0,11124,sum,fari_qc,fari,cfs,Irregular,qc,instant_fari_qc,CalculationSeries,,"GenericWeir(fari_ch,0.01,93.82,1.5826)",,1
12709,12682,0,12709,,sacw_bv,sacw,,Irregular,bv,instant_sacw_bv,Series,,,,1
13771,8105,0,1,,snyi_wf,snyi,,Irregular,wf,instant_snyi_wf,Series,,,,1
12750,12723,0,12750,,roso_bv,roso,,Irregular,bv,instant_roso_bv,Series,,,,1
12791,12764,0,12791,,vrnu_bv,vrnu,,Irregular,bv,instant_vrnu_bv,Series,,,,1
12832,12805,0,12832,,blbu_bv,blbu,,Irregular,bv,instant_blbu_bv,Series,,,,1
12873,12846,0,12873,,loau_bv,loau,,Irregular,bv,instant_loau_bv,Series,,,,1
11534,15745,0,1,,labi_batvolt,labi,,Irregular,batvolt,instant_labi_batvolt,Series,,,,1
11549,15746,0,1,,sndi_batvolt,sndi,,Irregular,batvolt,instant_sndi_batvolt,Series,,,,1
15283,5457,1,0,,quality,,,,,,,,,,0
11551,15747,0,1,,enti_batvolt,enti,,Irregular,batvolt,instant_enti_batvolt,Series,,,,1
11553,15748,0,1,,bmci_batvolt,bmci,,Irregular,batvolt,instant_bmci_batvolt,Series,,,,1
11556,15749,0,1,,gwci_batvolt,gwci,,Irregular,batvolt,instant_gwci_batvolt,Series,,,,1
11557,15750,0,1,,idci_batvolt,idci,,Irregular,batvolt,instant_idci_batvolt,Series,,,,1
11558,15751,0,1,,rsdi_batvolt,rsdi,,Irregular,batvolt,instant_rsdi_batvolt,Series,,,,1
11559,15752,0,1,,bfci_batvolt,bfci,,Irregular,batvolt,instant_bfci_batvolt,Series,,,,1
11563,15753,0,1,,cbci_batvolt,cbci,,Irregular,batvolt,instant_cbci_batvolt,Series,,,,1
11568,11917,0,1,,lppi_batvolt,lppi,,Irregular,batvolt,instant_lppi_batvolt,Series,,,,1
15133,1865,1,0,,quality,,,,,,,,,,0
11574,15754,0,1,,crci_batvolt,crci,,Irregular,batvolt,instant_crci_batvolt,Series,,,,1
13844,8031,0,1,,weii_wf,weii,,Irregular,wf,instant_weii_wf,Series,,,,1
10363,15738,0,4,,wicowq_bga,wicowq,,Irregular,bga,instant_wicowq_bga,Series,,,"-5, 50  limits ",1
13948,13975,0,1,,instant_tlkc_bv,tlkc,,Irregular,bv,instant_tlkc_bv,Series,,,,1
13894,7665,0,1,,wodi_ob,wodi,,Irregular,ob,instant_wodi_ob,Series,,,,1
13895,7665,0,1,,wodi_pc,wodi,,Irregular,pc,instant_wodi_pc,Series,,,,1
14084,8528,0,1,,instant_bsei_qc2,bsei,,Irregular,qc2,instant_bsei_qc2,Series,,,,1
10820,15149,0,1,,dedews_vw95_1,dedews,,Irregular,vw95_1,instant_dedews_vw95_1,Series,,,,1
10821,15149,0,1,,dedews_vw95_2,dedews,,Irregular,vw95_2,instant_dedews_vw95_2,Series,,,,1
10822,15149,0,1,,dedews_vw95_6,dedews,,Irregular,vw95_6,instant_dedews_vw95_6,Series,,,,1
10823,15149,0,1,,dedews_vwex_3a,dedews,,Irregular,vwex_3a,instant_dedews_vwex_3a,Series,,,,1
10819,15149,0,1,,dedews_vw02_2,dedews,,Irregular,vw02_2,instant_dedews_vw02_2,Series,,,,1
10825,15149,0,1,,dedews_vwex_3c,dedews,,Irregular,vwex_3c,instant_dedews_vwex_3c,Series,,,,1
10827,15149,0,1,,dedews_vwex_3e,dedews,,Irregular,vwex_3e,instant_dedews_vwex_3e,Series,,,,1
10835,15149,0,1,,dedews_in2u_a,dedews,,Irregular,in2u_a,instant_dedews_in2u_a,Series,,,,1
10837,15149,0,1,,dedews_tc2a_t,dedews,,Irregular,tc2a_t,instant_dedews_tc2a_t,Series,,,,1
10818,15149,0,1,,dedews_vw02_1,dedews,,Irregular,vw02_1,instant_dedews_vw02_1,Series,,,,1
10824,15149,0,1,,dedews_vwex_3b,dedews,,Irregular,vwex_3b,instant_dedews_vwex_3b,Series,,,,1
10826,15149,0,1,,dedews_vwex_3d,dedews,,Irregular,vwex_3d,instant_dedews_vwex_3d,Series,,,,1
10829,15149,0,1,,dedews_in1l_a,dedews,,Irregular,in1l_a,instant_dedews_in1l_a,Series,,,,1
10831,15149,0,1,,dedews_in1u_a,dedews,,Irregular,in1u_a,instant_dedews_in1u_a,Series,,,,1
10833,15149,0,1,,dedews_in2l_a,dedews,,Irregular,in2l_a,instant_dedews_in2l_a,Series,,,,1
10830,15149,0,1,,dedews_in1l_b,dedews,,Irregular,in1l_b,instant_dedews_in1l_b,Series,,,,1
10832,15149,0,1,,dedews_in1u_b,dedews,,Irregular,in1u_b,instant_dedews_in1u_b,Series,,,,1
15300,5634,1,5970,,pntedi,pntedi,,,,,,,,,0
13446,8187,1,0,,quality,,,,,,,,,,0
10834,15149,0,1,,dedews_in2l_b,dedews,,Irregular,in2l_b,instant_dedews_in2l_b,Series,,,,1
10836,15149,0,1,,dedews_tc1b_t,dedews,,Irregular,tc1b_t,instant_dedews_tc1b_t,Series,,,,1
10838,15149,0,1,,dedews_tc2b_t,dedews,,Irregular,tc2b_t,instant_dedews_tc2b_t,Series,,,,1
8260,15755,0,1,,plvu_bv,plvu,,Irregular,bv,instant_plvu_bv,Series,,,,1
7611,15756,0,27,,dwni_bv,dwni,,Irregular,bv,instant_dwni_bv,Series,,,,1
11606,15758,0,10084,sum,tgco_q,tgco,cfs,Irregular,q,instant_tgco_q,CalculationSeries,,"FileRatingTable(tgco_gh,""tgco.csv"")",,1
11490,15759,0,1,,instant_grfu_bv,grfu,,Irregular,bv,instant_grfu_bv,Series,,,,1
11491,15112,0,1,,instant_grfu_wds,grfu,,Irregular,wds,instant_grfu_wds,Series,,,,1
10066,15760,0,10066,,evty_wds,evty,,Irregular,wds,instant_evty_wds,Series,,,,1
11604,15758,0,1,,tgco_gh,tgco,,Irregular,gh,instant_tgco_gh,Series,,,,1
10067,15760,0,10067,,evty_ob,evty,,Irregular,ob,instant_evty_ob,Series,,,,1
10068,15760,0,10068,,evty_obm,evty,,Irregular,obm,instant_evty_obm,Series,,,,1
10069,15760,0,10069,,evty_obx,evty,,Irregular,obx,instant_evty_obx,Series,,,,1
10070,15760,0,10070,,evty_obn,evty,,Irregular,obn,instant_evty_obn,Series,,,,1
11492,15112,0,1,,instant_grfu_xsm8,grfu,,Irregular,xsm8,instant_grfu_xsm8,Series,,,,1
10071,15760,0,10071,,evty_tu,evty,,Irregular,tu,instant_evty_tu,Series,,,,1
10072,15760,0,10072,,evty_tux,evty,,Irregular,tux,instant_evty_tux,Series,,,,1
10073,10048,0,10073,,evty_bv,evty,,Irregular,bv,instant_evty_bv,Series,,,,1
10074,15760,0,10074,,evty_tun,evty,,Irregular,tun,instant_evty_tun,Series,,,,1
12120,2492,0,1,,huan_ob,huan,,Irregular,ob,instant_huan_ob,Series,,,,1
10075,15760,0,10075,,evty_ea,evty,,Irregular,ea,instant_evty_ea,Series,,,,1
10076,15760,0,10076,,evty_tp,evty,,Irregular,tp,instant_evty_tp,Series,,,,1
10077,15760,0,10077,,evty_wd,evty,,Irregular,wd,instant_evty_wd,Series,,,,1
10078,15760,0,10078,,evty_ws,evty,,Irregular,ws,instant_evty_ws,Series,,,,1
10079,15760,0,10079,,evty_wg,evty,,Irregular,wg,instant_evty_wg,Series,,,,1
10080,15760,0,10080,,evty_ui,evty,,Irregular,ui,instant_evty_ui,Series,,,,1
10081,15760,0,10081,,evty_sq,evty,,Irregular,sq,instant_evty_sq,Series,,,,1
10082,15760,0,10082,,evty_si,evty,,Irregular,si,instant_evty_si,Series,,,,1
10083,15760,0,10083,,evty_pc,evty,,Irregular,pc,instant_evty_pc,Series,,,,1
12121,2492,0,1,,huan_pi,huan,,Irregular,pi,instant_huan_pi,Series,,,,1
11605,15761,0,1,,tgco_batvolt,tgco,,Irregular,batvolt,instant_tgco_batvolt,Series,,,,1
12574,15762,0,1,,reen_parity,reen,,Irregular,parity,instant_reen_parity,Series,,,,1
12509,4,0,1,,abei_bp,abei,,Irregular,bp,instant_abei_bp,Series,,,,1
12122,2492,0,1,,huan_soil,huan,,Irregular,soil,instant_huan_soil,Series,,,,1
12123,2492,0,1,,huan_soil8,huan,,Irregular,soil8,instant_huan_soil8,Series,,,,1
12124,2492,0,1,,huan_soil20,huan,,Irregular,soil20,instant_huan_soil20,Series,,,,1
12575,15762,0,1,,reen_power,reen,,Irregular,power,instant_reen_power,Series,,,,1
12576,15762,0,1,,reen_msglen,reen,,Irregular,msglen,instant_reen_msglen,Series,,,,1
12125,2492,0,1,,huan_sm4,huan,,Irregular,sm4,instant_huan_sm4,Series,,,,1
12126,2492,0,1,,huan_sm8,huan,,Irregular,sm8,instant_huan_sm8,Series,,,,1
12127,2492,0,1,,huan_sm20,huan,,Irregular,sm20,instant_huan_sm20,Series,,,,1
12128,2492,0,1,,huan_sd4,huan,,Irregular,sd4,instant_huan_sd4,Series,,,,1
12129,2492,0,1,,huan_sd8,huan,,Irregular,sd8,instant_huan_sd8,Series,,,,1
12130,2492,0,1,,huan_sd20,huan,,Irregular,sd20,instant_huan_sd20,Series,,,,1
12131,2492,0,1,,huan_maxbat,huan,,Irregular,maxbat,instant_huan_maxbat,Series,,,,1
12132,2492,0,1,,huan_avebat,huan,,Irregular,avebat,instant_huan_avebat,Series,,,,1
12134,3731,0,1,,nsvn_wsm,nsvn,,Irregular,wsm,instant_nsvn_wsm,Series,,,,1
12135,3731,0,1,,nsvn_ob,nsvn,,Irregular,ob,instant_nsvn_ob,Series,,,,1
15134,5413,1,0,,quality,,,,,,,,,,0
12138,8529,0,1,,clon_ob,clon,,Irregular,ob,instant_clon_ob,Series,,,,1
12139,8529,0,1,,clon_pi,clon,,Irregular,pi,instant_clon_pi,Series,,,,1
12140,809,0,1,,bvpc_wsm,bvpc,,Irregular,wsm,instant_bvpc_wsm,Series,,,,1
12141,809,0,1,,bvpc_ob,bvpc,,Irregular,ob,instant_bvpc_ob,Series,,,,1
12142,809,0,1,,bvpc_pi,bvpc,,Irregular,pi,instant_bvpc_pi,Series,,,,1
12143,15742,0,1,,reen_si,reen,,Irregular,si,instant_reen_si,Series,,,,1
12144,15742,0,1,,reen_wsm,reen,,Irregular,wsm,instant_reen_wsm,Series,,,,1
12145,15742,0,1,,reen_wd,reen,,Irregular,wd,instant_reen_wd,Series,,,,1
12146,15742,0,1,,reen_wg,reen,,Irregular,wg,instant_reen_wg,Series,,,,1
12147,15742,0,1,,reen_ob,reen,,Irregular,ob,instant_reen_ob,Series,,,,1
12148,15742,0,1,,reen_tu,reen,,Irregular,tu,instant_reen_tu,Series,,,,1
12149,15742,0,1,,reen_bp,reen,,Irregular,bp,instant_reen_bp,Series,,,,1
12150,15742,0,1,,reen_pi,reen,,Irregular,pi,instant_reen_pi,Series,,,,1
12151,15742,0,1,,reen_pc,reen,,Irregular,pc,instant_reen_pc,Series,,,,1
12468,3243,0,1,,instant_mdfo_sq2,mdfo,,Irregular,sq2,instant_mdfo_sq2,Series,,,,1
12412,15761,0,1,,tgco_parity,tgco,,Irregular,parity,instant_tgco_parity,Series,,,,1
12413,15761,0,1,,tgco_power,tgco,,Irregular,power,instant_tgco_power,Series,,,,1
12414,15761,0,1,,tgco_msglen,tgco,,Irregular,msglen,instant_tgco_msglen,Series,,,,1
12415,15761,0,1,,tgco_timeerr,tgco,,Irregular,timeerr,instant_tgco_timeerr,Series,,,,1
12469,3243,0,1,,instant_mdfo_si2,mdfo,,Irregular,si2,instant_mdfo_si2,Series,,,,1
12470,3243,0,1,,instant_mdfo_sv,mdfo,,Irregular,sv,instant_mdfo_sv,Series,,,,1
11996,11937,0,1,,oth01_ea,oth01,,Irregular,ea,instant_oth01_ea,Series,,,,1
11997,11937,0,1,,oth01_za,oth01,,Irregular,za,instant_oth01_za,Series,,,,1
11998,11937,0,1,,oth01_sw,oth01,,Irregular,sw,instant_oth01_sw,Series,,,,1
12510,4,0,1,,abei_wds,abei,,Irregular,wds,instant_abei_wds,Series,,,,1
12597,15762,0,1,,reen_timeerr,reen,,Irregular,timeerr,instant_reen_timeerr,Series,,,,1
12604,3731,0,1,,nsvn_day,nsvn,,Irregular,day,instant_nsvn_day,Series,,,,1
12605,3731,0,1,,nsvn_time,nsvn,,Irregular,time,instant_nsvn_time,Series,,,,1
12606,8529,0,1,,clon_day,clon,,Irregular,day,instant_clon_day,Series,,,,1
12607,8529,0,1,,clon_time,clon,,Irregular,time,instant_clon_time,Series,,,,1
12609,4357,0,1,,pwln_wsm,pwln,,Irregular,wsm,instant_pwln_wsm,Series,,,,1
12610,4357,0,1,,pwln_ob,pwln,,Irregular,ob,instant_pwln_ob,Series,,,,1
12611,4357,0,1,,pwln_pi,pwln,,Irregular,pi,instant_pwln_pi,Series,,,,1
12616,4933,0,1,,smvn_wsm,smvn,,Irregular,wsm,instant_smvn_wsm,Series,,,,1
12617,4933,0,1,,smvn_ob,smvn,,Irregular,ob,instant_smvn_ob,Series,,,,1
12618,4933,0,1,,smvn_pi,smvn,,Irregular,pi,instant_smvn_pi,Series,,,,1
12623,1250,0,1,,cvan_wsm,cvan,,Irregular,wsm,instant_cvan_wsm,Series,,,,1
12624,1250,0,1,,cvan_ob,cvan,,Irregular,ob,instant_cvan_ob,Series,,,,1
12625,1250,0,1,,cvan_pi,cvan,,Irregular,pi,instant_cvan_pi,Series,,,,1
12630,4532,0,1,,rogn_wsm,rogn,,Irregular,wsm,instant_rogn_wsm,Series,,,,1
12631,4532,0,1,,rogn_ob,rogn,,Irregular,ob,instant_rogn_ob,Series,,,,1
12632,4532,0,1,,rogn_pi,rogn,,Irregular,pi,instant_rogn_pi,Series,,,,1
12637,4326,0,1,,pvan_wsm,pvan,,Irregular,wsm,instant_pvan_wsm,Series,,,,1
12638,4326,0,1,,pvan_ob,pvan,,Irregular,ob,instant_pvan_ob,Series,,,,1
12639,4326,0,1,,pvan_pi,pvan,,Irregular,pi,instant_pvan_pi,Series,,,,1
12644,5189,0,1,,stvn_wsm,stvn,,Irregular,wsm,instant_stvn_wsm,Series,,,,1
12645,5189,0,1,,stvn_ob,stvn,,Irregular,ob,instant_stvn_ob,Series,,,,1
12646,5189,0,1,,stvn_pi,stvn,,Irregular,pi,instant_stvn_pi,Series,,,,1
12651,5288,0,1,,swmn_wsm,swmn,,Irregular,wsm,instant_swmn_wsm,Series,,,,1
12652,5288,0,1,,swmn_ob,swmn,,Irregular,ob,instant_swmn_ob,Series,,,,1
12653,5288,0,1,,swmn_pi,swmn,,Irregular,pi,instant_swmn_pi,Series,,,,1
18461,14983,1,1,,instant,,,,,folder2017aug02130126764,Series,,,,1
18462,18461,0,1,,keti_ob,keti,,Irregular,ob,instant_keti_ob,Series,,,,1
15094,15091,1,0,,ulmt,,,,,,,,,,0
15095,15094,1,0,,quality,,,,,,,,,,0
15096,15094,1,0,,instant,,,,,,,,,,0
15111,2,1,0,,grfu,,,,,,,,,,0
15098,15097,1,0,,monthly,,,,,,,,,,0
15100,15099,1,0,,monthly,,,,,,,,,,0
18463,18461,0,1,,keti_pc,keti,,Irregular,pc,instant_keti_pc,Series,,,,1
15102,15101,1,0,,monthly,,,,,,,,,,0
15103,4630,1,0,,quality,,,,,,,,,,0
15104,5113,1,0,,quality,,,,,,,,,,0
18464,18461,0,1,,keti_batvolt,keti,,Irregular,batvolt,instant_keti_batvolt,Series,,,,1
15106,15105,1,0,,daily,,,,,,,,,,0
15107,3492,1,0,,quality,,,,,,,,,,0
15108,3967,1,0,,quality,,,,,,,,,,0
15109,15091,1,0,,comt,,,,,,,,,,0
15110,15109,1,0,,quality,,,,,,,,,,0
15112,15111,1,0,,instant,,,,,,,,,,0
19091,19089,0,1,,lowews_bv-l2,lowews,,Irregular,bv_l2,instant_lowews_bv_l2,Series,,,,1
15114,15113,1,0,,monthly,,,,,,,,,,0
18465,18461,0,1,,keti_parity,keti,,Irregular,parity,instant_keti_parity,Series,,,,1
15119,15118,1,0,,monthly,,,,,,,,,,0
15120,167,1,0,,quality,,,,,,,,,,0
19093,19089,0,1,,lowews_gh-l2,lowews,,Irregular,gh_l2,instant_lowews_gh_l2,Series,,,,1
15122,15121,1,0,,monthly,,,,,,,,,,0
19094,19089,0,1,,lowews_gh-l3,lowews,,Irregular,gh_l3,instant_lowews_gh_l3,Series,,,,1
15124,15123,1,0,,monthly,,,,,,,,,,0
15125,3093,1,0,,quality,,,,,,,,,,0
15126,131,1,0,,quality,,,,,,,,,,0
15127,242,1,0,,quality,,,,,,,,,,0
18466,18461,0,1,,keti_power,keti,,Irregular,power,instant_keti_power,Series,,,,1
15141,15140,1,0,,daily,,,,,,,,,,0
15143,15142,1,0,,daily,,,,,,,,,,0
15144,4387,1,0,,quality,,,,,,,,,,0
15145,15091,1,0,,vlmt,,,,,,,,,,0
15146,15145,1,0,,instant,,,,,,,,,,0
15147,12915,1,0,,instant,,,,,,,,,,0
15148,10778,1,0,,instant,,,,,,,,,,0
15149,10848,1,0,,instant,,,,,,,,,,0
15115,2,1,0,,ekt01,,,,,,,,,,0
15152,4855,1,0,,quality,,,,,,,,,,0
15153,1194,1,0,,quality,,,,,,,,,,0
15154,1423,1,0,,quality,,,,,,,,,,0
15155,1495,1,0,,quality,,,,,,,,,,0
15156,1684,1,0,,quality,,,,,,,,,,0
15158,15157,1,0,,daily,,,,,,,,,,0
15159,2274,1,0,,quality,,,,,,,,,,0
15160,2780,1,0,,quality,,,,,,,,,,0
15162,15161,1,0,,daily,,,,,,,,,,0
15164,15163,1,0,,daily,,,,,,,,,,0
15166,15165,1,0,,monthly,,,,,,,,,,0
15167,15145,1,0,,quality,,,,,,,,,,0
15168,2901,1,0,,quality,,,,,,,,,,0
15169,3820,1,0,,quality,,,,,,,,,,0
15171,15170,1,0,,monthly,,,,,,,,,,0
15173,15172,1,0,,monthly,,,,,,,,,,0
15174,4562,1,0,,quality,,,,,,,,,,0
19136,19135,0,1,sum,jcto_qc,jcto,,Irregular,qc,instant_jcto_qc,CalculationSeries,,"FileRatingTable(jcto_ch,""jcto_qc.csv"")",,1
15170,5634,1,1020,,bpnw,bpnw,,,,,,,,,0
15208,15207,1,0,,instant,,,,,,,,,,0
15209,7831,1,0,,quality,,,,,,,,,,0
15210,7795,1,0,,quality,,,,,,,,,,0
15211,5251,1,0,,quality,,,,,,,,,,0
15212,7575,1,0,,quality,,,,,,,,,,0
15213,7939,1,0,,quality,,,,,,,,,,0
15215,15214,1,0,,instant,,,,,,,,,,0
15217,15216,1,0,,instant,,,,,,,,,,0
15219,15218,1,0,,instant,,,,,,,,,,0
15220,10778,1,0,,quality,,,,,,,,,,0
18467,18461,0,1,,keti_msglen,keti,,Irregular,msglen,instant_keti_msglen,Series,,,,1
15222,15221,1,0,,daily,,,,,,,,,,0
18468,18461,0,1,,keti_lenerr,keti,,Irregular,lenerr,instant_keti_lenerr,Series,,,,1
15224,15223,1,0,,daily,,,,,,,,,,0
18469,18461,0,1,,keti_timeerr,keti,,Irregular,timeerr,instant_keti_timeerr,Series,,,,1
15226,15225,1,0,,daily,,,,,,,,,,0
18470,14916,1,1,,instant,,,,,folder2017aug02130127898,Series,,,,1
15228,15227,1,0,,daily,,,,,,,,,,0
18471,18470,0,1,,crmi_ob,crmi,,Irregular,ob,instant_crmi_ob,Series,,,,1
15230,15229,1,0,,daily,,,,,,,,,,0
18472,18470,0,1,,crmi_pc,crmi,,Irregular,pc,instant_crmi_pc,Series,,,,1
15232,15231,1,0,,daily,,,,,,,,,,0
18473,18470,0,1,,crmi_batvolt,crmi,,Irregular,batvolt,instant_crmi_batvolt,Series,,,,1
